comparison	chromosome	start	end	fst	zfst	dxy	top1_dxy	bottom1_dxy	top1_fst	bottom1_fst	profile
HCU-HEL	chr1	391950001	392000000	0.8583472501400468	2.375305936481821	0.0077672978967122	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr1	393350001	393400000	0.8438624784855494	2.2671549871860126	0.0045293391675081	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr1	398150001	398200000	0.8439121674496358	2.2675259912144954	0.0035943869551583	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr1	398550001	398600000	0.8704114860075571	2.4653838881901367	0.0040063174786962	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr1	398600001	398650000	0.8843384422034909	2.5693698928934774	0.0051230764738517	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr1	399100001	399150000	0.8439665937044171	2.267932366355341	0.0033808644361408	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr1	432100001	432150000	0.2583456981574056	-2.1046222925374605	0.0101716712525421	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr1	434300001	434350000	0.9128075493217384	2.7819352707872005	0.0036898988084545	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr1	434450001	434500000	0.8902804551527981	2.6137360973821773	0.0026618763778884	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr1	434500001	434550000	0.8617041250207079	2.40037013588175	0.0031622197950798	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	3000001	3050000	0.2470916282990727	-2.1886511172681655	0.0104222821203953	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	3400001	3450000	0.2406933497433914	-2.2364240415614596	0.0181196072597441	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	3450001	3500000	0.2647861270042945	-2.05653465192582	0.0180688647068377	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	3500001	3550000	0.2386238728402059	-2.251875848256373	0.0196649655042056	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	5000001	5050000	0.2454316550520827	-2.2010453535564456	0.0113738305779828	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	6150001	6200000	0.2505819239032653	-2.162590728335544	0.0120946214573749	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	15550001	15600000	0.2501237549262959	-2.1660116597094774	0.0149251871736495	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	19200001	19250000	0.8828616890658941	2.5583436746336217	0.0037537537537537	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	19250001	19300000	0.9032193756600116	2.7103449062123577	0.0097016645916908	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	19550001	19600000	0.160025842436024	-2.838730222198388	0.0142137246183488	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	19800001	19850000	0.1714682198462128	-2.7532953939090103	0.0122133506638195	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	19850001	19900000	0.2289281702080734	-2.324269080871084	0.0112904395237888	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	23300001	23350000	0.224549048307469	-2.356965915997607	0.0127617734191439	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	23900001	23950000	0.2517074621583616	-2.154186865736881	0.0176994638915168	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	23950001	24000000	0.2234028413490439	-2.3655241020429254	0.0209173005916633	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	24350001	24400000	0.2491253752688701	-2.1734660891118693	0.0235292666074425	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	25600001	25650000	0.8460068977113144	2.283166352811004	0.0115802751461033	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Barrier
HCU-HEL	chr2	26550001	26600000	0.2063750415541601	-2.492662641480229	0.0111010630815297	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	26600001	26650000	0.1284530225617127	-3.074469557467242	0.0201945003353454	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	26650001	26700000	0.0862238648549516	-3.3897747347173492	0.0288819184908346	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	26700001	26750000	0.1197800949611057	-3.139226211942235	0.016591086070267	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	29450001	29500000	0.1543650569839993	-2.8809966337787385	0.016177828130245	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	29550001	29600000	0.1748365048149688	-2.7281460007698604	0.0163375962904793	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	31400001	31450000	0.2398023711593004	-2.2430765578710115	0.0225418782856633	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	31900001	31950000	0.1567466483014423	-2.8632144161532267	0.0120462642985346	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	31950001	32000000	0.1182406506170651	-3.150720515833754	0.0201072670228101	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	32100001	32150000	0.1588149660068136	-2.847771264640943	0.0237647058823529	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	32900001	32950000	0.2137983425830743	-2.4372363584613765	0.0144043498024406	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	33800001	33850000	0.2256438969764837	-2.348791198044603	0.0105542900531511	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	34200001	34250000	0.2525406257071262	-2.1479660269921026	0.0108792418884546	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	34700001	34750000	0.2317101222905083	-2.3034975584896893	0.015968049594659	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	35050001	35100000	0.2568641020880104	-2.115684670681908	0.0196630585936031	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	35250001	35300000	0.2655593685820583	-2.0507612222394656	0.0162580018289894	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	35950001	36000000	0.2640535119681047	-2.062004742412729	0.0119319809753022	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	36800001	36850000	0.2299757149588604	-2.3164475589355087	0.0136158767083454	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	39350001	39400000	0.2407359184828757	-2.2361062008874493	0.0198422216891873	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	46350001	46400000	0.1943215001108958	-2.5826607429733	0.0143129668440002	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	46400001	46450000	0.2158369804800894	-2.422014812061359	0.0207535703433606	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	48550001	48600000	0.2583110431792128	-2.104881044893298	0.0130012809143758	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	52450001	52500000	0.1447946509725014	-2.9524543357003585	0.0114744787658935	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	54650001	54700000	0.2157127820942368	-2.4229421427539894	0.0159741713445602	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	54700001	54750000	0.1929292719417543	-2.59305585321187	0.0161489525458787	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	54750001	54800000	0.159923214477675	-2.8394964966958045	0.0191509617017148	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	54850001	54900000	0.2135142396222107	-2.4393576210983063	0.0150948231676063	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	54950001	55000000	0.1826209499778934	-2.670023225058028	0.0149956651844394	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	55850001	55900000	0.1921710516617556	-2.5987171259618433	0.0126132613261326	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	56750001	56800000	0.2540803411903388	-2.136469698632436	0.0170940627559924	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	56800001	56850000	0.2470846724518733	-2.188703053294202	0.0139447110577884	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	59300001	59350000	0.1822597789520605	-2.672719918539547	0.0130335244465679	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Balancing
HCU-HEL	chr2	86850001	86900000	0.8663106063297629	2.434764556337319	0.0059209942299156	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	87700001	87750000	0.8475714553936364	2.2948481661393236	0.0056693915600014	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	141550001	141600000	0.8600540262043165	2.3880496273034035	0.0048965918733842	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	158550001	158600000	0.8521394241327671	2.328955031423401	0.0043087823364639	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	158600001	158650000	0.8418378163716547	2.252037791358284	0.0062290484251053	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	158650001	158700000	0.903479518522782	2.7122872701123373	0.0054189530711124	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	158700001	158750000	0.8672384161940961	2.4416920744223214	0.0040815399981839	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	230950001	231000000	0.8461538461538463	2.284263547432807	0.0067826453472562	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	234800001	234850000	0.8467488493898252	2.2887061555967554	0.0052072351421188	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	237300001	237350000	0.8552792688972024	2.3523987694411637	0.0051529392365405	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	237900001	237950000	0.8453223855552617	2.27805542381278	0.0035783327415473	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	238000001	238050000	0.8475536814967045	2.2947154568449197	0.0037289103986018	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	238150001	238200000	0.9041112174098218	2.717003867372692	0.0040647775774665	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	238350001	238400000	0.9201765202154584	2.8369558963447705	0.0026926433595153	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	238400001	238450000	0.8447839997202748	2.2740355510436316	0.0034022882646735	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	238500001	238550000	0.9387682789903554	2.9757717788830007	0.0032097604082039	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	238650001	238700000	0.8957819100172303	2.6548128627112084	0.0028032853790429	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	238950001	239000000	0.8756058729088483	2.504167922055794	0.0035108168593808	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	239050001	239100000	0.8894472361809046	2.607514844819071	0.0032896921398415	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	239200001	239250000	0.8506379738371913	2.3177444111485155	0.0037079059635109	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	239300001	239350000	0.9179160690020276	2.8200781746657064	0.0027643713321097	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	239400001	239450000	0.8592258224729273	2.381865821172621	0.0028279273765809	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	239450001	239500000	0.9261913683954528	2.881865927103494	0.0028674798818856	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	239550001	239600000	0.8464590243034655	2.286542168551105	0.0045832040312689	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	239650001	239700000	0.8918758015859253	2.625647795772315	0.0030103782602758	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	240050001	240100000	0.9053430270339532	2.7262012080957096	0.0022723209988586	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Recurrent
HCU-HEL	chr2	240100001	240150000	0.891572725409052	2.6233848690918236	0.0031286241714279	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	240250001	240300000	0.9555396839567896	3.1009959392225332	0.003895620495763	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	240500001	240550000	0.9322983032660452	2.927463525691607	0.003454870363984	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	240550001	240600000	0.8792160717576949	2.531123571890162	0.0034772407320506	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	240600001	240650000	0.8923123957336533	2.628907638085336	0.0038424767939525	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	240800001	240850000	0.9114200693624818	2.771575613189428	0.0036559013044161	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	240850001	240900000	0.9167994743765157	2.8117410899253876	0.0032988816176725	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	240900001	240950000	0.8982888593806302	2.673531069663683	0.0039568755704289	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	241000001	241050000	0.9086657834475376	2.7510106610149285	0.0035270149586961	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	241200001	241250000	0.841860844060616	2.2522097282365903	0.0038447288471106	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	241250001	241300000	0.8913629450381364	2.6218185381340895	0.0033909162014186	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	241450001	241500000	0.897900513405659	2.670631473670722	0.003251677383282	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	241750001	241800000	0.8922165943513003	2.6281923344069305	0.0049421039664942	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	241900001	241950000	0.8826409583224293	2.5566955824155384	0.0026361393408917	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	242000001	242050000	0.8544103017675397	2.345910602266592	0.0030472985604785	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	242050001	242100000	0.854214587886017	2.3444492991420463	0.0034898923866036	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	242550001	242600000	0.8899237501379592	2.6110727494956114	0.0040606124087846	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	301100001	301150000	0.8905796995894764	2.615970414268229	0.0197716737539746	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Barrier
HCU-HEL	chr2	320300001	320350000	0.8503631608467647	2.315692512333512	0.00726854690374	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
HCU-HEL	chr2	327350001	327400000	0.8497376275270537	2.3110219504526213	0.0080975893116468	0.009950664969784069	0.0022910497016703	0.841703796742164	0.2685990890107925	Allopatric
