pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
HCU	chr1	6450001	6500000	0.0039406374484908	21201	5514	1399266	0
HCU	chr1	6500001	6550000	0.0030672563529029	23207	4698	1531662	0
HCU	chr1	6550001	6600000	0.0037937229914307	22685	5680	1497210	0
HCU	chr1	6600001	6650000	0.0038426197741555	34529	8757	2278914	0
HCU	chr1	6650001	6700000	0.0036377554732403	28739	6900	1896774	0
HCU	chr1	6700001	6750000	0.0028897863566904	30321	5783	2001186	0
HCU	chr1	6750001	6800000	0.0042587252724415	27996	7869	1847736	0
HCU	chr1	6800001	6850000	0.0036075312437973	26107	6216	1723062	0
HCU	chr1	6850001	6900000	0.004154765370326	31541	8649	2081706	0
HCU	chr1	6900001	6950000	0.0051249307278991	18865	6381	1245090	0
HCU	chr1	6950001	7000000	0.003562909235422	31873	7495	2103618	0
HCU	chr1	7000001	7050000	0.0044024245713469	29481	8566	1945746	0
HCU	chr1	7050001	7100000	0.0032808541702925	25072	5429	1654752	0
HCU	chr1	7100001	7150000	0.0038728058872376	23282	5951	1536612	0
HCU	chr1	7150001	7200000	0.0041733858253529	20182	5559	1332012	0
HCU	chr1	7200001	7250000	0.0046108405483405	22848	6953	1507968	0
HCU	chr1	7250001	7300000	0.0049872122762148	15640	5148	1032240	0
HCU	chr1	7300001	7350000	0.0036486002507013	6092	1467	402072	0
HCU	chr1	7350001	7400000	0.0066412225552873	27416	12017	1809456	0
HCU	chr1	7400001	7450000	0.0071153763022521	24535	11522	1619310	0
HCU	chr1	7450001	7500000	0.0064232603194792	22586	9575	1490676	0
HCU	chr1	7500001	7550000	0.0070595753016013	18874	8794	1245684	0
HCU	chr1	7550001	7600000	0.0066707774793065	27717	12203	1829322	0
HCU	chr1	7600001	7650000	0.0055673353389802	16378	6018	1080948	0
HCU	chr1	7650001	7700000	0.0061920389237199	22272	9102	1469952	0
HCU	chr1	7700001	7750000	0.0056494228033656	18299	6823	1207734	0
HCU	chr1	7750001	7800000	0.004891326031879	24304	7846	1604064	0
HCU	chr1	7800001	7850000	0.0065398183879061	26173	11297	1727418	0
HCU	chr1	7850001	7900000	0.0042572404560101	25034	7034	1652244	0
HCU	chr1	7900001	7950000	0.0032229978631203	27426	5834	1810116	0
HCU	chr1	7950001	8000000	0.0044671970783878	22304	6576	1472064	0
HCU	chr1	8000001	8050000	0.0054731994991315	24757	8943	1633962	0
HCU	chr1	8050001	8100000	0.0048569610633715	26956	8641	1779096	0
HCU	chr1	8100001	8150000	0.0040944441994148	22673	6127	1496418	0
HCU	chr1	8150001	8200000	0.0023383921265466	26812	4138	1769592	0
HCU	chr1	8200001	8250000	0.0039801397771121	20214	5310	1334124	0
HCU	chr1	8250001	8300000	0.0040024784656241	22399	5917	1478334	0
HCU	chr1	8300001	8350000	0.0040778657391394	28123	7569	1856118	0
HCU	chr1	8350001	8400000	0.0039504881963978	24692	6438	1629672	0
HCU	chr1	8400001	8450000	0.0065324617479285	23948	10325	1580568	0
HCU	chr1	8450001	8500000	0.0044269414095277	21018	6141	1387188	0
HCU	chr1	8500001	8550000	0.0047663817779272	22433	7057	1480578	0
HCU	chr1	8550001	8600000	0.0033280224530064	23451	5151	1547766	0
HCU	chr1	8600001	8650000	0.0042274089420232	28698	8007	1894068	0
HCU	chr1	8650001	8700000	0.0041573421160044	25836	7089	1705176	0
HCU	chr1	8700001	8750000	0.0047603026761577	20536	6452	1355376	0
HCU	chr1	8750001	8800000	0.0046217663966553	30616	9339	2020656	0
HCU	chr1	8800001	8850000	0.0031981137477809	24342	5138	1606572	0
HCU	chr1	8850001	8900000	0.003579729301514	24003	5671	1584198	0
HCU	chr1	8900001	8950000	0.0072183754001935	24420	11634	1611720	0
HCU	chr1	8950001	9000000	0.0062278554277177	23246	9555	1534236	0
HCU	chr1	9000001	9050000	0.0064258276934333	24850	10539	1640100	0
HCU	chr1	9050001	9100000	0.0041620628686623	26411	7255	1743126	0
HCU	chr1	9100001	9150000	0.005187734919453	20389	6981	1345674	0
HCU	chr1	9150001	9200000	0.00575375322395	28856	10958	1904496	0
HCU	chr1	9200001	9250000	0.005447136801731	22169	7970	1463154	0
HCU	chr1	9250001	9300000	0.0049032299616784	23525	7613	1552650	0
HCU	chr1	9300001	9350000	0.0042105475527579	22530	6261	1486980	0
HCU	chr1	9350001	9400000	0.0046449740460157	27648	8476	1824768	0
HCU	chr1	9400001	9450000	0.0030847960659422	32142	6544	2121372	0
HCU	chr1	9450001	9500000	0.0049888653736812	23024	7581	1519584	0
HCU	chr1	9500001	9550000	0.004297881859583	18152	5149	1198032	0
HCU	chr1	9550001	9600000	0.0045176377163883	26254	7828	1732764	0
HCU	chr1	9600001	9650000	0.0028129111410652	22526	4182	1486716	0
HCU	chr1	9650001	9700000	0.0036336160125924	26028	6242	1717848	0
HCU	chr1	9700001	9750000	0.0030922033707549	26925	5495	1777050	0
HCU	chr1	9750001	9800000	0.0037292183619657	29639	7295	1956174	0
HCU	chr1	9800001	9850000	0.0034699138061746	28579	6545	1886214	0
HCU	chr1	9850001	9900000	0.0040468601449457	32543	8692	2147838	0
HCU	chr1	9900001	9950000	0.0035326436312211	32056	7474	2115696	0
HCU	chr1	9950001	10000000	0.0041814633721237	29209	8061	1927794	0
HCU	chr1	10000001	10050000	0.0033034591004154	29964	6533	1977624	0
HCU	chr1	10050001	10100000	0.0032970289694006	25767	5607	1700622	0
HCU	chr1	10100001	10150000	0.003070208166386	28021	5678	1849386	0
HCU	chr1	10150001	10200000	0.0023742656735452	24569	3850	1621554	0
HCU	chr1	10200001	10250000	0.0036433053983395	27065	6508	1786290	0
HCU	chr1	10250001	10300000	0.00281624044694	27831	5173	1836846	0
HCU	chr1	10300001	10350000	0.0031738910183595	35054	7343	2313564	0
HCU	chr1	10350001	10400000	0.0029288258643074	27682	5351	1827012	0
HCU	chr1	10400001	10450000	0.0023094916157558	27633	4212	1823778	0
HCU	chr1	10450001	10500000	0.0033808665856599	32545	7262	2147970	0
HCU	chr1	10500001	10550000	0.0043298403082118	28481	8139	1879746	0
HCU	chr1	10550001	10600000	0.0034897058187012	25204	5805	1663464	0
HCU	chr1	10600001	10650000	0.0032328486118805	25763	5497	1700358	0
HCU	chr1	10650001	10700000	0.0032132775321327	27674	5869	1826484	0
HCU	chr1	10700001	10750000	0.0033343284648437	23752	5227	1567632	0
HCU	chr1	10750001	10800000	0.0036970017241287	28385	6926	1873410	0
HCU	chr1	10800001	10850000	0.0038891132962357	30158	7741	1990428	0
HCU	chr1	10850001	10900000	0.0040356291752939	34905	9297	2303730	0
HCU	chr1	10900001	10950000	0.0033604191511793	24546	5444	1620036	0
HCU	chr1	10950001	11000000	0.0029549773885952	33149	6465	2187834	0
HCU	chr1	11000001	11050000	0.0029727431827555	29903	5867	1973598	0
HCU	chr1	11050001	11100000	0.0028421383026803	37749	7081	2491434	0
HCU	chr1	11100001	11150000	0.0040077753724364	28388	7509	1873608	0
HCU	chr1	11150001	11200000	0.0035845362648903	31854	7536	2102364	0
HCU	chr1	11200001	11250000	0.003913154549695	29299	7567	1933734	0
HCU	chr1	11250001	11300000	0.0028467465992843	27091	5090	1788006	0
HCU	chr1	11300001	11350000	0.0032677052408995	37604	8110	2481864	0
HCU	chr1	11350001	11400000	0.0034882173955959	35305	8128	2330130	0
HCU	chr1	11400001	11450000	0.0032676325863566	33951	7322	2240766	0
HCU	chr1	11450001	11500000	0.0039354709986727	31439	8166	2074974	0
HCU	chr1	11500001	11550000	0.0039989855081011	30826	8136	2034516	0
HCU	chr1	11550001	11600000	0.0035834344239044	30126	7125	1988316	0
HCU	chr1	11600001	11650000	0.0031723264197799	30042	6290	1982772	0
HCU	chr1	11650001	11700000	0.0042351140651524	31007	8667	2046462	0
HCU	chr1	11700001	11750000	0.0026634514269137	25070	4407	1654620	0
HCU	chr1	11750001	11800000	0.003295953016809	30092	6546	1986072	0
HCU	chr1	11800001	11850000	0.0041704793202854	25533	7028	1685178	0
HCU	chr1	11850001	11900000	0.0036527392213706	29571	7129	1951686	0
HCU	chr1	11900001	11950000	0.0032202416909349	30249	6429	1996434	0
HCU	chr1	11950001	12000000	0.0034363997928661	29669	6729	1958154	0
HCU	chr1	12000001	12050000	0.0038275813739161	30053	7592	1983498	0
HCU	chr1	12050001	12100000	0.0041347734446696	33053	9020	2181498	0
HCU	chr1	12100001	12150000	0.0034212136551975	35558	8029	2346828	0
HCU	chr1	12150001	12200000	0.0026930822912275	30409	5405	2006994	0
HCU	chr1	12200001	12250000	0.0043442392047969	30120	8636	1987920	0
HCU	chr1	12250001	12300000	0.003680608365019	32875	7986	2169750	0
HCU	chr1	12300001	12350000	0.003746244804567	27931	6906	1843446	0
HCU	chr1	12350001	12400000	0.0038882657693745	31205	8008	2059530	0
HCU	chr1	12400001	12450000	0.0029625039409456	30661	5995	2023626	0
HCU	chr1	12450001	12500000	0.0025470511421606	29077	4888	1919082	0
HCU	chr1	12500001	12550000	0.0036672656967401	33792	8179	2230272	0
HCU	chr1	12550001	12600000	0.0024600719751286	30684	4982	2025144	0
HCU	chr1	12600001	12650000	0.0025790362304248	35214	5994	2324124	0
HCU	chr1	12650001	12700000	0.0045555741663526	17368	5222	1146288	0
HCU	chr1	12700001	12750000	0.004352121552796	32022	9198	2113452	0
HCU	chr1	12750001	12800000	0.0037563413300415	27985	6938	1847010	0
HCU	chr1	12800001	12850000	0.0034405534035551	32434	7365	2140644	0
HCU	chr1	12850001	12900000	0.0035887328570255	29520	6992	1948320	0
HCU	chr1	12900001	12950000	0.0050223464312917	32464	10761	2142624	0
HCU	chr1	12950001	13000000	0.0086484004285932	26132	14916	1724712	0
HCU	chr1	13000001	13050000	0.0037331437268305	28512	7025	1881792	0
HCU	chr1	13050001	13100000	0.00312331779283	31862	6568	2102892	0
HCU	chr1	13100001	13150000	0.0016442019296787	27673	3003	1826418	0
HCU	chr1	13150001	13200000	0.0032140567387403	32471	6888	2143086	0
HCU	chr1	13200001	13250000	0.0033840576532327	33168	7408	2189088	0
HCU	chr1	13250001	13300000	0.003327977590963	27781	6102	1833546	0
HCU	chr1	13300001	13350000	0.0053419448300839	33134	11682	2186844	0
HCU	chr1	13350001	13400000	0.0054744948850588	23514	8496	1551924	0
HCU	chr1	13400001	13450000	0.0052573788296513	17773	6167	1173018	0
HCU	chr1	13450001	13500000	0.004701773810054	28574	8867	1885884	0
HCU	chr1	13500001	13550000	0.0032798081578569	31857	6896	2102562	0
HCU	chr1	13550001	13600000	0.0038378592531797	33119	8389	2185854	0
HCU	chr1	13600001	13650000	0.002472206808136	23755	3876	1567830	0
HCU	chr1	13650001	13700000	0.0053565662022176	20363	7199	1343958	0
HCU	chr1	13700001	13750000	0.0050710486073394	23601	7899	1557666	0
HCU	chr1	13750001	13800000	0.0046651417628597	25635	7893	1691910	0
HCU	chr1	13800001	13850000	0.0024152319827307	25156	4010	1660296	0
HCU	chr1	13850001	13900000	0.001748827051849	36466	4209	2406756	0
HCU	chr1	13900001	13950000	0.0036833466351438	30185	7338	1992210	0
HCU	chr1	13950001	14000000	0.0020028367384319	32923	4352	2172918	0
HCU	chr1	14000001	14050000	0.0031159938308833	39041	8029	2576706	0
HCU	chr1	14050001	14100000	0.0027021391386558	29937	5339	1975842	0
HCU	chr1	14100001	14150000	0.003006834570131	30602	6073	2019732	0
HCU	chr1	14150001	14200000	0.0028905341314057	34234	6531	2259444	0
HCU	chr1	14200001	14250000	0.003684498106725	28506	6932	1881396	0
HCU	chr1	14250001	14300000	0.0022609661356374	35363	5277	2333958	0
HCU	chr1	14300001	14350000	0.0027366273844507	33009	5962	2178594	0
HCU	chr1	14350001	14400000	0.0028988195889038	29892	5719	1972872	0
HCU	chr1	14400001	14450000	0.0038768077718296	33607	8599	2218062	0
HCU	chr1	14450001	14500000	0.0034789243471859	32686	7505	2157276	0
HCU	chr1	14500001	14550000	0.0058508683988486	32826	12676	2166516	0
HCU	chr1	14550001	14600000	0.0021822385563842	29411	4236	1941126	0
HCU	chr1	14600001	14650000	0.0022084377623476	29707	4330	1960662	0
HCU	chr1	14650001	14700000	0.0030293309579419	34291	6856	2263206	0
HCU	chr1	14700001	14750000	0.0036690281083002	33082	8011	2183412	0
HCU	chr1	14750001	14800000	0.002275041995688	34365	5160	2268090	0
HCU	chr1	14800001	14850000	0.0018309218309218	33300	4024	2197800	0
HCU	chr1	14850001	14900000	0.0022708954210916	25227	3781	1664982	0
HCU	chr1	14900001	14950000	0.0029203685422836	32416	6248	2139456	0
HCU	chr1	14950001	15000000	0.0020472752263379	32497	4391	2144802	0
HCU	chr1	15000001	15050000	0.0022929497033506	37612	5692	2482392	0
HCU	chr1	15050001	15100000	0.0023366030588907	33920	5231	2238720	0
HCU	chr1	15100001	15150000	0.0018638949967739	33158	4079	2188428	0
HCU	chr1	15150001	15200000	0.0035417001796751	33343	7794	2200638	0
HCU	chr1	15200001	15250000	0.0048076117727859	27135	8610	1790910	0
HCU	chr1	15250001	15300000	0.0024695630289111	31787	5181	2097942	0
HCU	chr1	15300001	15350000	0.0042593070018851	27857	7831	1838562	0
HCU	chr1	15350001	15400000	0.0029811144200013	34068	6703	2248488	0
HCU	chr1	15400001	15450000	0.0024338249590311	26184	4206	1728144	0
HCU	chr1	15450001	15500000	0.0026387856769328	22020	3835	1453320	0
HCU	chr1	15500001	15550000	0.0028149861255546	35142	6529	2319372	0
HCU	chr1	15550001	15600000	0.0042806668486884	33629	9501	2219514	0
HCU	chr1	15600001	15650000	0.0035536733915213	32007	7507	2112462	0
HCU	chr1	15650001	15700000	0.0047819220386845	28244	8914	1864104	0
HCU	chr1	15700001	15750000	0.0041594935302937	32740	8988	2160840	0
HCU	chr1	15750001	15800000	0.0025649539017302	35047	5933	2313102	0
HCU	chr1	15800001	15850000	0.0039009481403364	34137	8789	2253042	0
HCU	chr1	15850001	15900000	0.0022182590285863	29514	4321	1947924	0
HCU	chr1	15900001	15950000	0.0009985125727211	34430	2269	2272380	0
HCU	chr1	15950001	16000000	0.0030801777067055	30926	6287	2041116	0
HCU	chr1	16000001	16050000	0.0022915630108749	31975	4836	2110350	0
HCU	chr1	16050001	16100000	0.0046940904549378	34363	10646	2267958	0
HCU	chr1	16100001	16150000	0.0032201662003757	33501	7120	2211066	0
HCU	chr1	16150001	16200000	0.0036314868705325	28459	6821	1878294	0
HCU	chr1	16200001	16250000	0.0034259795406292	33912	7668	2238192	0
HCU	chr1	16250001	16300000	0.0034243651875717	37273	8424	2460018	0
HCU	chr1	16300001	16350000	0.0042459148361926	36288	10169	2395008	0
HCU	chr1	16350001	16400000	0.0026071039175877	25792	4438	1702272	0
HCU	chr1	16400001	16450000	0.0029386425595694	23109	4482	1525194	0
HCU	chr1	16450001	16500000	0.0035223374981512	32167	7478	2123022	0
HCU	chr1	16500001	16550000	0.0032746687092698	25161	5438	1660626	0
HCU	chr1	16550001	16600000	0.0030851176793027	31677	6450	2090682	0
HCU	chr1	16600001	16650000	0.0033001852527141	33157	7222	2188362	0
HCU	chr1	16650001	16700000	0.002619457062143	26538	4588	1751508	0
HCU	chr1	16700001	16750000	0.0043307208255661	35308	10092	2330328	0
HCU	chr1	16750001	16800000	0.0046139564417664	26343	8022	1738638	0
HCU	chr1	16800001	16850000	0.0035946914947534	29058	6894	1917828	0
HCU	chr1	16850001	16900000	0.0029373112807211	30599	5932	2019534	0
HCU	chr1	16900001	16950000	0.0028798988189851	33687	6403	2223342	0
HCU	chr1	16950001	17000000	0.0028275665114332	32151	6000	2121966	0
HCU	chr1	17000001	17050000	0.0029011914175156	31732	6076	2094312	0
HCU	chr1	17050001	17100000	0.0021061341684776	32337	4495	2134242	0
HCU	chr1	17100001	17150000	0.0027360940139844	36482	6588	2407812	0
HCU	chr1	17150001	17200000	0.0026607768083839	35459	6227	2340294	0
HCU	chr1	17200001	17250000	0.0029808157016637	31413	6180	2073258	0
HCU	chr1	17250001	17300000	0.003123605533244	33615	6930	2218590	0
HCU	chr1	17300001	17350000	0.0026932190441662	28084	4992	1853544	0
HCU	chr1	17350001	17400000	0.0024445907750544	33686	5435	2223276	0
HCU	chr1	17400001	17450000	0.0025533794889948	33129	5583	2186514	0
HCU	chr1	17450001	17500000	0.0045550032775377	29355	8825	1937430	0
HCU	chr1	17500001	17550000	0.0049459701807717	38458	12554	2538228	0
HCU	chr1	17550001	17600000	0.0034501252451848	34127	7771	2252382	0
HCU	chr1	17600001	17650000	0.0033611484362943	32204	7144	2125464	0
HCU	chr1	17650001	17700000	0.0027533052311074	26354	4789	1739364	0
HCU	chr1	17700001	17750000	0.0035796540935164	16736	3954	1104576	0
HCU	chr1	17750001	17800000	0.0022801692787852	29623	4458	1955118	0
HCU	chr1	17800001	17850000	0.0031000678195099	34271	7012	2261886	0
HCU	chr1	17850001	17900000	0.0035617078480485	27366	6433	1806156	0
HCU	chr1	17900001	17950000	0.00345941678607	36926	8431	2437116	0
HCU	chr1	17950001	18000000	0.002744573765335	34680	6282	2288880	0
HCU	chr1	18000001	18050000	0.0032367821170089	29631	6330	1955646	0
HCU	chr1	18050001	18100000	0.0022725096751782	38297	5744	2527602	0
HCU	chr1	18100001	18150000	0.0014554590094158	29190	2804	1926540	0
HCU	chr1	18150001	18200000	0.001185304371145	31075	2431	2050950	0
HCU	chr1	18200001	18250000	0.0021111249924809	26196	3650	1728936	0
HCU	chr1	18250001	18300000	0.0027637268781062	21962	4006	1449492	0
HCU	chr1	18300001	18350000	0.0019049382438037	36333	4568	2397978	0
HCU	chr1	18350001	18400000	0.0040706498575778	31426	8443	2074116	0
HCU	chr1	18400001	18450000	0.0035138206960303	30421	7055	2007786	0
HCU	chr1	18450001	18500000	0.0044383272964304	32728	9587	2160048	0
HCU	chr1	18500001	18550000	0.0042382943575447	29350	8210	1937100	0
HCU	chr1	18550001	18600000	0.004239198974867	31381	8780	2071146	0
HCU	chr1	18600001	18650000	0.0047127082447723	35928	11175	2371248	0
HCU	chr1	18650001	18700000	0.0024748233202717	31297	5112	2065602	0
HCU	chr1	18700001	18750000	0.0030920178039945	33782	6894	2229612	0
HCU	chr1	18750001	18800000	0.0024335879035628	38651	6208	2550966	0
HCU	chr1	18800001	18850000	0.0039390607312388	33649	8748	2220834	0
HCU	chr1	18850001	18900000	0.0035187674203767	30572	7100	2017752	0
HCU	chr1	18900001	18950000	0.0024438584067915	37230	6005	2457180	0
HCU	chr1	18950001	19000000	0.0028961132428386	23621	4515	1558986	0
