pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
HMA	chr1	2000001	2050000	0.0019753319291185	21206	1885	954270	0
HMA	chr1	2050001	2100000	0.0020560014267879	15575	1441	700875	0
HMA	chr1	2100001	2150000	0.0027929568913175	17019	2139	765855	0
HMA	chr1	2150001	2200000	0.0024169274996809	14803	1610	666135	0
HMA	chr1	2200001	2250000	0.0030912493185401	15082	2098	678690	0
HMA	chr1	2250001	2300000	0.0029551804194703	16942	2253	762390	0
HMA	chr1	2300001	2350000	0.0028508771929824	10640	1365	478800	0
HMA	chr1	2350001	2400000	0.0033984291433635	10907	1668	490815	0
HMA	chr1	2400001	2450000	0.0036364969390373	12124	1984	545580	0
HMA	chr1	2450001	2500000	0.0031650228176063	13586	1935	611370	0
HMA	chr1	2500001	2550000	0.0039067142008318	10472	1841	471240	0
HMA	chr1	2550001	2600000	0.0032403500039674	15403	2246	693135	0
HMA	chr1	2600001	2650000	0.0042121612536801	9586	1817	431370	0
HMA	chr1	2650001	2700000	0.0029870801033591	12900	1734	580500	0
HMA	chr1	2700001	2750000	0.0029254325905639	16066	2115	722970	0
HMA	chr1	2750001	2800000	0.0033475146555383	12301	1853	553545	0
HMA	chr1	2800001	2850000	0.0027677318839047	15761	1963	709245	0
HMA	chr1	2850001	2900000	0.0034405121341343	21418	3316	963810	0
HMA	chr1	2900001	2950000	0.0026580342656636	14313	1712	644085	0
HMA	chr1	2950001	3000000	0.0022709072491899	20951	2141	942795	0
HMA	chr1	3000001	3050000	0.0030312314888575	16319	2226	734355	0
HMA	chr1	3050001	3100000	0.0029657309785429	7493	1000	337185	0
HMA	chr1	3100001	3150000	0.002855099182962	11029	1417	496305	0
HMA	chr1	3150001	3200000	0.0019310422662377	19690	1711	886050	0
HMA	chr1	3200001	3250000	0.0060566505678109	15322	4176	689490	0
HMA	chr1	3250001	3300000	0.0068289952420934	3970	1220	178650	0
HMA	chr1	3300001	3350000	0.0066300693646538	2611	779	117495	0
HMA	chr1	3350001	3400000	0.0	136	0	6120	0
HMA	chr1	3400001	3450000	0.006112389089714	12172	3348	547740	0
HMA	chr1	3450001	3500000	0.0052694971394158	5904	1400	265680	0
HMA	chr1	3500001	3550000	0.000528384935697	22921	545	1031445	0
HMA	chr1	3550001	3600000	0.0003201238281181	12634	182	568530	0
HMA	chr1	3600001	3650000	0.0004273051523819	18878	363	849510	0
HMA	chr1	3650001	3700000	0.002002442002442	455	41	20475	0
HMA	chr1	3700001	3750000	NA	0	NA	NA	NA
HMA	chr1	3750001	3800000	0.0059921605153878	2863	772	128835	0
HMA	chr1	3800001	3850000	0.0068759342301943	223	69	10035	0
HMA	chr1	3850001	3900000	NA	0	NA	NA	NA
HMA	chr1	3900001	3950000	0.0031940517331657	2122	305	95490	0
HMA	chr1	3950001	4000000	NA	0	NA	NA	NA
HMA	chr1	4000001	4050000	0.002307307989281	7339	762	330255	0
HMA	chr1	4050001	4100000	0.0015824593005801	11473	817	516285	0
HMA	chr1	4100001	4150000	0.0008442324830792	18452	701	830340	0
HMA	chr1	4150001	4200000	0.0010657793209876	4608	221	207360	0
HMA	chr1	4200001	4250000	0.0008373866410105	18709	705	841905	0
HMA	chr1	4250001	4300000	0.0010623290855931	28198	1348	1268910	0
HMA	chr1	4300001	4350000	0.0035184843452051	21676	3432	975420	0
HMA	chr1	4350001	4400000	0.0068880398104016	25387	7869	1142415	0
HMA	chr1	4400001	4450000	0.0029806318267	22471	3014	1011195	0
HMA	chr1	4450001	4500000	0.0027728803705599	17583	2194	791235	0
HMA	chr1	4500001	4550000	0.0011064616181412	18879	940	849555	0
HMA	chr1	4550001	4600000	0.0025374267953868	22236	2539	1000620	0
HMA	chr1	4600001	4650000	0.00346074260073	19116	2977	860220	0
HMA	chr1	4650001	4700000	0.0002340448296153	16616	175	747720	0
HMA	chr1	4700001	4750000	0.0003698667958595	21329	355	959805	0
HMA	chr1	4750001	4800000	0.0017889468640187	18782	1512	845190	0
HMA	chr1	4800001	4850000	0.0030154883872521	15682	2128	705690	0
HMA	chr1	4850001	4900000	0.0024860798749271	17341	1940	780345	0
HMA	chr1	4900001	4950000	0.0037484357924657	19623	3310	883035	0
HMA	chr1	4950001	5000000	0.0019875930713747	14311	1280	643995	0
HMA	chr1	5000001	5050000	0.0022586725236381	21399	2175	962955	0
HMA	chr1	5050001	5100000	0.0024916029162313	19782	2218	890190	0
HMA	chr1	5100001	5150000	0.0035834805031133	13401	2161	603045	0
HMA	chr1	5150001	5200000	0.0045996424359998	14605	3023	657225	0
HMA	chr1	5200001	5250000	0.0043017378848076	20555	3979	924975	0
HMA	chr1	5250001	5300000	0.0036134605450686	17853	2903	803385	0
HMA	chr1	5300001	5350000	0.0048326401267577	21879	4758	984555	0
HMA	chr1	5350001	5400000	0.0034789253539253	16576	2595	745920	0
HMA	chr1	5400001	5450000	0.0047398071230783	17455	3723	785475	0
HMA	chr1	5450001	5500000	0.0030070541519568	16901	2287	760545	0
HMA	chr1	5500001	5550000	0.0039671789685334	18457	3295	830565	0
HMA	chr1	5550001	5600000	0.0027462303496952	5195	642	233775	0
HMA	chr1	5600001	5650000	0.0038343322575687	17352	2994	780840	0
HMA	chr1	5650001	5700000	0.0024782029807155	20696	2308	931320	0
HMA	chr1	5700001	5750000	0.0036686156187141	21322	3520	959490	0
HMA	chr1	5750001	5800000	0.0040959963078343	13482	2485	606690	0
HMA	chr1	5800001	5850000	0.0028669724770642	17440	2250	784800	0
HMA	chr1	5850001	5900000	0.0036921943696337	19308	3208	868860	0
HMA	chr1	5900001	5950000	0.0039725795121478	13761	2460	619245	0
HMA	chr1	5950001	6000000	0.0039995313621252	15174	2731	682830	0
HMA	chr1	6000001	6050000	0.0042036403734251	14913	2821	671085	0
HMA	chr1	6050001	6100000	0.0030244622805251	11587	1577	521415	0
HMA	chr1	6100001	6150000	0.0025286979934144	18323	2085	824535	0
HMA	chr1	6150001	6200000	0.0040306212143005	20857	3783	938565	0
HMA	chr1	6200001	6250000	0.0040273492331476	17177	3113	772965	0
HMA	chr1	6250001	6300000	0.0032952682615098	15996	2372	719820	0
HMA	chr1	6300001	6350000	0.0033919048867908	17794	2716	800730	0
HMA	chr1	6350001	6400000	0.0029138192862566	14048	1842	632160	0
HMA	chr1	6400001	6450000	0.0026767410531248	15176	1828	682920	0
HMA	chr1	6450001	6500000	0.002212865497076	14250	1419	641250	0
HMA	chr1	6500001	6550000	0.0034177277144994	15891	2444	715095	0
HMA	chr1	6550001	6600000	0.0032511351009264	15099	2209	679455	0
HMA	chr1	6600001	6650000	0.0030901245464352	22660	3151	1019700	0
HMA	chr1	6650001	6700000	0.0028198311497418	20939	2657	942255	0
HMA	chr1	6700001	6750000	0.0021966224864775	21528	2128	968760	0
HMA	chr1	6750001	6800000	0.0027486565060347	22702	2808	1021590	0
HMA	chr1	6800001	6850000	0.0029452776927524	19602	2598	882090	0
HMA	chr1	6850001	6900000	0.0023217793897429	24263	2535	1091835	0
HMA	chr1	6900001	6950000	0.0019877675840978	19184	1716	863280	0
HMA	chr1	6950001	7000000	0.0021232286248413	22942	2192	1032390	0
HMA	chr1	7000001	7050000	0.0022454297463458	21832	2206	982440	0
HMA	chr1	7050001	7100000	0.0021925031655999	19217	1896	864765	0
HMA	chr1	7100001	7150000	0.0027199183325292	15891	1945	715095	0
HMA	chr1	7150001	7200000	0.0028484978694453	12412	1591	558540	0
HMA	chr1	7200001	7250000	0.0035906448977074	14414	2329	648630	0
HMA	chr1	7250001	7300000	0.0028402537485582	13872	1773	624240	0
HMA	chr1	7300001	7350000	0.0024014939309056	5950	643	267750	0
HMA	chr1	7350001	7400000	0.0043709385792478	22553	4436	1014885	0
HMA	chr1	7400001	7450000	0.0049834327369118	17605	3948	792225	0
HMA	chr1	7450001	7500000	0.0037296037296037	17017	2856	765765	0
HMA	chr1	7500001	7550000	0.003093279265931	17098	2380	769410	0
HMA	chr1	7550001	7600000	0.0033213824132206	20547	3071	924615	0
HMA	chr1	7600001	7650000	0.0026012862009497	13079	1531	588555	0
HMA	chr1	7650001	7700000	0.0036448306215748	19565	3209	880425	0
HMA	chr1	7700001	7750000	0.0043895747599451	15552	3072	699840	0
HMA	chr1	7750001	7800000	0.0025933790867776	21662	2528	974790	0
HMA	chr1	7800001	7850000	0.0046854891340811	18217	3841	819765	0
HMA	chr1	7850001	7900000	0.0026182680013721	17815	2099	801675	0
HMA	chr1	7900001	7950000	0.0023427499254738	19009	2004	855405	0
HMA	chr1	7950001	8000000	0.0026542950653575	16669	1991	750105	0
HMA	chr1	8000001	8050000	0.0026072744397351	20055	2353	902475	0
HMA	chr1	8050001	8100000	0.00297407765946	20660	2765	929700	0
HMA	chr1	8100001	8150000	0.0033567675917646	19013	2872	855585	0
HMA	chr1	8150001	8200000	0.0022549425423294	22548	2288	1014660	0
HMA	chr1	8200001	8250000	0.0030602494971969	16629	2290	748305	0
HMA	chr1	8250001	8300000	0.0029716839156305	19196	2567	863820	0
HMA	chr1	8300001	8350000	0.0024241619941828	20094	2192	904230	0
HMA	chr1	8350001	8400000	0.0016107691422654	17383	1260	782235	0
HMA	chr1	8400001	8450000	0.0028403206851211	19098	2441	859410	0
HMA	chr1	8450001	8500000	0.0028075484386163	15862	2004	713790	0
HMA	chr1	8500001	8550000	0.0033993309827321	17206	2632	774270	0
HMA	chr1	8550001	8600000	0.0026736573574906	15767	1897	709515	0
HMA	chr1	8600001	8650000	0.0026016138486673	17818	2086	801810	0
HMA	chr1	8650001	8700000	0.0023324267363686	18874	1981	849330	0
HMA	chr1	8700001	8750000	0.0028916323731138	16200	2108	729000	0
HMA	chr1	8750001	8800000	0.002893272635306	23065	3003	1037925	0
HMA	chr1	8800001	8850000	0.0016719244569151	21027	1582	946215	0
HMA	chr1	8850001	8900000	0.002585744908896	14928	1737	671760	0
HMA	chr1	8900001	8950000	0.003147195689444	21776	3084	979920	0
HMA	chr1	8950001	9000000	0.0043940817851032	18444	3647	829980	0
HMA	chr1	9000001	9050000	0.0031260889674529	17537	2467	789165	0
HMA	chr1	9050001	9100000	0.0028764308776049	20442	2646	919890	0
HMA	chr1	9100001	9150000	0.0035933971813439	17124	2769	770580	0
HMA	chr1	9150001	9200000	0.0027255800700554	22617	2774	1017765	0
HMA	chr1	9200001	9250000	0.0032524656448924	16268	2381	732060	0
HMA	chr1	9250001	9300000	0.0033022289797175	22362	3323	1006290	0
HMA	chr1	9300001	9350000	0.0031079500553184	17575	2458	790875	0
HMA	chr1	9350001	9400000	0.0035608951869156	19477	3121	876465	0
HMA	chr1	9400001	9450000	0.0024343186101374	24821	2719	1116945	0
HMA	chr1	9450001	9500000	0.0037758801060749	18268	3104	822060	0
HMA	chr1	9500001	9550000	0.0026324508297942	14756	1748	664020	0
HMA	chr1	9550001	9600000	0.0023941719599911	21673	2335	975285	0
HMA	chr1	9600001	9650000	0.0026749835062676	16673	2007	750285	0
HMA	chr1	9650001	9700000	0.0018567595046418	19999	1671	899955	0
HMA	chr1	9700001	9750000	0.0030183180682764	19216	2610	864720	0
HMA	chr1	9750001	9800000	0.0021607641930505	23973	2331	1078785	0
HMA	chr1	9800001	9850000	0.0018618646374087	21639	1813	973755	0
HMA	chr1	9850001	9900000	0.0026339542135061	24374	2889	1096830	0
HMA	chr1	9900001	9950000	0.0018207341311206	23983	1965	1079235	0
HMA	chr1	9950001	10000000	0.0022279471399265	23290	2335	1048050	0
HMA	chr1	10000001	10050000	0.0017232396027005	20259	1571	911655	0
HMA	chr1	10050001	10100000	0.0022660863110301	16465	1679	740925	0
HMA	chr1	10100001	10150000	0.0013321403718063	20118	1206	905310	0
HMA	chr1	10150001	10200000	0.0014382180128036	16471	1066	741195	0
HMA	chr1	10200001	10250000	0.0025297419918054	17437	1985	784665	0
HMA	chr1	10250001	10300000	0.0020841614330762	16772	1573	754740	0
HMA	chr1	10300001	10350000	0.0013753074922274	23623	1462	1063035	0
HMA	chr1	10350001	10400000	0.0016664647932816	22016	1651	990720	0
HMA	chr1	10400001	10450000	0.0013638110884686	21101	1295	949545	0
HMA	chr1	10450001	10500000	0.0015553783605524	22574	1580	1015830	0
HMA	chr1	10500001	10550000	0.0020460838143507	21309	1962	958905	0
HMA	chr1	10550001	10600000	0.0015305433781111	18933	1304	851985	0
HMA	chr1	10600001	10650000	0.001713363548963	19416	1497	873720	0
HMA	chr1	10650001	10700000	0.0020716909524555	19147	1785	861615	0
HMA	chr1	10700001	10750000	0.0018627188557388	16189	1357	728505	0
HMA	chr1	10750001	10800000	0.0015238947289942	22355	1533	1005975	0
HMA	chr1	10800001	10850000	0.0011548327465702	21398	1112	962910	0
HMA	chr1	10850001	10900000	0.0020865693279486	25752	2418	1158840	0
HMA	chr1	10900001	10950000	0.0036781029868836	18518	3065	833310	0
HMA	chr1	10950001	11000000	0.0025068515234563	24812	2799	1116540	0
HMA	chr1	11000001	11050000	0.0019177092568876	20302	1752	913590	0
HMA	chr1	11050001	11100000	0.0012335546768136	26806	1488	1206270	0
HMA	chr1	11100001	11150000	0.0022831560085711	20897	2147	940365	0
HMA	chr1	11150001	11200000	0.0016043678723414	23159	1672	1042155	0
HMA	chr1	11200001	11250000	0.0026667892776679	21749	2610	978705	0
HMA	chr1	11250001	11300000	0.0018759438602324	24059	2031	1082655	0
HMA	chr1	11300001	11350000	0.0026167189837514	25698	3026	1156410	0
HMA	chr1	11350001	11400000	0.002599773895608	26045	3047	1172025	0
HMA	chr1	11400001	11450000	0.0023519389444378	25303	2678	1138635	0
HMA	chr1	11450001	11500000	0.0026352652775345	22844	2709	1027980	0
HMA	chr1	11500001	11550000	0.0013460244207287	24269	1470	1092105	0
HMA	chr1	11550001	11600000	0.0014241654571843	22048	1413	992160	0
HMA	chr1	11600001	11650000	0.0030892490562669	21163	2942	952335	0
HMA	chr1	11650001	11700000	0.002234023575261	24291	2442	1093095	0
HMA	chr1	11700001	11750000	0.0021139751707633	20057	1908	902565	0
HMA	chr1	11750001	11800000	0.0024026167112696	22420	2424	1008900	0
HMA	chr1	11800001	11850000	0.0026190873214384	19990	2356	899550	0
HMA	chr1	11850001	11900000	0.0030693020260563	22430	3098	1009350	0
HMA	chr1	11900001	11950000	0.0019121098367556	19269	1658	867105	0
HMA	chr1	11950001	12000000	0.0016686492201956	20176	1515	907920	0
HMA	chr1	12000001	12050000	0.0028483817514189	20183	2587	908235	0
HMA	chr1	12050001	12100000	0.0022657915638978	23921	2439	1076445	0
HMA	chr1	12100001	12150000	0.0028735333367995	25644	3316	1153980	0
HMA	chr1	12150001	12200000	0.0023711078468708	24508	2615	1102860	0
HMA	chr1	12200001	12250000	0.0026868311384348	20983	2537	944235	0
HMA	chr1	12250001	12300000	0.0018599193252658	22725	1902	1022625	0
HMA	chr1	12300001	12350000	0.0023045047981706	22497	2333	1012365	0
HMA	chr1	12350001	12400000	0.0020266584324018	21590	1969	971550	0
HMA	chr1	12400001	12450000	0.0021827033743799	21818	2143	981810	0
HMA	chr1	12450001	12500000	0.0019785765612205	19947	1776	897615	0
HMA	chr1	12500001	12550000	0.0026433886331393	23026	2739	1036170	0
HMA	chr1	12550001	12600000	0.0013756741204651	24909	1542	1120905	0
HMA	chr1	12600001	12650000	0.0025650743862859	25505	2944	1147725	0
HMA	chr1	12650001	12700000	0.0033693955541202	18579	2817	836055	0
HMA	chr1	12700001	12750000	0.00244470366348	24861	2735	1118745	0
HMA	chr1	12750001	12800000	0.0022653033401499	20375	2077	916875	0
HMA	chr1	12800001	12850000	0.002382633070415	21722	2329	977490	0
HMA	chr1	12850001	12900000	0.0027496420287328	21029	2602	946305	0
HMA	chr1	12900001	12950000	0.0024266964150449	24203	2643	1089135	0
HMA	chr1	12950001	13000000	0.0024769030210281	23524	2622	1058580	0
HMA	chr1	13000001	13050000	0.0021998562962242	20567	2036	925515	0
HMA	chr1	13050001	13100000	0.0020846137318683	22237	2086	1000665	0
HMA	chr1	13100001	13150000	0.0007005539263603	19096	602	859320	0
HMA	chr1	13150001	13200000	0.0014155616521871	23328	1486	1049760	0
HMA	chr1	13200001	13250000	0.0027497014100575	24932	3085	1121940	0
HMA	chr1	13250001	13300000	0.002434944712582	17404	1907	783180	0
HMA	chr1	13300001	13350000	0.0024631969923449	24530	2719	1103850	0
HMA	chr1	13350001	13400000	0.0024647740722897	18681	2072	840645	0
HMA	chr1	13400001	13450000	0.0046679407182273	14477	3041	651465	0
HMA	chr1	13450001	13500000	0.0029555647185188	21827	2903	982215	0
HMA	chr1	13500001	13550000	0.0020030907272834	20779	1873	935055	0
HMA	chr1	13550001	13600000	0.0022195976979172	23708	2368	1066860	0
HMA	chr1	13600001	13650000	0.0022816115839371	18447	1894	830115	0
HMA	chr1	13650001	13700000	0.0044706111598257	15966	3212	718470	0
HMA	chr1	13700001	13750000	0.0019967152005019	18063	1623	812835	0
HMA	chr1	13750001	13800000	0.001860484986356	20807	1742	936315	0
HMA	chr1	13800001	13850000	0.0011981023909453	21126	1139	950670	0
HMA	chr1	13850001	13900000	0.0023085827683148	30235	3141	1360575	0
HMA	chr1	13900001	13950000	0.0024936170212765	23500	2637	1057500	0
HMA	chr1	13950001	14000000	0.0009759950354009	23634	1038	1063530	0
HMA	chr1	14000001	14050000	0.001598650597329	29511	2123	1327995	0
HMA	chr1	14050001	14100000	0.0027488531910069	19111	2364	859995	0
HMA	chr1	14100001	14150000	0.0030723011081824	23522	3252	1058490	0
HMA	chr1	14150001	14200000	0.001868236187583	26335	2214	1185075	0
HMA	chr1	14200001	14250000	0.0024179782319317	21285	2316	957825	0
HMA	chr1	14250001	14300000	0.0016231821878994	24862	1816	1118790	0
HMA	chr1	14300001	14350000	0.001490469858156	24064	1614	1082880	0
HMA	chr1	14350001	14400000	0.0009705103235192	23447	1024	1055115	0
HMA	chr1	14400001	14450000	0.0021885082607489	26827	2642	1207215	0
HMA	chr1	14450001	14500000	0.0025679886622227	24853	2872	1118385	0
HMA	chr1	14500001	14550000	0.0016823666300068	27884	2111	1254780	0
HMA	chr1	14550001	14600000	0.001154591764972	18169	944	817605	0
HMA	chr1	14600001	14650000	0.0013558888741402	22601	1379	1017045	0
HMA	chr1	14650001	14700000	0.0015795935881585	26153	1859	1176885	0
HMA	chr1	14700001	14750000	0.0026457623267439	24450	2911	1100250	0
HMA	chr1	14750001	14800000	0.0010161289614318	25303	1157	1138635	0
HMA	chr1	14800001	14850000	0.0014785554595454	24303	1617	1093635	0
HMA	chr1	14850001	14900000	0.0016688580964903	19774	1485	889830	0
HMA	chr1	14900001	14950000	0.0013132533773394	25653	1516	1154385	0
HMA	chr1	14950001	15000000	0.0012871310904593	23135	1340	1041075	0
HMA	chr1	15000001	15050000	0.0018661096190191	22340	1876	1005300	0
HMA	chr1	15050001	15100000	0.0011158477301622	22285	1119	1002825	0
HMA	chr1	15100001	15150000	0.0013242493953872	22604	1347	1017180	0
HMA	chr1	15150001	15200000	0.0020988240257343	25284	2388	1137780	0
HMA	chr1	15200001	15250000	0.0014847590953785	22600	1510	1017000	0
HMA	chr1	15250001	15300000	0.0021379541458161	29509	2839	1327905	0
HMA	chr1	15300001	15350000	0.0027813129318373	22787	2852	1025415	0
HMA	chr1	15350001	15400000	0.0025111760907741	27017	3053	1215765	0
HMA	chr1	15400001	15450000	0.0016262920643732	21617	1582	972765	0
HMA	chr1	15450001	15500000	0.0014271769497458	16505	1060	742725	0
HMA	chr1	15500001	15550000	0.0015702350277192	28460	2011	1280700	0
HMA	chr1	15550001	15600000	0.002267699847672	25165	2568	1132425	0
HMA	chr1	15600001	15650000	0.0026783615835143	23638	2849	1063710	0
HMA	chr1	15650001	15700000	0.002727417648508	23001	2823	1035045	0
HMA	chr1	15700001	15750000	0.0026852525252525	27500	3323	1237500	0
HMA	chr1	15750001	15800000	0.0012724677649563	22965	1315	1033425	0
HMA	chr1	15800001	15850000	0.0020956614096625	24898	2348	1120410	0
HMA	chr1	15850001	15900000	0.0014313784547423	23241	1497	1045845	0
HMA	chr1	15900001	15950000	0.0010044049517733	23408	1058	1053360	0
HMA	chr1	15950001	16000000	0.0020249697711347	22881	2085	1029645	0
HMA	chr1	16000001	16050000	0.0015608172899609	22595	1587	1016775	0
HMA	chr1	16050001	16100000	0.0032208965483379	24893	3608	1120185	0
HMA	chr1	16100001	16150000	0.002111479013277	23859	2267	1073655	0
HMA	chr1	16150001	16200000	0.0025471561580394	20729	2376	932805	0
HMA	chr1	16200001	16250000	0.0024096606402236	24245	2629	1091025	0
HMA	chr1	16250001	16300000	0.0014738589731541	28376	1882	1276920	0
HMA	chr1	16300001	16350000	0.0019015646732941	28199	2413	1268955	0
HMA	chr1	16350001	16400000	0.001594003775566	19894	1427	895230	0
HMA	chr1	16400001	16450000	0.0016184942575527	18014	1312	810630	0
HMA	chr1	16450001	16500000	0.0021857465873879	23882	2349	1074690	0
HMA	chr1	16500001	16550000	0.0020236087689713	21348	1944	960660	0
HMA	chr1	16550001	16600000	0.001979733006611	21765	1939	979425	0
HMA	chr1	16600001	16650000	0.0015550384767466	29224	2045	1315080	0
HMA	chr1	16650001	16700000	0.001444076150464	24437	1588	1099665	0
HMA	chr1	16700001	16750000	0.0020289693799959	23964	2188	1078380	0
HMA	chr1	16750001	16800000	0.0027981414558595	19370	2439	871650	0
HMA	chr1	16800001	16850000	0.0025506065236666	17669	2028	795105	0
HMA	chr1	16850001	16900000	0.001527679997055	24147	1660	1086615	0
HMA	chr1	16900001	16950000	0.0012461233531537	23825	1336	1072125	0
HMA	chr1	16950001	17000000	0.0019432821943282	21510	1881	967950	0
HMA	chr1	17000001	17050000	0.0018866546925424	22827	1938	1027215	0
HMA	chr1	17050001	17100000	0.0013973424375137	23823	1498	1072035	0
HMA	chr1	17100001	17150000	0.0011505665734716	25514	1321	1148130	0
HMA	chr1	17150001	17200000	0.0013550806355493	24238	1478	1090710	0
HMA	chr1	17200001	17250000	0.0029011753843968	18774	2451	844830	0
HMA	chr1	17250001	17300000	0.001699173106246	27909	2134	1255905	0
HMA	chr1	17300001	17350000	0.0015431293542433	22998	1597	1034910	0
HMA	chr1	17350001	17400000	0.0017995159302147	24698	2000	1111410	0
HMA	chr1	17400001	17450000	0.0020017706949977	25100	2261	1129500	0
HMA	chr1	17450001	17500000	0.001959781160843	24107	2126	1084815	0
HMA	chr1	17500001	17550000	0.0030177205999137	29382	3990	1322190	0
HMA	chr1	17550001	17600000	0.0028563823593019	26716	3434	1202220	0
HMA	chr1	17600001	17650000	0.0021676800308167	25383	2476	1142235	0
HMA	chr1	17650001	17700000	0.0031306707368778	19655	2769	884475	0
HMA	chr1	17700001	17750000	0.0016113480740631	13598	986	611910	0
HMA	chr1	17750001	17800000	0.001729446957608	22769	1772	1024605	0
HMA	chr1	17800001	17850000	0.0019857728863519	24351	2176	1095795	0
HMA	chr1	17850001	17900000	0.0018806352319468	20395	1726	917775	0
HMA	chr1	17900001	17950000	0.0014962189105682	26036	1753	1171620	0
HMA	chr1	17950001	18000000	0.0015907597606944	22491	1610	1012095	0
HMA	chr1	18000001	18050000	0.0016372436669229	22979	1693	1034055	0
HMA	chr1	18050001	18100000	0.0018044319642233	29914	2429	1346130	0
HMA	chr1	18100001	18150000	0.0012987314177044	19164	1120	862380	0
HMA	chr1	18150001	18200000	0.0017940075417457	24427	1972	1099215	0
HMA	chr1	18200001	18250000	0.0020892927253351	23772	2235	1069740	0
HMA	chr1	18250001	18300000	0.0011474595906658	18127	936	815715	0
HMA	chr1	18300001	18350000	0.0014308016018461	24555	1581	1104975	0
HMA	chr1	18350001	18400000	0.0040550384872057	21811	3980	981495	0
HMA	chr1	18400001	18450000	0.0025974762512406	23510	2748	1057950	0
HMA	chr1	18450001	18500000	0.0022925276708944	23390	2413	1052550	0
HMA	chr1	18500001	18550000	0.0021310004486316	20804	1995	936180	0
HMA	chr1	18550001	18600000	0.0037798727639662	27473	4673	1236285	0
HMA	chr1	18600001	18650000	0.0022982641546104	27441	2838	1234845	0
HMA	chr1	18650001	18700000	0.0007699703581359	27851	965	1253295	0
HMA	chr1	18700001	18750000	0.0010148356472181	22401	1023	1008045	0
HMA	chr1	18750001	18800000	0.0021430521430521	29304	2826	1318680	0
HMA	chr1	18800001	18850000	0.0016089975616135	26338	1907	1185210	0
HMA	chr1	18850001	18900000	0.0020056505346794	23046	2080	1037070	0
HMA	chr1	18900001	18950000	0.0018143540669856	26125	2133	1175625	0
HMA	chr1	18950001	19000000	0.0017419676684329	16482	1292	741690	0
HMA	chr1	19000001	19050000	0.001511016672569	16001	1088	720045	0
HMA	chr1	19050001	19100000	0.00110977031055	21546	1076	969570	0
HMA	chr1	19100001	19150000	0.0015114050505953	22378	1522	1007010	0
HMA	chr1	19150001	19200000	0.0016119158528032	27407	1988	1233315	0
HMA	chr1	19200001	19250000	0.0012015895467097	24745	1338	1113525	0
HMA	chr1	19250001	19300000	0.0018544257272227	17987	1501	809415	0
