CHROM	BIN_START	N_SNPS	TajimaD
chr1	28700000	101	-0.572435
chr1	28750000	103	-0.119216
chr1	28800000	144	-1.25467
chr1	28850000	86	-0.961204
chr1	28900000	98	-0.492098
chr1	28950000	126	-0.560942
chr1	29000000	74	-0.620394
chr1	29050000	128	-0.444422
chr1	29100000	169	-1.12746
chr1	29150000	115	0.00735654
chr1	29200000	131	0.0911306
chr1	29250000	128	-0.341907
chr1	29300000	216	-0.211949
chr1	29350000	207	-0.137497
chr1	29400000	132	-0.745112
chr1	29450000	116	-0.775333
chr1	29500000	145	-0.788526
chr1	29550000	196	-0.388409
chr1	29600000	122	-1.55781
chr1	29650000	88	-0.423248
chr1	29700000	169	-0.200667
chr1	29750000	217	0.131913
chr1	29800000	116	-0.283008
chr1	29850000	172	0.145758
chr1	29900000	156	-0.566822
chr1	29950000	67	-0.529902
chr1	30000000	115	-0.22057
chr1	30050000	90	-0.589576
chr1	30100000	44	-0.131507
chr1	30150000	95	-1.42242
chr1	30200000	121	-0.634084
chr1	30250000	122	-0.685017
chr1	30300000	116	-0.608534
chr1	30350000	114	0.113905
chr1	30400000	106	-1.10022
chr1	30450000	144	-0.909281
chr1	30500000	102	-0.85985
chr1	30550000	114	-1.16971
chr1	30600000	202	-0.121412
chr1	30650000	167	-0.524127
chr1	30700000	89	0.0219741
chr1	30750000	88	-0.840123
chr1	30800000	152	-0.331172
chr1	30850000	88	-1.04503
chr1	30900000	65	-0.518211
chr1	30950000	157	-0.684691
chr1	31000000	89	-0.60341
chr1	31050000	93	-0.318975
chr1	31100000	223	-0.132634
chr1	31150000	176	-0.414145
chr1	31200000	160	0.316832
chr1	31250000	97	-0.641835
chr1	31300000	164	0.793014
chr1	31350000	186	0.0325699
chr1	31400000	130	-0.941983
chr1	31450000	94	-0.626526
chr1	31500000	133	0.214764
chr1	31550000	144	-0.135957
chr1	31600000	141	-0.323536
chr1	31650000	122	-1.02543
chr1	31700000	88	-1.06623
chr1	31750000	107	-0.495419
chr1	31800000	130	0.0819855
chr1	31850000	82	0.153894
chr1	31900000	114	-0.206315
chr1	31950000	81	-0.0247441
chr1	32000000	57	-0.322824
chr1	32050000	76	-0.685214
chr1	32100000	109	0.420983
chr1	32150000	95	-0.482116
chr1	32200000	57	-0.717627
chr1	32250000	99	-0.0370546
chr1	32300000	73	-1.04515
chr1	32350000	115	-1.78621
chr1	32400000	69	-1.26323
chr1	32450000	97	-0.802322
chr1	32500000	43	-0.312985
chr1	32550000	177	0.0858428
chr1	32600000	103	-1.08125
chr1	32650000	131	-0.934647
chr1	32700000	56	-1.13233
chr1	32750000	101	0.0598588
chr1	32800000	92	0.803352
chr1	32850000	133	-0.563097
chr1	32900000	108	-0.490622
chr1	32950000	74	-0.134492
chr1	33000000	102	-0.419997
chr1	33050000	168	-0.910545
chr1	33100000	108	-0.681165
chr1	33150000	106	-0.882606
chr1	33200000	83	-0.805566
chr1	33250000	95	-0.488669
chr1	33300000	97	-0.612948
chr1	33350000	133	-0.849801
chr1	33400000	98	-1.12759
chr1	33450000	70	0.157121
chr1	33500000	88	-0.638751
chr1	33550000	153	-0.30838
chr1	33600000	158	-0.0976551
chr1	33650000	134	-0.675355
chr1	33700000	135	-0.0611915
chr1	33750000	179	-1.01956
chr1	33800000	163	-0.806565
chr1	33850000	125	-0.545622
chr1	33900000	90	-0.306221
chr1	33950000	121	-0.272827
chr1	34000000	96	-0.651969
chr1	34050000	102	0.0931643
chr1	34100000	196	-0.655621
chr1	34150000	119	-0.881199
chr1	34200000	76	-1.10959
chr1	34250000	98	-0.0885624
chr1	34300000	63	-1.09431
chr1	34350000	78	-0.193857
chr1	34400000	71	-1.22752
chr1	34450000	118	-0.124351
chr1	34500000	84	-0.518416
chr1	34550000	114	-0.91244
chr1	34600000	93	-1.07511
chr1	34650000	108	-0.233677
chr1	34700000	83	-1.31075
chr1	34750000	60	-0.315899
chr1	34800000	51	-0.465635
chr1	34850000	76	-0.566877
chr1	34900000	90	-0.893663
chr1	34950000	46	-1.79063
chr1	35000000	88	-1.4831
chr1	35050000	97	-0.455671
chr1	35100000	148	0.128505
chr1	35150000	153	-0.277696
chr1	35200000	123	-1.12105
chr1	35250000	97	-0.930711
chr1	35300000	129	-1.38783
chr1	35350000	152	-1.38331
chr1	35400000	122	-1.22763
chr1	35450000	130	-0.490091
chr1	35500000	110	-1.32901
chr1	35550000	145	-0.592201
chr1	35600000	109	0.194975
chr1	35650000	149	-0.863376
chr1	35700000	106	-0.885547
chr1	35750000	77	-0.849325
chr1	35800000	106	-0.515009
chr1	35850000	81	-0.902492
chr1	35900000	97	-1.04305
chr1	35950000	147	-0.143256
chr1	36000000	72	-0.410044
chr1	36050000	111	0.1274
chr1	36100000	73	-0.29801
chr1	36150000	97	-0.789483
chr1	36200000	114	-0.608642
chr1	36250000	75	0.0784858
chr1	36300000	102	-1.00036
chr1	36350000	115	-1.0156
chr1	36400000	88	-0.479773
chr1	36450000	86	-0.607063
chr1	36500000	95	-0.839235
chr1	36550000	106	-0.794383
chr1	36600000	119	-1.30092
chr1	36650000	79	-1.12995
chr1	36700000	67	-0.917772
chr1	36750000	86	-0.910612
chr1	36800000	90	-0.223288
chr1	36850000	47	-0.624027
chr1	36900000	109	0.223584
chr1	36950000	92	-0.383573
chr1	37000000	123	-0.99664
chr1	37050000	101	-0.196143
chr1	37100000	104	-0.645203
chr1	37150000	154	-0.0521461
chr1	37200000	109	-0.986564
chr1	37250000	96	-0.58063
chr1	37300000	156	-0.779528
chr1	37350000	87	-1.07505
chr1	37400000	85	-0.164802
chr1	37450000	90	-0.862564
chr1	37500000	75	-0.293572
chr1	37550000	63	0.0925341
chr1	37600000	98	0.362635
chr1	37650000	100	0.0726181
chr1	37700000	66	0.62393
chr1	37750000	56	-0.857201
chr1	37800000	67	-0.12818
chr1	37850000	111	0.442116
chr1	37900000	99	0.777707
chr1	37950000	93	-1.13199
chr1	38000000	74	-1.21102
chr1	38050000	76	-0.252674
chr1	38100000	75	-0.640826
chr1	38150000	78	-0.293302
chr1	38200000	69	-1.69391
chr1	38250000	58	-0.035082
chr1	38300000	130	0.27428
chr1	38350000	126	-0.439464
chr1	38400000	148	-0.416933
chr1	38450000	148	-0.558578
chr1	38500000	81	-1.5196
chr1	38550000	107	-1.23257
chr1	38600000	111	-1.46585
chr1	38650000	62	-1.38603
chr1	38700000	67	-0.659192
chr1	38750000	76	-0.232271
chr1	38800000	69	-0.531957
chr1	38850000	73	-0.556961
chr1	38900000	90	-0.102344
chr1	38950000	70	-0.444472
chr1	39000000	105	-0.0125274
chr1	39050000	83	-0.326573
chr1	39100000	72	-0.12605
chr1	39150000	95	-0.292089
chr1	39200000	68	-0.621964
chr1	39250000	73	0.118011
chr1	39300000	110	-0.172251
chr1	39350000	129	-0.840437
chr1	39400000	130	-0.946791
chr1	39450000	64	-0.758393
chr1	39500000	102	0.392508
chr1	39550000	67	-0.25747
chr1	39600000	111	-0.176076
chr1	39650000	82	-0.709542
chr1	39700000	91	-1.55021
chr1	39750000	148	-0.858781
chr1	39800000	87	-0.82495
chr1	39850000	96	-0.587116
chr1	39900000	127	-1.60178
chr1	39950000	71	-0.974498
chr1	40000000	89	-0.201627
chr1	40050000	50	-0.850111
chr1	40100000	73	0.449129
chr1	40150000	72	-0.216412
chr1	40200000	75	-0.529209
chr1	40250000	109	-1.09242
chr1	40300000	67	-1.63348
chr1	40350000	44	-1.64125
chr1	40400000	54	-1.67028
chr1	40450000	85	-0.965358
chr1	40500000	105	-0.416232
chr1	40550000	110	-0.980279
chr1	40600000	94	-0.609972
chr1	40650000	80	-0.92946
chr1	40700000	75	-0.157151
chr1	40750000	103	-0.209974
chr1	40800000	58	-0.598705
chr1	40850000	93	-0.114885
chr1	40900000	103	-0.485274
chr1	40950000	84	-0.141187
chr1	41000000	106	-0.614996
chr1	41050000	60	-0.357051
chr1	41100000	53	-0.157131
chr1	41150000	135	-0.869328
chr1	41200000	229	-0.691859
chr1	41250000	66	-1.03023
chr1	41300000	91	-0.0838273
chr1	41350000	70	0.13058
chr1	41400000	86	-0.43722
chr1	41450000	107	-1.32872
chr1	41500000	96	-0.412011
chr1	41550000	53	-0.668059
chr1	41600000	97	-1.60796
chr1	41650000	70	-0.546212
chr1	41700000	110	-1.17024
chr1	41750000	126	-0.927856
chr1	41800000	147	-0.585952
chr1	41850000	73	-0.781952
chr1	41900000	60	0.0493227
chr1	41950000	182	0.036083
chr1	42000000	186	-0.441041
chr1	42050000	168	-0.891899
chr1	42100000	115	-0.608588
chr1	42150000	210	-1.4365
chr1	42200000	87	-1.11077
chr1	42250000	124	-0.0590645
chr1	42300000	160	-0.865156
chr1	42350000	64	1.05743
chr1	42400000	99	0.0132782
chr1	42450000	120	-0.946545
chr1	42500000	88	0.138475
chr1	42550000	91	0.336605
chr1	42600000	103	-0.209974
chr1	42650000	107	-0.769302
chr1	42700000	122	-0.293413
chr1	42750000	106	-0.344444
chr1	42800000	97	-1.56624
chr1	42850000	173	1.38568
chr1	42900000	138	0.70205
chr1	42950000	111	-0.7184
chr1	43000000	225	0.119921
chr1	43050000	78	-0.352968
chr1	43100000	68	-0.499088
chr1	43150000	50	1.06711
chr1	43200000	71	-0.564435
chr1	43250000	62	-0.529181
chr1	43300000	111	0.231369
chr1	43350000	107	0.017383
chr1	43400000	122	-0.290854
chr1	43450000	94	-0.758952
chr1	43500000	77	-0.607614
chr1	43550000	59	-0.420971
chr1	43600000	83	-0.610975
chr1	43650000	43	-1.11688
chr1	43700000	84	-1.24329
chr1	43750000	99	-0.537236
chr1	43800000	60	-1.21095
chr1	43850000	30	-0.716489
chr1	43900000	38	-1.02191
