pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
HEL	chr1	2200001	2250000	0.0076943771859026	11977	4147	538965	0
HEL	chr1	2250001	2300000	0.0031900388464407	17276	2480	777420	0
HEL	chr1	2300001	2350000	0.0034060732017088	11548	1770	519660	0
HEL	chr1	2350001	2400000	0.0033151556464439	9780	1459	440100	0
HEL	chr1	2400001	2450000	0.0027208447412638	13027	1595	586215	0
HEL	chr1	2450001	2500000	0.0038486529714599	13338	2310	600210	0
HEL	chr1	2500001	2550000	0.0045648450879651	10705	2199	481725	0
HEL	chr1	2550001	2600000	0.0036082287338568	15323	2488	689535	0
HEL	chr1	2600001	2650000	0.0034944978459396	9259	1456	416655	0
HEL	chr1	2650001	2700000	0.0034015826376257	14294	2188	643230	0
HEL	chr1	2700001	2750000	0.0032453066483628	18454	2695	830430	0
HEL	chr1	2750001	2800000	0.0049079754601227	11247	2484	506115	0
HEL	chr1	2800001	2850000	0.0043696097398501	15679	3083	705555	0
HEL	chr1	2850001	2900000	0.0042265941326974	17892	3403	805140	0
HEL	chr1	2900001	2950000	0.005368041767777	13599	3285	611955	0
HEL	chr1	2950001	3000000	0.0046805545544102	13873	2922	624285	0
HEL	chr1	3000001	3050000	0.0051439216393245	12943	2996	582435	0
HEL	chr1	3050001	3100000	0.0042586959396905	7561	1449	340245	0
HEL	chr1	3100001	3150000	0.0039768485583045	12651	2264	569295	0
HEL	chr1	3150001	3200000	0.0023003514728125	20422	2114	918990	0
HEL	chr1	3200001	3250000	0.0092288081580624	13075	5430	588375	0
HEL	chr1	3250001	3300000	0.0093715718539413	7090	2990	319050	0
HEL	chr1	3300001	3350000	0.0083629127675594	4132	1555	185940	0
HEL	chr1	3350001	3400000	NA	0	NA	NA	NA
HEL	chr1	3400001	3450000	0.007308579819593	7945	2613	357525	0
HEL	chr1	3450001	3500000	0.0085254379256345	6102	2341	274590	0
HEL	chr1	3500001	3550000	0.0046829504524955	18355	3868	825975	0
HEL	chr1	3550001	3600000	0.0048387759293489	13525	2945	608625	0
HEL	chr1	3600001	3650000	0.0022673649076365	17377	1773	781965	0
HEL	chr1	3650001	3700000	0.0043435822352367	1366	267	61470	0
HEL	chr1	3700001	3750000	0.0055332440874609	747	186	33615	0
HEL	chr1	3750001	3800000	0.0045783488406439	2257	465	101565	0
HEL	chr1	3800001	3850000	0.0049090205187766	1435	317	64575	0
HEL	chr1	3850001	3900000	0.0	144	0	6480	0
HEL	chr1	3900001	3950000	0.006821948879002	3821	1173	171945	0
HEL	chr1	3950001	4000000	NA	0	NA	NA	NA
HEL	chr1	4000001	4050000	0.0063652802893309	2765	792	124425	0
HEL	chr1	4050001	4100000	0.0025127601099332	3962	448	178290	0
HEL	chr1	4100001	4150000	0.0013805903558553	15565	967	700425	0
HEL	chr1	4150001	4200000	0.0051372735722868	4901	1133	220545	0
HEL	chr1	4200001	4250000	0.0010853374373427	17977	878	808965	0
HEL	chr1	4250001	4300000	0.0020557233415617	24171	2236	1087695	0
HEL	chr1	4300001	4350000	0.003977481980323	19007	3402	855315	0
HEL	chr1	4350001	4400000	0.0092492958874899	18029	7504	811305	0
HEL	chr1	4400001	4450000	0.0059663215854877	17677	4746	795465	0
HEL	chr1	4450001	4500000	0.0070417055711173	8568	2715	385560	0
HEL	chr1	4500001	4550000	0.0094712305238621	8151	3474	366795	0
HEL	chr1	4550001	4600000	0.0098379519662179	21050	9319	947250	0
HEL	chr1	4600001	4650000	0.013551912568306	17080	10416	768600	0
HEL	chr1	4650001	4700000	0.0068437589260211	5835	1797	262575	0
HEL	chr1	4700001	4750000	0.0046434082892416	16128	3370	725760	0
HEL	chr1	4750001	4800000	0.0031631823693221	16678	2374	750510	0
HEL	chr1	4800001	4850000	0.0039594731509625	16450	2931	740250	0
HEL	chr1	4850001	4900000	0.0037837837837837	16280	2772	732600	0
HEL	chr1	4900001	4950000	0.0044444444444444	20220	4044	909900	0
HEL	chr1	4950001	5000000	0.0038510205204379	18177	3150	817965	0
HEL	chr1	5000001	5050000	0.0033260184811978	22329	3342	1004805	0
HEL	chr1	5050001	5100000	0.0023994093761535	19264	2080	866880	0
HEL	chr1	5100001	5150000	0.0044910273244544	14216	2873	639720	0
HEL	chr1	5150001	5200000	0.0045721793944232	13361	2749	601245	0
HEL	chr1	5200001	5250000	0.0043045554828229	18332	3551	824940	0
HEL	chr1	5250001	5300000	0.004295386325065	18397	3556	827865	0
HEL	chr1	5300001	5350000	0.0034339369550637	19880	3072	894600	0
HEL	chr1	5350001	5400000	0.0047110465158955	15137	3209	681165	0
HEL	chr1	5400001	5450000	0.0051369764152305	15396	3559	692820	0
HEL	chr1	5450001	5500000	0.003600343430473	15659	2537	704655	0
HEL	chr1	5500001	5550000	0.0037489609310058	16040	2706	721800	0
HEL	chr1	5550001	5600000	0.0060200668896321	3887	1053	174915	0
HEL	chr1	5600001	5650000	0.0033509791411607	19331	2915	869895	0
HEL	chr1	5650001	5700000	0.0039847440585522	19781	3547	890145	0
HEL	chr1	5700001	5750000	0.004378427301283	20870	4112	939150	0
HEL	chr1	5750001	5800000	0.0039614771852567	12414	2213	558630	0
HEL	chr1	5800001	5850000	0.0046024997765776	17406	3605	783270	0
HEL	chr1	5850001	5900000	0.003545691190574	20275	3235	912375	0
HEL	chr1	5900001	5950000	0.0047929300522895	13302	2869	598590	0
HEL	chr1	5950001	6000000	0.0035038856475145	13883	2189	624735	0
HEL	chr1	6000001	6050000	0.0046718300069506	13428	2823	604260	0
HEL	chr1	6050001	6100000	0.0052116610916926	8869	2080	399105	0
HEL	chr1	6100001	6150000	0.0040183229003651	13632	2465	613440	0
HEL	chr1	6150001	6200000	0.004056997821612	16679	3045	750555	0
HEL	chr1	6200001	6250000	0.0042710340398201	15224	2926	685080	0
HEL	chr1	6250001	6300000	0.0046103826884127	12508	2595	562860	0
HEL	chr1	6300001	6350000	0.004778397251788	15784	3394	710280	0
HEL	chr1	6350001	6400000	0.0041568915646758	11793	2206	530685	0
HEL	chr1	6400001	6450000	0.0045530029132386	11709	2399	526905	0
HEL	chr1	6450001	6500000	0.0025233286978253	11026	1252	496170	0
HEL	chr1	6500001	6550000	0.0028585681133016	15369	1977	691605	0
HEL	chr1	6550001	6600000	0.0046097212831492	14790	3068	665550	0
HEL	chr1	6600001	6650000	0.0028991039133358	24452	3190	1100340	0
HEL	chr1	6650001	6700000	0.0029400374862524	21519	2847	968355	0
HEL	chr1	6700001	6750000	0.0022822077429585	19338	1986	870210	0
HEL	chr1	6750001	6800000	0.0042153321763059	21319	4044	959355	0
HEL	chr1	6800001	6850000	0.0030111761637686	18959	2569	853155	0
HEL	chr1	6850001	6900000	0.0035207413429401	20911	3313	940995	0
HEL	chr1	6900001	6950000	0.0041131477709889	12275	2272	552375	0
HEL	chr1	6950001	7000000	0.0028233785471871	20102	2554	904590	0
HEL	chr1	7000001	7050000	0.0028879423673555	21130	2746	950850	0
HEL	chr1	7050001	7100000	0.0022532088525597	16638	1687	748710	0
HEL	chr1	7100001	7150000	0.004111472131967	16004	2961	720180	0
HEL	chr1	7150001	7200000	0.0030252730321679	13053	1777	587385	0
HEL	chr1	7200001	7250000	0.0031262297632448	12141	1708	546345	0
HEL	chr1	7250001	7300000	0.0048071485126116	11788	2550	530460	0
HEL	chr1	7300001	7350000	0.0021855921855921	3640	358	163800	0
HEL	chr1	7350001	7400000	0.0057562734556704	20399	5284	917955	0
HEL	chr1	7400001	7450000	0.0061221332714545	17238	4749	775710	0
HEL	chr1	7450001	7500000	0.0043525432382411	15669	3069	705105	0
HEL	chr1	7500001	7550000	0.004234816787118	13145	2505	591525	0
HEL	chr1	7550001	7600000	0.0051366458825503	17214	3979	774630	0
HEL	chr1	7600001	7650000	0.0041255880352198	11597	2153	521865	0
HEL	chr1	7650001	7700000	0.0050463734451009	19803	4497	891135	0
HEL	chr1	7700001	7750000	0.0049341115590589	16619	3690	747855	0
HEL	chr1	7750001	7800000	0.0039233228954388	20119	3552	905355	0
HEL	chr1	7800001	7850000	0.0035967163581426	18313	2964	824085	0
HEL	chr1	7850001	7900000	0.0038676345562749	16990	2957	764550	0
HEL	chr1	7900001	7950000	0.0029053438238193	17921	2343	806445	0
HEL	chr1	7950001	8000000	0.0040445079795015	13291	2419	598095	0
HEL	chr1	8000001	8050000	0.0028712427097353	17089	2208	769005	0
HEL	chr1	8050001	8100000	0.0033250450977524	15953	2387	717885	0
HEL	chr1	8100001	8150000	0.0043114597390913	15808	3067	711360	0
HEL	chr1	8150001	8200000	0.0026772128895541	18037	2173	811665	0
HEL	chr1	8200001	8250000	0.0048671427652319	13816	3026	621720	0
HEL	chr1	8250001	8300000	0.003688806380638	19392	3219	872640	0
HEL	chr1	8300001	8350000	0.0030059502643244	18748	2536	843660	0
HEL	chr1	8350001	8400000	0.0028871443505589	16687	2168	750915	0
HEL	chr1	8400001	8450000	0.0050832546700315	17303	3958	778635	0
HEL	chr1	8450001	8500000	0.0042419768708917	15805	3017	711225	0
HEL	chr1	8500001	8550000	0.0044897270997422	13839	2796	622755	0
HEL	chr1	8550001	8600000	0.0033373013386796	15961	2397	718245	0
HEL	chr1	8600001	8650000	0.0025162807739129	18802	2129	846090	0
HEL	chr1	8650001	8700000	0.0027803634549514	18263	2285	821835	0
HEL	chr1	8700001	8750000	0.0043088031852076	13172	2554	592740	0
HEL	chr1	8750001	8800000	0.0035597639156246	19221	3079	864945	0
HEL	chr1	8800001	8850000	0.0021631734338916	15204	1480	684180	0
HEL	chr1	8850001	8900000	0.0036939967905227	17933	2981	806985	0
HEL	chr1	8900001	8950000	0.0049972825900013	16151	3632	726795	0
HEL	chr1	8950001	9000000	0.0062859672421425	14056	3976	632520	0
HEL	chr1	9000001	9050000	0.0049730923849522	17302	3872	778590	0
HEL	chr1	9050001	9100000	0.0036461150957774	19101	3134	859545	0
HEL	chr1	9100001	9150000	0.0054053642993482	14611	3554	657495	0
HEL	chr1	9150001	9200000	0.0050078099114876	21127	4761	950715	0
HEL	chr1	9200001	9250000	0.0035430224150397	15674	2499	705330	0
HEL	chr1	9250001	9300000	0.005633983162073	17355	4400	780975	0
HEL	chr1	9300001	9350000	0.0045451730757322	16149	3303	726705	0
HEL	chr1	9350001	9400000	0.003558775283708	18221	2918	819945	0
HEL	chr1	9400001	9450000	0.0030217131397277	23048	3134	1037160	0
HEL	chr1	9450001	9500000	0.0045180568380014	17328	3523	779760	0
HEL	chr1	9500001	9550000	0.0033693008978021	12017	1822	540765	0
HEL	chr1	9550001	9600000	0.0030030619027382	20394	2756	917730	0
HEL	chr1	9600001	9650000	0.0032846771346564	14478	2140	651510	0
HEL	chr1	9650001	9700000	0.0024955934683561	16705	1876	751725	0
HEL	chr1	9700001	9750000	0.0032454252460034	20754	3031	933930	0
HEL	chr1	9750001	9800000	0.0033990566767184	21555	3297	969975	0
HEL	chr1	9800001	9850000	0.0029502516632325	21678	2878	975510	0
HEL	chr1	9850001	9900000	0.0028081485676119	22957	2901	1033065	0
HEL	chr1	9900001	9950000	0.0028259854881826	23567	2997	1060515	0
HEL	chr1	9950001	10000000	0.0026005657200801	22901	2680	1030545	0
HEL	chr1	10000001	10050000	0.0028642950463253	22282	2872	1002690	0
HEL	chr1	10050001	10100000	0.0024443350292685	20310	2234	913950	0
HEL	chr1	10100001	10150000	0.0031315988245477	20153	2840	906885	0
HEL	chr1	10150001	10200000	0.0019260902480677	18933	1641	851985	0
HEL	chr1	10200001	10250000	0.0028449914244657	19176	2455	862920	0
HEL	chr1	10250001	10300000	0.0029529504657467	20123	2674	905535	0
HEL	chr1	10300001	10350000	0.0026512412629549	22128	2640	995760	0
HEL	chr1	10350001	10400000	0.0015292317110498	18150	1249	816750	0
HEL	chr1	10400001	10450000	0.0018791983956694	15846	1340	713070	0
HEL	chr1	10450001	10500000	0.0027056451416045	22759	2771	1024155	0
HEL	chr1	10500001	10550000	0.0025427478045435	20092	2299	904140	0
HEL	chr1	10550001	10600000	0.0024448332847282	18288	2012	822960	0
HEL	chr1	10600001	10650000	0.0029892678541327	17797	2394	800865	0
HEL	chr1	10650001	10700000	0.0027389020074615	17363	2140	781335	0
HEL	chr1	10700001	10750000	0.0028644655510327	15477	1995	696465	0
HEL	chr1	10750001	10800000	0.004057027245433	18837	3439	847665	0
HEL	chr1	10800001	10850000	0.0027934648725278	19124	2404	860580	0
HEL	chr1	10850001	10900000	0.0037273922467398	25016	4196	1125720	0
HEL	chr1	10900001	10950000	0.0023189558073279	10062	1050	452790	0
HEL	chr1	10950001	11000000	0.0020100103675263	22399	2026	1007955	0
HEL	chr1	11000001	11050000	0.0030552354121313	20824	2863	937080	0
HEL	chr1	11050001	11100000	0.0021087255644301	27294	2590	1228230	0
HEL	chr1	11100001	11150000	0.0034072078428857	20786	3187	935370	0
HEL	chr1	11150001	11200000	0.0024164744082713	19505	2121	877725	0
HEL	chr1	11200001	11250000	0.0027853314085563	19858	2489	893610	0
HEL	chr1	11250001	11300000	0.0026268701763463	20616	2437	927720	0
HEL	chr1	11300001	11350000	0.0027999132650295	24596	3099	1106820	0
HEL	chr1	11350001	11400000	0.002776221599751	21420	2676	963900	0
HEL	chr1	11400001	11450000	0.0023667570009033	20910	2227	940950	0
HEL	chr1	11450001	11500000	0.0033776416082893	20889	3175	940005	0
HEL	chr1	11500001	11550000	0.0029175525631939	22576	2964	1015920	0
HEL	chr1	11550001	11600000	0.0025479282622139	18865	2163	848925	0
HEL	chr1	11600001	11650000	0.0027424136491986	20501	2530	922545	0
HEL	chr1	11650001	11700000	0.0038333059525765	22319	3850	1004355	0
HEL	chr1	11700001	11750000	0.001956564010755	16571	1459	745695	0
HEL	chr1	11750001	11800000	0.0031133092384756	21028	2946	946260	0
HEL	chr1	11800001	11850000	0.0033006328369445	18892	2806	850140	0
HEL	chr1	11850001	11900000	0.0024286802120052	22033	2408	991485	0
HEL	chr1	11900001	11950000	0.0019052420413607	21158	1814	952110	0
HEL	chr1	11950001	12000000	0.0019604396072728	20857	1840	938565	0
HEL	chr1	12000001	12050000	0.0034719974517449	21627	3379	973215	0
HEL	chr1	12050001	12100000	0.0039046906187624	21376	3756	961920	0
HEL	chr1	12100001	12150000	0.0031502395868156	22933	3251	1031985	0
HEL	chr1	12150001	12200000	0.0020710750357222	20451	1906	920295	0
HEL	chr1	12200001	12250000	0.0038702273600648	21107	3676	949815	0
HEL	chr1	12250001	12300000	0.0029474828318758	22490	2983	1012050	0
HEL	chr1	12300001	12350000	0.0032450307613497	21907	3199	985815	0
HEL	chr1	12350001	12400000	0.0024972491986796	20903	2349	940635	0
HEL	chr1	12400001	12450000	0.0024434788084891	21172	2328	952740	0
HEL	chr1	12450001	12500000	0.0021857359217954	19368	1905	871560	0
HEL	chr1	12500001	12550000	0.0025792416218433	24107	2798	1084815	0
HEL	chr1	12550001	12600000	0.0022150180864394	21901	2183	985545	0
HEL	chr1	12600001	12650000	0.0022310510749128	25170	2527	1132650	0
HEL	chr1	12650001	12700000	0.0036962418687946	16876	2807	759420	0
HEL	chr1	12700001	12750000	0.0042573681550768	23306	4465	1048770	0
HEL	chr1	12750001	12800000	0.0026489989045055	19068	2273	858060	0
HEL	chr1	12800001	12850000	0.0032708467412489	24343	3583	1095435	0
HEL	chr1	12850001	12900000	0.0022033607681755	20736	2056	933120	0
HEL	chr1	12900001	12950000	0.0033001323048503	22255	3305	1001475	0
HEL	chr1	12950001	13000000	0.0055338886481454	20769	5172	934605	0
HEL	chr1	13000001	13050000	0.0028851127663976	17184	2231	773280	0
HEL	chr1	13050001	13100000	0.0027970584721	20458	2575	920610	0
HEL	chr1	13100001	13150000	0.0017799654448049	17878	1432	804510	0
HEL	chr1	13150001	13200000	0.0017222445426543	24890	1929	1120050	0
HEL	chr1	13200001	13250000	0.0033529417803648	21646	3266	974070	0
HEL	chr1	13250001	13300000	0.0027351623921652	17143	2110	771435	0
HEL	chr1	13300001	13350000	0.003689024078	21698	3602	976410	0
HEL	chr1	13350001	13400000	0.0029385820890717	17257	2282	776565	0
HEL	chr1	13400001	13450000	0.0040670575853255	11824	2164	532080	0
HEL	chr1	13450001	13500000	0.0034789445236106	20351	3186	915795	0
HEL	chr1	13500001	13550000	0.0016308859856877	21815	1601	981675	0
HEL	chr1	13550001	13600000	0.0027010166583813	22798	2771	1025910	0
HEL	chr1	13600001	13650000	0.00354518921095	17664	2818	794880	0
HEL	chr1	13650001	13700000	0.0065430658196119	15426	4542	694170	0
HEL	chr1	13700001	13750000	0.0043769140164899	14150	2787	636750	0
HEL	chr1	13750001	13800000	0.0030337594231399	16950	2314	762750	0
HEL	chr1	13800001	13850000	0.0022440895484934	18597	1878	836865	0
HEL	chr1	13850001	13900000	0.002504937899635	26552	2993	1194840	0
HEL	chr1	13900001	13950000	0.0036392342609038	19705	3227	886725	0
HEL	chr1	13950001	14000000	0.0016566181450762	20014	1492	900630	0
HEL	chr1	14000001	14050000	0.0026706346438507	28674	3446	1290330	0
HEL	chr1	14050001	14100000	0.0036136334643797	19162	3116	862290	0
HEL	chr1	14100001	14150000	0.0029304409500579	19269	2541	867105	0
HEL	chr1	14150001	14200000	0.0016813820590991	25257	1911	1136565	0
HEL	chr1	14200001	14250000	0.0027434073659035	21417	2644	963765	0
HEL	chr1	14250001	14300000	0.0015231844951569	24583	1685	1106235	0
HEL	chr1	14300001	14350000	0.0020674320655078	20788	1934	935460	0
HEL	chr1	14350001	14400000	0.0019803767847385	23385	2084	1052325	0
HEL	chr1	14400001	14450000	0.0043513763453554	22588	4423	1016460	0
HEL	chr1	14450001	14500000	0.0039327527885072	24077	4261	1083465	0
HEL	chr1	14500001	14550000	0.0026253711875225	24022	2838	1080990	0
HEL	chr1	14550001	14600000	0.0014968729338059	20502	1381	922590	0
HEL	chr1	14600001	14650000	0.0021817811082224	19617	1926	882765	0
HEL	chr1	14650001	14700000	0.0018923675733303	24179	2059	1088055	0
HEL	chr1	14700001	14750000	0.0028974821485782	25317	3301	1139265	0
HEL	chr1	14750001	14800000	0.0017529740308287	25265	1993	1136925	0
HEL	chr1	14800001	14850000	0.0014896600070101	24092	1615	1084140	0
HEL	chr1	14850001	14900000	0.0023917683108583	18638	2006	838710	0
HEL	chr1	14900001	14950000	0.0019150105585929	23046	1986	1037070	0
HEL	chr1	14950001	15000000	0.0012600456394483	20158	1143	907110	0
HEL	chr1	15000001	15050000	0.0014808805966786	24655	1643	1109475	0
HEL	chr1	15050001	15100000	0.0018876665878085	22544	1915	1014480	0
HEL	chr1	15100001	15150000	0.0012693312287426	23652	1351	1064340	0
HEL	chr1	15150001	15200000	0.0021828419711508	24942	2450	1122390	0
HEL	chr1	15200001	15250000	0.0029828258111292	19616	2633	882720	0
HEL	chr1	15250001	15300000	0.0019099108420852	25772	2215	1159740	0
HEL	chr1	15300001	15350000	0.0029082465457387	19332	2530	869940	0
HEL	chr1	15350001	15400000	0.0021262759069188	23578	2256	1061010	0
HEL	chr1	15400001	15450000	0.0020739140292615	16662	1555	749790	0
HEL	chr1	15450001	15500000	0.0008703522682017	15345	601	690525	0
HEL	chr1	15500001	15550000	0.0013552930391482	21332	1301	959940	0
HEL	chr1	15550001	15600000	0.0032117598924542	22812	3297	1026540	0
HEL	chr1	15600001	15650000	0.002936931493975	19862	2625	893790	0
HEL	chr1	15650001	15700000	0.0041609202775372	20786	3892	935370	0
HEL	chr1	15700001	15750000	0.0031820994529838	22445	3214	1010025	0
HEL	chr1	15750001	15800000	0.0014312398418358	27482	1770	1236690	0
HEL	chr1	15800001	15850000	0.0039122009248066	23164	4078	1042380	0
HEL	chr1	15850001	15900000	0.0017772840877534	21606	1728	972270	0
HEL	chr1	15900001	15950000	0.0010926792381492	23510	1156	1057950	0
HEL	chr1	15950001	16000000	0.0024495942793653	21101	2326	949545	0
HEL	chr1	16000001	16050000	0.0017763582683957	22543	1802	1014435	0
HEL	chr1	16050001	16100000	0.0027642685449158	23852	2967	1073340	0
HEL	chr1	16100001	16150000	0.0022944256932301	24591	2539	1106595	0
HEL	chr1	16150001	16200000	0.0026247571423159	20531	2425	923895	0
HEL	chr1	16200001	16250000	0.0025641025641025	23868	2754	1074060	0
HEL	chr1	16250001	16300000	0.0029354760398135	27919	3688	1256355	0
HEL	chr1	16300001	16350000	0.002398539297867	24098	2601	1084410	0
HEL	chr1	16350001	16400000	0.0021745750264209	18609	1821	837405	0
HEL	chr1	16400001	16450000	0.0033262384708484	15974	2391	718830	0
HEL	chr1	16450001	16500000	0.0029915226113977	18415	2479	828675	0
HEL	chr1	16500001	16550000	0.0032051826557713	19621	2830	882945	0
HEL	chr1	16550001	16600000	0.0028793287378959	21664	2807	974880	0
HEL	chr1	16600001	16650000	0.005454040491103	23204	5695	1044180	0
HEL	chr1	16650001	16700000	0.0022008826810223	22910	2269	1030950	0
HEL	chr1	16700001	16750000	0.0042617428489605	22891	4390	1030095	0
HEL	chr1	16750001	16800000	0.003007790421918	19069	2581	858105	0
HEL	chr1	16800001	16850000	0.0043999324162923	19071	3776	858195	0
HEL	chr1	16850001	16900000	0.0024587070742256	22966	2541	1033470	0
HEL	chr1	16900001	16950000	0.0022382835021826	21584	2174	971280	0
HEL	chr1	16950001	17000000	0.0021319766209381	22014	2112	990630	0
HEL	chr1	17000001	17050000	0.0018634547344529	23302	1954	1048590	0
HEL	chr1	17050001	17100000	0.0016271107341742	24761	1813	1114245	0
HEL	chr1	17100001	17150000	0.0017009907014271	25201	1929	1134045	0
HEL	chr1	17150001	17200000	0.0023848365808351	25541	2741	1149345	0
HEL	chr1	17200001	17250000	0.00378781035656	18451	3145	830295	0
HEL	chr1	17250001	17300000	0.0026255677323591	25002	2954	1125090	0
HEL	chr1	17300001	17350000	0.0036261516480268	20297	3312	913365	0
HEL	chr1	17350001	17400000	0.0022024623185855	24629	2441	1108305	0
HEL	chr1	17400001	17450000	0.0019246878816322	22018	1907	990810	0
HEL	chr1	17450001	17500000	0.0040906523658337	20263	3730	911835	0
HEL	chr1	17500001	17550000	0.0036865650492905	27445	4553	1235025	0
HEL	chr1	17550001	17600000	0.0024159125445102	24495	2663	1102275	0
HEL	chr1	17600001	17650000	0.0027920514973411	19850	2494	893250	0
HEL	chr1	17650001	17700000	0.0044485070079219	17504	3504	787680	0
HEL	chr1	17700001	17750000	0.00466889334224	12475	2621	561375	0
HEL	chr1	17750001	17800000	0.0016578343921091	20254	1511	911430	0
HEL	chr1	17800001	17850000	0.0015973044828766	21105	1517	949725	0
HEL	chr1	17850001	17900000	0.0016341845878136	19840	1459	892800	0
HEL	chr1	17900001	17950000	0.002555839751834	23067	2653	1038015	0
HEL	chr1	17950001	18000000	0.0015851192883137	24730	1764	1112850	0
HEL	chr1	18000001	18050000	0.0026437173369688	19560	2327	880200	0
HEL	chr1	18050001	18100000	0.0021091700574194	27362	2597	1231290	0
HEL	chr1	18100001	18150000	0.0016040652646401	21778	1572	980010	0
HEL	chr1	18150001	18200000	0.0022827101319691	22741	2336	1023345	0
HEL	chr1	18200001	18250000	0.0032188597982545	20587	2982	926415	0
HEL	chr1	18250001	18300000	0.003000577034045	15597	2106	701865	0
HEL	chr1	18300001	18350000	0.0017182576780582	25672	1985	1155240	0
HEL	chr1	18350001	18400000	0.0047164483380855	24199	5136	1088955	0
HEL	chr1	18400001	18450000	0.0011706286318013	15775	831	709875	0
HEL	chr1	18450001	18500000	0.0038170291658961	23433	4025	1054485	0
HEL	chr1	18500001	18550000	0.0046782345320853	18269	3846	822105	0
HEL	chr1	18550001	18600000	0.003892349250999	19908	3487	895860	0
HEL	chr1	18600001	18650000	0.0042712842712842	24255	4662	1091475	0
HEL	chr1	18650001	18700000	0.0018378941173807	19636	1624	883620	0
HEL	chr1	18700001	18750000	0.0015865166069724	22243	1588	1000935	0
HEL	chr1	18750001	18800000	0.0019900854946476	27838	2493	1252710	0
HEL	chr1	18800001	18850000	0.002710027100271	25092	3060	1129140	0
HEL	chr1	18850001	18900000	0.0023609769065987	21733	2309	977985	0
HEL	chr1	18900001	18950000	0.0016859460178167	25070	1902	1128150	0
HEL	chr1	18950001	19000000	0.0021564370765081	16890	1639	760050	0
HEL	chr1	19000001	19050000	0.0017104662265952	16058	1236	722610	0
HEL	chr1	19050001	19100000	0.0019959350268875	20063	1802	902835	0
HEL	chr1	19100001	19150000	0.0028637217307843	24079	3103	1083555	0
HEL	chr1	19150001	19200000	0.0037235384564119	23341	3911	1050345	0
HEL	chr1	19200001	19250000	0.0019121194630673	22523	1938	1013535	0
HEL	chr1	19250001	19300000	0.0032606196470655	15464	2269	695880	0
HEL	chr1	19300001	19350000	0.0017437765634486	18300	1436	823500	0
