chrom	length	bases	mean	min	max
scaffold_63	867928	162789	0.19	0	68
scaffold_64	841645	150468	0.18	0	133
scaffold_65	832083	67505	0.08	0	35
scaffold_66	826999	18477	0.02	0	13
scaffold_67	823448	12581824	15.28	0	246
scaffold_68	810612	283084	0.35	0	70
scaffold_69	793079	1003704	1.27	0	234
scaffold_70	782272	9138473	11.68	0	128
scaffold_71	766061	201476	0.26	0	75
scaffold_72	730958	250634	0.34	0	162
scaffold_73	720968	631375	0.88	0	143
scaffold_74	694750	360901	0.52	0	160
scaffold_75	682876	78944	0.12	0	54
scaffold_76	675224	1857	0.00	0	2
scaffold_77	648781	2696687	4.16	0	311
scaffold_78	647957	418863	0.65	0	38
scaffold_79	644743	575183	0.89	0	191
scaffold_80	643888	140194	0.22	0	206
scaffold_81	641836	60710	0.09	0	50
scaffold_82	641623	25761	0.04	0	52
scaffold_83	632156	240429	0.38	0	38
scaffold_84	618935	181709	0.29	0	129
scaffold_85	608512	1613049	2.65	0	173
scaffold_86	599561	64494	0.11	0	218
scaffold_87	597950	250558	0.42	0	24
scaffold_88	593645	6797500	11.45	0	68
scaffold_89	589793	73959	0.13	0	89
scaffold_90	587799	113065	0.19	0	87
scaffold_91	579954	276624	0.48	0	38
scaffold_92	575435	14354	0.02	0	44
scaffold_93	574812	894	0.00	0	2
scaffold_94	573203	117580	0.21	0	56
scaffold_95	571820	3376718	5.91	0	122
scaffold_96	569116	422635	0.74	0	163
scaffold_97	566767	5261052	9.28	0	65
scaffold_98	562264	79606	0.14	0	67
scaffold_99	552607	816564	1.48	0	56
scaffold_100	552600	90064	0.16	0	146
scaffold_101	551962	122387	0.22	0	138
scaffold_102	538660	2524030	4.69	0	801
scaffold_103	529121	56087	0.11	0	29
scaffold_104	524994	301552	0.57	0	45
scaffold_106	487615	1225398	2.51	0	1019
scaffold_107	486710	3260197	6.70	0	85
scaffold_108	477535	243717	0.51	0	48
scaffold_109	476316	6300	0.01	0	8
scaffold_110	473572	9493	0.02	0	11
scaffold_111	472568	100320	0.21	0	73
scaffold_112	464128	43962	0.09	0	34
scaffold_113	434512	14549	0.03	0	36
scaffold_114	428327	206322	0.48	0	363
scaffold_115	426002	2611	0.01	0	12
scaffold_116	425001	433920	1.02	0	108
scaffold_117	421247	188398	0.45	0	153
scaffold_118	417582	33180	0.08	0	19
scaffold_119	414965	5021312	12.10	0	57
scaffold_120	412321	679788	1.65	0	564
scaffold_121	411527	181510	0.44	0	31
scaffold_122	410311	3971	0.01	0	4
scaffold_123	408673	185313	0.45	0	70
scaffold_124	403770	2044	0.01	0	6
scaffold_125	386874	19068	0.05	0	50
scaffold_126	386683	175818	0.45	0	35
scaffold_128	384535	5182587	13.48	0	349
scaffold_130	377893	217018	0.57	0	70
scaffold_131	371774	4328927	11.64	0	433
scaffold_132	370701	604	0.00	0	2
scaffold_133	369452	1338078	3.62	0	42
scaffold_134	369357	46477	0.13	0	22
scaffold_135	363025	20015	0.06	0	15
scaffold_136	362827	70883	0.20	0	37
scaffold_137	361309	84187	0.23	0	57
scaffold_138	361307	1726	0.00	0	2
scaffold_139	361075	121088	0.34	0	28
scaffold_140	360845	300	0.00	0	2
scaffold_141	355646	125079	0.35	0	91
scaffold_142	354330	552	0.00	0	2
scaffold_143	351123	57	0.00	0	1
scaffold_144	349397	1376161	3.94	0	176
scaffold_145	345615	597	0.00	0	2
scaffold_146	341776	158604	0.46	0	120
scaffold_147	340558	54369	0.16	0	15
scaffold_148	340397	2103890	6.18	0	60
scaffold_149	338565	154726	0.46	0	40
scaffold_150	331634	384355	1.16	0	81
scaffold_152	321929	1774	0.01	0	2
scaffold_153	319818	582	0.00	0	2
scaffold_154	318873	300	0.00	0	1
scaffold_155	317673	86763	0.27	0	121
scaffold_156	317429	15460	0.05	0	32
scaffold_157	314480	5504	0.02	0	11
scaffold_158	313413	1436791	4.58	0	376
scaffold_159	312155	365765	1.17	0	158
scaffold_160	308401	136360	0.44	0	44
scaffold_161	308107	2066273	6.71	0	47
scaffold_162	307127	412345	1.34	0	343
scaffold_163	306710	129802	0.42	0	91
scaffold_164	303353	78316	0.26	0	118
scaffold_165	301187	300	0.00	0	2
scaffold_166	300284	1920601	6.40	0	54
scaffold_167	299327	58800	0.20	0	117
scaffold_169	297747	2024	0.01	0	8
scaffold_170	296823	114810	0.39	0	32
scaffold_171	294268	1579	0.01	0	2
scaffold_172	292543	2407547	8.23	0	41
scaffold_173	292198	300	0.00	0	2
scaffold_174	291683	10394	0.04	0	10
scaffold_175	289071	5305	0.02	0	14
scaffold_176	284263	1869423	6.58	0	566
scaffold_178	278292	598	0.00	0	2
scaffold_179	273677	1606	0.01	0	4
scaffold_180	272495	19331	0.07	0	96
scaffold_181	272201	15342	0.06	0	15
scaffold_182	269380	2032981	7.55	0	41
scaffold_183	268932	897	0.00	0	2
scaffold_184	265838	600	0.00	0	2
scaffold_185	260123	300	0.00	0	2
scaffold_189	255803	77843	0.30	0	20
scaffold_190	255030	20330	0.08	0	18
scaffold_191	254807	1470	0.01	0	10
scaffold_192	250226	25853	0.10	0	27
scaffold_193	250204	2109299	8.43	0	41
scaffold_194	239700	3592	0.01	0	6
scaffold_195	234697	58273	0.25	0	94
scaffold_196	226946	28841	0.13	0	135
scaffold_197	226579	2556735	11.28	0	46
scaffold_198	226175	2978	0.01	0	6
scaffold_199	225761	133563	0.59	0	30
scaffold_200	225032	1314673	5.84	0	43
scaffold_201	224975	2213879	9.84	0	42
scaffold_202	223132	3821979	17.13	0	123
scaffold_203	220366	613376	2.78	0	44
scaffold_206	215673	100936	0.47	0	138
scaffold_207	213671	1493	0.01	0	4
scaffold_209	209908	86326	0.41	0	23
scaffold_211	209284	53267	0.25	0	21
scaffold_212	207844	4293445	20.66	0	214
scaffold_213	203137	2984976	14.69	0	40
scaffold_215	202568	553	0.00	0	2
scaffold_217	199481	48752	0.24	0	23
scaffold_218	198762	292249	1.47	0	50
scaffold_219	196943	2338554	11.87	0	374
scaffold_220	195249	2065805	10.58	0	87
scaffold_224	187788	292559	1.56	0	34
scaffold_225	186308	13253	0.07	0	31
scaffold_226	184860	1210730	6.55	0	97
scaffold_227	184516	2995	0.02	0	9
scaffold_231	175432	378968	2.16	0	75
scaffold_232	173008	16444	0.10	0	16
scaffold_233	171644	3841	0.02	0	6
scaffold_235	170478	258	0.00	0	2
scaffold_238	162219	273	0.00	0	2
scaffold_239	158967	1484015	9.34	0	53
scaffold_240	158773	445	0.00	0	2
scaffold_243	158192	9513	0.06	0	11
scaffold_244	158152	52606	0.33	0	191
scaffold_246	156028	1025972	6.58	0	41
scaffold_247	155884	154591	0.99	0	600
scaffold_248	155633	45	0.00	0	1
scaffold_249	154259	863986	5.60	0	45
scaffold_250	149453	151708	1.02	0	30
scaffold_251	147965	1581095	10.69	0	1966
scaffold_252	147800	150	0.00	0	6
scaffold_253	147505	628212	4.26	0	223
scaffold_254	146879	8302	0.06	0	14
scaffold_255	145848	3595	0.02	0	23
scaffold_256	145616	924243	6.35	0	63
scaffold_259	144121	38	0.00	0	2
scaffold_260	143032	600	0.00	0	2
scaffold_262	140610	4765	0.03	0	12
scaffold_264	138648	1332	0.01	0	2
scaffold_270	136931	907913	6.63	0	71
scaffold_271	136174	815836	5.99	0	39
scaffold_272	135704	77097	0.57	0	26
scaffold_273	135063	2110	0.02	0	5
scaffold_274	133653	16360	0.12	0	54
scaffold_276	133207	300	0.00	0	2
scaffold_277	132175	854337	6.46	0	38
scaffold_278	131122	1796	0.01	0	2
scaffold_279	130948	300	0.00	0	1
scaffold_280	130103	2376	0.02	0	14
scaffold_281	129669	16656	0.13	0	11
scaffold_283	127948	4383	0.03	0	8
scaffold_284	127938	32717	0.26	0	25
scaffold_285	126062	1387	0.01	0	7
scaffold_287	124276	129510	1.04	0	214
scaffold_290	121544	1575378	12.96	0	158
scaffold_291	120716	120544	1.00	0	505
scaffold_292	119073	28365	0.24	0	44
scaffold_293	119068	37780	0.32	0	19
scaffold_295	117175	421488	3.60	0	153
scaffold_297	115199	42431	0.37	0	158
scaffold_301	112761	288813	2.56	0	153
scaffold_305	108249	2676	0.02	0	6
scaffold_312	102750	1035223	10.08	0	49
scaffold_313	102258	291468	2.85	0	32
scaffold_315	101466	31	0.00	0	1
scaffold_316	101110	43	0.00	0	1
scaffold_317	100528	4720	0.05	0	18
scaffold_319	99952	3118	0.03	0	12
scaffold_320	99843	1500	0.02	0	5
scaffold_324	97239	100278	1.03	0	163
scaffold_326	95790	5166	0.05	0	22
scaffold_328	95082	689293	7.25	0	50
scaffold_330	94790	16813	0.18	0	8
scaffold_332	94453	67302	0.71	0	25
scaffold_333	93463	514345	5.50	0	41
scaffold_336	93330	86	0.00	0	2
scaffold_337	93133	988188	10.61	0	38
scaffold_339	92259	55051	0.60	0	26
scaffold_340	92177	7321	0.08	0	9
scaffold_342	91765	1884	0.02	0	3
scaffold_345	90701	898	0.01	0	2
scaffold_347	90639	81395	0.90	0	18
scaffold_348	90541	510	0.01	0	2
scaffold_350	89979	38493	0.43	0	65
scaffold_354	88009	4324	0.05	0	7
scaffold_357	87024	592	0.01	0	4
scaffold_359	85880	2083	0.02	0	8
scaffold_360	85501	504	0.01	0	3
scaffold_361	84917	301	0.00	0	2
scaffold_364	83286	598	0.01	0	2
scaffold_370	81535	845	0.01	0	3
scaffold_377	80191	7747	0.10	0	12
scaffold_379	79556	4706	0.06	0	13
scaffold_383	78512	935737	11.92	0	43
scaffold_384	78255	300	0.00	0	2
scaffold_386	77742	759487	9.77	0	43
scaffold_390	77018	1777	0.02	0	4
scaffold_392	76373	1416	0.02	0	3
scaffold_395	76064	48	0.00	0	1
scaffold_396	75916	4275	0.06	0	4
scaffold_400	75097	992484	13.22	0	37
scaffold_401	73974	5970	0.08	0	24
scaffold_404	73396	3210	0.04	0	5
scaffold_409	72103	900	0.01	0	2
scaffold_417	69637	600	0.01	0	4
scaffold_419	69319	496953	7.17	0	52
scaffold_420	68952	22617	0.33	0	64
scaffold_421	68916	150	0.00	0	1
scaffold_427	67806	103931	1.53	0	29
scaffold_428	67661	1175	0.02	0	3
scaffold_438	65176	38795	0.60	0	43
scaffold_444	64676	93570	1.45	0	87
scaffold_445	64668	628949	9.73	0	40
scaffold_447	64519	1778	0.03	0	4
scaffold_452	63854	3282	0.05	0	12
scaffold_455	63113	1188	0.02	0	8
scaffold_456	62777	186927	2.98	0	466
scaffold_457	62705	171542	2.74	0	44
scaffold_461	62428	3845	0.06	0	18
scaffold_464	62258	32	0.00	0	1
scaffold_466	62190	1419060	22.82	0	686
scaffold_471	61620	468085	7.60	0	43
scaffold_473	61257	300	0.00	0	1
scaffold_476	60974	196	0.00	0	2
scaffold_478	60445	5251	0.09	0	19
scaffold_481	59996	479255	7.99	0	41
scaffold_482	59966	856	0.01	0	6
scaffold_490	58835	87665	1.49	0	23
scaffold_491	58808	300	0.01	0	2
scaffold_493	58543	34654	0.59	0	25
scaffold_500	57615	124243	2.16	0	57
scaffold_504	56943	298	0.01	0	1
scaffold_509	55915	300	0.01	0	1
scaffold_510	55719	1124	0.02	0	6
scaffold_515	55015	428326	7.79	0	33
scaffold_520	54525	148868	2.73	0	91
scaffold_521	54504	5690	0.10	0	13
scaffold_522	54484	300	0.01	0	2
scaffold_523	54462	10637	0.20	0	13
scaffold_524	54297	8314	0.15	0	29
scaffold_525	53919	301	0.01	0	2
scaffold_527	53668	438335	8.17	0	198
scaffold_528	53638	103131	1.92	0	37
scaffold_534	52866	61242	1.16	0	27
scaffold_536	52691	212593	4.03	0	53
scaffold_543	51704	833	0.02	0	3
scaffold_546	51290	1200	0.02	0	8
scaffold_548	51140	700784	13.70	0	45
scaffold_553	50517	245766	4.87	0	51
scaffold_555	50416	84867	1.68	0	27
scaffold_561	49973	78069	1.56	0	39
scaffold_562	49804	14825	0.30	0	14
scaffold_566	49599	190587	3.84	0	38
scaffold_569	49311	520374	10.55	0	36
scaffold_570	49254	1742	0.04	0	7
scaffold_573	48995	938	0.02	0	4
scaffold_575	48919	14483	0.30	0	10
scaffold_576	48856	25798	0.53	0	24
scaffold_581	48584	27918	0.57	0	78
scaffold_582	48539	38	0.00	0	1
scaffold_587	48418	160434	3.31	0	32
scaffold_589	48171	1987	0.04	0	6
scaffold_593	47962	87385	1.82	0	71
scaffold_597	47835	1664	0.03	0	4
scaffold_600	47742	48	0.00	0	1
scaffold_606	46961	5050	0.11	0	12
scaffold_607	46873	12504	0.27	0	15
scaffold_608	46800	4457	0.10	0	27
scaffold_610	46738	672664	14.39	0	39
scaffold_617	45955	46463	1.01	0	24
scaffold_648	43461	290	0.01	0	2
scaffold_651	43361	123553	2.85	0	33
scaffold_657	43157	300	0.01	0	2
scaffold_658	43154	540094	12.52	0	37
scaffold_670	42499	494071	11.63	0	33
scaffold_683	41606	568800	13.67	0	42
scaffold_684	41603	2394	0.06	0	4
scaffold_687	41329	4089	0.10	0	4
scaffold_694	41120	1183	0.03	0	4
scaffold_701	40953	300	0.01	0	2
scaffold_703	40768	98606	2.42	0	148
scaffold_708	40252	845	0.02	0	2
scaffold_720	39778	208	0.01	0	2
scaffold_722	39636	60145	1.52	0	24
scaffold_734	39124	7260	0.19	0	18
scaffold_737	39008	55154	1.41	0	40
scaffold_738	38940	9666	0.25	0	16
scaffold_739	38851	379306	9.76	0	53
scaffold_742	38789	8141	0.21	0	26
scaffold_744	38782	44944	1.16	0	24
scaffold_745	38693	216468	5.59	0	38
scaffold_754	38425	258685	6.73	0	34
scaffold_760	38104	16638	0.44	0	13
scaffold_762	37714	40	0.00	0	1
scaffold_763	37685	61471	1.63	0	82
scaffold_764	37550	62386	1.66	0	27
scaffold_773	37127	505030	13.60	0	40
scaffold_774	37031	459664	12.41	0	37
scaffold_776	36942	13229	0.36	0	58
scaffold_780	36814	158119	4.30	0	171
scaffold_781	36691	101	0.00	0	1
scaffold_785	36564	455223	12.45	0	61
scaffold_788	36497	300	0.01	0	2
scaffold_795	36097	35	0.00	0	1
scaffold_803	35761	34943	0.98	0	27
scaffold_807	35653	562	0.02	0	2
scaffold_808	35511	286334	8.06	0	36
scaffold_818	34982	32257	0.92	0	23
scaffold_822	34866	38	0.00	0	1
scaffold_833	34472	138125	4.01	0	31
scaffold_849	33956	30	0.00	0	1
scaffold_851	33931	55	0.00	0	1
scaffold_859	33426	2396	0.07	0	9
scaffold_864	33258	27270	0.82	0	85
scaffold_873	33043	20235	0.61	0	39
scaffold_874	33040	298	0.01	0	1
scaffold_880	32810	5991	0.18	0	48
scaffold_882	32798	129550	3.95	0	261
scaffold_883	32794	468022	14.27	0	148
scaffold_884	32779	89870	2.74	0	30
scaffold_885	32777	312261	9.53	0	31
scaffold_899	31855	300	0.01	0	1
scaffold_903	31652	531074	16.78	0	41
scaffold_905	31584	4721	0.15	0	6
scaffold_907	31496	98570	3.13	0	28
scaffold_910	31462	293	0.01	0	1
scaffold_923	30987	141555	4.57	0	99
scaffold_932	30438	318843	10.48	0	36
scaffold_941	30022	191167	6.37	0	35
scaffold_943	29973	83518	2.79	0	44
scaffold_947	29725	189843	6.39	0	62
scaffold_962	29151	66125	2.27	0	54
scaffold_964	29103	144335	4.96	0	201
scaffold_967	29003	166457	5.74	0	38
scaffold_970	28889	54252	1.88	0	34
scaffold_974	28715	34816	1.21	0	120
scaffold_976	28647	82181	2.87	0	24
scaffold_985	28251	80825	2.86	0	30
scaffold_986	28235	600	0.02	0	2
scaffold_994	28037	61387	2.19	0	37
scaffold_996	27954	44	0.00	0	1
scaffold_997	27877	1765	0.06	0	3
scaffold_998	27874	1754	0.06	0	15
scaffold_1003	27785	341046	12.27	0	91
scaffold_1008	27705	288	0.01	0	2
scaffold_1011	27659	4567821	165.15	0	1630
scaffold_1014	27327	35	0.00	0	1
scaffold_1026	26836	36477	1.36	0	28
scaffold_1030	26722	84612	3.17	0	30
scaffold_1036	26593	269950	10.15	0	43
scaffold_1038	26576	23993	0.90	0	19
scaffold_1044	26404	176271	6.68	0	37
scaffold_1047	26328	381061	14.47	0	32
scaffold_1050	26253	240	0.01	0	2
scaffold_1052	26165	306	0.01	0	2
scaffold_1057	25896	22432	0.87	0	38
scaffold_1062	25741	61742	2.40	0	25
scaffold_1063	25720	96825	3.76	0	29
scaffold_1074	25376	3153	0.12	0	8
scaffold_1077	25221	293	0.01	0	1
scaffold_1084	24967	47716	1.91	0	25
scaffold_1087	24842	240761	9.69	0	33
scaffold_1089	24799	142753	5.76	0	34
scaffold_1098	24254	290	0.01	0	2
scaffold_1109	23797	288015	12.10	0	38
scaffold_1114	23733	1445	0.06	0	11
scaffold_1116	23703	286	0.01	0	2
scaffold_1118	23606	89852	3.81	0	37
scaffold_1120	23419	6515	0.28	0	13
scaffold_1122	23327	31	0.00	0	1
scaffold_1125	23254	11037	0.47	0	27
scaffold_1131	22973	5040	0.22	0	17
scaffold_1132	22943	85526	3.73	0	106
scaffold_1136	22733	1411	0.06	0	7
scaffold_1142	22476	20290	0.90	0	19
scaffold_1143	22475	671	0.03	0	2
scaffold_1146	22372	23866	1.07	0	26
scaffold_1149	22205	208977	9.41	0	34
scaffold_1156	21820	8700	0.40	0	21
scaffold_1157	21769	254	0.01	0	2
scaffold_1161	21697	26522	1.22	0	19
scaffold_1164	21690	494083	22.78	0	77
scaffold_1167	21627	65284	3.02	0	23
scaffold_1180	21088	2605	0.12	0	4
scaffold_1186	20786	273026	13.14	0	41
scaffold_1197	20361	24021	1.18	0	52
scaffold_1202	20197	67282	3.33	0	43
scaffold_1204	20162	5778	0.29	0	22
scaffold_1205	20152	72374	3.59	0	105
scaffold_1206	20105	58260	2.90	0	26
scaffold_1208	20057	288	0.01	0	1
scaffold_1211	19901	80976	4.07	0	118
scaffold_1219	19445	301	0.02	0	2
scaffold_1220	19395	165521	8.53	0	34
scaffold_1225	19177	14455	0.75	0	13
scaffold_1230	18963	600	0.03	0	4
scaffold_1240	18322	31	0.00	0	1
scaffold_1242	18198	20287	1.11	0	35
scaffold_1246	17989	57896	3.22	0	28
scaffold_1253	17582	120038	6.83	0	43
scaffold_1254	17563	5985	0.34	0	25
scaffold_1259	17119	3737	0.22	0	15
scaffold_1267	16792	9272	0.55	0	14
scaffold_1270	16603	3089	0.19	0	10
scaffold_1271	16570	568	0.03	0	2
scaffold_1273	16434	132749	8.08	0	35
scaffold_1276	16224	13089	0.81	0	29
scaffold_1279	16204	1205	0.07	0	6
scaffold_1290	15231	1253	0.08	0	5
scaffold_1291	14993	600	0.04	0	1
scaffold_1301	14452	13486	0.93	0	57
scaffold_1308	13082	50279	3.84	0	26
scaffold_1318	10914	600	0.05	0	2
total	2125858207	29788993894	14.01	0	4775
