chrom	length	bases	mean	min	max
scaffold_1094	24452	600	0.02	0	4
scaffold_1104	23875	3292	0.14	0	9
scaffold_1108	23797	33	0.00	0	1
scaffold_1109	23797	273442	11.49	0	29
scaffold_1110	23791	300	0.01	0	1
scaffold_1114	23733	1660	0.07	0	8
scaffold_1116	23703	300	0.01	0	1
scaffold_1118	23606	105161	4.45	0	36
scaffold_1120	23419	7789	0.33	0	20
scaffold_1125	23254	28546	1.23	0	25
scaffold_1131	22973	4200	0.18	0	18
scaffold_1132	22943	79902	3.48	0	28
scaffold_1142	22476	3151	0.14	0	9
scaffold_1146	22372	40	0.00	0	2
scaffold_1149	22205	189516	8.53	0	30
scaffold_1156	21820	25368	1.16	0	47
scaffold_1157	21769	6204	0.28	0	6
scaffold_1161	21697	99479	4.58	0	52
scaffold_1164	21690	255161	11.76	0	28
scaffold_1167	21627	51566	2.38	0	20
scaffold_1186	20786	242421	11.66	0	31
scaffold_1190	20691	305	0.01	0	2
scaffold_1202	20197	65513	3.24	0	29
scaffold_1204	20162	3861	0.19	0	14
scaffold_1205	20152	165874	8.23	0	112
scaffold_1206	20105	43243	2.15	0	21
scaffold_1211	19901	624	0.03	0	2
scaffold_1220	19395	147056	7.58	0	43
scaffold_1225	19177	42935	2.24	0	25
scaffold_1230	18963	2385	0.13	0	9
scaffold_1237	18512	1476	0.08	0	10
scaffold_1238	18481	1498	0.08	0	6
scaffold_1242	18198	2630	0.14	0	6
scaffold_1246	17989	28115	1.56	0	23
scaffold_1253	17582	168999	9.61	0	34
scaffold_1254	17563	15534	0.88	0	25
scaffold_1259	17119	4772	0.28	0	19
scaffold_1267	16792	288	0.02	0	2
scaffold_1273	16434	129179	7.86	0	30
scaffold_1276	16224	6534	0.40	0	12
scaffold_1279	16204	292	0.02	0	1
scaffold_1291	14993	13696	0.91	0	23
scaffold_1293	14921	29082	1.95	0	32
scaffold_1308	13082	39984	3.06	0	20
scaffold_1318	10914	3300	0.30	0	9
total	2123274098	25396666654	11.96	0	1144
