chrom	length	bases	mean	min	max
scaffold_76	675224	1944	0.00	0	4
scaffold_77	648781	5592950	8.62	0	478
scaffold_78	647957	5063537	7.81	0	68
scaffold_79	644743	866337	1.34	0	193
scaffold_80	643888	180698	0.28	0	180
scaffold_81	641836	119905	0.19	0	92
scaffold_82	641623	57734	0.09	0	100
scaffold_83	632156	2275646	3.60	0	65
scaffold_84	618935	254466	0.41	0	96
scaffold_85	608512	3630675	5.97	0	381
scaffold_86	599561	95613	0.16	0	225
scaffold_87	597950	918890	1.54	0	148
scaffold_88	593645	9465455	15.94	0	141
scaffold_89	589793	135562	0.23	0	115
scaffold_90	587799	252863	0.43	0	177
scaffold_91	579954	4233543	7.30	0	48
scaffold_92	575435	27919	0.05	0	49
scaffold_93	574812	3978149	6.92	0	1050
scaffold_94	573203	151592	0.26	0	79
scaffold_95	571820	2021850	3.54	0	105
scaffold_96	569116	618418	1.09	0	263
scaffold_97	566767	2982390	5.26	0	104
scaffold_98	562264	150406	0.27	0	133
scaffold_99	552607	1171286	2.12	0	96
scaffold_100	552600	137846	0.25	0	137
scaffold_101	551962	4869347	8.82	0	2149
scaffold_102	538660	3229530	6.00	0	750
scaffold_103	529121	155663	0.29	0	122
scaffold_104	524994	4462434	8.50	0	53
scaffold_106	487615	2264491	4.64	0	944
scaffold_107	486710	2593291	5.33	0	125
scaffold_108	477535	2519051	5.28	0	110
scaffold_109	476316	4838	0.01	0	4
scaffold_110	473572	5363	0.01	0	4
scaffold_111	472568	194553	0.41	0	105
scaffold_112	464128	84289	0.18	0	74
scaffold_113	434512	16063	0.04	0	16
scaffold_114	428327	279334	0.65	0	233
scaffold_115	426002	6792	0.02	0	10
scaffold_116	425001	985664	2.32	0	49
scaffold_117	421247	265445	0.63	0	140
scaffold_118	417582	137454	0.33	0	95
scaffold_119	414965	6197094	14.93	0	70
scaffold_120	412321	839142	2.04	0	962
scaffold_121	411527	2799114	6.80	0	48
scaffold_122	410311	7485	0.02	0	18
scaffold_123	408673	2598091	6.36	0	67
scaffold_124	403770	14397	0.04	0	36
scaffold_125	386874	42756	0.11	0	41
scaffold_126	386683	2959132	7.65	0	42
scaffold_127	384542	1775	0.00	0	2
scaffold_128	384535	6088910	15.83	0	312
scaffold_130	377893	3158346	8.36	0	58
scaffold_131	371774	5510705	14.82	0	121
scaffold_132	370701	4581	0.01	0	4
scaffold_133	369452	1536468	4.16	0	100
scaffold_134	369357	52699	0.14	0	25
scaffold_135	363025	99821	0.27	0	63
scaffold_136	362827	157719	0.43	0	97
scaffold_137	361309	197067	0.55	0	101
scaffold_138	361307	2728	0.01	0	6
scaffold_139	361075	2009193	5.56	0	37
scaffold_140	360845	1998	0.01	0	6
scaffold_141	355646	1813528	5.10	0	79
scaffold_142	354330	1065266	3.01	0	423
scaffold_143	351123	2331	0.01	0	8
scaffold_144	349397	1678736	4.80	0	227
scaffold_145	345615	1702605	4.93	0	1280
scaffold_146	341776	330654	0.97	0	244
scaffold_147	340558	1160556	3.41	0	514
scaffold_148	340397	2368712	6.96	0	61
scaffold_149	338565	2337674	6.90	0	50
scaffold_150	331634	766289	2.31	0	152
scaffold_151	322426	640	0.00	0	1
scaffold_152	321929	3901	0.01	0	5
scaffold_153	319818	1397	0.00	0	5
scaffold_155	317673	173754	0.55	0	313
scaffold_156	317429	44795	0.14	0	69
scaffold_157	314480	2909	0.01	0	7
scaffold_158	313413	2587552	8.26	0	1116
scaffold_159	312155	1753796	5.62	0	178
scaffold_160	308401	198262	0.64	0	41
scaffold_161	308107	1157204	3.76	0	60
scaffold_162	307127	757158	2.47	0	990
scaffold_163	306710	168209	0.55	0	189
scaffold_164	303353	109027	0.36	0	132
scaffold_165	301187	1685	0.01	0	6
scaffold_166	300284	1864006	6.21	0	48
scaffold_167	299327	202407	0.68	0	427
scaffold_168	298213	6314	0.02	0	21
scaffold_169	297747	6288	0.02	0	11
scaffold_170	296823	1697334	5.72	0	44
scaffold_171	294268	7837	0.03	0	8
scaffold_172	292543	2823440	9.65	0	49
scaffold_173	292198	4062	0.01	0	30
scaffold_174	291683	16649	0.06	0	12
scaffold_175	289071	10061	0.03	0	21
scaffold_176	284263	2395896	8.43	0	571
scaffold_178	278292	301	0.00	0	1
scaffold_179	273677	1087	0.00	0	2
scaffold_180	272495	45374	0.17	0	262
scaffold_181	272201	59589	0.22	0	61
scaffold_182	269380	2647037	9.83	0	72
scaffold_183	268932	6532	0.02	0	9
scaffold_184	265838	5168	0.02	0	10
scaffold_185	260123	300	0.00	0	2
scaffold_186	259862	300	0.00	0	1
scaffold_187	259766	948	0.00	0	8
scaffold_189	255803	1592280	6.22	0	37
scaffold_190	255030	32304	0.13	0	24
scaffold_191	254807	1068	0.00	0	2
scaffold_192	250226	49807	0.20	0	49
scaffold_193	250204	2122262	8.48	0	51
scaffold_194	239700	3782	0.02	0	8
scaffold_195	234697	153166	0.65	0	299
scaffold_196	226946	16321	0.07	0	44
scaffold_197	226579	1697252	7.49	0	43
scaffold_198	226175	1188	0.01	0	4
scaffold_199	225761	1491670	6.61	0	36
scaffold_200	225032	1716381	7.63	0	63
scaffold_201	224975	2706381	12.03	0	51
scaffold_202	223132	3050291	13.67	0	118
scaffold_203	220366	484347	2.20	0	67
scaffold_205	217326	593818	2.73	0	420
scaffold_206	215673	179097	0.83	0	145
scaffold_207	213671	610	0.00	0	3
scaffold_208	211760	131388	0.62	0	126
scaffold_209	209908	1811716	8.63	0	42
scaffold_211	209284	556017	2.66	0	73
scaffold_212	207844	1148878	5.53	0	75
scaffold_213	203137	2856228	14.06	0	44
scaffold_214	202981	602	0.00	0	4
scaffold_215	202568	2781417	13.73	0	2944
scaffold_216	201849	2470	0.01	0	8
scaffold_217	199481	40332	0.20	0	14
scaffold_218	198762	241741	1.22	0	38
scaffold_219	196943	2893063	14.69	0	52
scaffold_220	195249	2404771	12.32	0	62
scaffold_222	189271	2368	0.01	0	11
scaffold_224	187788	304151	1.62	0	40
scaffold_225	186308	13880	0.07	0	23
scaffold_226	184860	864199	4.67	0	94
scaffold_227	184516	4970	0.03	0	10
scaffold_228	183496	1081318	5.89	0	795
scaffold_230	178405	332	0.00	0	1
scaffold_231	175432	475165	2.71	0	84
scaffold_232	173008	489776	2.83	0	124
scaffold_233	171644	6116	0.04	0	6
scaffold_234	170489	1549	0.01	0	8
scaffold_235	170478	297	0.00	0	1
scaffold_236	168239	164	0.00	0	2
scaffold_237	164449	656	0.00	0	2
scaffold_238	162219	3615	0.02	0	19
scaffold_239	158967	1452785	9.14	0	119
scaffold_240	158773	8592	0.05	0	46
scaffold_242	158599	202	0.00	0	2
scaffold_243	158192	27144	0.17	0	48
scaffold_244	158152	98107	0.62	0	533
scaffold_245	156228	302	0.00	0	2
scaffold_246	156028	1166150	7.47	0	49
scaffold_247	155884	176620	1.13	0	541
scaffold_249	154259	968107	6.28	0	54
scaffold_250	149453	187795	1.26	0	122
scaffold_251	147965	1788498	12.09	0	2081
scaffold_252	147800	75	0.00	0	3
scaffold_253	147505	783534	5.31	0	257
scaffold_254	146879	15572	0.11	0	21
scaffold_255	145848	10398	0.07	0	43
scaffold_256	145616	1087311	7.47	0	144
scaffold_257	145012	728	0.01	0	2
scaffold_259	144121	218	0.00	0	2
scaffold_260	143032	3005	0.02	0	9
scaffold_262	140610	1810	0.01	0	2
scaffold_264	138648	1746627	12.60	0	965
scaffold_265	137912	301	0.00	0	2
scaffold_266	137645	541	0.00	0	2
scaffold_268	137109	1979	0.01	0	2
scaffold_269	137098	80	0.00	0	4
scaffold_270	136931	726785	5.31	0	57
scaffold_271	136174	946996	6.95	0	40
scaffold_272	135704	96161	0.71	0	35
scaffold_273	135063	987	0.01	0	4
scaffold_274	133653	12740	0.10	0	62
scaffold_276	133207	5006	0.04	0	28
scaffold_277	132175	964239	7.30	0	44
scaffold_278	131122	4569	0.03	0	8
scaffold_279	130948	2154090	16.45	0	1161
scaffold_280	130103	2182	0.02	0	14
scaffold_281	129669	7057	0.05	0	8
scaffold_283	127948	7103	0.06	0	17
scaffold_284	127938	733836	5.74	0	28
scaffold_285	126062	1712096	13.58	0	3829
scaffold_287	124276	104123	0.84	0	212
scaffold_288	123547	150	0.00	0	1
scaffold_289	122028	303	0.00	0	1
scaffold_290	121544	797842	6.56	0	42
scaffold_291	120716	67632	0.56	0	355
scaffold_292	119073	83662	0.70	0	57
scaffold_293	119068	858039	7.21	0	27
scaffold_295	117175	388427	3.31	0	126
scaffold_297	115199	21956	0.19	0	76
scaffold_298	115136	159	0.00	0	2
scaffold_301	112761	515090	4.57	0	753
scaffold_304	108685	908	0.01	0	4
scaffold_305	108249	24595	0.23	0	30
scaffold_306	107642	292	0.00	0	2
scaffold_309	104899	87	0.00	0	2
scaffold_312	102750	547835	5.33	0	25
scaffold_313	102258	389077	3.80	0	46
scaffold_314	101876	224	0.00	0	2
scaffold_315	101466	869	0.01	0	2
scaffold_317	100528	6936	0.07	0	38
scaffold_319	99952	706	0.01	0	4
scaffold_322	98500	274	0.00	0	1
scaffold_324	97239	652085	6.71	0	603
scaffold_326	95790	4898	0.05	0	20
scaffold_328	95082	775840	8.16	0	44
scaffold_330	94790	80334	0.85	0	108
scaffold_331	94754	301	0.00	0	1
scaffold_332	94453	86927	0.92	0	34
scaffold_333	93463	926530	9.91	0	171
scaffold_335	93366	296	0.00	0	2
scaffold_337	93133	981844	10.54	0	48
scaffold_339	92259	26491	0.29	0	19
scaffold_340	92177	31699	0.34	0	36
scaffold_341	91879	345066	3.76	0	842
scaffold_342	91765	4385	0.05	0	4
scaffold_345	90701	1253	0.01	0	10
scaffold_346	90652	1328	0.01	0	4
scaffold_347	90639	169627	1.87	0	173
scaffold_348	90541	697165	7.70	0	727
scaffold_350	89979	27696	0.31	0	64
scaffold_354	88009	4219	0.05	0	7
scaffold_357	87024	222	0.00	0	2
scaffold_359	85880	2010	0.02	0	4
scaffold_364	83286	897	0.01	0	2
scaffold_370	81535	2687	0.03	0	10
scaffold_375	80950	515	0.01	0	6
scaffold_377	80191	122476	1.53	0	204
scaffold_379	79556	20824	0.26	0	16
scaffold_383	78512	929406	11.84	0	46
scaffold_384	78255	300	0.00	0	2
scaffold_386	77742	852944	10.97	0	44
scaffold_388	77429	1088	0.01	0	6
scaffold_390	77018	3713	0.05	0	6
scaffold_392	76373	824	0.01	0	3
scaffold_396	75916	5313	0.07	0	11
scaffold_400	75097	673424	8.97	0	34
scaffold_401	73974	2943	0.04	0	10
scaffold_404	73396	1799	0.02	0	5
scaffold_409	72103	6946	0.10	0	21
scaffold_414	70416	656362	9.32	0	421
scaffold_416	69640	106	0.00	0	2
scaffold_417	69637	1340	0.02	0	3
scaffold_419	69319	659165	9.51	0	51
scaffold_420	68952	29458	0.43	0	48
scaffold_421	68916	142	0.00	0	1
scaffold_423	68700	2390	0.03	0	12
scaffold_424	68681	541	0.01	0	2
scaffold_427	67806	71835	1.06	0	22
scaffold_428	67661	5950	0.09	0	7
scaffold_430	66562	269	0.00	0	2
scaffold_437	65259	41	0.00	0	1
scaffold_438	65176	29410	0.45	0	48
scaffold_440	65067	154	0.00	0	2
scaffold_444	64676	122811	1.90	0	71
scaffold_445	64668	647229	10.01	0	42
scaffold_447	64519	751	0.01	0	4
scaffold_449	64455	38	0.00	0	1
scaffold_452	63854	6213	0.10	0	24
scaffold_453	63792	109661	1.72	0	222
scaffold_454	63512	891	0.01	0	2
scaffold_455	63113	1389	0.02	0	8
scaffold_456	62777	316832	5.05	0	1740
scaffold_457	62705	248118	3.96	0	272
scaffold_461	62428	3893	0.06	0	10
scaffold_464	62258	153	0.00	0	2
scaffold_465	62213	183	0.00	0	1
scaffold_466	62190	1948263	31.33	0	831
scaffold_468	61747	46	0.00	0	2
scaffold_471	61620	645108	10.47	0	61
scaffold_476	60974	596	0.01	0	4
scaffold_478	60445	2897	0.05	0	6
scaffold_481	59996	214770	3.58	0	24
scaffold_482	59966	4604	0.08	0	19
scaffold_489	58986	49	0.00	0	1
scaffold_490	58835	50904	0.87	0	15
scaffold_491	58808	1058	0.02	0	2
scaffold_493	58543	69468	1.19	0	29
scaffold_496	58275	146	0.00	0	2
scaffold_500	57615	107299	1.86	0	43
scaffold_505	56754	294	0.01	0	4
scaffold_509	55915	300	0.01	0	1
scaffold_510	55719	252	0.00	0	2
scaffold_514	55279	170	0.00	0	1
scaffold_515	55015	338186	6.15	0	45
scaffold_520	54525	196284	3.60	0	303
scaffold_521	54504	3405	0.06	0	7
scaffold_522	54484	1178	0.02	0	4
scaffold_523	54462	13085	0.24	0	26
scaffold_524	54297	497	0.01	0	2
scaffold_527	53668	515770	9.61	0	295
scaffold_528	53638	124582	2.32	0	34
scaffold_534	52866	51735	0.98	0	24
scaffold_536	52691	324048	6.15	0	160
scaffold_538	52350	300	0.01	0	2
scaffold_543	51704	11049	0.21	0	27
scaffold_546	51290	288	0.01	0	1
scaffold_548	51140	823541	16.10	0	59
scaffold_549	50969	534	0.01	0	2
scaffold_553	50517	338552	6.70	0	150
scaffold_555	50416	106477	2.11	0	31
scaffold_558	50192	1321	0.03	0	8
scaffold_561	49973	103752	2.08	0	46
scaffold_562	49804	30118	0.60	0	23
scaffold_566	49599	180290	3.63	0	127
scaffold_567	49557	36	0.00	0	1
scaffold_569	49311	518589	10.52	0	44
scaffold_570	49254	25326	0.51	0	14
scaffold_573	48995	330	0.01	0	2
scaffold_574	48957	903	0.02	0	3
scaffold_575	48919	361589	7.39	0	1305
scaffold_576	48856	34518	0.71	0	30
scaffold_579	48690	150	0.00	0	1
scaffold_580	48669	193	0.00	0	1
scaffold_581	48584	121066	2.49	0	350
scaffold_587	48418	101297	2.09	0	22
scaffold_589	48171	5772	0.12	0	20
scaffold_593	47962	117881	2.46	0	43
scaffold_597	47835	1806	0.04	0	18
scaffold_598	47803	200	0.00	0	2
scaffold_605	46984	1823	0.04	0	8
scaffold_606	46961	7716	0.16	0	15
scaffold_607	46873	5347	0.11	0	9
scaffold_608	46800	2914	0.06	0	16
scaffold_610	46738	547717	11.72	0	40
scaffold_617	45955	54671	1.19	0	30
scaffold_622	45411	193	0.00	0	1
scaffold_628	45053	978	0.02	0	7
scaffold_639	44166	49	0.00	0	1
scaffold_648	43461	19	0.00	0	1
scaffold_650	43423	82	0.00	0	2
scaffold_651	43361	184087	4.25	0	84
scaffold_654	43255	160	0.00	0	2
scaffold_656	43192	284	0.01	0	2
scaffold_658	43154	638379	14.79	0	44
scaffold_670	42499	490219	11.53	0	39
scaffold_678	41990	38	0.00	0	2
scaffold_681	41793	140	0.00	0	2
scaffold_683	41606	703655	16.91	0	56
scaffold_684	41603	4715	0.11	0	10
scaffold_687	41329	23052	0.56	0	26
scaffold_694	41120	889	0.02	0	5
scaffold_695	41108	441	0.01	0	4
scaffold_703	40768	89197	2.19	0	106
scaffold_708	40252	1795	0.04	0	9
scaffold_709	40251	71	0.00	0	1
scaffold_711	40235	1192	0.03	0	10
scaffold_714	40035	733	0.02	0	2
scaffold_720	39778	149	0.00	0	1
scaffold_722	39636	74326	1.88	0	24
scaffold_734	39124	5969	0.15	0	9
scaffold_737	39008	47028	1.21	0	49
scaffold_738	38940	16931	0.43	0	25
scaffold_739	38851	136264	3.51	0	24
scaffold_742	38789	4492	0.12	0	9
scaffold_744	38782	118456	3.05	0	116
scaffold_745	38693	297123	7.68	0	62
scaffold_753	38462	294	0.01	0	2
scaffold_754	38425	300889	7.83	0	39
scaffold_760	38104	21345	0.56	0	16
scaffold_763	37685	91529	2.43	0	87
scaffold_764	37550	123792	3.30	0	65
scaffold_767	37239	164	0.00	0	2
scaffold_773	37127	661938	17.83	0	48
scaffold_774	37031	617425	16.67	0	126
scaffold_776	36942	26983	0.73	0	86
scaffold_780	36814	193999	5.27	0	180
scaffold_785	36564	607094	16.60	0	70
scaffold_798	36043	44	0.00	0	1
scaffold_800	36004	1659	0.05	0	8
scaffold_803	35761	30398	0.85	0	21
scaffold_807	35653	1817	0.05	0	4
scaffold_808	35511	431749	12.16	0	59
scaffold_809	35480	600	0.02	0	4
scaffold_811	35409	38	0.00	0	1
scaffold_818	34982	25318	0.72	0	31
scaffold_833	34472	156589	4.54	0	36
scaffold_839	34201	305	0.01	0	1
scaffold_845	34039	34	0.00	0	1
scaffold_853	33852	7895	0.23	0	37
scaffold_859	33426	151	0.00	0	1
scaffold_864	33258	65068	1.96	0	372
scaffold_869	33100	299	0.01	0	1
scaffold_873	33043	48364	1.46	0	85
scaffold_874	33040	657	0.02	0	2
scaffold_880	32810	5610	0.17	0	47
scaffold_882	32798	182390	5.56	0	1166
scaffold_883	32794	707212	21.57	0	273
scaffold_884	32779	115795	3.53	0	35
scaffold_885	32777	188750	5.76	0	24
scaffold_886	32756	156	0.00	0	2
scaffold_899	31855	1164	0.04	0	6
scaffold_903	31652	696651	22.01	0	49
scaffold_905	31584	5672	0.18	0	9
scaffold_907	31496	113459	3.60	0	28
scaffold_910	31462	2597	0.08	0	18
scaffold_914	31274	567	0.02	0	2
scaffold_923	30987	243789	7.87	0	417
scaffold_932	30438	243826	8.01	0	30
scaffold_934	30406	260	0.01	0	2
scaffold_937	30289	75	0.00	0	1
scaffold_941	30022	184446	6.14	0	35
scaffold_943	29973	51238	1.71	0	50
scaffold_947	29725	76092	2.56	0	39
scaffold_955	29528	175	0.01	0	2
scaffold_959	29353	295	0.01	0	1
scaffold_962	29151	46920	1.61	0	27
scaffold_964	29103	436606	15.00	0	541
scaffold_966	29082	575	0.02	0	1
scaffold_967	29003	161686	5.57	0	32
scaffold_970	28889	56423	1.95	0	32
scaffold_971	28886	57	0.00	0	1
scaffold_974	28715	50558	1.76	0	256
scaffold_975	28705	570	0.02	0	10
scaffold_976	28647	79923	2.79	0	30
scaffold_985	28251	83305	2.95	0	30
scaffold_986	28235	299	0.01	0	2
scaffold_994	28037	140201	5.00	0	169
scaffold_996	27954	31	0.00	0	1
scaffold_997	27877	1744	0.06	0	4
scaffold_998	27874	958	0.03	0	8
scaffold_1003	27785	201396	7.25	0	42
scaffold_1005	27742	300	0.01	0	2
scaffold_1011	27659	14693775	531.25	0	4354
scaffold_1014	27327	1266	0.05	0	3
scaffold_1018	27086	120	0.00	0	2
scaffold_1026	26836	52010	1.94	0	20
scaffold_1030	26722	142319	5.33	0	58
scaffold_1036	26593	331336	12.46	0	57
scaffold_1038	26576	39092	1.47	0	26
scaffold_1039	26557	414	0.02	0	3
scaffold_1044	26404	189674	7.18	0	40
scaffold_1047	26328	407532	15.48	0	45
scaffold_1052	26165	5490	0.21	0	13
scaffold_1056	25926	93	0.00	0	3
scaffold_1057	25896	68035	2.63	0	44
scaffold_1060	25804	299	0.01	0	2
scaffold_1062	25741	80931	3.14	0	32
scaffold_1063	25720	104069	4.05	0	27
scaffold_1071	25468	602	0.02	0	2
scaffold_1074	25376	1161	0.05	0	4
scaffold_1077	25221	269234	10.67	0	418
scaffold_1084	24967	83662	3.35	0	51
scaffold_1087	24842	315035	12.68	0	48
scaffold_1089	24799	189538	7.64	0	41
scaffold_1109	23797	522008	21.94	0	54
scaffold_1113	23768	120	0.01	0	2
scaffold_1114	23733	8943	0.38	0	58
scaffold_1116	23703	1513	0.06	0	6
scaffold_1118	23606	176913	7.49	0	47
scaffold_1120	23419	15256	0.65	0	39
scaffold_1122	23327	133	0.01	0	3
scaffold_1124	23320	197	0.01	0	2
scaffold_1125	23254	14070	0.61	0	27
scaffold_1131	22973	8014	0.35	0	30
scaffold_1132	22943	159039	6.93	0	293
scaffold_1135	22741	898	0.04	0	2
scaffold_1136	22733	570	0.03	0	3
scaffold_1142	22476	14348	0.64	0	12
scaffold_1143	22475	984	0.04	0	5
scaffold_1146	22372	26200	1.17	0	25
scaffold_1147	22309	599	0.03	0	4
scaffold_1149	22205	269835	12.15	0	48
scaffold_1154	21982	300	0.01	0	1
scaffold_1155	21873	190	0.01	0	2
scaffold_1156	21820	5088	0.23	0	13
scaffold_1157	21769	414	0.02	0	2
scaffold_1161	21697	39156	1.80	0	29
scaffold_1164	21690	387766	17.88	0	50
scaffold_1166	21633	39	0.00	0	1
scaffold_1167	21627	44462	2.06	0	19
scaffold_1172	21482	889	0.04	0	4
scaffold_1177	21184	92	0.00	0	2
scaffold_1180	21088	7422	0.35	0	15
scaffold_1181	20983	304	0.01	0	2
scaffold_1186	20786	459274	22.10	0	67
scaffold_1190	20691	213	0.01	0	1
scaffold_1197	20361	22506	1.11	0	27
scaffold_1202	20197	100738	4.99	0	85
scaffold_1204	20162	8085	0.40	0	29
scaffold_1205	20152	58177	2.89	0	37
scaffold_1206	20105	66810	3.32	0	30
scaffold_1211	19901	99427	5.00	0	85
scaffold_1219	19445	2406	0.12	0	6
scaffold_1220	19395	179993	9.28	0	36
scaffold_1225	19177	13224	0.69	0	14
scaffold_1229	18972	34	0.00	0	1
scaffold_1230	18963	603	0.03	0	4
scaffold_1242	18198	14860	0.82	0	31
scaffold_1244	18058	91	0.01	0	2
scaffold_1246	17989	70920	3.94	0	31
scaffold_1248	17825	31	0.00	0	1
scaffold_1249	17746	594	0.03	0	2
scaffold_1253	17582	40722	2.32	0	32
scaffold_1254	17563	594	0.03	0	1
scaffold_1259	17119	2101	0.12	0	7
scaffold_1267	16792	10388	0.62	0	13
scaffold_1270	16603	4149	0.25	0	15
scaffold_1271	16570	568	0.03	0	2
scaffold_1273	16434	149324	9.09	0	37
scaffold_1276	16224	12762	0.79	0	22
scaffold_1279	16204	614	0.04	0	2
scaffold_1290	15231	2006	0.13	0	14
scaffold_1291	14993	1350	0.09	0	2
scaffold_1293	14921	1148	0.08	0	2
scaffold_1301	14452	14748	1.02	0	53
scaffold_1308	13082	70374	5.38	0	31
scaffold_1313	12304	77123	6.27	0	69
scaffold_1318	10914	1960	0.18	0	8
total	2134844006	36821644706	17.25	0	9128
