chrom	length	bases	mean	min	max
scaffold_54	970918	83821	0.09	0	74
scaffold_55	940026	2375961	2.53	0	283
scaffold_56	934443	265134	0.28	0	92
scaffold_57	930907	394279	0.42	0	72
scaffold_58	922701	11000885	11.92	0	414
scaffold_59	917863	138844	0.15	0	54
scaffold_60	912060	102356	0.11	0	57
scaffold_61	904647	4003000	4.42	0	1399
scaffold_62	884248	543459	0.61	0	59
scaffold_63	867928	79123	0.09	0	35
scaffold_64	841645	205138	0.24	0	161
scaffold_65	832083	57845	0.07	0	21
scaffold_66	826999	33492	0.04	0	21
scaffold_67	823448	14665002	17.81	0	334
scaffold_68	810612	355228	0.44	0	65
scaffold_69	793079	533672	0.67	0	114
scaffold_70	782272	11498935	14.70	0	282
scaffold_71	766061	209382	0.27	0	59
scaffold_72	730958	305999	0.42	0	296
scaffold_73	720968	167218	0.23	0	113
scaffold_74	694750	168985	0.24	0	73
scaffold_75	682876	31747	0.05	0	18
scaffold_77	648781	1152754	1.78	0	231
scaffold_78	647957	484349	0.75	0	66
scaffold_79	644743	510434	0.79	0	151
scaffold_80	643888	25340	0.04	0	22
scaffold_81	641836	62439	0.10	0	43
scaffold_82	641623	51078	0.08	0	39
scaffold_83	632156	286523	0.45	0	60
scaffold_84	618935	62607	0.10	0	93
scaffold_85	608512	948982	1.56	0	195
scaffold_86	599561	31996	0.05	0	59
scaffold_87	597950	392447	0.66	0	71
scaffold_88	593645	8344356	14.06	0	84
scaffold_89	589793	110159	0.19	0	94
scaffold_90	587799	153346	0.26	0	55
scaffold_91	579954	331540	0.57	0	38
scaffold_92	575435	4971	0.01	0	8
scaffold_93	574812	248	0.00	0	1
scaffold_94	573203	79105	0.14	0	40
scaffold_95	571820	4334720	7.58	0	335
scaffold_96	569116	171500	0.30	0	73
scaffold_97	566767	6676857	11.78	0	291
scaffold_98	562264	218250	0.39	0	364
scaffold_99	552607	989393	1.79	0	51
scaffold_100	552600	35193	0.06	0	48
scaffold_101	551962	145948	0.26	0	204
scaffold_102	538660	3881392	7.21	0	173
scaffold_103	529121	65889	0.12	0	39
scaffold_104	524994	383329	0.73	0	67
scaffold_105	510983	2982	0.01	0	7
scaffold_106	487615	347341	0.71	0	108
scaffold_107	486710	4044639	8.31	0	71
scaffold_108	477535	354266	0.74	0	71
scaffold_109	476316	7754	0.02	0	12
scaffold_110	473572	14467	0.03	0	12
scaffold_111	472568	86861	0.18	0	61
scaffold_112	464128	20494	0.04	0	19
scaffold_113	434512	12787	0.03	0	19
scaffold_114	428327	23111	0.05	0	42
scaffold_115	426002	1200	0.00	0	5
scaffold_116	425001	488495	1.15	0	64
scaffold_117	421247	76139	0.18	0	38
scaffold_118	417582	66072	0.16	0	76
scaffold_119	414965	5985996	14.43	0	70
scaffold_120	412321	448366	1.09	0	88
scaffold_121	411527	196586	0.48	0	45
scaffold_122	410311	5710	0.01	0	6
scaffold_123	408673	160296	0.39	0	39
scaffold_124	403770	637	0.00	0	2
scaffold_125	386874	17220	0.04	0	31
scaffold_126	386683	803497	2.08	0	174
scaffold_127	384542	1589	0.00	0	6
scaffold_128	384535	6010899	15.63	0	77
scaffold_130	377893	212410	0.56	0	86
scaffold_131	371774	5266476	14.17	0	131
scaffold_132	370701	7170	0.02	0	19
scaffold_133	369452	1816184	4.92	0	563
scaffold_134	369357	74205	0.20	0	31
scaffold_135	363025	34191	0.09	0	25
scaffold_136	362827	31587	0.09	0	21
scaffold_137	361309	142084	0.39	0	80
scaffold_138	361307	2395	0.01	0	4
scaffold_139	361075	114582	0.32	0	41
scaffold_140	360845	937	0.00	0	2
scaffold_141	355646	326236	0.92	0	952
scaffold_143	351123	98	0.00	0	1
scaffold_144	349397	1389034	3.98	0	76
scaffold_145	345615	49	0.00	0	1
scaffold_146	341776	94226	0.28	0	92
scaffold_147	340558	134254	0.39	0	76
scaffold_148	340397	2507860	7.37	0	98
scaffold_149	338565	166797	0.49	0	35
scaffold_150	331634	553042	1.67	0	260
scaffold_152	321929	2932	0.01	0	6
scaffold_153	319818	2395	0.01	0	8
scaffold_154	318873	300	0.00	0	2
scaffold_155	317673	27822	0.09	0	39
scaffold_156	317429	4750	0.01	0	15
scaffold_157	314480	7954	0.03	0	18
scaffold_158	313413	1007323	3.21	0	434
scaffold_159	312155	274358	0.88	0	127
scaffold_160	308401	165443	0.54	0	45
scaffold_161	308107	2585128	8.39	0	86
scaffold_162	307127	437277	1.42	0	46
scaffold_163	306710	236743	0.77	0	65
scaffold_164	303353	13461	0.04	0	23
scaffold_165	301187	600	0.00	0	2
scaffold_166	300284	2379475	7.92	0	69
scaffold_167	299327	37044	0.12	0	20
scaffold_169	297747	1196	0.00	0	2
scaffold_170	296823	139669	0.47	0	37
scaffold_171	294268	12651	0.04	0	25
scaffold_172	292543	2832169	9.68	0	48
scaffold_173	292198	561	0.00	0	3
scaffold_174	291683	67586	0.23	0	76
scaffold_175	289071	2077	0.01	0	3
scaffold_176	284263	459211	1.62	0	404
scaffold_179	273677	5232	0.02	0	11
scaffold_180	272495	581	0.00	0	4
scaffold_181	272201	15260	0.06	0	18
scaffold_182	269380	2254730	8.37	0	46
scaffold_183	268932	295	0.00	0	1
scaffold_184	265838	8039	0.03	0	31
scaffold_185	260123	300	0.00	0	2
scaffold_186	259862	1178	0.00	0	6
scaffold_189	255803	80543	0.31	0	60
scaffold_190	255030	13941	0.05	0	15
scaffold_191	254807	300	0.00	0	2
scaffold_192	250226	37903	0.15	0	57
scaffold_193	250204	2624718	10.49	0	45
scaffold_194	239700	2653	0.01	0	13
scaffold_195	234697	21018	0.09	0	26
scaffold_196	226946	15150	0.07	0	33
scaffold_197	226579	3323859	14.67	0	53
scaffold_198	226175	7172	0.03	0	30
scaffold_199	225761	160302	0.71	0	47
scaffold_200	225032	1542111	6.85	0	47
scaffold_201	224975	2619220	11.64	0	53
scaffold_202	223132	2840126	12.73	0	101
scaffold_203	220366	824367	3.74	0	66
scaffold_206	215673	29628	0.14	0	29
scaffold_207	213671	1181	0.01	0	5
scaffold_209	209908	87231	0.42	0	31
scaffold_211	209284	63484	0.30	0	38
scaffold_212	207844	5981017	28.78	0	335
scaffold_213	203137	3586572	17.66	0	50
scaffold_214	202981	1194	0.01	0	6
scaffold_217	199481	48695	0.24	0	35
scaffold_218	198762	200731	1.01	0	64
scaffold_219	196943	2681577	13.62	0	69
scaffold_220	195249	2517441	12.89	0	160
scaffold_222	189271	92	0.00	0	2
scaffold_224	187788	381634	2.03	0	64
scaffold_225	186308	25835	0.14	0	57
scaffold_226	184860	709118	3.84	0	68
scaffold_227	184516	2073	0.01	0	4
scaffold_231	175432	494554	2.82	0	74
scaffold_232	173008	16466	0.10	0	21
scaffold_233	171644	3774	0.02	0	7
scaffold_234	170489	53	0.00	0	1
scaffold_239	158967	1827646	11.50	0	157
scaffold_243	158192	3898	0.02	0	12
scaffold_244	158152	483	0.00	0	2
scaffold_245	156228	60	0.00	0	2
scaffold_246	156028	1288838	8.26	0	46
scaffold_247	155884	39085	0.25	0	27
scaffold_249	154259	1051591	6.82	0	59
scaffold_250	149453	182170	1.22	0	37
scaffold_251	147965	1628565	11.01	0	914
scaffold_252	147800	100	0.00	0	4
scaffold_253	147505	686281	4.65	0	237
scaffold_254	146879	2700	0.02	0	12
scaffold_256	145616	1126595	7.74	0	127
scaffold_257	145012	32	0.00	0	1
scaffold_259	144121	1057	0.01	0	4
scaffold_262	140610	3532	0.03	0	10
scaffold_263	140099	898	0.01	0	6
scaffold_268	137109	1964	0.01	0	6
scaffold_270	136931	1054275	7.70	0	116
scaffold_271	136174	981861	7.21	0	48
scaffold_272	135704	97771	0.72	0	31
scaffold_273	135063	1110	0.01	0	4
scaffold_274	133653	372838	2.79	0	505
scaffold_276	133207	1085	0.01	0	2
scaffold_277	132175	1016721	7.69	0	45
scaffold_278	131122	5570	0.04	0	9
scaffold_280	130103	300	0.00	0	2
scaffold_281	129669	79937	0.62	0	50
scaffold_283	127948	4329	0.03	0	6
scaffold_284	127938	46515	0.36	0	80
scaffold_285	126062	600	0.00	0	4
scaffold_287	124276	17020	0.14	0	78
scaffold_288	123547	290	0.00	0	1
scaffold_290	121544	1879521	15.46	0	59
scaffold_291	120716	84928	0.70	0	257
scaffold_292	119073	40256	0.34	0	61
scaffold_293	119068	39938	0.34	0	14
scaffold_295	117175	542057	4.63	0	94
scaffold_297	115199	654744	5.68	0	3153
scaffold_301	112761	393883	3.49	0	76
scaffold_305	108249	32468	0.30	0	166
scaffold_306	107642	267	0.00	0	1
scaffold_307	106530	304	0.00	0	2
scaffold_309	104899	49	0.00	0	1
scaffold_312	102750	1285392	12.51	0	46
scaffold_313	102258	358019	3.50	0	43
scaffold_314	101876	33	0.00	0	1
scaffold_317	100528	596	0.01	0	2
scaffold_319	99952	4515	0.05	0	18
scaffold_320	99843	5032	0.05	0	10
scaffold_323	98039	300	0.00	0	2
scaffold_324	97239	97328	1.00	0	64
scaffold_326	95790	1786	0.02	0	6
scaffold_327	95558	33	0.00	0	1
scaffold_328	95082	781461	8.22	0	47
scaffold_330	94790	23784	0.25	0	35
scaffold_332	94453	68861	0.73	0	33
scaffold_333	93463	634287	6.79	0	43
scaffold_336	93330	63	0.00	0	1
scaffold_337	93133	1225609	13.16	0	49
scaffold_339	92259	59303	0.64	0	27
scaffold_340	92177	7864	0.09	0	7
scaffold_341	91879	578	0.01	0	2
scaffold_342	91765	1179	0.01	0	2
scaffold_345	90701	889	0.01	0	4
scaffold_347	90639	104422	1.15	0	25
scaffold_350	89979	107565	1.20	0	638
scaffold_354	88009	5943	0.07	0	20
scaffold_357	87024	14442	0.17	0	100
scaffold_359	85880	1789	0.02	0	8
scaffold_361	84917	3596	0.04	0	18
scaffold_364	83286	300	0.00	0	2
scaffold_375	80950	35	0.00	0	1
scaffold_377	80191	5402	0.07	0	6
scaffold_379	79556	11469	0.14	0	12
scaffold_383	78512	1110213	14.14	0	71
scaffold_384	78255	300	0.00	0	2
scaffold_386	77742	858800	11.05	0	61
scaffold_390	77018	238476	3.10	0	794
scaffold_396	75916	2674	0.04	0	4
scaffold_399	75132	33	0.00	0	1
scaffold_400	75097	1362938	18.15	0	45
scaffold_401	73974	3583	0.05	0	14
scaffold_404	73396	906	0.01	0	4
scaffold_409	72103	604	0.01	0	4
scaffold_417	69637	600	0.01	0	4
scaffold_418	69457	38	0.00	0	1
scaffold_419	69319	662363	9.56	0	43
scaffold_420	68952	80823	1.17	0	171
scaffold_421	68916	455	0.01	0	1
scaffold_423	68700	1466	0.02	0	8
scaffold_424	68681	296	0.00	0	2
scaffold_427	67806	139092	2.05	0	34
scaffold_428	67661	817	0.01	0	2
scaffold_438	65176	600	0.01	0	2
scaffold_444	64676	117966	1.82	0	28
scaffold_445	64668	723335	11.19	0	54
scaffold_447	64519	13318	0.21	0	42
scaffold_452	63854	899	0.01	0	2
scaffold_454	63512	293	0.00	0	2
scaffold_455	63113	1500	0.02	0	10
scaffold_456	62777	450	0.01	0	2
scaffold_457	62705	149463	2.38	0	41
scaffold_461	62428	43	0.00	0	1
scaffold_466	62190	528495	8.50	0	277
scaffold_469	61741	155	0.00	0	2
scaffold_471	61620	562616	9.13	0	41
scaffold_473	61257	295	0.00	0	2
scaffold_476	60974	600	0.01	0	4
scaffold_478	60445	600	0.01	0	2
scaffold_481	59996	581628	9.69	0	147
scaffold_482	59966	26224	0.44	0	123
scaffold_490	58835	117064	1.99	0	35
scaffold_493	58543	49824	0.85	0	29
scaffold_500	57615	131919	2.29	0	53
scaffold_504	56943	897	0.02	0	4
scaffold_510	55719	300	0.01	0	2
scaffold_514	55279	4115	0.07	0	14
scaffold_515	55015	516793	9.39	0	50
scaffold_520	54525	186799	3.43	0	36
scaffold_521	54504	6850	0.13	0	19
scaffold_523	54462	7690	0.14	0	13
scaffold_524	54297	600	0.01	0	4
scaffold_527	53668	196954	3.67	0	41
scaffold_528	53638	128472	2.40	0	35
scaffold_534	52866	76393	1.45	0	27
scaffold_536	52691	250767	4.76	0	38
scaffold_543	51704	600	0.01	0	4
scaffold_548	51140	854964	16.72	0	87
scaffold_549	50969	166	0.00	0	1
scaffold_553	50517	286593	5.67	0	63
scaffold_554	50426	51	0.00	0	1
scaffold_555	50416	91759	1.82	0	37
scaffold_558	50192	566	0.01	0	4
scaffold_561	49973	113423	2.27	0	34
scaffold_562	49804	17333	0.35	0	15
scaffold_566	49599	158892	3.20	0	66
scaffold_569	49311	621601	12.61	0	44
scaffold_570	49254	1608	0.03	0	7
scaffold_573	48995	7346	0.15	0	12
scaffold_575	48919	17406	0.36	0	11
scaffold_576	48856	20751	0.42	0	22
scaffold_578	48740	35	0.00	0	1
scaffold_581	48584	35276	0.73	0	40
scaffold_585	48463	32	0.00	0	1
scaffold_587	48418	198179	4.09	0	41
scaffold_589	48171	1028	0.02	0	3
scaffold_593	47962	111566	2.33	0	83
scaffold_597	47835	1885	0.04	0	3
scaffold_600	47742	53	0.00	0	1
scaffold_606	46961	25891	0.55	0	80
scaffold_607	46873	13667	0.29	0	29
scaffold_610	46738	819518	17.53	0	45
scaffold_617	45955	53238	1.16	0	31
scaffold_620	45652	38	0.00	0	2
scaffold_624	45242	28	0.00	0	1
scaffold_631	44973	35	0.00	0	1
scaffold_650	43423	163	0.00	0	4
scaffold_651	43361	148588	3.43	0	40
scaffold_658	43154	622446	14.42	0	42
scaffold_663	42946	103	0.00	0	1
scaffold_670	42499	629714	14.82	0	55
scaffold_683	41606	659746	15.86	0	50
scaffold_684	41603	4826	0.12	0	7
scaffold_687	41329	5251	0.13	0	12
scaffold_694	41120	861	0.02	0	2
scaffold_701	40953	1195	0.03	0	7
scaffold_703	40768	94523	2.32	0	230
scaffold_708	40252	3876	0.10	0	18
scaffold_714	40035	570	0.01	0	2
scaffold_722	39636	87650	2.21	0	52
scaffold_732	39154	1137	0.03	0	8
scaffold_734	39124	6731	0.17	0	16
scaffold_737	39008	87043	2.23	0	75
scaffold_738	38940	300	0.01	0	2
scaffold_739	38851	481883	12.40	0	127
scaffold_742	38789	2612	0.07	0	6
scaffold_744	38782	67072	1.73	0	33
scaffold_745	38693	255641	6.61	0	43
scaffold_753	38462	1012	0.03	0	5
scaffold_754	38425	292018	7.60	0	54
scaffold_760	38104	21431	0.56	0	21
scaffold_763	37685	89510	2.38	0	75
scaffold_764	37550	128347	3.42	0	62
scaffold_773	37127	641534	17.28	0	49
scaffold_774	37031	619015	16.72	0	112
scaffold_780	36814	149278	4.05	0	51
scaffold_785	36564	568577	15.55	0	88
scaffold_800	36004	300	0.01	0	2
scaffold_803	35761	34973	0.98	0	30
scaffold_807	35653	56	0.00	0	1
scaffold_808	35511	337448	9.50	0	46
scaffold_809	35480	623	0.02	0	4
scaffold_810	35430	74	0.00	0	1
scaffold_811	35409	38	0.00	0	1
scaffold_818	34982	47681	1.36	0	27
scaffold_833	34472	161391	4.68	0	39
scaffold_844	34067	53	0.00	0	1
scaffold_853	33852	2100	0.06	0	10
scaffold_859	33426	590	0.02	0	2
scaffold_864	33258	900	0.03	0	5
scaffold_873	33043	13561	0.41	0	47
scaffold_880	32810	75	0.00	0	1
scaffold_882	32798	157121	4.79	0	172
scaffold_883	32794	127769	3.90	0	82
scaffold_884	32779	104705	3.19	0	35
scaffold_885	32777	432832	13.21	0	41
scaffold_899	31855	600	0.02	0	3
scaffold_903	31652	647942	20.47	0	44
scaffold_905	31584	3282	0.10	0	7
scaffold_907	31496	111391	3.54	0	27
scaffold_910	31462	3539	0.11	0	12
scaffold_923	30987	31143	1.01	0	38
scaffold_932	30438	375844	12.35	0	43
scaffold_934	30406	446	0.01	0	2
scaffold_941	30022	219772	7.32	0	46
scaffold_943	29973	258832	8.64	0	80
scaffold_947	29725	289852	9.75	0	74
scaffold_962	29151	249	0.01	0	2
scaffold_964	29103	21972	0.75	0	26
scaffold_967	29003	194652	6.71	0	38
scaffold_970	28889	57587	1.99	0	29
scaffold_971	28886	280	0.01	0	2
scaffold_974	28715	300	0.01	0	2
scaffold_976	28647	89064	3.11	0	36
scaffold_985	28251	93917	3.32	0	35
scaffold_986	28235	600	0.02	0	2
scaffold_994	28037	79581	2.84	0	33
scaffold_997	27877	600	0.02	0	2
scaffold_1003	27785	387472	13.95	0	44
scaffold_1004	27770	478	0.02	0	3
scaffold_1008	27705	600	0.02	0	4
scaffold_1011	27659	4041966	146.14	0	1524
scaffold_1026	26836	71445	2.66	0	28
scaffold_1030	26722	99167	3.71	0	30
scaffold_1036	26593	318698	11.98	0	79
scaffold_1038	26576	35205	1.32	0	28
scaffold_1044	26404	188465	7.14	0	35
scaffold_1047	26328	457140	17.36	0	48
scaffold_1052	26165	2456	0.09	0	4
scaffold_1057	25896	20011	0.77	0	44
scaffold_1062	25741	70514	2.74	0	41
scaffold_1063	25720	133380	5.19	0	37
scaffold_1067	25507	592	0.02	0	4
scaffold_1069	25503	900	0.04	0	4
scaffold_1071	25468	596	0.02	0	2
scaffold_1074	25376	568	0.02	0	4
scaffold_1084	24967	54568	2.19	0	37
scaffold_1087	24842	270767	10.90	0	41
scaffold_1089	24799	175434	7.07	0	41
scaffold_1094	24452	222	0.01	0	1
scaffold_1109	23797	377148	15.85	0	42
scaffold_1110	23791	72	0.00	0	2
scaffold_1118	23606	163709	6.94	0	34
scaffold_1120	23419	293	0.01	0	2
scaffold_1125	23254	25671	1.10	0	28
scaffold_1131	22973	5532	0.24	0	26
scaffold_1132	22943	84821	3.70	0	57
scaffold_1136	22733	300	0.01	0	2
scaffold_1139	22632	2296	0.10	0	8
scaffold_1142	22476	32112	1.43	0	23
scaffold_1146	22372	17290	0.77	0	31
scaffold_1149	22205	272047	12.25	0	41
scaffold_1156	21820	8371	0.38	0	24
scaffold_1157	21769	608	0.03	0	2
scaffold_1161	21697	38634	1.78	0	41
scaffold_1164	21690	375534	17.31	0	64
scaffold_1167	21627	73198	3.38	0	27
scaffold_1169	21608	258	0.01	0	2
scaffold_1180	21088	2974	0.14	0	6
scaffold_1186	20786	315323	15.17	0	51
scaffold_1190	20691	2927	0.14	0	20
scaffold_1197	20361	6644	0.33	0	15
scaffold_1202	20197	91602	4.54	0	33
scaffold_1204	20162	5379	0.27	0	21
scaffold_1205	20152	103640	5.14	0	85
scaffold_1206	20105	34844	1.73	0	30
scaffold_1211	19901	94077	4.73	0	112
scaffold_1219	19445	587	0.03	0	4
scaffold_1220	19395	190686	9.83	0	45
scaffold_1225	19177	19452	1.01	0	37
scaffold_1229	18972	33	0.00	0	1
scaffold_1230	18963	600	0.03	0	4
scaffold_1242	18198	9004	0.49	0	20
scaffold_1246	17989	64003	3.56	0	35
scaffold_1253	17582	145233	8.26	0	51
scaffold_1254	17563	9226	0.53	0	33
scaffold_1256	17277	592	0.03	0	4
scaffold_1259	17119	600	0.04	0	2
scaffold_1267	16792	17450	1.04	0	24
scaffold_1270	16603	5445	0.33	0	28
scaffold_1273	16434	161911	9.85	0	35
scaffold_1276	16224	10149	0.63	0	24
scaffold_1279	16204	581	0.04	0	3
scaffold_1291	14993	1708	0.11	0	10
scaffold_1293	14921	872	0.06	0	4
scaffold_1301	14452	12554	0.87	0	45
scaffold_1308	13082	57875	4.42	0	36
scaffold_1318	10914	900	0.08	0	5
total	2127913980	35074789463	16.48	0	4365
