chrom	length	bases	mean	min	max
scaffold_202	223132	480592	2.15	0	297
scaffold_203	220366	2272204	10.31	0	173
scaffold_204	219104	106	0.00	0	1
scaffold_206	215673	32255	0.15	0	29
scaffold_207	213671	36648	0.17	0	158
scaffold_208	211760	333	0.00	0	1
scaffold_209	209908	380354	1.81	0	78
scaffold_211	209284	355921	1.70	0	158
scaffold_212	207844	4883840	23.50	0	939
scaffold_213	203137	8599977	42.34	0	172
scaffold_214	202981	600	0.00	0	3
scaffold_216	201849	148499	0.74	0	966
scaffold_217	199481	787386	3.95	0	599
scaffold_218	198762	438580	2.21	0	146
scaffold_219	196943	6130081	31.13	0	603
scaffold_220	195249	5726448	29.33	0	376
scaffold_221	194561	299	0.00	0	1
scaffold_222	189271	69	0.00	0	1
scaffold_223	188911	160	0.00	0	2
scaffold_224	187788	3057077	16.28	0	581
scaffold_225	186308	13524	0.07	0	18
scaffold_226	184860	2019664	10.93	0	141
scaffold_227	184516	6731	0.04	0	20
scaffold_230	178405	220	0.00	0	2
scaffold_231	175432	1183112	6.74	0	164
scaffold_232	173008	38407	0.22	0	63
scaffold_233	171644	10141	0.06	0	8
scaffold_234	170489	106	0.00	0	2
scaffold_235	170478	0	0.00	0	0
scaffold_237	164449	80	0.00	0	2
scaffold_238	162219	399	0.00	0	3
scaffold_239	158967	4459499	28.05	0	213
scaffold_240	158773	64	0.00	0	1
scaffold_241	158756	0	0.00	0	0
scaffold_242	158599	142	0.00	0	2
scaffold_243	158192	5039	0.03	0	11
scaffold_244	158152	1068984	6.76	0	6850
scaffold_245	156228	297	0.00	0	5
scaffold_246	156028	2911334	18.66	0	91
scaffold_247	155884	456059	2.93	0	903
scaffold_248	155633	229	0.00	0	1
scaffold_249	154259	2562440	16.61	0	139
scaffold_250	149453	684038	4.58	0	803
scaffold_251	147965	3894841	26.32	0	1277
scaffold_252	147800	200	0.00	0	8
scaffold_253	147505	1533600	10.40	0	136
scaffold_254	146879	6006	0.04	0	18
scaffold_255	145848	338	0.00	0	2
scaffold_256	145616	2599878	17.85	0	109
scaffold_257	145012	30	0.00	0	1
scaffold_258	144662	0	0.00	0	0
scaffold_259	144121	1740	0.01	0	8
scaffold_260	143032	299	0.00	0	1
scaffold_261	141217	514	0.00	0	6
scaffold_262	140610	4809	0.03	0	11
scaffold_265	137912	5584	0.04	0	32
scaffold_267	137167	0	0.00	0	0
scaffold_268	137109	311	0.00	0	2
scaffold_270	136931	2418602	17.66	0	352
scaffold_271	136174	2215082	16.27	0	99
scaffold_272	135704	333846	2.46	0	136
scaffold_273	135063	420	0.00	0	1
scaffold_274	133653	5668	0.04	0	30
scaffold_276	133207	559	0.00	0	4
scaffold_277	132175	2418999	18.30	0	105
scaffold_278	131122	23656	0.18	0	28
scaffold_279	130948	290	0.00	0	2
scaffold_280	130103	777	0.01	0	4
scaffold_281	129669	123895	0.96	0	67
scaffold_283	127948	107269	0.84	0	105
scaffold_284	127938	167807	1.31	0	120
scaffold_286	124316	38	0.00	0	2
scaffold_287	124276	1110	0.01	0	4
scaffold_288	123547	568	0.00	0	2
scaffold_289	122028	41	0.00	0	1
scaffold_290	121544	4678619	38.49	0	190
scaffold_291	120716	10749	0.09	0	14
scaffold_292	119073	5577	0.05	0	24
scaffold_293	119068	240400	2.02	0	141
scaffold_295	117175	1319070	11.26	0	193
scaffold_297	115199	9074	0.08	0	32
scaffold_298	115136	36	0.00	0	1
scaffold_299	114589	40	0.00	0	1
scaffold_300	114207	0	0.00	0	0
scaffold_301	112761	1319850	11.70	0	886
scaffold_302	112339	595	0.01	0	4
scaffold_304	108685	94	0.00	0	1
scaffold_305	108249	2761	0.03	0	8
scaffold_306	107642	3276	0.03	0	12
scaffold_308	105245	98	0.00	0	1
scaffold_309	104899	383	0.00	0	6
scaffold_312	102750	2832122	27.56	0	198
scaffold_313	102258	1139987	11.15	0	705
scaffold_314	101876	122	0.00	0	2
scaffold_315	101466	126	0.00	0	1
scaffold_316	101110	2076	0.02	0	13
scaffold_317	100528	6019	0.06	0	14
scaffold_319	99952	23727	0.24	0	59
scaffold_320	99843	234569	2.35	0	495
scaffold_322	98500	204	0.00	0	2
scaffold_323	98039	122	0.00	0	2
scaffold_324	97239	189122	1.94	0	463
scaffold_326	95790	4133	0.04	0	9
scaffold_328	95082	1750052	18.41	0	95
scaffold_330	94790	4328	0.05	0	10
scaffold_331	94754	1691	0.02	0	4
scaffold_332	94453	141382	1.50	0	63
scaffold_333	93463	1440808	15.42	0	94
scaffold_334	93444	124	0.00	0	2
scaffold_336	93330	0	0.00	0	0
scaffold_337	93133	2994173	32.15	0	106
scaffold_338	92717	50	0.00	0	1
scaffold_339	92259	94899	1.03	0	59
scaffold_340	92177	539514	5.85	0	1316
scaffold_341	91879	302	0.00	0	1
scaffold_342	91765	114643	1.25	0	303
scaffold_344	90904	168	0.00	0	2
scaffold_345	90701	593	0.01	0	2
scaffold_346	90652	33	0.00	0	1
scaffold_347	90639	436291	4.81	0	441
scaffold_348	90541	0	0.00	0	0
scaffold_350	89979	1857	0.02	0	8
scaffold_351	89495	47	0.00	0	1
scaffold_353	88086	196	0.00	0	2
scaffold_354	88009	10904	0.12	0	25
scaffold_355	87275	0	0.00	0	0
scaffold_356	87251	367	0.00	0	4
scaffold_357	87024	51511	0.59	0	363
scaffold_358	86004	40	0.00	0	1
scaffold_359	85880	3587	0.04	0	12
scaffold_360	85501	138106	1.62	0	546
scaffold_361	84917	601	0.01	0	1
scaffold_362	84600	0	0.00	0	0
scaffold_363	83957	83	0.00	0	1
scaffold_364	83286	0	0.00	0	0
scaffold_365	81933	432	0.01	0	7
scaffold_366	81745	80	0.00	0	1
scaffold_367	81736	0	0.00	0	0
scaffold_368	81648	136	0.00	0	2
scaffold_369	81564	30	0.00	0	1
scaffold_370	81535	1660	0.02	0	14
scaffold_372	81406	75	0.00	0	2
scaffold_373	81107	0	0.00	0	0
scaffold_375	80950	0	0.00	0	0
scaffold_377	80191	4317	0.05	0	7
scaffold_379	79556	687	0.01	0	2
scaffold_380	79260	123	0.00	0	1
scaffold_381	79258	206	0.00	0	6
scaffold_383	78512	2571150	32.75	0	127
scaffold_384	78255	0	0.00	0	0
scaffold_385	78183	67	0.00	0	1
scaffold_386	77742	1959898	25.21	0	100
scaffold_387	77665	51	0.00	0	1
scaffold_388	77429	838	0.01	0	6
scaffold_389	77152	19	0.00	0	1
scaffold_390	77018	1856	0.02	0	5
scaffold_392	76373	77623	1.02	0	295
scaffold_396	75916	400363	5.27	0	527
scaffold_397	75566	112	0.00	0	1
scaffold_398	75348	0	0.00	0	0
scaffold_399	75132	36	0.00	0	1
scaffold_400	75097	3452446	45.97	0	119
scaffold_401	73974	14869	0.20	0	79
scaffold_402	73810	36	0.00	0	1
scaffold_403	73769	258	0.00	0	1
scaffold_404	73396	13878	0.19	0	31
scaffold_405	73204	48	0.00	0	1
scaffold_406	73115	33	0.00	0	1
scaffold_409	72103	1381	0.02	0	4
scaffold_411	71474	290	0.00	0	1
scaffold_412	71378	0	0.00	0	0
scaffold_413	71173	76	0.00	0	2
scaffold_414	70416	53	0.00	0	1
scaffold_415	70283	51	0.00	0	1
scaffold_417	69637	3302	0.05	0	13
scaffold_419	69319	1392774	20.09	0	214
scaffold_420	68952	2592	0.04	0	6
scaffold_423	68700	2468	0.04	0	3
scaffold_424	68681	19736	0.29	0	95
scaffold_427	67806	441195	6.51	0	132
scaffold_428	67661	772	0.01	0	3
scaffold_429	66865	42	0.00	0	2
scaffold_430	66562	280	0.00	0	2
scaffold_431	66451	94	0.00	0	2
scaffold_433	66061	0	0.00	0	0
scaffold_435	65422	0	0.00	0	0
scaffold_438	65176	51	0.00	0	2
scaffold_441	64981	0	0.00	0	0
scaffold_444	64676	362142	5.60	0	178
scaffold_445	64668	1775920	27.46	0	487
scaffold_446	64615	52	0.00	0	1
scaffold_447	64519	0	0.00	0	0
scaffold_450	64216	32	0.00	0	1
scaffold_452	63854	579	0.01	0	1
scaffold_454	63512	243	0.00	0	2
scaffold_456	62777	600	0.01	0	4
scaffold_457	62705	399625	6.37	0	186
scaffold_458	62580	49	0.00	0	1
scaffold_459	62511	125	0.00	0	4
scaffold_461	62428	0	0.00	0	0
scaffold_465	62213	142	0.00	0	1
scaffold_466	62190	553879	8.91	0	283
scaffold_467	61931	0	0.00	0	0
scaffold_469	61741	77	0.00	0	1
scaffold_471	61620	1313149	21.31	0	93
scaffold_473	61257	86	0.00	0	2
scaffold_476	60974	6334	0.10	0	13
scaffold_477	60940	152	0.00	0	8
scaffold_478	60445	2406	0.04	0	10
scaffold_479	60285	0	0.00	0	0
scaffold_481	59996	1838042	30.64	0	1643
scaffold_482	59966	116	0.00	0	1
scaffold_489	58986	0	0.00	0	0
scaffold_490	58835	334968	5.69	0	185
scaffold_491	58808	0	0.00	0	0
scaffold_493	58543	133692	2.28	0	55
scaffold_494	58517	65	0.00	0	1
scaffold_495	58279	50	0.00	0	1
scaffold_496	58275	924	0.02	0	5
scaffold_500	57615	397192	6.89	0	208
scaffold_502	57561	300	0.01	0	2
scaffold_504	56943	0	0.00	0	0
scaffold_508	56314	87	0.00	0	2
scaffold_509	55915	1127	0.02	0	3
scaffold_515	55015	1237259	22.49	0	93
scaffold_520	54525	556648	10.21	0	191
scaffold_521	54504	16257	0.30	0	25
scaffold_522	54484	1260	0.02	0	2
scaffold_523	54462	2737	0.05	0	4
scaffold_524	54297	6848	0.13	0	14
scaffold_527	53668	286535	5.34	0	114
scaffold_528	53638	337488	6.29	0	60
scaffold_530	53429	0	0.00	0	0
scaffold_534	52866	273647	5.18	0	339
scaffold_536	52691	781839	14.84	0	343
scaffold_538	52350	33	0.00	0	1
scaffold_541	52078	62	0.00	0	1
scaffold_545	51377	70	0.00	0	1
scaffold_547	51278	47	0.00	0	1
scaffold_548	51140	2089184	40.85	0	101
scaffold_549	50969	3503	0.07	0	8
scaffold_551	50959	0	0.00	0	0
scaffold_553	50517	834345	16.52	0	707
scaffold_554	50426	77	0.00	0	2
scaffold_555	50416	336969	6.68	0	154
scaffold_557	50207	160	0.00	0	2
scaffold_558	50192	4791	0.10	0	12
scaffold_559	50137	0	0.00	0	0
scaffold_561	49973	245190	4.91	0	97
scaffold_562	49804	49685	1.00	0	55
scaffold_565	49658	32	0.00	0	1
scaffold_566	49599	334381	6.74	0	57
scaffold_568	49514	314	0.01	0	7
scaffold_569	49311	1380934	28.00	0	142
scaffold_570	49254	3525	0.07	0	4
scaffold_571	49037	33	0.00	0	1
scaffold_573	48995	10394	0.21	0	15
scaffold_575	48919	602	0.01	0	4
scaffold_576	48856	39515	0.81	0	74
scaffold_577	48849	0	0.00	0	0
scaffold_578	48740	0	0.00	0	0
scaffold_581	48584	4401	0.09	0	14
scaffold_585	48463	52	0.00	0	1
scaffold_586	48430	51	0.00	0	1
scaffold_587	48418	434687	8.98	0	90
scaffold_588	48172	19	0.00	0	1
scaffold_589	48171	0	0.00	0	0
scaffold_593	47962	607026	12.66	0	882
scaffold_596	47863	5482	0.11	0	54
scaffold_597	47835	4192	0.09	0	24
scaffold_598	47803	0	0.00	0	0
scaffold_601	47495	0	0.00	0	0
scaffold_605	46984	861	0.02	0	4
scaffold_606	46961	17709	0.38	0	37
scaffold_607	46873	28648	0.61	0	40
scaffold_608	46800	539	0.01	0	2
scaffold_610	46738	1888145	40.40	0	124
scaffold_615	46316	0	0.00	0	0
scaffold_617	45955	143412	3.12	0	63
scaffold_619	45717	70	0.00	0	1
scaffold_620	45652	0	0.00	0	0
scaffold_622	45411	0	0.00	0	0
scaffold_624	45242	54	0.00	0	1
scaffold_626	45186	50	0.00	0	2
scaffold_631	44973	35	0.00	0	1
scaffold_633	44836	0	0.00	0	0
scaffold_636	44631	43	0.00	0	1
scaffold_642	43836	0	0.00	0	0
scaffold_643	43804	108	0.00	0	3
scaffold_645	43718	1704	0.04	0	30
scaffold_649	43423	4469	0.10	0	54
scaffold_650	43423	34	0.00	0	1
scaffold_651	43361	300884	6.94	0	161
scaffold_652	43277	0	0.00	0	0
scaffold_655	43238	0	0.00	0	0
scaffold_658	43154	1466736	33.99	0	107
scaffold_661	43096	0	0.00	0	0
scaffold_663	42946	198	0.00	0	3
scaffold_664	42940	0	0.00	0	0
scaffold_670	42499	1410047	33.18	0	113
scaffold_673	42349	205	0.00	0	3
scaffold_678	41990	71	0.00	0	2
scaffold_680	41941	64	0.00	0	1
scaffold_683	41606	1684928	40.50	0	90
scaffold_684	41603	24960	0.60	0	59
scaffold_687	41329	843	0.02	0	2
scaffold_688	41311	31	0.00	0	1
scaffold_689	41302	135	0.00	0	4
scaffold_691	41246	216	0.01	0	4
scaffold_692	41177	49	0.00	0	1
scaffold_693	41134	532	0.01	0	1
scaffold_694	41120	9231	0.22	0	20
scaffold_695	41108	142	0.00	0	1
scaffold_701	40953	599	0.01	0	3
scaffold_702	40783	40	0.00	0	1
scaffold_703	40768	183941	4.51	0	173
scaffold_706	40458	86	0.00	0	2
scaffold_708	40252	1178	0.03	0	4
scaffold_709	40251	286	0.01	0	2
scaffold_711	40235	47	0.00	0	1
scaffold_714	40035	650	0.02	0	2
scaffold_719	39806	216	0.01	0	2
scaffold_720	39778	0	0.00	0	0
scaffold_722	39636	211234	5.33	0	170
scaffold_724	39576	217	0.01	0	2
scaffold_726	39375	49	0.00	0	1
scaffold_727	39353	31	0.00	0	1
scaffold_728	39296	0	0.00	0	0
scaffold_729	39238	0	0.00	0	0
scaffold_732	39154	3552	0.09	0	14
scaffold_734	39124	1700	0.04	0	3
scaffold_735	39120	300	0.01	0	1
scaffold_737	39008	179992	4.61	0	91
scaffold_738	38940	21817	0.56	0	32
scaffold_739	38851	1335179	34.37	0	138
scaffold_742	38789	29079	0.75	0	93
scaffold_744	38782	221950	5.72	0	250
scaffold_745	38693	602236	15.56	0	82
scaffold_749	38577	0	0.00	0	0
scaffold_750	38567	0	0.00	0	0
scaffold_751	38496	123	0.00	0	1
scaffold_752	38495	380	0.01	0	4
scaffold_753	38462	354	0.01	0	5
scaffold_754	38425	803674	20.92	0	138
scaffold_760	38104	68900	1.81	0	52
scaffold_761	38053	0	0.00	0	0
scaffold_763	37685	158736	4.21	0	137
scaffold_764	37550	241785	6.44	0	143
scaffold_766	37369	69	0.00	0	2
scaffold_768	37195	0	0.00	0	0
scaffold_772	37132	43	0.00	0	1
scaffold_773	37127	1423809	38.35	0	115
scaffold_774	37031	1373372	37.09	0	97
scaffold_780	36814	796644	21.64	0	1169
scaffold_785	36564	1319997	36.10	0	102
scaffold_789	36417	294	0.01	0	4
scaffold_791	36271	0	0.00	0	0
scaffold_798	36043	1059	0.03	0	26
scaffold_803	35761	197591	5.53	0	348
scaffold_806	35656	38	0.00	0	2
scaffold_807	35653	922	0.03	0	4
scaffold_808	35511	794498	22.37	0	86
scaffold_813	35298	25	0.00	0	1
scaffold_818	34982	110379	3.16	0	53
scaffold_828	34579	110	0.00	0	1
scaffold_829	34566	202	0.01	0	4
scaffold_831	34525	43	0.00	0	1
scaffold_833	34472	450938	13.08	0	92
scaffold_837	34293	111	0.00	0	2
scaffold_843	34122	0	0.00	0	0
scaffold_849	33956	35	0.00	0	1
scaffold_852	33921	22	0.00	0	1
scaffold_853	33852	438	0.01	0	2
scaffold_854	33835	0	0.00	0	0
scaffold_859	33426	731	0.02	0	2
scaffold_860	33421	12227	0.37	0	75
scaffold_863	33270	36	0.00	0	1
scaffold_864	33258	300	0.01	0	2
scaffold_870	33075	281	0.01	0	8
scaffold_874	33040	296	0.01	0	1
scaffold_875	33002	224	0.01	0	4
scaffold_877	32969	0	0.00	0	0
scaffold_879	32922	40	0.00	0	2
scaffold_882	32798	328086	10.00	0	103
scaffold_883	32794	18695	0.57	0	26
scaffold_884	32779	216938	6.62	0	60
scaffold_885	32777	1259512	38.43	0	79
scaffold_888	32699	94	0.00	0	1
scaffold_890	32453	38	0.00	0	1
scaffold_892	32395	61	0.00	0	1
scaffold_895	31944	6137	0.19	0	45
scaffold_901	31789	112	0.00	0	4
scaffold_902	31746	0	0.00	0	0
scaffold_903	31652	1531017	48.37	0	90
scaffold_904	31586	0	0.00	0	0
scaffold_905	31584	17792	0.56	0	14
scaffold_907	31496	343277	10.90	0	72
scaffold_910	31462	491	0.02	0	2
scaffold_923	30987	285309	9.21	0	135
scaffold_927	30802	109	0.00	0	1
scaffold_932	30438	868829	28.54	0	81
scaffold_937	30289	142	0.00	0	2
scaffold_938	30222	48	0.00	0	1
scaffold_941	30022	490406	16.33	0	67
scaffold_942	29987	64	0.00	0	1
scaffold_943	29973	26310	0.88	0	53
scaffold_947	29725	342333	11.52	0	135
scaffold_953	29546	97	0.00	0	1
scaffold_962	29151	204119	7.00	0	121
scaffold_964	29103	93957	3.23	0	78
scaffold_965	29098	0	0.00	0	0
scaffold_966	29082	14284	0.49	0	57
scaffold_967	29003	499164	17.21	0	82
scaffold_970	28889	151670	5.25	0	66
scaffold_971	28886	1054	0.04	0	6
scaffold_974	28715	333	0.01	0	1
scaffold_976	28647	282089	9.85	0	509
scaffold_982	28286	278	0.01	0	1
scaffold_985	28251	193925	6.86	0	60
scaffold_986	28235	2963	0.10	0	8
scaffold_992	28112	187	0.01	0	1
scaffold_994	28037	513544	18.32	0	318
scaffold_995	28029	105	0.00	0	1
scaffold_997	27877	13258	0.48	0	50
scaffold_1000	27860	0	0.00	0	0
scaffold_1003	27785	1027677	36.99	0	93
scaffold_1004	27770	0	0.00	0	0
scaffold_1005	27742	287	0.01	0	1
scaffold_1008	27705	1195	0.04	0	7
scaffold_1011	27659	3926383	141.96	0	1562
scaffold_1012	27588	0	0.00	0	0
scaffold_1013	27339	47	0.00	0	1
scaffold_1014	27327	2088	0.08	0	15
scaffold_1016	27291	609	0.02	0	2
scaffold_1018	27086	0	0.00	0	0
scaffold_1019	27081	298	0.01	0	1
scaffold_1023	26993	0	0.00	0	0
scaffold_1026	26836	207740	7.74	0	275
scaffold_1028	26783	0	0.00	0	0
scaffold_1030	26722	208241	7.79	0	69
scaffold_1031	26670	52	0.00	0	1
scaffold_1032	26663	60	0.00	0	1
scaffold_1035	26607	38	0.00	0	1
scaffold_1036	26593	724553	27.25	0	84
scaffold_1037	26593	99	0.00	0	3
scaffold_1038	26576	76492	2.88	0	50
scaffold_1044	26404	520827	19.73	0	81
scaffold_1047	26328	1053187	40.00	0	90
scaffold_1057	25896	831130	32.09	0	1219
scaffold_1060	25804	434	0.02	0	6
scaffold_1062	25741	171859	6.68	0	70
scaffold_1063	25720	208302	8.10	0	58
scaffold_1065	25671	0	0.00	0	0
scaffold_1066	25563	0	0.00	0	0
scaffold_1069	25503	3206	0.13	0	19
scaffold_1071	25468	599	0.02	0	3
scaffold_1073	25400	74	0.00	0	1
scaffold_1074	25376	816	0.03	0	4
scaffold_1077	25221	301	0.01	0	1
scaffold_1084	24967	149655	5.99	0	68
scaffold_1085	24908	291	0.01	0	7
scaffold_1087	24842	697472	28.08	0	94
scaffold_1089	24799	417867	16.85	0	122
scaffold_1094	24452	0	0.00	0	0
scaffold_1095	24399	49	0.00	0	1
scaffold_1097	24319	0	0.00	0	0
scaffold_1098	24254	874	0.04	0	5
