chrom	length	bases	mean	min	max
scaffold_89	589793	689311	1.17	0	43
scaffold_90	587799	227078	0.39	0	39
scaffold_91	579954	61995	0.11	0	10
scaffold_92	575435	1800	0.00	0	6
scaffold_93	574812	274	0.00	0	2
scaffold_94	573203	160022	0.28	0	24
scaffold_95	571820	3568356	6.24	0	60
scaffold_96	569116	221306	0.39	0	38
scaffold_97	566767	5739406	10.13	0	74
scaffold_98	562264	5059	0.01	0	7
scaffold_99	552607	956787	1.73	0	52
scaffold_100	552600	206906	0.37	0	34
scaffold_101	551962	26857	0.05	0	9
scaffold_102	538660	3227900	5.99	0	105
scaffold_103	529121	440890	0.83	0	41
scaffold_104	524994	54433	0.10	0	9
scaffold_105	510983	7134	0.01	0	10
scaffold_106	487615	33568	0.07	0	16
scaffold_107	486710	3103061	6.38	0	263
scaffold_108	477535	63080	0.13	0	15
scaffold_109	476316	1188	0.00	0	3
scaffold_110	473572	35337	0.07	0	52
scaffold_111	472568	36300	0.08	0	22
scaffold_112	464128	37987	0.08	0	47
scaffold_113	434512	2142	0.00	0	5
scaffold_114	428327	9683	0.02	0	7
scaffold_115	426002	318	0.00	0	2
scaffold_116	425001	74285	0.17	0	24
scaffold_117	421247	9993	0.02	0	5
scaffold_118	417582	11995	0.03	0	20
scaffold_119	414965	5320454	12.82	0	48
scaffold_120	412321	644020	1.56	0	56
scaffold_121	411527	32653	0.08	0	14
scaffold_122	410311	3474	0.01	0	4
scaffold_123	408673	25720	0.06	0	9
scaffold_124	403770	296	0.00	0	2
scaffold_125	386874	1184	0.00	0	2
scaffold_126	386683	42071	0.11	0	8
scaffold_127	384542	2362	0.01	0	14
scaffold_128	384535	5852683	15.22	0	47
scaffold_130	377893	46314	0.12	0	15
scaffold_131	371774	4894201	13.16	0	56
scaffold_132	370701	68296	0.18	0	52
scaffold_133	369452	2291351	6.20	0	81
scaffold_134	369357	14872	0.04	0	12
scaffold_135	363025	132832	0.37	0	59
scaffold_136	362827	505125	1.39	0	35
scaffold_137	361309	8449	0.02	0	8
scaffold_138	361307	598	0.00	0	2
scaffold_139	361075	33493	0.09	0	11
scaffold_140	360845	599	0.00	0	1
scaffold_141	355646	26024	0.07	0	13
scaffold_143	351123	67	0.00	0	1
scaffold_144	349397	1571675	4.50	0	44
scaffold_145	345615	340	0.00	0	2
scaffold_146	341776	2089	0.01	0	4
scaffold_147	340558	477245	1.40	0	144
scaffold_148	340397	2199728	6.46	0	45
scaffold_149	338565	32045	0.09	0	11
scaffold_150	331634	955224	2.88	0	67
scaffold_152	321929	1151	0.00	0	4
scaffold_153	319818	595	0.00	0	2
scaffold_155	317673	153264	0.48	0	26
scaffold_156	317429	36846	0.12	0	15
scaffold_157	314480	600	0.00	0	4
scaffold_158	313413	70352	0.22	0	23
scaffold_159	312155	57671	0.18	0	17
scaffold_160	308401	15686	0.05	0	6
scaffold_161	308107	2402653	7.80	0	43
scaffold_162	307127	363168	1.18	0	37
scaffold_163	306710	34071	0.11	0	10
scaffold_164	303353	69065	0.23	0	15
scaffold_166	300284	2215895	7.38	0	42
scaffold_167	299327	722120	2.41	0	42
scaffold_169	297747	276	0.00	0	2
scaffold_170	296823	22239	0.07	0	8
scaffold_171	294268	35920	0.12	0	15
scaffold_172	292543	2556647	8.74	0	44
scaffold_174	291683	64627	0.22	0	33
scaffold_175	289071	112121	0.39	0	16
scaffold_176	284263	1059884	3.73	0	44
scaffold_178	278292	42	0.00	0	1
scaffold_180	272495	43090	0.16	0	83
scaffold_181	272201	39285	0.14	0	16
scaffold_182	269380	2180383	8.09	0	43
scaffold_183	268932	541	0.00	0	2
scaffold_184	265838	292	0.00	0	2
scaffold_186	259862	2028	0.01	0	10
scaffold_189	255803	19212	0.08	0	9
scaffold_190	255030	211671	0.83	0	34
scaffold_191	254807	600	0.00	0	2
scaffold_192	250226	2543	0.01	0	2
scaffold_193	250204	2335743	9.34	0	43
scaffold_194	239700	600	0.00	0	2
scaffold_195	234697	305544	1.30	0	59
scaffold_196	226946	298949	1.32	0	84
scaffold_197	226579	3259457	14.39	0	55
scaffold_198	226175	5800	0.03	0	10
scaffold_199	225761	40169	0.18	0	12
scaffold_200	225032	1393101	6.19	0	44
scaffold_201	224975	2381641	10.59	0	41
scaffold_202	223132	1662191	7.45	0	52
scaffold_203	220366	718694	3.26	0	60
scaffold_206	215673	141572	0.66	0	36
scaffold_207	213671	6334	0.03	0	22
scaffold_209	209908	16790	0.08	0	14
scaffold_211	209284	9263	0.04	0	10
scaffold_212	207844	5019907	24.15	0	153
scaffold_213	203137	3121271	15.37	0	48
scaffold_215	202568	900	0.00	0	2
scaffold_216	201849	321	0.00	0	1
scaffold_217	199481	8598	0.04	0	10
scaffold_218	198762	598722	3.01	0	36
scaffold_219	196943	2404597	12.21	0	43
scaffold_220	195249	2294601	11.75	0	44
scaffold_222	189271	300	0.00	0	2
scaffold_224	187788	910606	4.85	0	62
scaffold_225	186308	2572	0.01	0	4
scaffold_226	184860	1448226	7.83	0	108
scaffold_227	184516	2341	0.01	0	6
scaffold_228	183496	300	0.00	0	2
scaffold_231	175432	659990	3.76	0	37
scaffold_232	173008	3139	0.02	0	7
scaffold_233	171644	26137	0.15	0	11
scaffold_234	170489	1231	0.01	0	4
scaffold_237	164449	274	0.00	0	2
scaffold_239	158967	1599385	10.06	0	56
scaffold_243	158192	600	0.00	0	4
scaffold_244	158152	24611	0.16	0	75
scaffold_246	156028	1245463	7.98	0	40
scaffold_247	155884	522197	3.35	0	64
scaffold_249	154259	1063882	6.90	0	42
scaffold_250	149453	543127	3.63	0	73
scaffold_251	147965	1380233	9.33	0	100
scaffold_253	147505	621396	4.21	0	43
scaffold_254	146879	10764	0.07	0	35
scaffold_255	145848	16413	0.11	0	64
scaffold_256	145616	1120717	7.70	0	61
scaffold_259	144121	1268	0.01	0	4
scaffold_262	140610	23811	0.17	0	10
scaffold_264	138648	300	0.00	0	1
scaffold_265	137912	861	0.01	0	4
scaffold_268	137109	9300	0.07	0	7
scaffold_270	136931	967912	7.07	0	69
scaffold_271	136174	855728	6.28	0	41
scaffold_272	135704	204613	1.51	0	41
scaffold_273	135063	3207	0.02	0	3
scaffold_274	133653	141072	1.06	0	118
scaffold_276	133207	1496	0.01	0	6
scaffold_277	132175	951892	7.20	0	41
scaffold_278	131122	11355	0.09	0	11
scaffold_279	130948	2292	0.02	0	4
scaffold_281	129669	87313	0.67	0	27
scaffold_283	127948	403398	3.15	0	337
scaffold_284	127938	7191	0.06	0	9
scaffold_287	124276	317260	2.55	0	1005
scaffold_290	121544	1630780	13.42	0	44
scaffold_291	120716	128317	1.06	0	99
scaffold_292	119073	227011	1.91	0	63
scaffold_293	119068	9178	0.08	0	3
scaffold_295	117175	568188	4.85	0	53
scaffold_297	115199	435407	3.78	0	207
scaffold_301	112761	53930	0.48	0	27
scaffold_305	108249	22037	0.20	0	38
scaffold_306	107642	600	0.01	0	2
scaffold_312	102750	1118298	10.88	0	38
scaffold_313	102258	288342	2.82	0	40
scaffold_316	101110	37	0.00	0	1
scaffold_317	100528	46292	0.46	0	258
scaffold_319	99952	594	0.01	0	2
scaffold_320	99843	25102	0.25	0	23
scaffold_322	98500	105	0.00	0	2
scaffold_324	97239	382882	3.94	0	159
scaffold_326	95790	6292	0.07	0	15
scaffold_328	95082	748584	7.87	0	40
scaffold_330	94790	334761	3.53	0	45
scaffold_332	94453	45689	0.48	0	28
scaffold_333	93463	545453	5.84	0	36
scaffold_337	93133	1224102	13.14	0	51
scaffold_339	92259	1475963	16.00	0	100
scaffold_340	92177	98613	1.07	0	49
scaffold_342	91765	244660	2.67	0	139
scaffold_347	90639	49600	0.55	0	24
scaffold_350	89979	17005	0.19	0	17
scaffold_354	88009	1196	0.01	0	2
scaffold_357	87024	254	0.00	0	2
scaffold_359	85880	70814	0.82	0	35
scaffold_361	84917	15796	0.19	0	29
scaffold_368	81648	61	0.00	0	1
scaffold_370	81535	3522	0.04	0	6
scaffold_377	80191	110388	1.38	0	36
scaffold_379	79556	6948	0.09	0	6
scaffold_383	78512	1028388	13.10	0	57
scaffold_384	78255	9719	0.12	0	19
scaffold_386	77742	783518	10.08	0	40
scaffold_390	77018	86251	1.12	0	87
scaffold_392	76373	891	0.01	0	3
scaffold_396	75916	136626	1.80	0	34
scaffold_400	75097	1100559	14.66	0	41
scaffold_401	73974	3785	0.05	0	9
scaffold_404	73396	11132	0.15	0	18
scaffold_409	72103	58973	0.82	0	42
scaffold_414	70416	300	0.00	0	2
scaffold_417	69637	574	0.01	0	2
scaffold_419	69319	562869	8.12	0	61
scaffold_420	68952	103988	1.51	0	61
scaffold_421	68916	300	0.00	0	1
scaffold_423	68700	300	0.00	0	1
scaffold_424	68681	5478	0.08	0	6
scaffold_427	67806	79954	1.18	0	30
scaffold_428	67661	3422	0.05	0	4
scaffold_434	65713	353	0.01	0	2
scaffold_438	65176	79338	1.22	0	130
scaffold_444	64676	228449	3.53	0	37
scaffold_445	64668	687462	10.63	0	46
scaffold_446	64615	300	0.00	0	2
scaffold_447	64519	39734	0.62	0	43
scaffold_452	63854	65930	1.03	0	27
scaffold_454	63512	1190	0.02	0	4
scaffold_455	63113	600	0.01	0	4
scaffold_456	62777	35319	0.56	0	78
scaffold_457	62705	69957	1.12	0	16
scaffold_461	62428	1482	0.02	0	7
scaffold_466	62190	57367	0.92	0	26
scaffold_468	61747	25	0.00	0	1
scaffold_471	61620	633126	10.27	0	44
scaffold_473	61257	9559	0.16	0	13
scaffold_476	60974	2100	0.03	0	3
scaffold_478	60445	10127	0.17	0	14
scaffold_481	59996	558942	9.32	0	51
scaffold_490	58835	223770	3.80	0	42
scaffold_491	58808	1056	0.02	0	2
scaffold_493	58543	54886	0.94	0	21
scaffold_496	58275	846	0.01	0	3
scaffold_500	57615	275864	4.79	0	39
scaffold_510	55719	4964	0.09	0	7
scaffold_515	55015	484512	8.81	0	42
scaffold_520	54525	100861	1.85	0	60
scaffold_521	54504	7756	0.14	0	21
scaffold_523	54462	283	0.01	0	1
scaffold_524	54297	586	0.01	0	2
scaffold_527	53668	110920	2.07	0	46
scaffold_528	53638	166617	3.11	0	40
scaffold_530	53429	17990	0.34	0	28
scaffold_534	52866	279382	5.28	0	33
scaffold_536	52691	539309	10.24	0	40
scaffold_543	51704	983	0.02	0	5
scaffold_546	51290	1200	0.02	0	7
scaffold_548	51140	789591	15.44	0	46
scaffold_549	50969	176	0.00	0	2
scaffold_551	50959	300	0.01	0	1
scaffold_553	50517	280294	5.55	0	192
scaffold_555	50416	189746	3.76	0	31
scaffold_561	49973	33840	0.68	0	14
scaffold_562	49804	13582	0.27	0	13
scaffold_566	49599	223198	4.50	0	29
scaffold_569	49311	581692	11.80	0	42
scaffold_570	49254	600	0.01	0	2
scaffold_573	48995	30541	0.62	0	28
scaffold_575	48919	12485	0.26	0	7
scaffold_576	48856	24616	0.50	0	29
scaffold_581	48584	17762	0.37	0	9
scaffold_587	48418	211051	4.36	0	31
scaffold_589	48171	19509	0.40	0	70
scaffold_590	48036	20	0.00	0	1
scaffold_593	47962	19089	0.40	0	13
scaffold_597	47835	1779	0.04	0	5
scaffold_601	47495	295	0.01	0	1
scaffold_605	46984	33	0.00	0	1
scaffold_606	46961	9034	0.19	0	11
scaffold_607	46873	20150	0.43	0	32
scaffold_608	46800	6908	0.15	0	13
scaffold_610	46738	719279	15.39	0	37
scaffold_617	45955	66485	1.45	0	27
scaffold_627	45101	41	0.00	0	1
scaffold_628	45053	306	0.01	0	2
scaffold_648	43461	774	0.02	0	5
scaffold_651	43361	189372	4.37	0	75
scaffold_657	43157	300	0.01	0	2
scaffold_658	43154	607907	14.09	0	51
scaffold_670	42499	574768	13.52	0	39
scaffold_683	41606	613206	14.74	0	40
scaffold_684	41603	25420	0.61	0	30
scaffold_687	41329	79996	1.94	0	58
scaffold_693	41134	300	0.01	0	1
scaffold_694	41120	23765	0.58	0	37
scaffold_701	40953	11382	0.28	0	20
scaffold_703	40768	5251	0.13	0	14
scaffold_708	40252	19933	0.50	0	52
scaffold_709	40251	300	0.01	0	2
scaffold_714	40035	21316	0.53	0	12
scaffold_720	39778	4687	0.12	0	21
scaffold_722	39636	114163	2.88	0	38
scaffold_732	39154	298	0.01	0	2
scaffold_734	39124	127846	3.27	0	56
scaffold_735	39120	286	0.01	0	1
scaffold_737	39008	29380	0.75	0	19
scaffold_738	38940	90690	2.33	0	70
scaffold_739	38851	422017	10.86	0	63
scaffold_742	38789	18536	0.48	0	37
scaffold_744	38782	127341	3.28	0	32
scaffold_745	38693	245582	6.35	0	42
scaffold_754	38425	336339	8.75	0	48
scaffold_760	38104	8166	0.21	0	10
scaffold_763	37685	291618	7.74	0	71
scaffold_764	37550	117876	3.14	0	64
scaffold_773	37127	568310	15.31	0	39
scaffold_774	37031	541917	14.63	0	49
scaffold_776	36942	8208	0.22	0	42
scaffold_780	36814	263993	7.17	0	38
scaffold_784	36576	264	0.01	0	1
scaffold_785	36564	527289	14.42	0	38
scaffold_800	36004	3000	0.08	0	17
scaffold_803	35761	33601	0.94	0	32
scaffold_807	35653	553	0.02	0	2
scaffold_808	35511	308965	8.70	0	37
scaffold_809	35480	1500	0.04	0	10
scaffold_818	34982	7153	0.20	0	10
scaffold_833	34472	207699	6.03	0	50
scaffold_864	33258	123387	3.71	0	242
scaffold_874	33040	2988	0.09	0	7
scaffold_880	32810	1693	0.05	0	9
scaffold_882	32798	127106	3.88	0	30
scaffold_883	32794	12863	0.39	0	13
scaffold_884	32779	87750	2.68	0	25
scaffold_885	32777	338592	10.33	0	30
scaffold_899	31855	3237	0.10	0	16
scaffold_903	31652	593527	18.75	0	43
scaffold_905	31584	36803	1.17	0	27
scaffold_907	31496	184584	5.86	0	45
scaffold_916	31224	4985	0.16	0	8
scaffold_923	30987	8010	0.26	0	8
scaffold_932	30438	326744	10.73	0	39
scaffold_941	30022	203397	6.77	0	35
scaffold_943	29973	1233	0.04	0	4
scaffold_947	29725	431395	14.51	0	54
scaffold_959	29353	2100	0.07	0	8
scaffold_962	29151	1092	0.04	0	2
scaffold_964	29103	87575	3.01	0	31
scaffold_966	29082	300	0.01	0	1
scaffold_967	29003	188607	6.50	0	38
scaffold_970	28889	74174	2.57	0	21
scaffold_974	28715	10447	0.36	0	18
scaffold_976	28647	76386	2.67	0	29
scaffold_982	28286	2998	0.11	0	6
scaffold_985	28251	90772	3.21	0	50
scaffold_994	28037	20163	0.72	0	14
scaffold_997	27877	53473	1.92	0	37
scaffold_998	27874	2654	0.10	0	15
scaffold_1003	27785	362870	13.06	0	47
scaffold_1008	27705	2986	0.11	0	6
scaffold_1011	27659	1255562	45.39	0	326
scaffold_1026	26836	10609	0.40	0	11
scaffold_1030	26722	82406	3.08	0	27
scaffold_1036	26593	286771	10.78	0	50
scaffold_1038	26576	17372	0.65	0	19
scaffold_1039	26557	413	0.02	0	2
scaffold_1044	26404	165872	6.28	0	31
scaffold_1047	26328	390905	14.85	0	37
scaffold_1052	26165	17171	0.66	0	18
scaffold_1057	25896	4199	0.16	0	9
scaffold_1062	25741	92103	3.58	0	28
scaffold_1063	25720	106173	4.13	0	28
scaffold_1067	25507	584	0.02	0	2
scaffold_1069	25503	2260	0.09	0	10
scaffold_1071	25468	1776	0.07	0	4
scaffold_1074	25376	19212	0.76	0	30
scaffold_1084	24967	48845	1.96	0	31
scaffold_1087	24842	274966	11.07	0	36
scaffold_1089	24799	126964	5.12	0	28
scaffold_1100	24159	248	0.01	0	1
scaffold_1109	23797	375982	15.80	0	44
scaffold_1110	23791	300	0.01	0	2
scaffold_1114	23733	435	0.02	0	3
scaffold_1116	23703	600	0.03	0	2
scaffold_1118	23606	140918	5.97	0	29
scaffold_1120	23419	12232	0.52	0	24
scaffold_1125	23254	31909	1.37	0	27
scaffold_1131	22973	5700	0.25	0	23
scaffold_1132	22943	90269	3.93	0	34
scaffold_1136	22733	286	0.01	0	2
scaffold_1142	22476	5283	0.24	0	12
scaffold_1146	22372	1948	0.09	0	7
scaffold_1149	22205	245846	11.07	0	37
scaffold_1156	21820	22010	1.01	0	33
scaffold_1157	21769	18623	0.86	0	13
scaffold_1161	21697	150282	6.93	0	52
scaffold_1164	21690	461119	21.26	0	50
scaffold_1167	21627	64259	2.97	0	28
scaffold_1180	21088	1500	0.07	0	3
scaffold_1186	20786	277018	13.33	0	34
scaffold_1190	20691	588	0.03	0	4
scaffold_1197	20361	1798	0.09	0	9
scaffold_1202	20197	43150	2.14	0	30
scaffold_1204	20162	6300	0.31	0	23
scaffold_1205	20152	500653	24.84	0	155
scaffold_1206	20105	36227	1.80	0	30
scaffold_1211	19901	647	0.03	0	2
scaffold_1212	19798	150	0.01	0	1
scaffold_1220	19395	177780	9.17	0	36
scaffold_1225	19177	30567	1.59	0	18
scaffold_1230	18963	2099	0.11	0	7
scaffold_1237	18512	300	0.02	0	2
scaffold_1238	18481	2327	0.13	0	7
scaffold_1242	18198	7981	0.44	0	19
scaffold_1246	17989	36369	2.02	0	22
scaffold_1253	17582	241909	13.76	0	38
scaffold_1254	17563	10388	0.59	0	14
scaffold_1259	17119	3262	0.19	0	12
scaffold_1267	16792	825	0.05	0	2
scaffold_1270	16603	291	0.02	0	2
scaffold_1271	16570	4187	0.25	0	14
scaffold_1273	16434	131329	7.99	0	34
scaffold_1276	16224	1784	0.11	0	7
scaffold_1279	16204	600	0.04	0	2
scaffold_1290	15231	135	0.01	0	1
scaffold_1291	14993	8321	0.55	0	13
scaffold_1292	14928	600	0.04	0	2
scaffold_1293	14921	57320	3.84	0	79
scaffold_1301	14452	286	0.02	0	1
scaffold_1308	13082	7986	0.61	0	13
scaffold_1318	10914	5995	0.55	0	21
total	2127201962	32815045320	15.43	0	1845
