CHROM	BIN_START	N_SNPS	TajimaD
chr1	9350000	440	-0.309872
chr1	9400000	382	-0.427106
chr1	9450000	431	-0.570419
chr1	9500000	298	-0.567841
chr1	9550000	424	-0.281052
chr1	9600000	257	-0.742056
chr1	9650000	305	-0.0490621
chr1	9700000	294	-0.196336
chr1	9750000	399	-0.320947
chr1	9800000	350	-0.244856
chr1	9850000	484	-0.52575
chr1	9900000	427	-0.258232
chr1	9950000	432	-0.153608
chr1	10000000	401	-0.534285
chr1	10050000	300	-0.363713
chr1	10100000	372	-0.823381
chr1	10150000	222	-0.669214
chr1	10200000	354	-0.524396
chr1	10250000	294	-0.361004
chr1	10300000	422	-0.462312
chr1	10350000	294	-0.596245
chr1	10400000	246	-0.829977
chr1	10450000	371	-0.361708
chr1	10500000	430	-0.119311
chr1	10550000	324	-0.679316
chr1	10600000	332	-0.564728
chr1	10650000	328	-0.857698
chr1	10700000	267	-0.530905
chr1	10750000	384	-0.838628
chr1	10800000	389	-0.388175
chr1	10850000	513	-0.387606
chr1	10900000	287	-0.366099
chr1	10950000	331	-0.070481
chr1	11000000	321	-0.409627
chr1	11050000	356	-0.0652608
chr1	11100000	413	-0.495858
chr1	11150000	399	-0.37538
chr1	11200000	427	-0.489015
chr1	11250000	300	-0.249482
chr1	11300000	441	-0.354087
chr1	11350000	448	-0.564598
chr1	11400000	354	-0.102233
chr1	11450000	464	-0.108446
chr1	11500000	441	-0.24199
chr1	11550000	362	-0.248837
chr1	11600000	324	-0.366752
chr1	11650000	458	-0.404528
chr1	11700000	266	-0.431415
chr1	11750000	353	-0.635585
chr1	11800000	375	-0.490982
chr1	11850000	426	-0.62843
chr1	11900000	312	-0.371841
chr1	11950000	330	0.00260816
chr1	12000000	411	-0.329901
chr1	12050000	481	-0.50694
chr1	12100000	415	-0.397755
chr1	12150000	294	-0.554543
chr1	12200000	408	-0.237634
chr1	12250000	439	-0.561675
chr1	12300000	363	-0.216001
chr1	12350000	405	-0.21007
chr1	12400000	339	-0.63324
chr1	12450000	293	-0.649869
chr1	12500000	422	-0.392185
chr1	12550000	268	-0.484272
chr1	12600000	345	-0.412948
chr1	12650000	321	-0.883816
chr1	12700000	505	-0.0211854
chr1	12750000	377	-0.586731
chr1	12800000	417	-0.413077
chr1	12850000	417	-0.577655
chr1	12900000	532	-0.0932395
chr1	12950000	709	0.0435916
chr1	13000000	405	-0.552054
chr1	13050000	373	-0.503042
chr1	13100000	170	-1.07833
chr1	13150000	353	-0.294228
chr1	13200000	415	-0.690564
chr1	13250000	330	-0.372923
chr1	13300000	587	-0.0855321
chr1	13350000	455	-0.148538
chr1	13400000	301	-0.281984
chr1	13450000	456	-0.134337
chr1	13500000	369	-0.420956
chr1	13550000	463	-0.475355
chr1	13600000	234	-0.907328
chr1	13650000	341	-0.24284
chr1	13700000	363	0.299753
chr1	13750000	369	0.257852
chr1	13800000	196	-0.276404
chr1	13850000	234	-1.02541
chr1	13900000	373	-0.568004
chr1	13950000	269	-1.0349
chr1	14000000	417	-0.484042
chr1	14050000	296	-0.473084
chr1	14100000	346	-0.24074
chr1	14150000	353	-0.346813
chr1	14200000	386	-0.556111
chr1	14250000	289	-0.561334
chr1	14300000	329	-0.568211
chr1	14350000	293	-0.327998
chr1	14400000	414	-0.0474791
chr1	14450000	438	-0.251032
chr1	14500000	633	-0.0124687
chr1	14550000	238	-0.535446
chr1	14600000	236	-0.355266
chr1	14650000	347	-0.431261
chr1	14700000	391	-0.189635
chr1	14750000	315	-0.737411
chr1	14800000	238	-0.885081
chr1	14850000	195	-0.599604
chr1	14900000	344	-0.527626
chr1	14950000	250	-0.783638
chr1	15000000	301	-0.674725
chr1	15050000	243	-0.158145
chr1	15100000	228	-0.693626
chr1	15150000	405	-0.269917
chr1	15200000	493	-0.300974
chr1	15250000	271	-0.751109
chr1	15300000	391	-0.353848
chr1	15350000	380	-0.658078
chr1	15400000	279	-0.956389
chr1	15450000	235	-0.636142
chr1	15500000	380	-0.422874
chr1	15550000	531	-0.585909
chr1	15600000	348	-0.0773729
chr1	15650000	484	-0.217297
chr1	15700000	446	-0.379454
chr1	15750000	335	-0.63173
chr1	15800000	469	-0.505849
chr1	15850000	251	-0.367446
chr1	15900000	143	-1.06233
chr1	15950000	336	-0.428492
chr1	16000000	249	-0.585057
chr1	16050000	529	-0.436963
chr1	16100000	375	-0.61602
chr1	16150000	354	-0.444407
chr1	16200000	386	-0.468052
chr1	16250000	421	-0.426086
chr1	16300000	513	-0.336025
chr1	16350000	258	-0.515033
chr1	16400000	222	0.145172
chr1	16450000	356	-0.0396309
chr1	16500000	297	-0.402596
chr1	16550000	333	-0.345699
chr1	16600000	357	-0.389324
chr1	16650000	285	-0.754866
chr1	16700000	506	0.279597
chr1	16750000	403	-0.442454
chr1	16800000	338	-0.299224
chr1	16850000	335	-0.497458
chr1	16900000	372	-0.576371
chr1	16950000	299	-0.269337
chr1	17000000	318	-0.413751
chr1	17050000	262	-0.795765
chr1	17100000	324	-0.35025
chr1	17150000	265	0.183401
chr1	17200000	325	0.290579
chr1	17250000	363	-0.309617
chr1	17300000	262	-0.612292
chr1	17350000	304	-0.506463
chr1	17400000	320	-0.518116
chr1	17450000	459	-0.348699
chr1	17500000	632	-0.0793603
chr1	17550000	412	-0.507061
chr1	17600000	380	-0.721019
chr1	17650000	228	-0.712902
chr1	17700000	191	0.411709
chr1	17750000	268	-0.324817
chr1	17800000	388	-0.410338
chr1	17850000	307	0.278168
chr1	17900000	429	-0.22754
chr1	17950000	316	-0.260302
chr1	18000000	331	-0.394519
chr1	18050000	295	-0.21156
chr1	18100000	143	-0.535191
chr1	18150000	137	-0.694311
chr1	18200000	199	-0.238727
chr1	18250000	245	0.307424
chr1	18300000	267	-0.868656
chr1	18350000	383	0.261859
chr1	18400000	355	-0.342043
chr1	18450000	481	-0.124541
chr1	18500000	444	-0.53731
chr1	18550000	474	-0.385937
chr1	18600000	512	0.276058
chr1	18650000	318	-0.824157
chr1	18700000	334	-0.23722
chr1	18750000	324	-0.387136
chr1	18800000	439	-0.228878
chr1	18850000	376	-0.491277
chr1	18900000	331	-0.445833
chr1	18950000	223	-0.342361
chr1	19000000	222	-0.862913
chr1	19050000	241	-1.03664
chr1	19100000	349	-0.523284
chr1	19150000	444	-0.162152
chr1	19200000	366	-0.441828
chr1	19250000	316	-0.255327
chr1	19300000	322	-0.782346
chr1	19350000	286	-0.266364
chr1	19400000	146	-0.127285
chr1	19450000	233	0.0575414
chr1	19500000	314	-0.516514
chr1	19550000	236	-0.701194
chr1	19600000	366	-0.353275
chr1	19650000	347	-1.10216
chr1	19700000	342	-0.871204
chr1	19750000	218	-0.60133
chr1	19800000	343	-0.367825
chr1	19850000	377	-0.413104
chr1	19900000	201	-0.3578
chr1	19950000	303	-0.308993
chr1	20000000	328	-0.721533
chr1	20050000	240	-0.372444
chr1	20100000	263	-0.25267
chr1	20150000	294	-0.255146
chr1	20200000	284	-0.335948
chr1	20250000	330	-0.472048
chr1	20300000	300	-0.351137
chr1	20350000	268	-0.372888
chr1	20400000	467	-0.334823
chr1	20450000	257	-0.666269
chr1	20500000	433	-0.65855
chr1	20550000	415	-0.488783
chr1	20600000	285	-0.858536
chr1	20650000	294	-0.524603
chr1	20700000	219	-0.0882826
chr1	20750000	214	-0.69076
chr1	20800000	206	-0.904335
chr1	20850000	373	-1.1012
chr1	20900000	270	-0.650405
chr1	20950000	380	-0.719363
chr1	21000000	476	-0.578722
chr1	21050000	312	-0.567367
chr1	21100000	282	-0.902486
chr1	21150000	418	-0.351017
chr1	21200000	269	-1.05475
chr1	21250000	198	-1.0796
chr1	21300000	183	-1.04991
chr1	21350000	164	-1.32284
chr1	21400000	247	-0.757852
chr1	21450000	262	-0.500769
chr1	21500000	320	-0.861105
chr1	21550000	302	-1.00139
chr1	21600000	309	-1.26511
chr1	21650000	376	-0.568277
chr1	21700000	299	-0.679413
chr1	21750000	132	-1.10973
chr1	21800000	129	-0.702376
chr1	21850000	331	-0.640635
chr1	21900000	142	-0.710927
chr1	21950000	319	-0.865856
chr1	22000000	299	-0.0937401
chr1	22050000	194	-0.90025
chr1	22100000	181	-1.25742
chr1	22150000	208	-0.51983
chr1	22200000	130	-0.816992
chr1	22250000	176	-1.09962
chr1	22300000	213	-0.278674
chr1	22350000	169	-1.07556
chr1	22400000	264	-0.884757
chr1	22450000	217	-0.936851
chr1	22500000	341	-1.09893
chr1	22550000	331	-0.819284
chr1	22600000	242	-0.847992
chr1	22650000	158	-0.705971
chr1	22700000	339	-0.748303
chr1	22750000	349	-0.890172
chr1	22800000	267	-0.383801
chr1	22850000	324	-0.96179
chr1	22900000	339	-1.33011
chr1	22950000	268	-1.38003
chr1	23000000	347	-0.907237
chr1	23050000	317	-0.301058
chr1	23100000	320	-0.888623
chr1	23150000	270	-1.09033
chr1	23200000	273	-1.12068
chr1	23250000	401	-0.914992
chr1	23300000	276	-0.0766235
chr1	23350000	371	-0.582239
chr1	23400000	215	-0.76771
chr1	23450000	234	-0.67654
chr1	23500000	217	-0.555046
chr1	23550000	339	-0.280628
chr1	23600000	528	0.201182
chr1	23650000	559	-0.533747
chr1	23700000	358	-0.880328
chr1	23750000	492	-1.03595
chr1	23800000	245	-0.795008
chr1	23850000	167	-0.501619
chr1	23900000	184	-1.42229
chr1	23950000	261	-0.874745
chr1	24000000	201	-1.17709
chr1	24050000	284	-1.1328
chr1	24100000	313	-0.51825
chr1	24150000	280	-0.845129
chr1	24200000	314	-0.856013
chr1	24250000	246	-0.458453
chr1	24300000	351	-0.0845307
chr1	24350000	487	0.0261024
chr1	24400000	225	-0.594386
chr1	24450000	258	-1.02523
chr1	24500000	385	-0.964723
chr1	24550000	307	-0.404976
chr1	24600000	356	-1.18061
chr1	24650000	262	-0.78737
chr1	24700000	251	-1.01068
chr1	24750000	198	-0.913282
chr1	24800000	273	-0.816789
chr1	24850000	265	-1.1481
chr1	24900000	264	-0.924032
chr1	24950000	241	-1.52398
chr1	25000000	295	-0.135897
chr1	25050000	329	-0.721172
chr1	25100000	438	-0.282662
chr1	25150000	283	-0.399427
chr1	25200000	348	-0.763528
chr1	25250000	343	-1.08412
chr1	25300000	182	-0.73202
chr1	25350000	326	-0.231193
chr1	25400000	347	-1.14024
chr1	25450000	355	-0.563611
chr1	25500000	120	-0.345561
chr1	25550000	308	-0.0932204
chr1	25600000	219	-0.814868
chr1	25650000	210	-1.02263
chr1	25700000	306	-0.705401
chr1	25750000	186	-1.12196
chr1	25800000	289	-0.872411
chr1	25850000	450	-0.888753
chr1	25900000	292	-0.544528
chr1	25950000	387	-0.727013
chr1	26000000	398	-0.0284155
chr1	26050000	403	-1.05951
chr1	26100000	241	0.0904927
chr1	26150000	199	-0.645366
chr1	26200000	219	-0.350541
chr1	26250000	221	-0.909532
chr1	26300000	158	-0.182859
chr1	26350000	238	-0.338859
chr1	26400000	302	-0.599529
chr1	26450000	202	-0.539136
chr1	26500000	148	-0.962372
chr1	26550000	287	-0.495336
chr1	26600000	348	-0.714711
chr1	26650000	276	-0.644811
chr1	26700000	284	-0.63366
chr1	26750000	365	-0.145695
chr1	26800000	327	-0.186156
chr1	26850000	321	-0.502701
chr1	26900000	417	-0.707506
chr1	26950000	403	-0.308889
chr1	27000000	336	-0.417258
chr1	27050000	276	-0.303215
chr1	27100000	239	-0.60536
chr1	27150000	275	-0.668963
chr1	27200000	298	-0.930757
chr1	27250000	333	-0.553506
chr1	27300000	286	-1.10383
chr1	27350000	349	-0.971302
chr1	27400000	290	-0.666618
chr1	27450000	234	-0.610792
chr1	27500000	379	-0.405795
chr1	27550000	413	-0.73215
chr1	27600000	304	-0.298576
chr1	27650000	347	-0.853746
chr1	27700000	272	-0.639655
chr1	27750000	339	-0.264854
chr1	27800000	257	-0.20788
chr1	27850000	249	-0.215461
chr1	27900000	295	-0.402314
chr1	27950000	158	0.772217
chr1	28000000	296	0.780174
chr1	28050000	280	-0.278283
chr1	28100000	388	-0.662611
chr1	28150000	335	-0.116241
chr1	28200000	280	-0.656554
chr1	28250000	348	-1.1604
chr1	28300000	208	-0.681227
chr1	28350000	255	-0.945178
chr1	28400000	538	0.283495
chr1	28450000	327	-0.481438
chr1	28500000	313	-0.912076
chr1	28550000	233	-0.189054
chr1	28600000	227	-0.210005
chr1	28650000	429	-0.631184
chr1	28700000	348	-0.812346
chr1	28750000	327	-0.644949
chr1	28800000	301	-0.665324
chr1	28850000	232	-0.560792
chr1	28900000	299	-0.539566
chr1	28950000	332	-0.709681
chr1	29000000	307	-0.584211
chr1	29050000	310	-0.327759
chr1	29100000	339	-0.359502
chr1	29150000	316	-0.15382
chr1	29200000	549	0.107396
chr1	29250000	333	-0.175676
chr1	29300000	585	0.15486
chr1	29350000	329	-0.916198
chr1	29400000	362	-0.540888
chr1	29450000	268	-0.0868071
chr1	29500000	262	-0.895296
chr1	29550000	507	-0.449067
chr1	29600000	378	-0.395287
chr1	29650000	255	-0.627346
chr1	29700000	446	-0.656211
chr1	29750000	381	-0.312658
chr1	29800000	188	0.117587
chr1	29850000	244	0.208161
chr1	29900000	376	-0.77919
chr1	29950000	165	-0.756657
chr1	30000000	304	-0.865353
chr1	30050000	374	-0.784339
chr1	30100000	264	-0.562231
chr1	30150000	433	-0.896325
chr1	30200000	554	-0.33521
chr1	30250000	303	-0.58086
chr1	30300000	349	-0.600808
chr1	30350000	267	-0.509722
chr1	30400000	336	-0.894708
chr1	30450000	512	0.0637947
chr1	30500000	277	-0.382574
chr1	30550000	358	-0.444407
chr1	30600000	454	-0.597695
chr1	30650000	366	-0.30341
chr1	30700000	270	-0.382726
chr1	30750000	203	-1.29818
chr1	30800000	264	-1.07875
chr1	30850000	279	-0.519318
chr1	30900000	107	-0.644015
chr1	30950000	304	-0.395797
chr1	31000000	311	-0.932258
chr1	31050000	377	-0.471536
chr1	31100000	556	-0.289134
chr1	31150000	498	-1.09842
chr1	31200000	397	-1.04657
chr1	31250000	373	-0.886909
chr1	31300000	308	-1.07634
chr1	31350000	385	-0.434189
chr1	31400000	360	-0.434793
chr1	31450000	309	-0.94456
chr1	31500000	268	-0.682418
chr1	31550000	385	-0.461165
chr1	31600000	369	-0.791913
chr1	31650000	260	-0.687285
chr1	31700000	189	-0.904755
chr1	31750000	421	-0.644443
chr1	31800000	398	-0.651612
chr1	31850000	257	-0.733499
chr1	31900000	163	-1.31761
chr1	31950000	249	-0.958438
chr1	32000000	186	-0.941619
chr1	32050000	279	-0.710818
chr1	32100000	469	0.201907
chr1	32150000	319	-0.313783
chr1	32200000	205	-0.576782
chr1	32250000	272	-0.336964
chr1	32300000	155	-0.66353
chr1	32350000	253	-0.0725527
chr1	32400000	176	-0.51207
chr1	32450000	205	-0.500267
chr1	32500000	138	-0.913429
chr1	32550000	276	0.120363
chr1	32600000	365	-0.607772
chr1	32650000	451	-0.798051
chr1	32700000	198	-1.21583
chr1	32750000	320	-0.32156
chr1	32800000	300	0.0261391
chr1	32850000	289	-0.126261
chr1	32900000	249	-0.457654
chr1	32950000	180	-0.555849
chr1	33000000	234	-0.210937
chr1	33050000	281	-0.609386
chr1	33100000	295	-0.697503
chr1	33150000	241	-0.282179
chr1	33200000	176	-0.841453
chr1	33250000	245	-0.363008
chr1	33300000	169	-0.573238
chr1	33350000	432	-0.401407
chr1	33400000	314	-1.01625
chr1	33450000	263	-1.16537
chr1	33500000	151	-0.627832
chr1	33550000	375	-0.0705518
chr1	33600000	322	-1.09294
chr1	33650000	278	-0.772253
chr1	33700000	343	-0.581521
chr1	33750000	433	-0.0361172
chr1	33800000	297	-0.826006
chr1	33850000	182	-0.969685
chr1	33900000	341	-0.670883
chr1	33950000	266	-0.768066
chr1	34000000	207	-0.0980908
chr1	34050000	174	-0.633492
chr1	34100000	326	-0.413535
chr1	34150000	291	-0.435226
chr1	34200000	149	-1.37579
chr1	34250000	281	-0.4651
chr1	34300000	198	-1.0305
chr1	34350000	161	-0.22756
chr1	34400000	151	-1.30139
chr1	34450000	146	-1.33582
chr1	34500000	145	-1.16176
chr1	34550000	363	-0.42317
chr1	34600000	141	-0.886913
chr1	34650000	198	-0.726367
chr1	34700000	217	-1.02218
chr1	34750000	174	-0.181504
chr1	34800000	149	-0.185061
chr1	34850000	221	-0.876867
chr1	34900000	190	-1.0682
chr1	34950000	166	-0.797245
chr1	35000000	210	-0.868739
chr1	35050000	156	-0.608962
chr1	35100000	216	-0.563546
chr1	35150000	305	-0.0119501
chr1	35200000	214	-0.374024
chr1	35250000	146	-0.427275
chr1	35300000	125	-0.303243
chr1	35350000	262	-0.286118
chr1	35400000	202	0.249725
chr1	35450000	155	-0.400996
chr1	35500000	270	-1.19507
chr1	35550000	238	-1.54345
chr1	35600000	231	-0.901751
chr1	35650000	397	-1.28918
chr1	35700000	264	-0.987109
chr1	35750000	357	-0.549726
chr1	35800000	305	-0.752128
chr1	35850000	135	-0.772074
chr1	35900000	156	-0.570835
chr1	35950000	246	-0.495477
chr1	36000000	122	-0.111689
chr1	36050000	284	0.962254
chr1	36100000	97	-0.317652
chr1	36150000	193	-0.39973
chr1	36200000	303	-0.175135
chr1	36250000	175	-0.133754
chr1	36300000	205	-0.140645
chr1	36350000	151	-0.171884
chr1	36400000	314	0.0973894
chr1	36450000	299	-0.389205
chr1	36500000	171	-0.852051
chr1	36550000	222	-0.491067
chr1	36600000	150	-0.728137
chr1	36650000	73	-0.272539
chr1	36700000	83	-0.56607
chr1	36750000	126	-0.342777
chr1	36800000	187	-0.75205
chr1	36850000	224	-0.0576454
chr1	36900000	171	-0.775104
chr1	36950000	184	-0.423968
chr1	37000000	197	0.0674195
chr1	37050000	96	-0.836802
chr1	37100000	140	-0.522598
chr1	37150000	283	-0.255046
chr1	37200000	212	-0.479933
chr1	37250000	149	-0.0905584
chr1	37300000	351	-0.93694
chr1	37350000	156	-0.590902
chr1	37400000	165	-0.483326
chr1	37450000	214	-0.403352
chr1	37500000	186	-0.334858
chr1	37550000	210	-0.580375
chr1	37600000	165	-0.103699
chr1	37650000	282	-0.460012
chr1	37700000	191	0.106362
chr1	37750000	219	0.446267
chr1	37800000	211	-0.300907
chr1	37850000	243	-0.433424
chr1	37900000	193	-1.07726
chr1	37950000	276	-1.08205
chr1	38000000	326	0.160503
chr1	38050000	318	-0.5255
chr1	38100000	194	-1.03603
chr1	38150000	135	-0.399266
chr1	38200000	228	-0.984149
chr1	38250000	150	-0.348452
chr1	38300000	247	-1.08846
chr1	38350000	282	-0.328495
chr1	38400000	292	0.127246
chr1	38450000	304	-0.5106
chr1	38500000	145	-0.106781
chr1	38550000	278	-0.556328
chr1	38600000	272	-0.755186
chr1	38650000	188	-0.454418
chr1	38700000	291	-0.440627
chr1	38750000	266	-0.520007
chr1	38800000	168	-1.00377
chr1	38850000	212	-0.892884
chr1	38900000	124	-1.40404
chr1	38950000	169	-0.912443
chr1	39000000	234	-0.659096
chr1	39050000	198	-1.01308
chr1	39100000	197	-0.755649
chr1	39150000	285	-0.335775
chr1	39200000	250	-0.762279
chr1	39250000	228	-0.416872
chr1	39300000	334	-0.515981
chr1	39350000	429	-0.333221
chr1	39400000	347	-0.234525
chr1	39450000	135	-1.50611
chr1	39500000	202	-1.06401
chr1	39550000	178	-0.991959
chr1	39600000	225	-0.559508
chr1	39650000	146	-0.221567
chr1	39700000	137	0.387413
chr1	39750000	192	-0.369286
chr1	39800000	56	-0.813181
chr1	39850000	140	0.0402953
chr1	39900000	255	-0.534953
chr1	39950000	130	-0.881891
chr1	40000000	277	-1.00885
chr1	40050000	132	-0.896641
chr1	40100000	129	-1.1432
chr1	40150000	156	-0.0711764
chr1	40200000	179	-0.951281
chr1	40250000	198	-0.219479
chr1	40300000	217	-1.45749
chr1	40350000	154	-1.42814
chr1	40400000	146	-0.388705
chr1	40450000	162	-0.941191
chr1	40500000	238	-0.456283
chr1	40550000	269	-1.02205
chr1	40600000	181	-0.407182
chr1	40650000	154	-0.883432
chr1	40700000	259	-0.441376
chr1	40750000	195	-0.504719
chr1	40800000	267	0.544718
chr1	40850000	240	-0.560861
chr1	40900000	238	-0.280806
chr1	40950000	314	-0.725821
chr1	41000000	292	-1.0742
chr1	41050000	162	-0.865805
chr1	41100000	108	-0.58012
chr1	41150000	149	-0.0149566
chr1	41200000	321	-0.350843
chr1	41250000	107	-0.209882
chr1	41300000	177	-0.574542
chr1	41350000	104	-0.923884
chr1	41400000	98	-0.921053
chr1	41450000	145	-0.136985
chr1	41500000	236	-0.336639
chr1	41550000	98	-0.590598
chr1	41600000	253	-0.29728
chr1	41650000	83	-0.670849
chr1	41700000	152	-0.664727
chr1	41750000	160	-0.690988
chr1	41800000	164	-1.35912
chr1	41850000	88	-0.942576
chr1	41900000	137	-0.990986
chr1	41950000	385	-0.257616
chr1	42000000	400	-0.144591
chr1	42050000	474	-0.201889
chr1	42100000	204	-0.570507
chr1	42150000	226	-1.0639
chr1	42200000	417	-0.688632
chr1	42250000	285	-0.405256
chr1	42300000	207	-0.764964
chr1	42350000	144	-0.301048
chr1	42400000	201	-0.588761
chr1	42450000	256	-0.767141
chr1	42500000	277	-0.0717044
chr1	42550000	151	-0.559439
chr1	42600000	154	-0.702541
chr1	42650000	247	-0.90154
chr1	42700000	365	-0.119833
chr1	42750000	218	-0.5639
chr1	42800000	211	-0.393106
chr1	42850000	160	-0.465941
chr1	42900000	112	-0.672813
chr1	42950000	294	-0.173882
chr1	43000000	330	-0.748454
chr1	43050000	167	-0.649791
chr1	43100000	246	-0.550376
chr1	43150000	152	-0.405295
chr1	43200000	191	-0.760429
chr1	43250000	93	-0.653548
chr1	43300000	124	-0.996014
chr1	43350000	255	-0.108714
chr1	43400000	262	-0.119434
chr1	43450000	282	-0.24156
chr1	43500000	238	0.228473
chr1	43550000	228	-0.723917
chr1	43600000	278	-0.868346
chr1	43650000	208	-0.340332
chr1	43700000	269	0.0210903
chr1	43750000	296	-1.23354
