CHROM	BIN_START	N_SNPS	TajimaD
chr1	5700000	255	0.00708453
chr1	5750000	206	0.0490185
chr1	5800000	184	-0.33538
chr1	5850000	229	0.474787
chr1	5900000	198	0.0909893
chr1	5950000	234	0.174158
chr1	6000000	202	0.214009
chr1	6050000	149	-0.418166
chr1	6100000	174	0.0237815
chr1	6150000	280	0.117948
chr1	6200000	235	0.355258
chr1	6250000	155	0.281591
chr1	6300000	232	0.256596
chr1	6350000	135	-0.128343
chr1	6400000	156	-0.492575
chr1	6450000	123	-0.542172
chr1	6500000	260	-0.294574
chr1	6550000	188	-0.122555
chr1	6600000	253	0.154658
chr1	6650000	196	-0.326006
chr1	6700000	161	-0.39871
chr1	6750000	206	-0.110889
chr1	6800000	208	-0.252846
chr1	6850000	229	-0.139382
chr1	6900000	147	-0.607236
chr1	6950000	174	0.00577406
chr1	7000000	172	-0.14022
chr1	7050000	142	0.0203207
chr1	7100000	128	0.380579
chr1	7150000	115	0.49577
chr1	7200000	157	0.0311523
chr1	7250000	149	0.171948
chr1	7300000	50	-0.493704
chr1	7350000	298	0.00712743
chr1	7400000	265	0.271141
chr1	7450000	213	-0.300772
chr1	7500000	228	-0.911174
chr1	7550000	237	-0.16419
chr1	7600000	148	-0.421162
chr1	7650000	230	0.285859
chr1	7700000	215	-0.0233167
chr1	7750000	197	-0.17775
chr1	7800000	308	-0.0646354
chr1	7850000	155	0.0554084
chr1	7900000	147	-0.0794051
chr1	7950000	160	-0.0471572
chr1	8000000	173	-0.0106612
chr1	8050000	215	-0.147382
chr1	8100000	199	0.152151
chr1	8150000	160	0.0135078
chr1	8200000	161	0.0641727
chr1	8250000	183	-0.107834
chr1	8300000	164	0.0826386
chr1	8350000	102	-0.251998
chr1	8400000	187	-0.405014
chr1	8450000	154	-0.340759
chr1	8500000	182	0.0911935
chr1	8550000	154	0.0149259
chr1	8600000	175	-0.395173
chr1	8650000	135	-0.223282
chr1	8700000	160	-0.303516
chr1	8750000	211	0.0976309
chr1	8800000	110	-0.331021
chr1	8850000	105	0.483198
chr1	8900000	225	-0.0837683
chr1	8950000	292	-0.0923721
chr1	9000000	203	-0.652251
chr1	9050000	193	-0.0439073
chr1	9100000	218	-0.157922
chr1	9150000	203	-0.159307
chr1	9200000	174	-0.19591
chr1	9250000	244	-0.0389659
chr1	9300000	214	0.274112
chr1	9350000	208	0.279614
chr1	9400000	216	-0.441504
chr1	9450000	232	-0.234649
chr1	9500000	123	0.369303
chr1	9550000	171	0.0181872
chr1	9600000	141	-0.103952
chr1	9650000	136	-0.338678
chr1	9700000	183	-0.178061
chr1	9750000	165	-0.291614
chr1	9800000	152	-0.623547
chr1	9850000	228	-0.65645
chr1	9900000	142	-0.0545661
chr1	9950000	176	-0.040251
chr1	10000000	121	-0.350239
chr1	10050000	128	-0.346788
chr1	10100000	127	-0.851525
chr1	10150000	78	0.072654
chr1	10200000	148	0.0608541
chr1	10250000	106	0.343697
chr1	10300000	119	0.26517
chr1	10350000	138	-0.297145
chr1	10400000	97	-0.410735
chr1	10450000	105	-0.202506
chr1	10500000	151	-0.316958
chr1	10550000	106	-0.238577
chr1	10600000	137	-0.28353
chr1	10650000	134	-0.498071
chr1	10700000	99	-0.0559294
chr1	10750000	118	-0.88618
chr1	10800000	126	-1.2551
chr1	10850000	189	-0.23622
chr1	10900000	211	-0.177479
chr1	10950000	206	-0.10632
chr1	11000000	148	-0.560692
chr1	11050000	116	-0.635437
chr1	11100000	131	0.623104
chr1	11150000	125	-0.393198
chr1	11200000	208	-0.317706
chr1	11250000	175	-0.350409
chr1	11300000	225	-0.115856
chr1	11350000	215	-0.392594
chr1	11400000	189	0.0308614
chr1	11450000	209	-0.391117
chr1	11500000	132	-0.581744
chr1	11550000	113	-0.732936
chr1	11600000	196	-0.0763945
chr1	11650000	176	-0.501387
chr1	11700000	151	-0.0392442
chr1	11750000	178	-0.0993348
chr1	11800000	163	-0.216749
chr1	11850000	225	-0.0530754
chr1	11900000	114	-0.178945
chr1	11950000	132	-0.420744
chr1	12000000	199	-0.670584
chr1	12050000	187	-0.0428894
chr1	12100000	231	-0.15152
chr1	12150000	197	-0.494559
chr1	12200000	178	-0.148632
chr1	12250000	147	-0.585952
chr1	12300000	178	-0.623994
chr1	12350000	129	0.0872328
chr1	12400000	167	0.0160448
chr1	12450000	156	-0.974174
chr1	12500000	222	-0.298782
chr1	12550000	133	-0.631248
chr1	12600000	222	0.0631675
chr1	12650000	207	-0.511856
chr1	12700000	217	0.288106
chr1	12750000	142	0.104018
chr1	12800000	160	0.0115508
chr1	12850000	179	-0.252695
chr1	12900000	194	-0.193862
chr1	12950000	217	-0.429224
chr1	13000000	150	-0.356797
chr1	13050000	145	-0.173661
chr1	13100000	57	-0.960998
chr1	13150000	106	-0.0503669
chr1	13200000	223	-0.00876859
chr1	13250000	139	0.251836
chr1	13300000	204	-0.262955
chr1	13350000	149	0.25595
chr1	13400000	196	0.0772124
chr1	13450000	225	-0.496727
chr1	13500000	148	-0.0998178
chr1	13550000	185	-0.152113
chr1	13600000	137	-0.285812
chr1	13650000	191	0.766306
chr1	13700000	122	-0.316449
chr1	13750000	127	-0.376776
chr1	13800000	91	-0.654658
chr1	13850000	220	0.00926022
chr1	13900000	189	-0.295941
chr1	13950000	84	-0.866057
chr1	14000000	176	-0.627799
chr1	14050000	170	-0.107187
chr1	14100000	225	0.0669058
chr1	14150000	176	-0.442632
chr1	14200000	159	0.422988
chr1	14250000	116	0.478347
chr1	14300000	112	0.023484
chr1	14350000	73	-0.53149
chr1	14400000	183	-0.0341807
chr1	14450000	269	-0.0688554
chr1	14500000	157	-0.485292
chr1	14550000	87	-0.764212
chr1	14600000	112	-0.739658
chr1	14650000	151	-0.644412
chr1	14700000	201	-0.0800229
chr1	14750000	94	-0.606662
chr1	14800000	123	-0.219728
chr1	14850000	114	-0.625064
chr1	14900000	136	-0.874281
chr1	14950000	114	-0.783805
chr1	15000000	130	0.18294
chr1	15050000	83	-0.753176
chr1	15100000	106	-0.456194
chr1	15150000	171	-0.0166224
chr1	15200000	143	-0.747359
chr1	15250000	207	-0.0556534
chr1	15300000	205	-0.406918
chr1	15350000	239	-0.644777
chr1	15400000	114	0.283595
chr1	15450000	86	-0.115601
chr1	15500000	180	-0.651614
chr1	15550000	178	-0.0289108
chr1	15600000	175	0.451753
chr1	15650000	203	-0.440547
chr1	15700000	218	0.212066
chr1	15750000	90	-0.437532
chr1	15800000	178	-0.263071
chr1	15850000	119	-0.56116
chr1	15900000	96	-0.794648
chr1	15950000	168	-0.47984
chr1	16000000	120	0.114933
chr1	16050000	210	0.762835
chr1	16100000	150	-0.0814213
chr1	16150000	164	0.0921866
chr1	16200000	183	0.455699
chr1	16250000	167	-1.29687
chr1	16300000	175	-0.368315
chr1	16350000	110	-0.784651
chr1	16400000	101	-0.646459
chr1	16450000	171	-0.37571
chr1	16500000	147	-0.46038
chr1	16550000	134	0.190069
chr1	16600000	166	-0.308564
chr1	16650000	126	-0.516317
chr1	16700000	195	-0.745952
chr1	16750000	169	-0.206228
chr1	16800000	146	-0.236567
chr1	16850000	130	-0.343466
chr1	16900000	97	-0.680352
chr1	16950000	135	-0.380741
chr1	17000000	130	0.0579487
chr1	17050000	111	-0.535752
chr1	17100000	104	-0.492377
chr1	17150000	103	-0.0496342
chr1	17200000	194	0.304004
chr1	17250000	181	-0.691172
chr1	17300000	128	-0.642129
chr1	17350000	164	-0.679296
chr1	17400000	208	-1.28911
chr1	17450000	178	-0.134547
chr1	17500000	286	-0.24878
chr1	17550000	239	0.0910008
chr1	17600000	184	-0.355823
chr1	17650000	180	0.459266
chr1	17700000	101	-0.353445
chr1	17750000	129	0.109032
chr1	17800000	145	0.132693
chr1	17850000	121	-0.00962487
chr1	17900000	134	-0.332451
chr1	17950000	121	-0.432812
chr1	18000000	127	-0.529286
chr1	18050000	188	-0.344353
chr1	18100000	92	-0.613519
chr1	18150000	153	-0.357476
chr1	18200000	185	-0.516428
chr1	18250000	114	-1.2655
chr1	18300000	121	-0.324435
chr1	18350000	260	0.245555
chr1	18400000	201	-0.354679
chr1	18450000	190	-0.257936
chr1	18500000	140	-0.218814
chr1	18550000	310	0.10942
chr1	18600000	202	-0.371426
chr1	18650000	124	-1.04639
chr1	18700000	81	-0.350546
chr1	18750000	190	-0.00710137
chr1	18800000	153	-0.666369
chr1	18850000	153	-0.167231
chr1	18900000	143	0.125374
chr1	18950000	93	-0.124923
chr1	19000000	64	0.719381
chr1	19050000	75	-0.277036
chr1	19100000	110	-0.288493
chr1	19150000	171	-0.787929
chr1	19200000	97	-0.153956
chr1	19250000	105	0.213072
chr1	19300000	120	-0.793047
chr1	19350000	124	-0.512427
chr1	19400000	108	-0.178824
chr1	19450000	108	0.0607983
chr1	19500000	174	-0.375985
chr1	19550000	145	-0.272902
chr1	19600000	175	-0.520511
chr1	19650000	174	-0.471424
chr1	19700000	140	-0.781708
chr1	19750000	141	0.0535271
chr1	19800000	108	-0.323175
chr1	19850000	158	-0.180877
chr1	19900000	140	0.317275
chr1	19950000	118	0.0713966
chr1	20000000	189	0.160255
chr1	20050000	113	-0.0537677
chr1	20100000	186	0.059537
chr1	20150000	104	-0.693148
chr1	20200000	132	-0.908479
chr1	20250000	181	-0.15263
chr1	20300000	140	-0.0981943
chr1	20350000	143	-0.721111
chr1	20400000	314	-0.0197829
chr1	20450000	100	-0.30427
chr1	20500000	239	-0.709158
chr1	20550000	137	-0.571077
chr1	20600000	100	-0.824437
chr1	20650000	125	0.0965585
chr1	20700000	162	-0.469543
chr1	20750000	93	-0.0546623
chr1	20800000	111	-0.215416
chr1	20850000	202	-0.610568
chr1	20900000	160	0.0311202
chr1	20950000	189	-0.208019
chr1	21000000	171	-0.588232
chr1	21050000	133	-0.415045
chr1	21100000	132	-0.0253467
chr1	21150000	131	-1.16843
chr1	21200000	139	-0.686252
chr1	21250000	140	-0.531533
chr1	21300000	113	-0.440286
chr1	21350000	98	-0.968714
chr1	21400000	76	-0.570958
chr1	21450000	88	-0.0452332
chr1	21500000	115	-0.21243
chr1	21550000	240	0.1457
chr1	21600000	148	-0.364081
chr1	21650000	186	-0.562393
chr1	21700000	112	0.171099
chr1	21750000	81	-0.415706
chr1	21800000	58	-1.0613
chr1	21850000	172	-0.575562
chr1	21900000	180	-0.665544
chr1	21950000	253	0.904578
chr1	22000000	98	-0.358645
chr1	22050000	77	-0.986294
chr1	22100000	71	-1.48926
chr1	22150000	112	-0.140842
chr1	22200000	120	-0.00474314
chr1	22250000	189	-0.669192
chr1	22300000	115	-1.06715
chr1	22350000	97	-0.927502
chr1	22400000	84	-0.792091
chr1	22450000	73	-0.556961
chr1	22500000	158	0.025197
chr1	22550000	196	-0.310005
chr1	22600000	130	-0.420384
chr1	22650000	78	0.553965
chr1	22700000	109	-0.242738
chr1	22750000	106	-0.0915378
chr1	22800000	95	-0.432971
chr1	22850000	126	-0.838606
chr1	22900000	136	-1.44437
chr1	22950000	180	0.0640155
chr1	23000000	158	0.146068
chr1	23050000	171	-0.254793
chr1	23100000	183	-0.527486
chr1	23150000	129	-0.196155
chr1	23200000	150	-0.682241
chr1	23250000	170	0.106575
chr1	23300000	160	0.0135078
chr1	23350000	248	-0.072064
chr1	23400000	71	-0.568797
chr1	23450000	67	-0.234382
chr1	23500000	144	0.148609
chr1	23550000	116	-0.880255
chr1	23600000	236	-0.133074
chr1	23650000	189	-0.675827
chr1	23700000	101	-1.30651
chr1	23750000	143	-1.11045
chr1	23800000	171	-0.315252
chr1	23850000	225	-1.14825
chr1	23900000	125	0.423896
chr1	23950000	172	-0.438949
chr1	24000000	150	0.0979901
chr1	24050000	141	0.100105
chr1	24100000	142	-0.23077
chr1	24150000	128	-0.393164
chr1	24200000	114	-0.748225
chr1	24250000	182	-1.2504
chr1	24300000	135	-0.591459
chr1	24350000	162	-0.979851
chr1	24400000	89	-0.973749
chr1	24450000	107	-0.705202
chr1	24500000	143	-0.898283
chr1	24550000	78	-0.325124
chr1	24600000	113	-0.481699
chr1	24650000	169	-0.154328
chr1	24700000	120	-0.616134
chr1	24750000	135	-0.253384
chr1	24800000	103	-0.285606
chr1	24850000	101	-0.486073
chr1	24900000	189	0.624745
chr1	24950000	123	-0.47616
chr1	25000000	194	-0.690111
chr1	25050000	134	-0.577383
chr1	25100000	226	-0.151331
chr1	25150000	174	-0.736134
chr1	25200000	101	-0.90863
chr1	25250000	119	-0.616249
chr1	25300000	59	-0.190888
chr1	25350000	111	-1.00783
chr1	25400000	107	-0.795525
chr1	25450000	91	-0.603386
chr1	25500000	49	-0.798631
chr1	25550000	134	-0.894627
chr1	25600000	111	-0.215416
chr1	25650000	146	-0.662981
chr1	25700000	146	-0.851547
chr1	25750000	125	-0.355717
chr1	25800000	124	-0.436867
chr1	25850000	213	-0.614566
chr1	25900000	132	-0.927421
chr1	25950000	142	-0.243986
chr1	26000000	231	-0.0645369
chr1	26050000	179	-1.07909
chr1	26100000	109	-0.763416
chr1	26150000	113	-0.87926
chr1	26200000	106	-0.835554
chr1	26250000	92	-0.197588
chr1	26300000	120	0.414125
chr1	26350000	91	-0.459823
chr1	26400000	123	-0.323824
chr1	26450000	73	-0.472059
chr1	26500000	144	-0.435728
chr1	26550000	163	0.521002
chr1	26600000	122	-0.485376
chr1	26650000	143	-0.832664
chr1	26700000	173	0.123358
chr1	26750000	234	-0.4377
chr1	26800000	141	-0.523158
chr1	26850000	114	0.0372715
chr1	26900000	152	-0.847976
chr1	26950000	167	-0.681677
chr1	27000000	123	-0.176566
chr1	27050000	176	0.330082
chr1	27100000	142	-0.180112
chr1	27150000	90	-0.883297
chr1	27200000	90	-0.945497
chr1	27250000	130	0.598777
chr1	27300000	159	0.113834
chr1	27350000	139	0.103362
chr1	27400000	137	-0.393071
chr1	27450000	111	-0.0664877
chr1	27500000	195	-0.487029
chr1	27550000	243	-0.483827
chr1	27600000	150	-0.515346
chr1	27650000	114	-0.444427
chr1	27700000	124	-0.0288403
chr1	27750000	155	-0.411094
chr1	27800000	174	-0.478627
chr1	27850000	115	-0.475631
chr1	27900000	167	-0.0327207
chr1	27950000	78	-0.830302
chr1	28000000	226	-0.351347
chr1	28050000	203	-0.218027
chr1	28100000	149	-0.187161
chr1	28150000	137	-0.662361
chr1	28200000	81	-0.454035
chr1	28250000	117	-0.154993
chr1	28300000	29	-0.626726
chr1	28350000	143	-0.76267
chr1	28400000	317	0.712804
chr1	28450000	166	-0.923661
chr1	28500000	124	-0.41168
chr1	28550000	102	-1.00952
chr1	28600000	100	-0.684272
chr1	28650000	148	-0.960258
chr1	28700000	115	-0.462064
chr1	28750000	114	-0.00651924
chr1	28800000	156	-1.19491
chr1	28850000	90	-0.942041
chr1	28900000	107	-0.378873
chr1	28950000	142	-0.54133
chr1	29000000	78	-0.51208
chr1	29050000	162	-0.502404
chr1	29100000	193	-1.2966
chr1	29150000	116	0.112466
chr1	29200000	177	-0.355004
chr1	29250000	139	-0.400551
chr1	29300000	240	-0.189262
chr1	29350000	233	-0.0219621
chr1	29400000	153	-0.766605
chr1	29450000	131	-0.736648
chr1	29500000	158	-0.846657
chr1	29550000	216	-0.461844
chr1	29600000	124	-1.55012
chr1	29650000	91	-0.326516
chr1	29700000	196	-0.215601
chr1	29750000	228	0.17932
chr1	29800000	143	-0.233343
chr1	29850000	187	0.223674
chr1	29900000	174	-0.500236
chr1	29950000	70	-0.630258
chr1	30000000	127	-0.138172
chr1	30050000	105	-0.532
chr1	30100000	50	-0.106572
chr1	30150000	105	-1.3305
chr1	30200000	170	-0.481269
chr1	30250000	134	-0.659026
chr1	30300000	128	-0.371197
chr1	30350000	128	0.0827979
chr1	30400000	118	-1.14012
chr1	30450000	158	-0.777305
chr1	30500000	114	-0.874124
chr1	30550000	127	-1.16884
chr1	30600000	207	-0.161747
chr1	30650000	185	-0.526595
chr1	30700000	108	-0.0546824
chr1	30750000	96	-0.908142
chr1	30800000	179	-0.240439
chr1	30850000	97	-0.898614
chr1	30900000	72	-0.392832
chr1	30950000	184	-0.665884
chr1	31000000	101	-0.609447
chr1	31050000	113	-0.293961
chr1	31100000	245	-0.0784271
chr1	31150000	180	-0.449636
chr1	31200000	174	0.340713
chr1	31250000	105	-0.757599
chr1	31300000	171	0.789493
chr1	31350000	190	0.119966
chr1	31400000	174	-0.377785
chr1	31450000	102	-0.606323
chr1	31500000	137	0.232229
chr1	31550000	159	-0.0614185
chr1	31600000	152	-0.263226
chr1	31650000	132	-1.02213
chr1	31700000	98	-0.984601
chr1	31750000	120	-0.540686
chr1	31800000	148	0.037599
chr1	31850000	95	0.0846876
chr1	31900000	127	-0.150471
chr1	31950000	102	0.267273
chr1	32000000	57	0.0611621
chr1	32050000	96	-0.736279
chr1	32100000	123	0.552106
chr1	32150000	97	-0.413944
chr1	32200000	60	-0.902312
chr1	32250000	112	-0.0433605
chr1	32300000	78	-1.00532
chr1	32350000	125	-1.7875
chr1	32400000	71	-1.22752
chr1	32450000	100	-0.684272
chr1	32500000	49	-0.428883
chr1	32550000	182	0.153193
chr1	32600000	112	-1.15187
chr1	32650000	143	-0.878597
chr1	32700000	57	-0.869058
chr1	32750000	107	0.101879
chr1	32800000	93	0.875451
chr1	32850000	144	-0.479174
chr1	32900000	119	-0.395894
chr1	32950000	82	-0.0771127
chr1	33000000	113	-0.343656
chr1	33050000	176	-0.759552
chr1	33100000	123	-0.613262
chr1	33150000	115	-0.80938
chr1	33200000	81	-0.772171
chr1	33250000	100	-0.431976
chr1	33300000	111	-0.521702
chr1	33350000	140	-0.781708
chr1	33400000	100	-1.06116
chr1	33450000	87	0.225456
chr1	33500000	103	-0.706119
chr1	33550000	167	-0.291553
chr1	33600000	169	0.0384447
chr1	33650000	138	-0.503328
chr1	33700000	142	0.00490284
chr1	33750000	188	-0.909686
chr1	33800000	192	-0.713883
chr1	33850000	126	-0.471693
chr1	33900000	99	-0.29501
chr1	33950000	138	-0.537315
chr1	34000000	103	-0.606285
chr1	34050000	111	0.517985
chr1	34100000	204	-0.65047
chr1	34150000	123	-0.887466
chr1	34200000	82	-1.13369
chr1	34250000	105	-0.0362747
chr1	34300000	72	-0.960821
chr1	34350000	86	-0.097533
chr1	34400000	78	-1.25592
chr1	34450000	124	-0.0565458
chr1	34500000	87	-0.360485
chr1	34550000	134	-1.06025
chr1	34600000	123	-1.07535
chr1	34650000	112	-0.271746
chr1	34700000	96	-1.33293
chr1	34750000	69	-0.0698667
chr1	34800000	50	-0.37695
chr1	34850000	82	-0.569423
chr1	34900000	100	-0.765256
chr1	34950000	48	-1.85119
chr1	35000000	90	-1.3809
chr1	35050000	103	-0.406617
chr1	35100000	160	0.22877
chr1	35150000	168	-0.170329
chr1	35200000	144	-1.0722
chr1	35250000	101	-0.917883
chr1	35300000	143	-1.3598
chr1	35350000	163	-1.36756
chr1	35400000	127	-1.22788
chr1	35450000	131	-0.443228
chr1	35500000	114	-1.30108
chr1	35550000	151	-0.54286
chr1	35600000	125	0.0490821
chr1	35650000	154	-0.747256
chr1	35700000	115	-0.863648
chr1	35750000	83	-0.97022
chr1	35800000	108	-0.412673
chr1	35850000	89	-0.778098
chr1	35900000	99	-1.11292
chr1	35950000	156	-0.119336
chr1	36000000	77	-0.369931
chr1	36050000	151	-0.267218
chr1	36100000	83	-0.307863
chr1	36150000	105	-0.668547
chr1	36200000	123	-0.42792
chr1	36250000	96	-0.194751
chr1	36300000	111	-0.69592
chr1	36350000	122	-0.964002
chr1	36400000	99	-0.41455
chr1	36450000	90	-0.510098
chr1	36500000	114	-0.901493
chr1	36550000	106	-0.914955
chr1	36600000	117	-1.33673
chr1	36650000	83	-1.0039
chr1	36700000	68	-1.0452
chr1	36750000	89	-0.771111
chr1	36800000	103	-0.152494
chr1	36850000	57	0.239634
chr1	36900000	114	0.130327
chr1	36950000	103	-0.303757
chr1	37000000	139	-0.868471
chr1	37050000	119	-0.238498
chr1	37100000	113	-0.52035
chr1	37150000	166	-0.0538467
chr1	37200000	117	-0.992613
chr1	37250000	113	-0.415438
chr1	37300000	172	-0.744963
chr1	37350000	99	-0.999669
chr1	37400000	91	-0.203462
chr1	37450000	113	-1.06148
chr1	37500000	78	-0.289324
chr1	37550000	91	-0.141936
chr1	37600000	108	0.505399
chr1	37650000	108	0.208036
chr1	37700000	73	0.750532
chr1	37750000	66	-0.730328
chr1	37800000	72	-0.0744145
chr1	37850000	116	0.491798
chr1	37900000	109	0.807201
chr1	37950000	99	-1.11292
chr1	38000000	79	-0.992454
chr1	38050000	83	-0.176888
chr1	38100000	73	-0.527245
chr1	38150000	79	-0.312858
chr1	38200000	89	-0.942306
chr1	38250000	60	0.255082
chr1	38300000	139	0.312576
chr1	38350000	140	-0.41538
chr1	38400000	162	-0.301374
chr1	38450000	157	-0.543118
chr1	38500000	80	-1.44939
chr1	38550000	117	-1.21135
chr1	38600000	113	-1.45904
chr1	38650000	66	-1.30202
chr1	38700000	68	-0.426272
chr1	38750000	82	-0.247528
chr1	38800000	73	-0.395647
chr1	38850000	90	-0.565387
chr1	38900000	95	0.00277952
chr1	38950000	70	-0.351579
chr1	39000000	115	0.0589113
chr1	39050000	95	-0.393655
chr1	39100000	81	-0.0209111
chr1	39150000	112	-0.40265
chr1	39200000	80	-0.847979
chr1	39250000	86	0.198789
chr1	39300000	122	0.018846
chr1	39350000	127	-0.834306
chr1	39400000	139	-0.93146
chr1	39450000	70	-0.69661
chr1	39500000	115	0.550039
chr1	39550000	70	-0.0375118
chr1	39600000	117	-0.20301
chr1	39650000	98	-0.635083
chr1	39700000	95	-1.49778
chr1	39750000	162	-0.815547
chr1	39800000	102	-0.731559
chr1	39850000	102	-0.615487
chr1	39900000	136	-1.54091
chr1	39950000	76	-0.995337
chr1	40000000	102	-0.230616
chr1	40050000	56	-0.824186
chr1	40100000	80	0.583758
chr1	40150000	79	-0.16751
chr1	40200000	78	-0.488213
chr1	40250000	119	-0.975637
chr1	40300000	77	-1.54223
chr1	40350000	51	-1.27334
chr1	40400000	60	-1.6842
chr1	40450000	91	-0.863165
chr1	40500000	113	-0.506546
chr1	40550000	110	-0.960433
chr1	40600000	106	-0.582647
chr1	40650000	97	-0.612948
chr1	40700000	69	-0.101271
chr1	40750000	120	-0.205071
chr1	40800000	70	-0.108287
chr1	40850000	101	-0.041925
chr1	40900000	112	-0.525198
chr1	40950000	83	0.0326713
chr1	41000000	120	-0.478246
chr1	41050000	64	-0.338241
chr1	41100000	58	-0.0510336
chr1	41150000	159	-0.984942
chr1	41200000	242	-0.727307
chr1	41250000	70	-0.793926
chr1	41300000	88	0.124343
chr1	41350000	75	0.496017
chr1	41400000	91	-0.28208
chr1	41450000	122	-1.14317
chr1	41500000	106	-0.415023
chr1	41550000	53	-0.557745
chr1	41600000	111	-1.53048
chr1	41650000	75	-0.446529
chr1	41700000	124	-1.15973
chr1	41750000	140	-0.882224
chr1	41800000	149	-0.529469
chr1	41850000	77	-0.728469
chr1	41900000	65	0.0953893
chr1	41950000	190	0.124917
chr1	42000000	199	-0.421557
chr1	42050000	208	-0.672176
chr1	42100000	117	-0.360397
chr1	42150000	225	-1.42588
chr1	42200000	99	-1.07202
chr1	42250000	136	-0.044441
chr1	42300000	170	-0.886678
chr1	42350000	75	1.0417
chr1	42400000	104	-0.0159219
chr1	42450000	135	-0.941111
chr1	42500000	102	0.355854
chr1	42550000	109	0.335157
chr1	42600000	113	-0.324331
chr1	42650000	117	-0.739193
chr1	42700000	130	-0.312218
chr1	42750000	115	-0.386088
chr1	42800000	110	-1.43107
chr1	42850000	188	1.38167
chr1	42900000	145	0.788549
chr1	42950000	113	-0.68324
chr1	43000000	272	-0.0539134
chr1	43050000	91	-0.302589
chr1	43100000	75	-0.446529
chr1	43150000	61	1.11192
chr1	43200000	76	-0.354688
chr1	43250000	63	-0.530315
chr1	43300000	122	0.180095
chr1	43350000	126	-0.0725504
chr1	43400000	133	-0.299893
chr1	43450000	109	-0.749112
chr1	43500000	87	-0.48196
chr1	43550000	70	-0.37812
chr1	43600000	85	-0.482831
chr1	43650000	52	-1.08924
chr1	43700000	107	-1.43653
chr1	43750000	108	-0.499283
chr1	43800000	61	-1.2265
chr1	43850000	31	-0.829959
chr1	43900000	45	-0.958534
chr1	43950000	88	-0.497437
