CHROM	BIN_START	N_SNPS	TajimaD
chr1	35350000	426	-0.911486
chr1	35400000	287	-0.302576
chr1	35450000	328	-0.51249
chr1	35500000	294	-0.474347
chr1	35550000	230	-0.578178
chr1	35600000	257	-0.854514
chr1	35650000	390	-0.304792
chr1	35700000	216	-0.861387
chr1	35750000	307	-0.941658
chr1	35800000	279	-1.15803
chr1	35850000	178	-0.824702
chr1	35900000	157	-0.35967
chr1	35950000	244	-0.226885
chr1	36000000	116	-0.12428
chr1	36050000	190	-0.383353
chr1	36100000	119	-0.639858
chr1	36150000	209	-0.38211
chr1	36200000	211	-0.497202
chr1	36250000	155	-0.364646
chr1	36300000	239	0.114651
chr1	36350000	169	-0.373051
chr1	36400000	172	0.491846
chr1	36450000	113	0.00697085
chr1	36500000	149	-0.903277
chr1	36550000	191	0.219636
chr1	36600000	161	-0.0778038
chr1	36650000	108	-0.808194
chr1	36700000	115	-1.08615
chr1	36750000	183	0.15766
chr1	36800000	188	-0.449415
chr1	36850000	180	0.203311
chr1	36900000	205	-0.51863
chr1	36950000	116	-0.987867
chr1	37000000	200	-1.47635
chr1	37050000	224	-0.234212
chr1	37100000	211	-0.724725
chr1	37150000	229	-0.33268
chr1	37200000	169	-0.460169
chr1	37250000	162	-1.29299
chr1	37300000	386	-0.865945
chr1	37350000	167	-0.839227
chr1	37400000	192	-0.802074
chr1	37450000	266	-1.19331
chr1	37500000	194	-0.748303
chr1	37550000	228	-0.34665
chr1	37600000	196	-0.742024
chr1	37650000	203	-0.952035
chr1	37700000	231	-0.806613
chr1	37750000	193	-0.978146
chr1	37800000	212	-0.3112
chr1	37850000	268	-0.144258
chr1	37900000	150	-0.753171
chr1	37950000	192	-0.635491
chr1	38000000	194	-0.38137
chr1	38050000	154	0.0108609
chr1	38100000	147	-0.809429
chr1	38150000	268	-1.14554
chr1	38200000	170	-0.965917
chr1	38250000	109	-0.854964
chr1	38300000	157	-1.1134
chr1	38350000	329	-0.381789
chr1	38400000	403	-0.0628491
chr1	38450000	246	-0.12906
chr1	38500000	159	-0.685634
chr1	38550000	244	-0.696684
chr1	38600000	230	-0.215091
chr1	38650000	202	-0.52516
chr1	38700000	198	-0.350953
chr1	38750000	151	-0.996735
chr1	38800000	191	-0.507615
chr1	38850000	198	-0.211559
chr1	38900000	195	-0.520802
chr1	38950000	188	-0.536133
chr1	39000000	202	-0.23322
chr1	39050000	163	-1.07169
chr1	39100000	182	-0.566689
chr1	39150000	299	-0.354506
chr1	39200000	201	-0.459236
chr1	39250000	265	-0.4699
chr1	39300000	218	-0.0830604
chr1	39350000	289	-0.0131417
chr1	39400000	306	0.139232
chr1	39450000	174	-0.572266
chr1	39500000	187	0.23541
chr1	39550000	208	-0.645025
chr1	39600000	258	-0.793876
chr1	39650000	244	-0.683813
chr1	39700000	252	-0.400781
chr1	39750000	282	-0.223728
chr1	39800000	132	-0.577009
chr1	39850000	194	-0.226191
chr1	39900000	483	-0.591453
chr1	39950000	203	-0.826867
chr1	40000000	269	-0.0174578
chr1	40050000	240	-0.641984
chr1	40100000	234	-0.472587
chr1	40150000	189	-0.511597
chr1	40200000	199	-0.730477
chr1	40250000	267	-0.82982
chr1	40300000	363	0.3769
chr1	40350000	197	-0.402223
chr1	40400000	94	-0.656322
chr1	40450000	103	-0.621411
chr1	40500000	119	-0.744789
chr1	40550000	134	-0.432756
chr1	40600000	155	0.0473304
chr1	40650000	145	0.0356091
chr1	40700000	161	-0.344253
chr1	40750000	207	-0.968058
chr1	40800000	255	-0.589157
chr1	40850000	229	-0.702826
chr1	40900000	198	-0.669342
chr1	40950000	261	-0.138057
chr1	41000000	229	-0.582186
chr1	41050000	180	-0.745638
chr1	41100000	187	-0.312806
chr1	41150000	155	-0.285886
chr1	41200000	266	-0.1869
chr1	41250000	202	0.00437044
chr1	41300000	116	0.125918
chr1	41350000	112	0.03741
chr1	41400000	159	0.424957
chr1	41450000	308	-0.135077
chr1	41500000	212	0.430337
chr1	41550000	149	-0.745774
chr1	41600000	224	-1.17169
chr1	41650000	136	-0.986919
chr1	41700000	204	-0.842689
chr1	41750000	178	-0.067644
chr1	41800000	222	-0.29454
chr1	41850000	139	-0.746991
chr1	41900000	172	-0.495416
chr1	41950000	191	-0.308975
chr1	42000000	212	-0.0581006
chr1	42050000	245	-0.14765
chr1	42100000	216	-0.458939
chr1	42150000	264	-0.299212
chr1	42200000	310	-0.525554
chr1	42250000	228	-0.115333
chr1	42300000	285	-0.650094
chr1	42350000	246	-0.212046
chr1	42400000	167	0.152963
chr1	42450000	149	-0.275363
chr1	42500000	198	-0.262248
chr1	42550000	128	-0.337025
chr1	42600000	168	-0.450007
chr1	42650000	304	-0.787783
chr1	42700000	289	-0.0936302
chr1	42750000	222	-0.383613
chr1	42800000	319	-0.412367
chr1	42850000	131	-0.416987
chr1	42900000	93	0.00221516
chr1	42950000	196	-0.178799
chr1	43000000	244	-0.978564
chr1	43050000	229	-0.667182
chr1	43100000	190	-0.414707
chr1	43150000	159	-0.80772
chr1	43200000	175	-0.164193
chr1	43250000	127	-0.635059
chr1	43300000	200	-0.935287
chr1	43350000	243	-0.0663858
chr1	43400000	195	-0.688056
chr1	43450000	185	-1.15525
chr1	43500000	338	-0.706853
chr1	43550000	207	-0.46184
chr1	43600000	246	-0.280989
chr1	43650000	132	-1.44594
chr1	43700000	144	-0.166368
chr1	43750000	165	-0.369438
chr1	43800000	297	-0.259695
chr1	43850000	94	-0.729156
