pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
HCU	chr1	1700001	1750000	0.0075202987278016	15354	5196	690930	0
HCU	chr1	1750001	1800000	0.0090812410412909	16821	6874	756945	0
HCU	chr1	1800001	1850000	0.0092521476930079	15624	6505	703080	0
HCU	chr1	1850001	1900000	0.0094528895234362	11907	5065	535815	0
HCU	chr1	1900001	1950000	0.0088940016083763	20863	8350	938835	0
HCU	chr1	1950001	2000000	0.003750137626317	23211	3917	1044495	0
HCU	chr1	2000001	2050000	0.0060104628681906	27356	7399	1231020	0
HCU	chr1	2050001	2100000	0.0044680162029294	20929	4208	941805	0
HCU	chr1	2100001	2150000	0.004636689707594	28066	5856	1262970	0
HCU	chr1	2150001	2200000	0.0044534636101716	22175	4444	997875	0
HCU	chr1	2200001	2250000	0.006241365699625	18016	5060	810720	0
HCU	chr1	2250001	2300000	0.004725261977495	25861	5499	1163745	0
HCU	chr1	2300001	2350000	0.0043847277809541	17490	3451	787050	0
HCU	chr1	2350001	2400000	0.0060882153928464	14122	3869	635490	0
HCU	chr1	2400001	2450000	0.0055235657922798	19798	4921	890910	0
HCU	chr1	2450001	2500000	0.0047821580820524	22728	4891	1022760	0
HCU	chr1	2500001	2550000	0.0053364919252126	17448	4190	785160	0
HCU	chr1	2550001	2600000	0.0052126434330077	23443	5499	1054935	0
HCU	chr1	2600001	2650000	0.0047959080320064	17552	3788	789840	0
HCU	chr1	2650001	2700000	0.0040281905022144	19518	3538	878310	0
HCU	chr1	2700001	2750000	0.0050842616395315	28786	6586	1295370	0
HCU	chr1	2750001	2800000	0.0056773981911054	18968	4846	853560	0
HCU	chr1	2800001	2850000	0.005880333429462	24273	6423	1092285	0
HCU	chr1	2850001	2900000	0.0052607237830963	26908	6370	1210860	0
HCU	chr1	2900001	2950000	0.0072385338706582	20265	6601	911925	0
HCU	chr1	2950001	3000000	0.0061229595062334	24429	6731	1099305	0
HCU	chr1	3000001	3050000	0.0057280749841454	20674	5329	930330	0
HCU	chr1	3050001	3100000	0.0053921979280109	23874	5793	1074330	0
HCU	chr1	3100001	3150000	0.0050562732161667	18037	4104	811665	0
HCU	chr1	3150001	3200000	0.0029393852678538	30286	4006	1362870	0
HCU	chr1	3200001	3250000	0.0094459582198001	11010	4680	495450	0
HCU	chr1	3250001	3300000	0.0089226701916721	9078	3645	408510	0
HCU	chr1	3300001	3350000	0.0069356725146198	1900	593	85500	0
HCU	chr1	3350001	3400000	NA	0	NA	NA	NA
HCU	chr1	3400001	3450000	0.0073225802427553	8907	2935	400815	0
HCU	chr1	3450001	3500000	0.0077792077792077	5439	1904	244755	0
HCU	chr1	3500001	3550000	0.001585059635907	21240	1515	955800	0
HCU	chr1	3550001	3600000	0.0014254656560314	18910	1213	850950	0
HCU	chr1	3600001	3650000	0.0028094741211978	29709	3756	1336905	0
HCU	chr1	3650001	3700000	0.0073196808948104	1351	445	60795	0
HCU	chr1	3700001	3750000	0.0059590316573556	179	48	8055	0
HCU	chr1	3750001	3800000	0.0010520487264673	1204	57	54180	0
HCU	chr1	3800001	3850000	0.0034090909090909	704	108	31680	0
HCU	chr1	3850001	3900000	NA	0	NA	NA	NA
HCU	chr1	3900001	3950000	0.006663284288855	657	197	29565	0
HCU	chr1	3950001	4000000	0.0009132420091324	438	18	19710	0
HCU	chr1	4000001	4050000	0.0040675436141431	2382	436	107190	0
HCU	chr1	4050001	4100000	0.0021965579710144	5888	582	264960	0
HCU	chr1	4100001	4150000	0.0015016274286627	16693	1128	751185	0
HCU	chr1	4150001	4200000	0.0064118246687054	6540	1887	294300	0
HCU	chr1	4200001	4250000	0.0017976725744913	26763	2165	1204335	0
HCU	chr1	4250001	4300000	0.0031360696759936	34190	4825	1538550	0
HCU	chr1	4300001	4350000	0.0044111555212216	29773	5910	1339785	0
HCU	chr1	4350001	4400000	0.0130470039346022	38914	22847	1751130	0
HCU	chr1	4400001	4450000	0.0049133202828774	18901	4179	850545	0
HCU	chr1	4450001	4500000	0.0097059428336417	8105	3540	364725	0
HCU	chr1	4500001	4550000	0.0058771089632753	26797	7087	1205865	0
HCU	chr1	4550001	4600000	0.0078756187925264	39077	13849	1758465	0
HCU	chr1	4600001	4650000	0.0064313302793496	38347	11098	1725615	0
HCU	chr1	4650001	4700000	0.0058279502944457	17132	4493	770940	0
HCU	chr1	4700001	4750000	0.0055261719917932	32331	8040	1454895	0
HCU	chr1	4750001	4800000	0.0033823068201008	27634	4206	1243530	0
HCU	chr1	4800001	4850000	0.004871913406716	26679	5849	1200555	0
HCU	chr1	4850001	4900000	0.0051805123163471	24412	5691	1098540	0
HCU	chr1	4900001	4950000	0.0048503117078851	29194	6372	1313730	0
HCU	chr1	4950001	5000000	0.0040146789264821	29763	5377	1339335	0
HCU	chr1	5000001	5050000	0.0042160398420058	31056	5892	1397520	0
HCU	chr1	5050001	5100000	0.0038022380838541	29281	5010	1317645	0
HCU	chr1	5100001	5150000	0.0063744356142016	20007	5739	900315	0
HCU	chr1	5150001	5200000	0.0073113355319742	19507	6418	877815	0
HCU	chr1	5200001	5250000	0.0066190862035156	30031	8945	1351395	0
HCU	chr1	5250001	5300000	0.0045713715022425	24476	5035	1101420	0
HCU	chr1	5300001	5350000	0.0063441706978662	29630	8459	1333350	0
HCU	chr1	5350001	5400000	0.0066329499172	22343	6669	1005435	0
HCU	chr1	5400001	5450000	0.0059435010726008	21495	5749	967275	0
HCU	chr1	5450001	5500000	0.0052639280861294	21260	5036	956700	0
HCU	chr1	5500001	5550000	0.0048601752763465	25230	5518	1135350	0
HCU	chr1	5550001	5600000	0.0083707285903077	7651	2882	344295	0
HCU	chr1	5600001	5650000	0.0044081441244284	25589	5076	1151505	0
HCU	chr1	5650001	5700000	0.0059944571800047	29227	7884	1315215	0
HCU	chr1	5700001	5750000	0.0056606097490291	30672	7813	1380240	0
HCU	chr1	5750001	5800000	0.0062582366026715	21078	5936	948510	0
HCU	chr1	5800001	5850000	0.0060822016045896	24790	6785	1115550	0
HCU	chr1	5850001	5900000	0.0048739928056286	31537	6917	1419165	0
HCU	chr1	5900001	5950000	0.0065589106595291	19241	5679	865845	0
HCU	chr1	5950001	6000000	0.0061488013814915	22906	6338	1030770	0
HCU	chr1	6000001	6050000	0.006855298236929	21547	6647	969615	0
HCU	chr1	6050001	6100000	0.0063709502065666	13286	3809	597870	0
HCU	chr1	6100001	6150000	0.0064851458243783	22489	6563	1012005	0
HCU	chr1	6150001	6200000	0.007260813507833	25164	8222	1132380	0
HCU	chr1	6200001	6250000	0.0061556785335599	22949	6357	1032705	0
HCU	chr1	6250001	6300000	0.0048716589595023	18237	3998	820665	0
HCU	chr1	6300001	6350000	0.0078500190108508	22794	8052	1025730	0
HCU	chr1	6350001	6400000	0.0057030579770305	20075	5152	903375	0
HCU	chr1	6400001	6450000	0.005419590201542	19858	4843	893610	0
HCU	chr1	6450001	6500000	0.004403932612025	22490	4457	1012050	0
HCU	chr1	6500001	6550000	0.0045030501177992	24571	4979	1105695	0
HCU	chr1	6550001	6600000	0.0043416849150148	23442	4580	1054890	0
HCU	chr1	6600001	6650000	0.0046375470417669	36020	7517	1620900	0
HCU	chr1	6650001	6700000	0.0040372727705775	30323	5509	1364535	0
HCU	chr1	6700001	6750000	0.0032030156165858	30950	4461	1392750	0
HCU	chr1	6750001	6800000	0.0048368510431829	29312	6380	1319040	0
HCU	chr1	6800001	6850000	0.0043697304961149	27899	5486	1255455	0
HCU	chr1	6850001	6900000	0.0050305352097765	33586	7603	1511370	0
HCU	chr1	6900001	6950000	0.0055244382707751	22317	5548	1004265	0
HCU	chr1	6950001	7000000	0.0039121033841202	33145	5835	1491525	0
HCU	chr1	7000001	7050000	0.0048824348913908	31264	6869	1406880	0
HCU	chr1	7050001	7100000	0.0037811320754716	26500	4509	1192500	0
HCU	chr1	7100001	7150000	0.0045874125874125	25025	5166	1126125	0
HCU	chr1	7150001	7200000	0.0050520582555436	21461	4879	965745	0
HCU	chr1	7200001	7250000	0.0048385818142816	23827	5188	1072215	0
HCU	chr1	7250001	7300000	0.0060697413410591	17028	4651	766260	0
HCU	chr1	7300001	7350000	0.0042575285565939	6420	1230	288900	0
HCU	chr1	7350001	7400000	0.0071054981502742	29614	9469	1332630	0
HCU	chr1	7400001	7450000	0.0077478979918004	25584	8920	1151280	0
HCU	chr1	7450001	7500000	0.0079203054704926	23512	8380	1058040	0
HCU	chr1	7500001	7550000	0.0080995054110964	20421	7443	918945	0
HCU	chr1	7550001	7600000	0.0081856616673851	29382	10823	1322190	0
HCU	chr1	7600001	7650000	0.0065275079673434	17502	5141	787590	0
HCU	chr1	7650001	7700000	0.006991709233974	23949	7535	1077705	0
HCU	chr1	7700001	7750000	0.0064497424878065	19546	5673	879570	0
HCU	chr1	7750001	7800000	0.0051047638948747	25523	5863	1148535	0
HCU	chr1	7800001	7850000	0.0076810131591965	28075	9704	1263375	0
HCU	chr1	7850001	7900000	0.0045882528769989	26764	5526	1204380	0
HCU	chr1	7900001	7950000	0.0036049208033643	28270	4586	1272150	0
HCU	chr1	7950001	8000000	0.0052053595219062	23352	5470	1050840	0
HCU	chr1	8000001	8050000	0.0064344941956882	26465	7663	1190925	0
HCU	chr1	8050001	8100000	0.0055888455344977	28704	7219	1291680	0
HCU	chr1	8100001	8150000	0.0047211102215105	24980	5307	1124100	0
HCU	chr1	8150001	8200000	0.0024820674466064	27495	3071	1237275	0
HCU	chr1	8200001	8250000	0.0042453484180461	24042	4593	1081890	0
HCU	chr1	8250001	8300000	0.0045294357159906	23741	4839	1068345	0
HCU	chr1	8300001	8350000	0.0044479258906069	29362	5877	1321290	0
HCU	chr1	8350001	8400000	0.0043500706097181	26043	5098	1171935	0
HCU	chr1	8400001	8450000	0.0071098979658152	25645	8205	1154025	0
HCU	chr1	8450001	8500000	0.0047676622930753	22331	4791	1004895	0
HCU	chr1	8500001	8550000	0.0053681046526396	23621	5706	1062945	0
HCU	chr1	8550001	8600000	0.0039701902438374	25003	4467	1125135	0
HCU	chr1	8600001	8650000	0.0050045695209178	29422	6626	1323990	0
HCU	chr1	8650001	8700000	0.0044760400210637	27852	5610	1253340	0
HCU	chr1	8700001	8750000	0.0049631998375716	21890	4889	985050	0
HCU	chr1	8750001	8800000	0.0050458119550063	31639	7184	1423755	0
HCU	chr1	8800001	8850000	0.003504984274215	25012	3945	1125540	0
HCU	chr1	8850001	8900000	0.0040953918858508	24358	4489	1096110	0
HCU	chr1	8900001	8950000	0.0079389721165705	25766	9205	1159470	0
HCU	chr1	8950001	9000000	0.007012653384712	24394	7698	1097730	0
HCU	chr1	9000001	9050000	0.0067617524674163	25848	7865	1163160	0
HCU	chr1	9050001	9100000	0.0045244789257031	28099	5721	1264455	0
HCU	chr1	9100001	9150000	0.0053384936724413	21704	5214	976680	0
HCU	chr1	9150001	9200000	0.0062435310041329	30702	8626	1381590	0
HCU	chr1	9200001	9250000	0.0062937980138654	23720	6718	1067400	0
HCU	chr1	9250001	9300000	0.0052787066489048	24522	5825	1103490	0
HCU	chr1	9300001	9350000	0.0054135154456861	23624	5755	1063080	0
HCU	chr1	9350001	9400000	0.0051196881091617	28500	6566	1282500	0
HCU	chr1	9400001	9450000	0.003571130258229	34586	5558	1556370	0
HCU	chr1	9450001	9500000	0.0055805878219172	24191	6075	1088595	0
HCU	chr1	9500001	9550000	0.004815273193986	19392	4202	872640	0
HCU	chr1	9550001	9600000	0.0050238526462824	28159	6366	1267155	0
HCU	chr1	9600001	9650000	0.003252693446958	23782	3481	1070190	0
HCU	chr1	9650001	9700000	0.0039467468503662	27049	4804	1217205	0
HCU	chr1	9700001	9750000	0.0034904542717862	28605	4493	1287225	0
HCU	chr1	9750001	9800000	0.0042632904851107	30962	5940	1393290	0
HCU	chr1	9800001	9850000	0.003935734912087	29897	5295	1345365	0
HCU	chr1	9850001	9900000	0.0045160085326412	33909	6891	1525905	0
HCU	chr1	9900001	9950000	0.0042372519033759	33785	6442	1520325	0
HCU	chr1	9950001	10000000	0.0045678821855337	32405	6661	1458225	0
HCU	chr1	10000001	10050000	0.0038634961317575	32774	5698	1474830	0
HCU	chr1	10050001	10100000	0.0036720315670239	26779	4425	1205055	0
HCU	chr1	10100001	10150000	0.0035828034132289	30665	4944	1379925	0
HCU	chr1	10150001	10200000	0.0024668054143878	27548	3058	1239660	0
HCU	chr1	10200001	10250000	0.0039943741209564	28045	5041	1262025	0
HCU	chr1	10250001	10300000	0.0032789982392104	29406	4339	1323270	0
HCU	chr1	10300001	10350000	0.0037644572953736	35968	6093	1618560	0
HCU	chr1	10350001	10400000	0.0032087686087545	28526	4119	1283670	0
HCU	chr1	10400001	10450000	0.0025550074387283	28380	3263	1277100	0
HCU	chr1	10450001	10500000	0.0035385704175513	34383	5475	1547235	0
HCU	chr1	10500001	10550000	0.004794112367618	30950	6677	1392750	0
HCU	chr1	10550001	10600000	0.0037569853018704	26345	4454	1185525	0
HCU	chr1	10600001	10650000	0.0039623638862459	26275	4685	1182375	0
HCU	chr1	10650001	10700000	0.0033371545026111	28787	4323	1295415	0
HCU	chr1	10700001	10750000	0.0034421004429573	24507	3796	1102815	0
HCU	chr1	10750001	10800000	0.0039251102851783	28789	5085	1295505	0
HCU	chr1	10800001	10850000	0.0040940013699268	30983	5708	1394235	0
HCU	chr1	10850001	10900000	0.0046231310061097	36190	7529	1628550	0
HCU	chr1	10900001	10950000	0.003643566061702	25805	4231	1161225	0
HCU	chr1	10950001	11000000	0.0033729694606887	34200	5191	1539000	0
HCU	chr1	11000001	11050000	0.0033309175654744	31276	4688	1407420	0
HCU	chr1	11050001	11100000	0.0032346277052894	38397	5589	1727865	0
HCU	chr1	11100001	11150000	0.0044172795558092	29777	5919	1339965	0
HCU	chr1	11150001	11200000	0.0039109885388251	33359	5871	1501155	0
HCU	chr1	11200001	11250000	0.0045222126303207	30118	6129	1355310	0
HCU	chr1	11250001	11300000	0.0030649942370807	32873	4534	1479285	0
HCU	chr1	11300001	11350000	0.0037270489764765	38869	6519	1749105	0
HCU	chr1	11350001	11400000	0.0038854937674172	36163	6323	1627335	0
HCU	chr1	11400001	11450000	0.003514069657066	34882	5516	1569690	0
HCU	chr1	11450001	11500000	0.0048251944511266	33256	7221	1496520	0
HCU	chr1	11500001	11550000	0.0045365896751133	32702	6676	1471590	0
HCU	chr1	11550001	11600000	0.00386756146433	31441	5472	1414845	0
HCU	chr1	11600001	11650000	0.0033807961435139	31393	4776	1412685	0
HCU	chr1	11650001	11700000	0.0046476444277887	32021	6697	1440945	0
HCU	chr1	11700001	11750000	0.0033324713386777	25780	3866	1160100	0
HCU	chr1	11750001	11800000	0.0035663229115512	30545	4902	1374525	0
HCU	chr1	11800001	11850000	0.0043039655682754	27778	5380	1250010	0
HCU	chr1	11850001	11900000	0.0041891108566258	31436	5926	1414620	0
HCU	chr1	11900001	11950000	0.0033155431421158	30791	4594	1385595	0
HCU	chr1	11950001	12000000	0.0038282255095978	30487	5252	1371915	0
HCU	chr1	12000001	12050000	0.0042816478770542	31696	6107	1426320	0
HCU	chr1	12050001	12100000	0.0043727208853535	34949	6877	1572705	0
HCU	chr1	12100001	12150000	0.0036489622644341	37009	6077	1665405	0
HCU	chr1	12150001	12200000	0.0029825693996126	30980	4158	1394100	0
HCU	chr1	12200001	12250000	0.004415020496779	31116	6182	1400220	0
HCU	chr1	12250001	12300000	0.003999587139392	34448	6200	1550160	0
HCU	chr1	12300001	12350000	0.0042174284754663	29112	5525	1310040	0
HCU	chr1	12350001	12400000	0.0042991428879903	31903	6172	1435635	0
HCU	chr1	12400001	12450000	0.0032832481152691	31879	4710	1434555	0
HCU	chr1	12450001	12500000	0.0029708265564786	30332	4055	1364940	0
HCU	chr1	12500001	12550000	0.0039709129184637	34624	6187	1558080	0
HCU	chr1	12550001	12600000	0.0027069403137238	31606	3850	1422270	0
HCU	chr1	12600001	12650000	0.0030804715844085	36322	5035	1634490	0
HCU	chr1	12650001	12700000	0.0048445458526354	19284	4204	867780	0
HCU	chr1	12700001	12750000	0.0053107333379808	33471	7999	1506195	0
HCU	chr1	12750001	12800000	0.0039365716728942	29885	5294	1344825	0
HCU	chr1	12800001	12850000	0.0040131882624464	33700	6086	1516500	0
HCU	chr1	12850001	12900000	0.0040522063393412	32180	5868	1448100	0
HCU	chr1	12900001	12950000	0.0054276256670163	34003	8305	1530135	0
HCU	chr1	12950001	13000000	0.0093112338858195	27150	11376	1221750	0
HCU	chr1	13000001	13050000	0.0042066637311023	30280	5732	1362600	0
HCU	chr1	13050001	13100000	0.0035915450305856	33022	5337	1485990	0
HCU	chr1	13100001	13150000	0.0016521257767486	28502	2119	1282590	0
HCU	chr1	13150001	13200000	0.0035154587058322	33408	5285	1503360	0
HCU	chr1	13200001	13250000	0.0036700620060555	34459	5691	1550655	0
HCU	chr1	13250001	13300000	0.0038179217553952	28276	4858	1272420	0
HCU	chr1	13300001	13350000	0.005907816689035	34523	9178	1553535	0
HCU	chr1	13350001	13400000	0.0062594419711493	24933	7023	1121985	0
HCU	chr1	13400001	13450000	0.0055258957565083	18169	4518	817605	0
HCU	chr1	13450001	13500000	0.0052483076271091	29889	7059	1345005	0
HCU	chr1	13500001	13550000	0.0036146157957903	33051	5376	1487295	0
HCU	chr1	13550001	13600000	0.0042127615201585	35163	6666	1582335	0
HCU	chr1	13600001	13650000	0.0026681733173908	25369	3046	1141605	0
HCU	chr1	13650001	13700000	0.0053440608027999	21461	5161	965745	0
HCU	chr1	13700001	13750000	0.0056156577752085	24218	6120	1089810	0
HCU	chr1	13750001	13800000	0.0051334514393126	26718	6172	1202310	0
HCU	chr1	13800001	13850000	0.0025107206492919	26066	2945	1172970	0
HCU	chr1	13850001	13900000	0.0017699750480191	37138	2958	1671210	0
HCU	chr1	13900001	13950000	0.0036962082244146	31624	5260	1423080	0
HCU	chr1	13950001	14000000	0.002233743149163	33755	3393	1518975	0
HCU	chr1	14000001	14050000	0.0033363957793925	39910	5992	1795950	0
HCU	chr1	14050001	14100000	0.003074659483085	30811	4263	1386495	0
HCU	chr1	14100001	14150000	0.0036265215781148	32103	5239	1444635	0
HCU	chr1	14150001	14200000	0.003326363627684	34913	5226	1571085	0
HCU	chr1	14200001	14250000	0.0041430875794667	29275	5458	1317375	0
HCU	chr1	14250001	14300000	0.0025199757944006	35988	4081	1619460	0
HCU	chr1	14300001	14350000	0.003066843841521	33614	4639	1512630	0
HCU	chr1	14350001	14400000	0.0031711703839628	30518	4355	1373310	0
HCU	chr1	14400001	14450000	0.0042632733024192	34001	6523	1530045	0
HCU	chr1	14450001	14500000	0.0042939172749391	34250	6618	1541250	0
HCU	chr1	14500001	14550000	0.0066243248056033	33694	10044	1516230	0
HCU	chr1	14550001	14600000	0.0024115812981156	31146	3380	1401570	0
HCU	chr1	14600001	14650000	0.0025345530006505	30573	3487	1375785	0
HCU	chr1	14650001	14700000	0.0031920515132817	35115	5044	1580175	0
HCU	chr1	14700001	14750000	0.0038746438746438	34320	5984	1544400	0
HCU	chr1	14750001	14800000	0.0026690658269605	35568	4272	1600560	0
HCU	chr1	14800001	14850000	0.0020409901586927	33916	3115	1526220	0
HCU	chr1	14850001	14900000	0.0023597978304387	25699	2729	1156455	0
HCU	chr1	14900001	14950000	0.0032345458750454	33630	4895	1513350	0
HCU	chr1	14950001	15000000	0.0022349533912568	33339	3353	1500255	0
HCU	chr1	15000001	15050000	0.0023813630457529	38652	4142	1739340	0
HCU	chr1	15050001	15100000	0.0023891362279987	34815	3743	1566675	0
HCU	chr1	15100001	15150000	0.0020090319592403	34544	3123	1554480	0
HCU	chr1	15150001	15200000	0.0038980183740882	34747	6095	1563615	0
HCU	chr1	15200001	15250000	0.0055685874553799	29415	7371	1323675	0
HCU	chr1	15250001	15300000	0.0024656206457866	33014	3663	1485630	0
HCU	chr1	15300001	15350000	0.0043879627099085	29272	5780	1317240	0
HCU	chr1	15350001	15400000	0.0033367654349235	34964	5250	1573380	0
HCU	chr1	15400001	15450000	0.0027918771854081	28567	3589	1285515	0
HCU	chr1	15450001	15500000	0.003129647219104	23162	3262	1042290	0
HCU	chr1	15500001	15550000	0.0033573883474235	36629	5534	1648305	0
HCU	chr1	15550001	15600000	0.004759398040473	34827	7459	1567215	0
HCU	chr1	15600001	15650000	0.0036770534994416	32937	5450	1482165	0
HCU	chr1	15650001	15700000	0.0055866557436737	29296	7365	1318320	0
HCU	chr1	15700001	15750000	0.0043837393155964	33239	6557	1495755	0
HCU	chr1	15750001	15800000	0.0028852946644357	35860	4656	1613700	0
HCU	chr1	15800001	15850000	0.0042113657270052	35391	6707	1592595	0
HCU	chr1	15850001	15900000	0.0024890234670704	33025	3699	1486125	0
HCU	chr1	15900001	15950000	0.0011265707601676	35289	1789	1588005	0
HCU	chr1	15950001	16000000	0.0032751289242739	33159	4887	1492155	0
HCU	chr1	16000001	16050000	0.0023442265795206	33150	3497	1491750	0
HCU	chr1	16050001	16100000	0.0048277205817651	35356	7681	1591020	0
HCU	chr1	16100001	16150000	0.003361998046172	34576	5231	1555920	0
HCU	chr1	16150001	16200000	0.0038802866163764	29385	5131	1322325	0
HCU	chr1	16200001	16250000	0.0035785467217014	34564	5566	1555380	0
HCU	chr1	16250001	16300000	0.0035856830178962	37972	6127	1708740	0
HCU	chr1	16300001	16350000	0.0045967225784636	36804	7613	1656180	0
HCU	chr1	16350001	16400000	0.0030799352385255	26559	3681	1195155	0
HCU	chr1	16400001	16450000	0.0033958015035345	23781	3634	1070145	0
HCU	chr1	16450001	16500000	0.003787181691019	32965	5618	1483425	0
HCU	chr1	16500001	16550000	0.0035802148623422	26963	4344	1213335	0
HCU	chr1	16550001	16600000	0.0033635514082441	32578	4931	1466010	0
HCU	chr1	16600001	16650000	0.0034213663906446	34015	5237	1530675	0
HCU	chr1	16650001	16700000	0.0030346034674424	28186	3849	1268370	0
HCU	chr1	16700001	16750000	0.0052597048920578	35904	8498	1615680	0
HCU	chr1	16750001	16800000	0.0047580664859187	27294	5844	1228230	0
HCU	chr1	16800001	16850000	0.0037372191540798	30058	5055	1352610	0
HCU	chr1	16850001	16900000	0.0033537043443015	31799	4799	1430955	0
HCU	chr1	16900001	16950000	0.0033810529306548	34414	5236	1548630	0
HCU	chr1	16950001	17000000	0.0030706872197997	32566	4500	1465470	0
HCU	chr1	17000001	17050000	0.0031732354007235	32494	4640	1462230	0
HCU	chr1	17050001	17100000	0.0023123676030963	33674	3504	1515330	0
HCU	chr1	17100001	17150000	0.0027733657365215	38405	4793	1728225	0
HCU	chr1	17150001	17200000	0.0026782622551948	36259	4370	1631655	0
HCU	chr1	17200001	17250000	0.0037805239879387	32206	5479	1449270	0
HCU	chr1	17250001	17300000	0.0035026020161982	34311	5408	1543995	0
HCU	chr1	17300001	17350000	0.0027909426013691	29118	3657	1310310	0
HCU	chr1	17350001	17400000	0.0027760212066047	34790	4346	1565550	0
HCU	chr1	17400001	17450000	0.002943396226415	34450	4563	1550250	0
HCU	chr1	17450001	17500000	0.0049877930135653	30265	6793	1361925	0
HCU	chr1	17500001	17550000	0.0055544327674481	39584	9894	1781280	0
HCU	chr1	17550001	17600000	0.0037120016133657	35261	5890	1586745	0
HCU	chr1	17600001	17650000	0.0035085221011802	32771	5174	1474695	0
HCU	chr1	17650001	17700000	0.0025484651010287	27110	3109	1219950	0
HCU	chr1	17700001	17750000	0.0041750764817142	17506	3289	787770	0
HCU	chr1	17750001	17800000	0.0029247103538855	30286	3986	1362870	0
HCU	chr1	17800001	17850000	0.0036005064893953	35100	5687	1579500	0
HCU	chr1	17850001	17900000	0.0040062114224625	28478	5134	1281510	0
HCU	chr1	17900001	17950000	0.0038471192376632	37627	6514	1693215	0
HCU	chr1	17950001	18000000	0.0029775015856055	35563	4765	1600335	0
HCU	chr1	18000001	18050000	0.0034770389966054	30997	4850	1394865	0
HCU	chr1	18050001	18100000	0.0025136336941018	39730	4494	1787850	0
HCU	chr1	18100001	18150000	0.0014640760454079	30812	2030	1386540	0
HCU	chr1	18150001	18200000	0.0012862861317774	32393	1875	1457685	0
HCU	chr1	18200001	18250000	0.0023814320987654	28125	3014	1265625	0
HCU	chr1	18250001	18300000	0.0029642527030803	31014	4137	1395630	0
HCU	chr1	18300001	18350000	0.0020888769830639	37330	3509	1679850	0
HCU	chr1	18350001	18400000	0.004387639872703	32470	6411	1461150	0
HCU	chr1	18400001	18450000	0.0037395998820046	31263	5261	1406835	0
HCU	chr1	18450001	18500000	0.0049467434436256	33517	7461	1508265	0
HCU	chr1	18500001	18550000	0.0046509912402028	30125	6305	1355625	0
HCU	chr1	18550001	18600000	0.0048289334923845	32135	6983	1446075	0
HCU	chr1	18600001	18650000	0.0050741372367891	37528	8569	1688760	0
HCU	chr1	18650001	18700000	0.0029325614970292	32016	4225	1440720	0
HCU	chr1	18700001	18750000	0.0032965959276194	34116	5061	1535220	0
HCU	chr1	18750001	18800000	0.0026804664180682	39421	4755	1773945	0
HCU	chr1	18800001	18850000	0.0042358310371239	34961	6664	1573245	0
HCU	chr1	18850001	18900000	0.0037834311806914	31682	5394	1425690	0
HCU	chr1	18900001	18950000	0.0027575817686816	38649	4796	1739205	0
HCU	chr1	18950001	19000000	0.0030107115357453	24387	3304	1097415	0
