pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
HEL	HMA	chr1	4200001	4250000	0.6873000639795266	144
HEL	HMA	chr1	4250001	4300000	0.6573477527228102	332
HEL	HMA	chr1	4300001	4350000	0.3316522574447645	317
HEL	HMA	chr1	4350001	4400000	0.4537874505370265	610
HEL	HMA	chr1	4400001	4450000	0.4937316105922988	390
HEL	HMA	chr1	4450001	4500000	0.4699074074074074	231
HEL	HMA	chr1	4500001	4550000	0.5276455510801904	255
HEL	HMA	chr1	4550001	4600000	0.3477935303514376	539
HEL	HMA	chr1	4600001	4650000	0.3521739130434782	448
HEL	HMA	chr1	4650001	4700000	0.4354395604395603	100
HEL	HMA	chr1	4700001	4750000	0.5994318181818182	279
HEL	HMA	chr1	4750001	4800000	0.6907676220937384	346
HEL	HMA	chr1	4800001	4850000	0.5380577427821521	303
HEL	HMA	chr1	4850001	4900000	0.5460413080895009	366
HEL	HMA	chr1	4900001	4950000	0.4687070151306739	492
HEL	HMA	chr1	4950001	5000000	0.6359937673130195	260
HEL	HMA	chr1	5000001	5050000	0.464491204997534	406
HEL	HMA	chr1	5050001	5100000	0.5855282411472051	376
HEL	HMA	chr1	5100001	5150000	0.4582133861101115	348
HEL	HMA	chr1	5150001	5200000	0.3625060945880058	398
HEL	HMA	chr1	5200001	5250000	0.5121754988199957	517
HEL	HMA	chr1	5250001	5300000	0.4378285805321013	355
HEL	HMA	chr1	5300001	5350000	0.5264401097226455	519
HEL	HMA	chr1	5350001	5400000	0.4431058604072749	389
HEL	HMA	chr1	5400001	5450000	0.4857498616491421	536
HEL	HMA	chr1	5450001	5500000	0.5730140956395732	410
HEL	HMA	chr1	5500001	5550000	0.5147953364592573	436
HEL	HMA	chr1	5550001	5600000	0.4283936964335084	218
HEL	HMA	chr1	5600001	5650000	0.4189892397248191	351
HEL	HMA	chr1	5650001	5700000	0.5060950694633615	405
HEL	HMA	chr1	5700001	5750000	0.4128945182724252	483
HEL	HMA	chr1	5750001	5800000	0.4514979905005479	333
HEL	HMA	chr1	5800001	5850000	0.50079640891978	413
HEL	HMA	chr1	5850001	5900000	0.4497374091031509	443
HEL	HMA	chr1	5900001	5950000	0.3788187372708756	344
HEL	HMA	chr1	5950001	6000000	0.4899665551839464	399
HEL	HMA	chr1	6000001	6050000	0.4219960504329332	409
HEL	HMA	chr1	6050001	6100000	0.5	291
HEL	HMA	chr1	6100001	6150000	0.539908125179443	389
HEL	HMA	chr1	6150001	6200000	0.5415640755070934	474
HEL	HMA	chr1	6200001	6250000	0.4353940923259611	419
HEL	HMA	chr1	6250001	6300000	0.4210851387305206	328
HEL	HMA	chr1	6300001	6350000	0.4186973717785148	489
HEL	HMA	chr1	6350001	6400000	0.5770423991726991	252
HEL	HMA	chr1	6400001	6450000	0.4949160035366932	345
HEL	HMA	chr1	6450001	6500000	0.5788493377483444	211
HEL	HMA	chr1	6500001	6550000	0.4387718023255813	408
HEL	HMA	chr1	6550001	6600000	0.4683050068902158	379
HEL	HMA	chr1	6600001	6650000	0.4795362392295995	466
HEL	HMA	chr1	6650001	6700000	0.5226032735775525	362
HEL	HMA	chr1	6700001	6750000	0.592327150084317	317
HEL	HMA	chr1	6750001	6800000	0.4660982541615915	455
HEL	HMA	chr1	6800001	6850000	0.4565304487179486	386
HEL	HMA	chr1	6850001	6900000	0.5497012493210212	505
HEL	HMA	chr1	6900001	6950000	0.5683973637678829	348
HEL	HMA	chr1	6950001	7000000	0.564808596373405	396
HEL	HMA	chr1	7000001	7050000	0.5530353569046029	410
HEL	HMA	chr1	7050001	7100000	0.5389948859166009	292
HEL	HMA	chr1	7100001	7150000	0.4943985849056603	306
HEL	HMA	chr1	7150001	7200000	0.4598615496720911	242
HEL	HMA	chr1	7200001	7250000	0.501627728839525	306
HEL	HMA	chr1	7250001	7300000	0.5524222381122631	303
HEL	HMA	chr1	7300001	7350000	0.6438470066518847	88
HEL	HMA	chr1	7350001	7400000	0.5058944253531882	570
HEL	HMA	chr1	7400001	7450000	0.4864943133951137	546
HEL	HMA	chr1	7450001	7500000	0.4621436635619531	466
HEL	HMA	chr1	7500001	7550000	0.4963685015290519	446
HEL	HMA	chr1	7550001	7600000	0.5612926064529179	520
HEL	HMA	chr1	7600001	7650000	0.5708347617415153	316
HEL	HMA	chr1	7650001	7700000	0.5120143961045834	518
HEL	HMA	chr1	7700001	7750000	0.3954823889739662	420
HEL	HMA	chr1	7750001	7800000	0.5511955855303494	469
HEL	HMA	chr1	7800001	7850000	0.5635319644369178	492
HEL	HMA	chr1	7850001	7900000	0.4552741415291215	338
HEL	HMA	chr1	7900001	7950000	0.4715607163944105	316
HEL	HMA	chr1	7950001	8000000	0.4505971769815418	280
HEL	HMA	chr1	8000001	8050000	0.5336167476421835	407
HEL	HMA	chr1	8050001	8100000	0.4762060924063547	440
HEL	HMA	chr1	8100001	8150000	0.4810013046314416	359
HEL	HMA	chr1	8150001	8200000	0.5433993164340644	383
HEL	HMA	chr1	8200001	8250000	0.4387707948243992	339
HEL	HMA	chr1	8250001	8300000	0.5270514302224791	395
HEL	HMA	chr1	8300001	8350000	0.5636156081361561	385
HEL	HMA	chr1	8350001	8400000	0.7085420144685587	321
HEL	HMA	chr1	8400001	8450000	0.5862686936101841	415
HEL	HMA	chr1	8450001	8500000	0.469141797633763	352
HEL	HMA	chr1	8500001	8550000	0.4221416042098548	377
HEL	HMA	chr1	8550001	8600000	0.4790878122634367	334
HEL	HMA	chr1	8600001	8650000	0.5244397388388918	332
HEL	HMA	chr1	8650001	8700000	0.559115523465704	308
HEL	HMA	chr1	8700001	8750000	0.4940849263553744	379
HEL	HMA	chr1	8750001	8800000	0.4794447410571276	432
HEL	HMA	chr1	8800001	8850000	0.5160905840286054	277
HEL	HMA	chr1	8850001	8900000	0.4253162737205289	229
HEL	HMA	chr1	8900001	8950000	0.5396945283652232	474
HEL	HMA	chr1	8950001	9000000	0.4672007255139056	493
HEL	HMA	chr1	9000001	9050000	0.6015246989985371	494
HEL	HMA	chr1	9050001	9100000	0.4584837545126353	404
HEL	HMA	chr1	9100001	9150000	0.4801100738470112	429
HEL	HMA	chr1	9150001	9200000	0.4709555791210085	507
HEL	HMA	chr1	9200001	9250000	0.5457201942096744	325
HEL	HMA	chr1	9250001	9300000	0.4377707092582565	467
HEL	HMA	chr1	9300001	9350000	0.3616220072934833	412
HEL	HMA	chr1	9350001	9400000	0.4270584487975792	394
HEL	HMA	chr1	9400001	9450000	0.3870913942628418	426
HEL	HMA	chr1	9450001	9500000	0.286788840262582	397
HEL	HMA	chr1	9500001	9550000	0.4978632478632478	263
HEL	HMA	chr1	9550001	9600000	0.5261403508771928	419
HEL	HMA	chr1	9600001	9650000	0.5121297739672642	297
HEL	HMA	chr1	9650001	9700000	0.5112528521053723	292
HEL	HMA	chr1	9700001	9750000	0.4891629297458892	407
HEL	HMA	chr1	9750001	9800000	0.4824133411010776	437
HEL	HMA	chr1	9800001	9850000	0.5866661334186529	342
HEL	HMA	chr1	9850001	9900000	0.5361495275914007	472
HEL	HMA	chr1	9900001	9950000	0.4830651989839118	375
HEL	HMA	chr1	9950001	10000000	0.4909336419753085	416
HEL	HMA	chr1	10000001	10050000	0.5094425368612401	298
HEL	HMA	chr1	10050001	10100000	0.5617411101474413	248
HEL	HMA	chr1	10100001	10150000	0.6003330557868441	385
HEL	HMA	chr1	10150001	10200000	0.6117021276595744	209
HEL	HMA	chr1	10200001	10250000	0.5698661443029709	316
HEL	HMA	chr1	10250001	10300000	0.4874887791741472	275
HEL	HMA	chr1	10300001	10350000	0.6449916327994263	399
HEL	HMA	chr1	10350001	10400000	0.6735615984082242	292
HEL	HMA	chr1	10400001	10450000	0.711670480549199	286
HEL	HMA	chr1	10450001	10500000	0.6025587248322147	316
HEL	HMA	chr1	10500001	10550000	0.6599238793346489	359
HEL	HMA	chr1	10550001	10600000	0.6136900436046512	270
HEL	HMA	chr1	10600001	10650000	0.5733565520243796	365
HEL	HMA	chr1	10650001	10700000	0.5666956018518519	305
HEL	HMA	chr1	10700001	10750000	0.5164937483373236	241
HEL	HMA	chr1	10750001	10800000	0.6796695315337126	410
HEL	HMA	chr1	10800001	10850000	0.6277750965250966	315
HEL	HMA	chr1	10850001	10900000	0.4782102880140862	466
HEL	HMA	chr1	10900001	10950000	0.536624203821656	175
HEL	HMA	chr1	10950001	11000000	0.525643000154012	373
HEL	HMA	chr1	11000001	11050000	0.5551677166695046	339
HEL	HMA	chr1	11050001	11100000	0.6073244750656166	335
HEL	HMA	chr1	11100001	11150000	0.5538433647570703	390
HEL	HMA	chr1	11150001	11200000	0.6043547530536377	322
HEL	HMA	chr1	11200001	11250000	0.5115808823529412	383
HEL	HMA	chr1	11250001	11300000	0.462085308056872	383
HEL	HMA	chr1	11300001	11350000	0.41841164453524	385
HEL	HMA	chr1	11350001	11400000	0.5294279050624228	418
HEL	HMA	chr1	11400001	11450000	0.5484024043024359	347
HEL	HMA	chr1	11450001	11500000	0.4723908644116796	437
HEL	HMA	chr1	11500001	11550000	0.661288215312255	365
HEL	HMA	chr1	11550001	11600000	0.7003315930577113	336
HEL	HMA	chr1	11600001	11650000	0.5576923076923076	364
HEL	HMA	chr1	11650001	11700000	0.4899879048514984	462
HEL	HMA	chr1	11700001	11750000	0.5812476826103078	270
HEL	HMA	chr1	11750001	11800000	0.4448228882833786	352
HEL	HMA	chr1	11800001	11850000	0.3980992608236536	324
HEL	HMA	chr1	11850001	11900000	0.4371268656716418	438
HEL	HMA	chr1	11900001	11950000	0.5484760051880674	255
HEL	HMA	chr1	11950001	12000000	0.5768167079916078	291
HEL	HMA	chr1	12000001	12050000	0.4645513138324243	395
HEL	HMA	chr1	12050001	12100000	0.3848955034832171	437
HEL	HMA	chr1	12100001	12150000	0.4849915274751876	466
HEL	HMA	chr1	12150001	12200000	0.5144927536231882	346
HEL	HMA	chr1	12200001	12250000	0.3809016848731715	370
HEL	HMA	chr1	12250001	12300000	0.4987205264119904	349
HEL	HMA	chr1	12300001	12350000	0.5436448876320881	399
HEL	HMA	chr1	12350001	12400000	0.5727923627684963	323
HEL	HMA	chr1	12400001	12450000	0.5805523998863957	366
HEL	HMA	chr1	12450001	12500000	0.6130527817403708	331
HEL	HMA	chr1	12500001	12550000	0.5768270830666837	441
HEL	HMA	chr1	12550001	12600000	0.5984661495063468	323
HEL	HMA	chr1	12600001	12650000	0.5214323748668797	424
HEL	HMA	chr1	12650001	12700000	0.4943137254901961	371
HEL	HMA	chr1	12700001	12750000	0.4574215584114854	466
HEL	HMA	chr1	12750001	12800000	0.6016148689823277	340
HEL	HMA	chr1	12800001	12850000	0.537199124726477	368
HEL	HMA	chr1	12850001	12900000	0.584949712643678	377
HEL	HMA	chr1	12900001	12950000	0.5994401885680611	469
HEL	HMA	chr1	12950001	13000000	0.5823834196891192	544
HEL	HMA	chr1	13000001	13050000	0.5073733174980206	315
HEL	HMA	chr1	13050001	13100000	0.5473531844499586	336
HEL	HMA	chr1	13100001	13150000	0.6544196668457818	201
HEL	HMA	chr1	13150001	13200000	0.7193985599322321	328
HEL	HMA	chr1	13200001	13250000	0.5041242428147956	470
HEL	HMA	chr1	13250001	13300000	0.4570124398073835	313
HEL	HMA	chr1	13300001	13350000	0.5715356928614277	426
HEL	HMA	chr1	13350001	13400000	0.6412096360840595	347
HEL	HMA	chr1	13400001	13450000	0.4309090909090909	319
HEL	HMA	chr1	13450001	13500000	0.5069095477386933	440
HEL	HMA	chr1	13500001	13550000	0.5989816890881913	296
HEL	HMA	chr1	13550001	13600000	0.6062011995020934	457
HEL	HMA	chr1	13600001	13650000	0.6353627900103442	349
HEL	HMA	chr1	13650001	13700000	0.4756728092270978	423
HEL	HMA	chr1	13700001	13750000	0.5785090392037375	254
HEL	HMA	chr1	13750001	13800000	0.6691176470588235	266
HEL	HMA	chr1	13800001	13850000	0.5561097256857854	239
HEL	HMA	chr1	13850001	13900000	0.5397369925671812	469
HEL	HMA	chr1	13900001	13950000	0.6258053382420616	429
HEL	HMA	chr1	13950001	14000000	0.729665690160262	271
HEL	HMA	chr1	14000001	14050000	0.642522849906398	470
HEL	HMA	chr1	14050001	14100000	0.417624166048925	347
HEL	HMA	chr1	14100001	14150000	0.4516742770167427	412
HEL	HMA	chr1	14150001	14200000	0.6562933972983208	391
HEL	HMA	chr1	14200001	14250000	0.4706278026905829	343
HEL	HMA	chr1	14250001	14300000	0.5678448646325741	241
HEL	HMA	chr1	14300001	14350000	0.6064980336074365	298
HEL	HMA	chr1	14350001	14400000	0.5587412587412587	215
HEL	HMA	chr1	14400001	14450000	0.46557222156608	555
HEL	HMA	chr1	14450001	14500000	0.4791994131824374	584
HEL	HMA	chr1	14500001	14550000	0.748250756429652	439
HEL	HMA	chr1	14550001	14600000	0.7077387486278813	220
HEL	HMA	chr1	14600001	14650000	0.6667639213071023	302
HEL	HMA	chr1	14650001	14700000	0.6616690751445086	367
HEL	HMA	chr1	14700001	14750000	0.5579599131877951	433
HEL	HMA	chr1	14750001	14800000	0.6283460803059273	286
HEL	HMA	chr1	14800001	14850000	0.62217659137577	282
HEL	HMA	chr1	14850001	14900000	0.4165384615384614	222
HEL	HMA	chr1	14900001	14950000	0.5744233035864623	338
HEL	HMA	chr1	14950001	15000000	0.6687034561772007	265
HEL	HMA	chr1	15000001	15050000	0.5560053289608526	277
HEL	HMA	chr1	15050001	15100000	0.6695373522932104	253
HEL	HMA	chr1	15100001	15150000	0.6647191252144081	238
HEL	HMA	chr1	15150001	15200000	0.6041666666666666	377
HEL	HMA	chr1	15200001	15250000	0.5941586748038361	323
HEL	HMA	chr1	15250001	15300000	0.51696675900277	359
HEL	HMA	chr1	15300001	15350000	0.4057301293900184	396
HEL	HMA	chr1	15350001	15400000	0.6646058732612055	488
HEL	HMA	chr1	15400001	15450000	0.6986280252813318	293
HEL	HMA	chr1	15450001	15500000	0.7901200873362445	192
HEL	HMA	chr1	15500001	15550000	0.7146516393442622	341
HEL	HMA	chr1	15550001	15600000	0.5969554556599919	407
HEL	HMA	chr1	15600001	15650000	0.44508547008547	374
HEL	HMA	chr1	15650001	15700000	0.5401238634866253	456
HEL	HMA	chr1	15700001	15750000	0.5238095238095238	454
HEL	HMA	chr1	15750001	15800000	0.6898602719033232	264
HEL	HMA	chr1	15800001	15850000	0.5694460406849787	490
HEL	HMA	chr1	15850001	15900000	0.6534902894833271	302
HEL	HMA	chr1	15900001	15950000	0.6702889602370954	209
HEL	HMA	chr1	15950001	16000000	0.5928385792665319	380
HEL	HMA	chr1	16000001	16050000	0.641125718981101	315
HEL	HMA	chr1	16050001	16100000	0.4076583932070541	407
HEL	HMA	chr1	16100001	16150000	0.433252984389348	309
HEL	HMA	chr1	16150001	16200000	0.6006699576868829	342
HEL	HMA	chr1	16200001	16250000	0.5641143911439114	362
HEL	HMA	chr1	16250001	16300000	0.6295900939368061	429
HEL	HMA	chr1	16300001	16350000	0.5993589743589743	394
HEL	HMA	chr1	16350001	16400000	0.5865943649373881	259
HEL	HMA	chr1	16400001	16450000	0.6034603899525732	300
HEL	HMA	chr1	16450001	16500000	0.5919406970207981	366
HEL	HMA	chr1	16500001	16550000	0.5571759259259259	320
HEL	HMA	chr1	16550001	16600000	0.5021755230512868	298
HEL	HMA	chr1	16600001	16650000	0.5391540130151843	677
HEL	HMA	chr1	16650001	16700000	0.728286045165026	419
HEL	HMA	chr1	16700001	16750000	0.55119536996971	471
HEL	HMA	chr1	16750001	16800000	0.5483095533498759	351
HEL	HMA	chr1	16800001	16850000	0.5365680713128039	278
HEL	HMA	chr1	16850001	16900000	0.5419505198996055	315
HEL	HMA	chr1	16900001	16950000	0.6037603233175187	300
HEL	HMA	chr1	16950001	17000000	0.5430999798833233	295
HEL	HMA	chr1	17000001	17050000	0.6511107130060909	269
HEL	HMA	chr1	17050001	17100000	0.6673424253593807	273
HEL	HMA	chr1	17100001	17150000	0.5552797287478808	245
HEL	HMA	chr1	17150001	17200000	0.6116404308202154	311
HEL	HMA	chr1	17200001	17250000	0.427741381999688	369
HEL	HMA	chr1	17250001	17300000	0.5985643624080106	431
HEL	HMA	chr1	17300001	17350000	0.5588649485987888	407
HEL	HMA	chr1	17350001	17400000	0.6294748572224542	363
HEL	HMA	chr1	17400001	17450000	0.6395502645502645	313
HEL	HMA	chr1	17450001	17500000	0.6081728029180439	418
HEL	HMA	chr1	17500001	17550000	0.4786312849162011	568
HEL	HMA	chr1	17550001	17600000	0.477770404777704	463
HEL	HMA	chr1	17600001	17650000	0.5655763484824657	367
HEL	HMA	chr1	17650001	17700000	0.4716050234612199	386
HEL	HMA	chr1	17700001	17750000	0.4937026304057066	253
HEL	HMA	chr1	17750001	17800000	0.6434169278996864	297
HEL	HMA	chr1	17800001	17850000	0.5924343843579354	299
HEL	HMA	chr1	17850001	17900000	0.6244579805905429	247
HEL	HMA	chr1	17900001	17950000	0.6407807308970099	388
HEL	HMA	chr1	17950001	18000000	0.7156700721153846	310
HEL	HMA	chr1	18000001	18050000	0.5656887755102041	331
HEL	HMA	chr1	18050001	18100000	0.5721028645833333	418
HEL	HMA	chr1	18100001	18150000	0.6456945156330086	204
HEL	HMA	chr1	18150001	18200000	0.5831274703557312	333
HEL	HMA	chr1	18200001	18250000	0.5808070600916195	415
HEL	HMA	chr1	18250001	18300000	0.7047311095983662	411
HEL	HMA	chr1	18300001	18350000	0.5853960396039604	283
HEL	HMA	chr1	18350001	18400000	0.4950015867978419	461
HEL	HMA	chr1	18400001	18450000	0.6756266750748857	303
HEL	HMA	chr1	18450001	18500000	0.5794247287522604	500
HEL	HMA	chr1	18500001	18550000	0.5439146403242148	450
HEL	HMA	chr1	18550001	18600000	0.574220623501199	535
HEL	HMA	chr1	18600001	18650000	0.6285726547077504	547
HEL	HMA	chr1	18650001	18700000	0.7450703254274682	305
HEL	HMA	chr1	18700001	18750000	0.7292483078019237	242
HEL	HMA	chr1	18750001	18800000	0.5026557218734911	365
HEL	HMA	chr1	18800001	18850000	0.5932246888233029	422
HEL	HMA	chr1	18850001	18900000	0.5240875281093236	339
HEL	HMA	chr1	18900001	18950000	0.6033840422229121	333
HEL	HMA	chr1	18950001	19000000	0.5247582963156519	212
HEL	HMA	chr1	19000001	19050000	0.5092233009708738	160
HEL	HMA	chr1	19050001	19100000	0.5812447786131996	210
HEL	HMA	chr1	19100001	19150000	0.5461992136304062	324
HEL	HMA	chr1	19150001	19200000	0.6149930183849196	465
HEL	HMA	chr1	19200001	19250000	0.600292161998791	267
HEL	HMA	chr1	19250001	19300000	0.5341823056300268	225
HEL	HMA	chr1	19300001	19350000	0.6762521424490573	272
HEL	HMA	chr1	19350001	19400000	0.6708463949843259	262
HEL	HMA	chr1	19400001	19450000	0.638046298144083	258
HEL	HMA	chr1	19450001	19500000	0.6498069498069499	311
HEL	HMA	chr1	19500001	19550000	0.5773075287111867	395
HEL	HMA	chr1	19550001	19600000	0.6012715712988193	310
HEL	HMA	chr1	19600001	19650000	0.5131316234065427	367
HEL	HMA	chr1	19650001	19700000	0.718817136357892	376
HEL	HMA	chr1	19700001	19750000	0.7132087840052441	290
HEL	HMA	chr1	19750001	19800000	0.6161104489471593	261
HEL	HMA	chr1	19800001	19850000	0.7385931558935361	237
HEL	HMA	chr1	19850001	19900000	0.6238696032672112	358
HEL	HMA	chr1	19900001	19950000	0.5124800547070891	238
HEL	HMA	chr1	19950001	20000000	0.5753599416803353	312
HEL	HMA	chr1	20000001	20050000	0.5244642857142857	410
HEL	HMA	chr1	20050001	20100000	0.6716702089975203	294
HEL	HMA	chr1	20100001	20150000	0.5526488138553339	403
HEL	HMA	chr1	20150001	20200000	0.6886348629910861	292
HEL	HMA	chr1	20200001	20250000	0.5848912304554724	324
HEL	HMA	chr1	20250001	20300000	0.5432289922999665	331
HEL	HMA	chr1	20300001	20350000	0.614152087302962	293
HEL	HMA	chr1	20350001	20400000	0.6168945132089415	307
HEL	HMA	chr1	20400001	20450000	0.4364940094396707	552
HEL	HMA	chr1	20450001	20500000	0.7616525423728814	314
HEL	HMA	chr1	20500001	20550000	0.6066369359916054	534
HEL	HMA	chr1	20550001	20600000	0.5553816338700059	365
HEL	HMA	chr1	20600001	20650000	0.7282608695652173	263
HEL	HMA	chr1	20650001	20700000	0.7176966292134831	283
HEL	HMA	chr1	20700001	20750000	0.6079465541490857	301
HEL	HMA	chr1	20750001	20800000	0.4784541723666209	237
HEL	HMA	chr1	20800001	20850000	0.6031560217269151	277
HEL	HMA	chr1	20850001	20900000	0.4861855088807441	471
HEL	HMA	chr1	20900001	20950000	0.5976653696498055	347
HEL	HMA	chr1	20950001	21000000	0.6702621518296012	458
HEL	HMA	chr1	21000001	21050000	0.5546125461254611	413
HEL	HMA	chr1	21050001	21100000	0.5837800171526586	305
HEL	HMA	chr1	21100001	21150000	0.6490825688073394	276
HEL	HMA	chr1	21150001	21200000	0.7676342919153554	395
HEL	HMA	chr1	21200001	21250000	0.7052556818181818	270
HEL	HMA	chr1	21250001	21300000	0.7238495500084904	271
HEL	HMA	chr1	21300001	21350000	0.6378007238662975	245
HEL	HMA	chr1	21350001	21400000	0.7034425549564496	234
HEL	HMA	chr1	21400001	21450000	0.7606232294617563	220
HEL	HMA	chr1	21450001	21500000	0.7483279921972968	306
HEL	HMA	chr1	21500001	21550000	0.8337729420815474	320
HEL	HMA	chr1	21550001	21600000	0.5778508771929823	477
HEL	HMA	chr1	21600001	21650000	0.6307072515666965	335
HEL	HMA	chr1	21650001	21700000	0.6897121283624351	416
HEL	HMA	chr1	21700001	21750000	0.6090545529122231	313
HEL	HMA	chr1	21750001	21800000	0.7480083131278142	279
HEL	HMA	chr1	21800001	21850000	0.6632653061224489	147
HEL	HMA	chr1	21850001	21900000	0.7317499819663853	584
HEL	HMA	chr1	21900001	21950000	0.7529636854741897	264
HEL	HMA	chr1	21950001	22000000	0.5635597885928209	447
HEL	HMA	chr1	22000001	22050000	0.7404390934844193	288
HEL	HMA	chr1	22050001	22100000	0.7073514344262295	200
HEL	HMA	chr1	22100001	22150000	0.8396782841823056	355
HEL	HMA	chr1	22150001	22200000	0.4307761127264593	306
HEL	HMA	chr1	22200001	22250000	0.489879203395364	189
HEL	HMA	chr1	22250001	22300000	0.734923434273916	504
HEL	HMA	chr1	22300001	22350000	0.8312395309882746	339
HEL	HMA	chr1	22350001	22400000	0.7193425482899166	284
HEL	HMA	chr1	22400001	22450000	0.7247474747474747	222
HEL	HMA	chr1	22450001	22500000	0.7338944054250424	192
HEL	HMA	chr1	22500001	22550000	0.6257652680304614	344
HEL	HMA	chr1	22550001	22600000	0.7221349256232977	438
HEL	HMA	chr1	22600001	22650000	0.8236318407960199	372
HEL	HMA	chr1	22650001	22700000	0.7637762001352264	241
HEL	HMA	chr1	22700001	22750000	0.6767730496453901	349
