pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
HCU	HMA	chr1	3050001	3100000	0.0067086156824782	5165	4158	619800	0
HCU	HMA	chr1	3100001	3150000	0.0059902873735856	6658	4786	798960	0
HCU	HMA	chr1	3150001	3200000	0.0049441738328622	16629	9866	1995480	0
HCU	HMA	chr1	3200001	3250000	0.0071747160080841	4783	4118	573960	0
HCU	HMA	chr1	3250001	3300000	0.0094891354600092	1442	1642	173040	0
HCU	HMA	chr1	3300001	3350000	0.0142123287671232	292	498	35040	0
HCU	HMA	chr1	3350001	3400000	NA	0	NA	NA	NA
HCU	HMA	chr1	3400001	3450000	0.0084330484330484	5850	5920	702000	0
HCU	HMA	chr1	3450001	3500000	0.0073335665150985	2859	2516	343080	0
HCU	HMA	chr1	3500001	3550000	0.003786180056187	12933	5876	1551960	0
HCU	HMA	chr1	3550001	3600000	0.002992637772233	10821	3886	1298520	0
HCU	HMA	chr1	3600001	3650000	0.0043263813593554	15679	8140	1881480	0
HCU	HMA	chr1	3650001	3700000	0.0018181818181818	55	12	6600	0
HCU	HMA	chr1	3700001	3750000	NA	0	NA	NA	NA
HCU	HMA	chr1	3750001	3800000	0.0070297951582867	716	604	85920	0
HCU	HMA	chr1	3800001	3850000	0.0118181818181818	220	312	26400	0
HCU	HMA	chr1	3850001	3900000	NA	0	NA	NA	NA
HCU	HMA	chr1	3900001	3950000	0.0094580777096114	326	370	39120	0
HCU	HMA	chr1	3950001	4000000	NA	0	NA	NA	NA
HCU	HMA	chr1	4000001	4050000	0.0056006179992275	863	580	103560	0
HCU	HMA	chr1	4050001	4100000	0.0045654742722096	3103	1700	372360	0
HCU	HMA	chr1	4100001	4150000	0.0049173098125689	9070	5352	1088400	0
HCU	HMA	chr1	4150001	4200000	0.0110011206574523	2677	3534	321240	0
HCU	HMA	chr1	4200001	4250000	0.0065897400250243	14386	11376	1726320	0
HCU	HMA	chr1	4250001	4300000	0.005601457383022	23238	15620	2788560	0
HCU	HMA	chr1	4300001	4350000	0.0065901241482311	17855	14120	2142600	0
HCU	HMA	chr1	4350001	4400000	0.0154144597261168	22467	41558	2696040	0
HCU	HMA	chr1	4400001	4450000	0.0073430146564474	12395	10922	1487400	0
HCU	HMA	chr1	4450001	4500000	0.0111806424697538	3995	5360	479400	0
HCU	HMA	chr1	4500001	4550000	0.0109478514164926	12931	16988	1551720	0
HCU	HMA	chr1	4550001	4600000	0.0109344187692774	19777	25950	2373240	0
HCU	HMA	chr1	4600001	4650000	0.0115654870556831	16983	23570	2037960	0
HCU	HMA	chr1	4650001	4700000	0.007723227103072	8127	7532	975240	0
HCU	HMA	chr1	4700001	4750000	0.0071252284330903	17693	15128	2123160	0
HCU	HMA	chr1	4750001	4800000	0.0069199209520127	15518	12886	1862160	0
HCU	HMA	chr1	4800001	4850000	0.0058677445774219	12617	8884	1514040	0
HCU	HMA	chr1	4850001	4900000	0.0074846508516686	13953	12532	1674360	0
HCU	HMA	chr1	4900001	4950000	0.0073785839672323	17090	15132	2050800	0
HCU	HMA	chr1	4950001	5000000	0.0061876165405286	12156	9026	1458720	0
HCU	HMA	chr1	5000001	5050000	0.0056120048922758	17715	11930	2125800	0
HCU	HMA	chr1	5050001	5100000	0.0052204419310922	15915	9970	1909800	0
HCU	HMA	chr1	5100001	5150000	0.0074170357532575	10386	9244	1246320	0
HCU	HMA	chr1	5150001	5200000	0.009500079101408	10535	12010	1264200	0
HCU	HMA	chr1	5200001	5250000	0.0083682488664409	17423	17496	2090760	0
HCU	HMA	chr1	5250001	5300000	0.006992710205712	13352	11204	1602240	0
HCU	HMA	chr1	5300001	5350000	0.0077449888641425	17960	16692	2155200	0
HCU	HMA	chr1	5350001	5400000	0.0082274582274582	12987	12822	1558440	0
HCU	HMA	chr1	5400001	5450000	0.0096216101470041	12562	14504	1507440	0
HCU	HMA	chr1	5450001	5500000	0.0086691915582868	13994	14558	1679280	0
HCU	HMA	chr1	5500001	5550000	0.0075938142867276	14097	12846	1691640	0
HCU	HMA	chr1	5550001	5600000	0.0086575534525061	2853	2964	342360	0
HCU	HMA	chr1	5600001	5650000	0.00580206590722	12553	8740	1506360	0
HCU	HMA	chr1	5650001	5700000	0.0071241405126386	16919	14464	2030280	0
HCU	HMA	chr1	5700001	5750000	0.0064292519784557	17143	13226	2057160	0
HCU	HMA	chr1	5750001	5800000	0.0068480660332085	10419	8562	1250280	0
HCU	HMA	chr1	5800001	5850000	0.0070113331858298	13559	11408	1627080	0
HCU	HMA	chr1	5850001	5900000	0.0064692450695118	16496	12806	1979520	0
HCU	HMA	chr1	5900001	5950000	0.0070706517772425	9134	7750	1096080	0
HCU	HMA	chr1	5950001	6000000	0.0063957863054928	12404	9520	1488480	0
HCU	HMA	chr1	6000001	6050000	0.0071034573766165	12630	10766	1515600	0
HCU	HMA	chr1	6050001	6100000	0.0070681839208067	7206	6112	864720	0
HCU	HMA	chr1	6100001	6150000	0.0089679644656194	13433	14456	1611960	0
HCU	HMA	chr1	6150001	6200000	0.0078451558625575	15056	14174	1806720	0
HCU	HMA	chr1	6200001	6250000	0.0069103209725825	13106	10868	1572720	0
HCU	HMA	chr1	6250001	6300000	0.0071655170406589	11453	9848	1374360	0
HCU	HMA	chr1	6300001	6350000	0.0075243125419181	11928	10770	1431360	0
HCU	HMA	chr1	6350001	6400000	0.0059731320084378	9007	6456	1080840	0
HCU	HMA	chr1	6400001	6450000	0.007694263198034	11801	10896	1416120	0
HCU	HMA	chr1	6450001	6500000	0.0060240787820344	11407	8246	1368840	0
HCU	HMA	chr1	6500001	6550000	0.0059546951779253	12346	8822	1481520	0
HCU	HMA	chr1	6550001	6600000	0.0077374531258026	12978	12050	1557360	0
HCU	HMA	chr1	6600001	6650000	0.0057655843611041	19865	13744	2383800	0
HCU	HMA	chr1	6650001	6700000	0.0057574069489147	16156	11162	1938720	0
HCU	HMA	chr1	6700001	6750000	0.0048727742515306	17803	10410	2136360	0
HCU	HMA	chr1	6750001	6800000	0.0061110133192513	17043	12498	2045160	0
HCU	HMA	chr1	6800001	6850000	0.0058378411231994	16453	11526	1974360	0
HCU	HMA	chr1	6850001	6900000	0.0059264730018053	20310	14444	2437200	0
HCU	HMA	chr1	6900001	6950000	0.0070257517594369	12504	10542	1500480	0
HCU	HMA	chr1	6950001	7000000	0.0052517725246343	20263	12770	2431560	0
HCU	HMA	chr1	7000001	7050000	0.0056908393542056	18685	12760	2242200	0
HCU	HMA	chr1	7050001	7100000	0.0056098489656047	15758	10608	1890960	0
HCU	HMA	chr1	7100001	7150000	0.0066535321538025	12943	10334	1553160	0
HCU	HMA	chr1	7150001	7200000	0.0062547063253012	10624	7974	1274880	0
HCU	HMA	chr1	7200001	7250000	0.0073449803149606	12192	10746	1463040	0
HCU	HMA	chr1	7250001	7300000	0.0074398680861741	9299	8302	1115880	0
HCU	HMA	chr1	7300001	7350000	0.0057511737089201	3266	2254	391920	0
HCU	HMA	chr1	7350001	7400000	0.0101319297420214	17004	20674	2040480	0
HCU	HMA	chr1	7400001	7450000	0.0112228548892011	13523	18212	1622760	0
HCU	HMA	chr1	7450001	7500000	0.007895783611774	14246	13498	1709520	0
HCU	HMA	chr1	7500001	7550000	0.0089922346352587	11547	12460	1385640	0
HCU	HMA	chr1	7550001	7600000	0.0088111807672398	17387	18384	2086440	0
HCU	HMA	chr1	7600001	7650000	0.0099459642012833	8883	10602	1065960	0
HCU	HMA	chr1	7650001	7700000	0.0084279709236164	14353	14516	1722360	0
HCU	HMA	chr1	7700001	7750000	0.0090838649223339	9249	10082	1109880	0
HCU	HMA	chr1	7750001	7800000	0.0076326359463276	15104	13834	1812480	0
HCU	HMA	chr1	7800001	7850000	0.0093953297267684	14603	16464	1752360	0
HCU	HMA	chr1	7850001	7900000	0.006388132001211	14313	10972	1717560	0
HCU	HMA	chr1	7900001	7950000	0.0048258997165054	15403	8920	1848360	0
HCU	HMA	chr1	7950001	8000000	0.0056722042762651	13002	8850	1560240	0
HCU	HMA	chr1	8000001	8050000	0.0068770521707406	16446	13572	1973520	0
HCU	HMA	chr1	8050001	8100000	0.006364610737601	17105	13064	2052600	0
HCU	HMA	chr1	8100001	8150000	0.0069496046489473	13996	11672	1679520	0
HCU	HMA	chr1	8150001	8200000	0.0066085101041797	15934	12636	1912080	0
HCU	HMA	chr1	8200001	8250000	0.0067400234741784	11360	9188	1363200	0
HCU	HMA	chr1	8250001	8300000	0.006072425391827	13973	10182	1676760	0
HCU	HMA	chr1	8300001	8350000	0.0064125614287426	16686	12840	2002320	0
HCU	HMA	chr1	8350001	8400000	0.0067510399774377	14183	11490	1701960	0
HCU	HMA	chr1	8400001	8450000	0.0090977351058591	13540	14782	1624800	0
HCU	HMA	chr1	8450001	8500000	0.0058435617900434	13117	9198	1574040	0
HCU	HMA	chr1	8500001	8550000	0.0072391288926722	14097	12246	1691640	0
HCU	HMA	chr1	8550001	8600000	0.0064435093088497	13070	10106	1568400	0
HCU	HMA	chr1	8600001	8650000	0.0065069744449459	15509	12110	1861080	0
HCU	HMA	chr1	8650001	8700000	0.0050582955596148	14781	8972	1773720	0
HCU	HMA	chr1	8700001	8750000	0.0068312825629087	12028	9860	1443360	0
HCU	HMA	chr1	8750001	8800000	0.0059804684124103	19285	13840	2314200	0
HCU	HMA	chr1	8800001	8850000	0.0048940269749518	14705	8636	1764600	0
HCU	HMA	chr1	8850001	8900000	0.0055815735694822	11744	7866	1409280	0
HCU	HMA	chr1	8900001	8950000	0.0083450822423632	14895	14916	1787400	0
HCU	HMA	chr1	8950001	9000000	0.0083183614804168	13915	13890	1669800	0
HCU	HMA	chr1	9000001	9050000	0.0087605312009138	14006	14724	1680720	0
HCU	HMA	chr1	9050001	9100000	0.0066800348382653	16457	13192	1974840	0
HCU	HMA	chr1	9100001	9150000	0.0070546145676113	11926	10096	1431120	0
HCU	HMA	chr1	9150001	9200000	0.0065267553016152	18202	14256	2184240	0
HCU	HMA	chr1	9200001	9250000	0.0074185702199661	12608	11224	1512960	0
HCU	HMA	chr1	9250001	9300000	0.0080950412274053	14513	14098	1741560	0
HCU	HMA	chr1	9300001	9350000	0.0070195523828765	14849	12508	1781880	0
HCU	HMA	chr1	9350001	9400000	0.0061484505862646	15920	11746	1910400	0
HCU	HMA	chr1	9400001	9450000	0.0044658320550249	20209	10830	2425080	0
HCU	HMA	chr1	9450001	9500000	0.0067610619469026	14125	11460	1695000	0
HCU	HMA	chr1	9500001	9550000	0.0057188945702459	10952	7516	1314240	0
HCU	HMA	chr1	9550001	9600000	0.006224436891526	17359	12966	2083080	0
HCU	HMA	chr1	9600001	9650000	0.005264065425165	13532	8548	1623840	0
HCU	HMA	chr1	9650001	9700000	0.006027976043974	16252	11756	1950240	0
HCU	HMA	chr1	9700001	9750000	0.0059883314844488	16226	11660	1947120	0
HCU	HMA	chr1	9750001	9800000	0.0062577253181525	19147	14378	2297640	0
HCU	HMA	chr1	9800001	9850000	0.0064137465006274	17265	13288	2071800	0
HCU	HMA	chr1	9850001	9900000	0.0065728378400089	20747	16364	2489640	0
HCU	HMA	chr1	9900001	9950000	0.004823965733389	19144	11082	2297280	0
HCU	HMA	chr1	9950001	10000000	0.0056172937503307	18897	12738	2267640	0
HCU	HMA	chr1	10000001	10050000	0.0048249325113824	16546	9580	1985520	0
HCU	HMA	chr1	10050001	10100000	0.0042446658615136	13248	6748	1589760	0
HCU	HMA	chr1	10100001	10150000	0.0071368791983261	15135	12962	1816200	0
HCU	HMA	chr1	10150001	10200000	0.0043331479863372	12589	6546	1510680	0
HCU	HMA	chr1	10200001	10250000	0.0068115112033789	13969	11418	1676280	0
HCU	HMA	chr1	10250001	10300000	0.0055471325776718	13851	9220	1662120	0
HCU	HMA	chr1	10300001	10350000	0.0054022761984529	20297	13158	2435640	0
HCU	HMA	chr1	10350001	10400000	0.0061999136685246	17761	13214	2131320	0
HCU	HMA	chr1	10400001	10450000	0.0052027912714935	17292	10796	2075040	0
HCU	HMA	chr1	10450001	10500000	0.0053322353183385	19429	12432	2331480	0
HCU	HMA	chr1	10500001	10550000	0.0067841451766953	17450	14206	2094000	0
HCU	HMA	chr1	10550001	10600000	0.0055883848011183	15738	10554	1888560	0
HCU	HMA	chr1	10600001	10650000	0.0054985124040892	14901	9832	1788120	0
HCU	HMA	chr1	10650001	10700000	0.0054112173284069	17051	11072	2046120	0
HCU	HMA	chr1	10700001	10750000	0.0039326113116726	13850	6536	1662000	0
HCU	HMA	chr1	10750001	10800000	0.0076866805469585	17771	16392	2132520	0
HCU	HMA	chr1	10800001	10850000	0.0055429194866674	18026	11990	2163120	0
HCU	HMA	chr1	10850001	10900000	0.0060685133145992	22419	16326	2690280	0
HCU	HMA	chr1	10900001	10950000	0.0050723701214784	15476	9420	1857120	0
HCU	HMA	chr1	10950001	11000000	0.0051174177600304	21036	12918	2524320	0
HCU	HMA	chr1	11000001	11050000	0.0054261559696342	17388	11322	2086560	0
HCU	HMA	chr1	11050001	11100000	0.0041249237738478	22958	11364	2754960	0
HCU	HMA	chr1	11100001	11150000	0.0061715641261095	17424	12904	2090880	0
HCU	HMA	chr1	11150001	11200000	0.0059020292235567	19482	13798	2337840	0
HCU	HMA	chr1	11200001	11250000	0.006051609119566	18188	13208	2182560	0
HCU	HMA	chr1	11250001	11300000	0.0047101449275362	17986	10166	2158320	0
HCU	HMA	chr1	11300001	11350000	0.0049254675348944	23189	13706	2782680	0
HCU	HMA	chr1	11350001	11400000	0.0053080650002143	23323	14856	2798760	0
HCU	HMA	chr1	11400001	11450000	0.0060322279308734	21410	15498	2569200	0
HCU	HMA	chr1	11450001	11500000	0.0061805964030444	18701	13870	2244120	0
HCU	HMA	chr1	11500001	11550000	0.0062056286958437	19673	14650	2360760	0
HCU	HMA	chr1	11550001	11600000	0.0058901043358966	18466	13052	2215920	0
HCU	HMA	chr1	11600001	11650000	0.005547388289956	18366	12226	2203920	0
HCU	HMA	chr1	11650001	11700000	0.0071951789703361	19249	16620	2309880	0
HCU	HMA	chr1	11700001	11750000	0.00500505220613	14845	8916	1781400	0
HCU	HMA	chr1	11750001	11800000	0.0044681942231258	18199	9758	2183880	0
HCU	HMA	chr1	11800001	11850000	0.0051748843874161	15353	9534	1842360	0
HCU	HMA	chr1	11850001	11900000	0.0069035413030831	18336	15190	2200320	0
HCU	HMA	chr1	11900001	11950000	0.004377744282063	15259	8016	1831080	0
HCU	HMA	chr1	11950001	12000000	0.0048888101006519	16923	9928	2030760	0
HCU	HMA	chr1	12000001	12050000	0.0058731953038235	16808	11846	2016960	0
HCU	HMA	chr1	12050001	12100000	0.0052491509926854	20416	12860	2449920	0
HCU	HMA	chr1	12100001	12150000	0.0059943964932893	22129	15918	2655480	0
HCU	HMA	chr1	12150001	12200000	0.004063764835014	19436	9478	2332320	0
HCU	HMA	chr1	12200001	12250000	0.0062075813666512	17288	12878	2074560	0
HCU	HMA	chr1	12250001	12300000	0.0052356528482797	18912	11882	2269440	0
HCU	HMA	chr1	12300001	12350000	0.0051658642614825	16409	10172	1969080	0
HCU	HMA	chr1	12350001	12400000	0.0057095536959553	19120	13100	2294400	0
HCU	HMA	chr1	12400001	12450000	0.0053616816014545	17967	11560	2156040	0
HCU	HMA	chr1	12450001	12500000	0.0053443177017321	16569	10626	1988280	0
HCU	HMA	chr1	12500001	12550000	0.0055497076023391	19950	13286	2394000	0
HCU	HMA	chr1	12550001	12600000	0.005251677269093	19178	12086	2301360	0
HCU	HMA	chr1	12600001	12650000	0.0053653321536533	22605	14554	2712600	0
HCU	HMA	chr1	12650001	12700000	0.0082990461941275	10694	10650	1283280	0
HCU	HMA	chr1	12700001	12750000	0.0065376023827252	20145	15804	2417400	0
HCU	HMA	chr1	12750001	12800000	0.0060365275142314	16864	12216	2023680	0
HCU	HMA	chr1	12800001	12850000	0.0060197881378717	18597	13434	2231640	0
HCU	HMA	chr1	12850001	12900000	0.0067449780651119	17324	14022	2078880	0
HCU	HMA	chr1	12900001	12950000	0.0073193250557147	20940	18392	2512800	0
HCU	HMA	chr1	12950001	13000000	0.0092227649579847	17811	19712	2137320	0
HCU	HMA	chr1	13000001	13050000	0.0051160214552238	17152	10530	2058240	0
HCU	HMA	chr1	13050001	13100000	0.0055512714587349	18155	12094	2178600	0
HCU	HMA	chr1	13100001	13150000	0.0034569222376096	15886	6590	1906320	0
HCU	HMA	chr1	13150001	13200000	0.0046338567534574	19933	11084	2391960	0
HCU	HMA	chr1	13200001	13250000	0.0062717003660586	21217	15968	2546040	0
HCU	HMA	chr1	13250001	13300000	0.0053184850441144	15490	9886	1858800	0
HCU	HMA	chr1	13300001	13350000	0.0060874262444943	20055	14650	2406600	0
HCU	HMA	chr1	13350001	13400000	0.0068912104560975	14741	12190	1768920	0
HCU	HMA	chr1	13400001	13450000	0.0082469954413593	9652	9552	1158240	0
HCU	HMA	chr1	13450001	13500000	0.0059040023149404	18431	13058	2211720	0
HCU	HMA	chr1	13500001	13550000	0.0039415719916531	17252	8160	2070240	0
HCU	HMA	chr1	13550001	13600000	0.0055758143202089	20293	13578	2435160	0
HCU	HMA	chr1	13600001	13650000	0.0072531892318701	13509	11758	1621080	0
HCU	HMA	chr1	13650001	13700000	0.0081517777597797	12347	12078	1481640	0
HCU	HMA	chr1	13700001	13750000	0.0069845239622076	15594	13070	1871280	0
HCU	HMA	chr1	13750001	13800000	0.0063449264824688	16504	12566	1980480	0
HCU	HMA	chr1	13800001	13850000	0.0039458850056369	15966	7560	1915920	0
HCU	HMA	chr1	13850001	13900000	0.0067274854755976	24499	19778	2939880	0
HCU	HMA	chr1	13900001	13950000	0.0051364738661575	19381	11946	2325720	0
HCU	HMA	chr1	13950001	14000000	0.0055285282448516	21172	14046	2540640	0
HCU	HMA	chr1	14000001	14050000	0.0057685002279288	26324	18222	3158880	0
HCU	HMA	chr1	14050001	14100000	0.0056835313272628	16583	11310	1989960	0
HCU	HMA	chr1	14100001	14150000	0.0044529061624649	19040	10174	2284800	0
HCU	HMA	chr1	14150001	14200000	0.0050980573685753	21603	13216	2592360	0
HCU	HMA	chr1	14200001	14250000	0.0053969816272965	17272	11186	2072640	0
HCU	HMA	chr1	14250001	14300000	0.00357778706671	21531	9244	2583720	0
HCU	HMA	chr1	14300001	14350000	0.0044336130949278	19183	10206	2301960	0
HCU	HMA	chr1	14350001	14400000	0.0036603557085484	17430	7656	2091600	0
HCU	HMA	chr1	14400001	14450000	0.0055525622605363	22272	14840	2672640	0
HCU	HMA	chr1	14450001	14500000	0.0048570555206975	20719	12076	2486280	0
HCU	HMA	chr1	14500001	14550000	0.0087070094859289	21119	22066	2534280	0
HCU	HMA	chr1	14550001	14600000	0.0048635905886661	14564	8500	1747680	0
HCU	HMA	chr1	14600001	14650000	0.0048694492090718	17490	10220	2098800	0
HCU	HMA	chr1	14650001	14700000	0.0049324765680778	21943	12988	2633160	0
HCU	HMA	chr1	14700001	14750000	0.0070757816130634	20801	17662	2496120	0
HCU	HMA	chr1	14750001	14800000	0.0038781036302721	21789	10140	2614680	0
HCU	HMA	chr1	14800001	14850000	0.0036546019324168	19423	8518	2330760	0
HCU	HMA	chr1	14850001	14900000	0.0038955576774428	14662	6854	1759440	0
HCU	HMA	chr1	14900001	14950000	0.0051285238403022	20113	12378	2413560	0
HCU	HMA	chr1	14950001	15000000	0.0043551006348112	20321	10620	2438520	0
HCU	HMA	chr1	15000001	15050000	0.0043665835411471	20050	10506	2406000	0
HCU	HMA	chr1	15050001	15100000	0.0041589126071884	18270	9118	2192400	0
HCU	HMA	chr1	15100001	15150000	0.003477624314265	18897	7886	2267640	0
HCU	HMA	chr1	15150001	15200000	0.0056966719199035	21574	14748	2588880	0
HCU	HMA	chr1	15200001	15250000	0.0045951286394064	16532	9116	1983840	0
HCU	HMA	chr1	15250001	15300000	0.0039989205904661	22852	10966	2742240	0
HCU	HMA	chr1	15300001	15350000	0.0065788985378163	17964	14182	2155680	0
HCU	HMA	chr1	15350001	15400000	0.0060565314826863	23055	16756	2766600	0
HCU	HMA	chr1	15400001	15450000	0.0054628441021252	16359	10724	1963080	0
HCU	HMA	chr1	15450001	15500000	0.0044259457677408	12133	6444	1455960	0
HCU	HMA	chr1	15500001	15550000	0.0042513634110064	24204	12348	2904480	0
HCU	HMA	chr1	15550001	15600000	0.0058126338672037	20854	14546	2502480	0
HCU	HMA	chr1	15600001	15650000	0.0050685187069638	19654	11954	2358480	0
HCU	HMA	chr1	15650001	15700000	0.0051937984496124	18060	11256	2167200	0
HCU	HMA	chr1	15700001	15750000	0.0055168084809596	21507	14238	2580840	0
HCU	HMA	chr1	15750001	15800000	0.0044929612337294	18848	10162	2261760	0
HCU	HMA	chr1	15800001	15850000	0.0054889402549038	20766	13678	2491920	0
HCU	HMA	chr1	15850001	15900000	0.0038490874421138	18355	8478	2202600	0
HCU	HMA	chr1	15900001	15950000	0.0038031376948311	19611	8950	2353320	0
HCU	HMA	chr1	15950001	16000000	0.0059849807258709	18332	13166	2199840	0
HCU	HMA	chr1	16000001	16050000	0.0048808089657941	18262	10696	2191440	0
HCU	HMA	chr1	16050001	16100000	0.0061219135802469	21600	15868	2592000	0
HCU	HMA	chr1	16100001	16150000	0.0045298174575741	20251	11008	2430120	0
HCU	HMA	chr1	16150001	16200000	0.0068232463665227	16903	13840	2028360	0
HCU	HMA	chr1	16200001	16250000	0.0053775906122835	21134	13638	2536080	0
HCU	HMA	chr1	16250001	16300000	0.0062902815184038	24877	18778	2985240	0
HCU	HMA	chr1	16300001	16350000	0.0053618773622158	23636	15208	2836320	0
HCU	HMA	chr1	16350001	16400000	0.0038684635178158	15286	7096	1834320	0
HCU	HMA	chr1	16400001	16450000	0.0054697134566557	13785	9048	1654200	0
HCU	HMA	chr1	16450001	16500000	0.0067612486752095	20758	16842	2490960	0
HCU	HMA	chr1	16500001	16550000	0.0053920419011882	17056	11036	2046720	0
HCU	HMA	chr1	16550001	16600000	0.0042914061203032	18071	9306	2168520	0
HCU	HMA	chr1	16600001	16650000	0.006566236673146	22636	17836	2716320	0
HCU	HMA	chr1	16650001	16700000	0.0078983103454965	17183	16286	2061960	0
HCU	HMA	chr1	16700001	16750000	0.0094775292970364	20167	22936	2420040	0
HCU	HMA	chr1	16750001	16800000	0.0060331366226602	16437	11900	1972440	0
HCU	HMA	chr1	16800001	16850000	0.0057907193737056	14647	10178	1757640	0
HCU	HMA	chr1	16850001	16900000	0.0050082015844763	19102	11480	2292240	0
HCU	HMA	chr1	16900001	16950000	0.0056119087252046	19224	12946	2306880	0
HCU	HMA	chr1	16950001	17000000	0.0048216596496983	18289	10582	2194680	0
HCU	HMA	chr1	17000001	17050000	0.0038277851753217	18775	8624	2253000	0
HCU	HMA	chr1	17050001	17100000	0.0039334955393349	19728	9312	2367360	0
HCU	HMA	chr1	17100001	17150000	0.0040925876291729	22386	10994	2686320	0
