pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
HCU	HEL	chr1	7700001	7750000	0.447551551187321	528
HCU	HEL	chr1	7750001	7800000	0.4287483829872368	637
HCU	HEL	chr1	7800001	7850000	0.4428645701200929	769
HCU	HEL	chr1	7850001	7900000	0.3843744651556367	563
HCU	HEL	chr1	7900001	7950000	0.3555003994594786	495
HCU	HEL	chr1	7950001	8000000	0.2624809006968371	463
HCU	HEL	chr1	8000001	8050000	0.3125274156945085	593
HCU	HEL	chr1	8050001	8100000	0.4045540838771037	630
HCU	HEL	chr1	8100001	8150000	0.4335220728244834	537
HCU	HEL	chr1	8150001	8200000	0.5354290060573107	481
HCU	HEL	chr1	8200001	8250000	0.3608766090763203	451
HCU	HEL	chr1	8250001	8300000	0.37461844403513	495
HCU	HEL	chr1	8300001	8350000	0.3890609191416631	586
HCU	HEL	chr1	8350001	8400000	0.2864902495191802	537
HCU	HEL	chr1	8400001	8450000	0.3971584339273744	739
HCU	HEL	chr1	8450001	8500000	0.3628707091149685	509
HCU	HEL	chr1	8500001	8550000	0.3484533137563523	542
HCU	HEL	chr1	8550001	8600000	0.4588375416271626	533
HCU	HEL	chr1	8600001	8650000	0.4433638046338124	589
HCU	HEL	chr1	8650001	8700000	0.3819582456864845	577
HCU	HEL	chr1	8700001	8750000	0.41568726435813	507
HCU	HEL	chr1	8750001	8800000	0.3572837900813277	721
HCU	HEL	chr1	8800001	8850000	0.3905159027422867	415
HCU	HEL	chr1	8850001	8900000	0.2958130986040448	488
HCU	HEL	chr1	8900001	8950000	0.3251832236947955	755
HCU	HEL	chr1	8950001	9000000	0.3161079563781256	645
HCU	HEL	chr1	9000001	9050000	0.4033521019003991	814
HCU	HEL	chr1	9050001	9100000	0.4175185392671649	606
HCU	HEL	chr1	9100001	9150000	0.3820169216044364	552
HCU	HEL	chr1	9150001	9200000	0.2763696324259692	841
HCU	HEL	chr1	9200001	9250000	0.3564949908399993	602
HCU	HEL	chr1	9250001	9300000	0.3426364333895529	680
HCU	HEL	chr1	9300001	9350000	0.4140696634755899	526
HCU	HEL	chr1	9350001	9400000	0.3660416522456409	676
HCU	HEL	chr1	9400001	9450000	0.319940772636186	553
HCU	HEL	chr1	9450001	9500000	0.2840535651065571	622
HCU	HEL	chr1	9500001	9550000	0.3162192098377634	417
HCU	HEL	chr1	9550001	9600000	0.3372055180892802	609
HCU	HEL	chr1	9600001	9650000	0.3891638471900224	446
HCU	HEL	chr1	9650001	9700000	0.4126124816977008	491
HCU	HEL	chr1	9700001	9750000	0.3951216238299825	557
HCU	HEL	chr1	9750001	9800000	0.3818738460986933	640
HCU	HEL	chr1	9800001	9850000	0.4183080389514274	578
HCU	HEL	chr1	9850001	9900000	0.4244965566001427	728
HCU	HEL	chr1	9900001	9950000	0.3643096142725267	623
HCU	HEL	chr1	9950001	10000000	0.2973745592380038	619
HCU	HEL	chr1	10000001	10050000	0.303848797326439	572
HCU	HEL	chr1	10050001	10100000	0.4326477111533895	407
HCU	HEL	chr1	10100001	10150000	0.5262570011923695	686
HCU	HEL	chr1	10150001	10200000	0.4607622052573943	404
HCU	HEL	chr1	10200001	10250000	0.487794533459001	602
HCU	HEL	chr1	10250001	10300000	0.4892561329570388	540
HCU	HEL	chr1	10300001	10350000	0.5270659876304642	690
HCU	HEL	chr1	10350001	10400000	0.5568909448003089	465
HCU	HEL	chr1	10400001	10450000	0.5852086263720931	465
HCU	HEL	chr1	10450001	10500000	0.4285245076186359	596
HCU	HEL	chr1	10500001	10550000	0.5097157990563296	656
HCU	HEL	chr1	10550001	10600000	0.4575027857855726	513
HCU	HEL	chr1	10600001	10650000	0.4320512626752321	506
HCU	HEL	chr1	10650001	10700000	0.4784938607741026	544
HCU	HEL	chr1	10700001	10750000	0.4695297812014105	467
HCU	HEL	chr1	10750001	10800000	0.4428369170271546	658
HCU	HEL	chr1	10800001	10850000	0.379658127057194	582
HCU	HEL	chr1	10850001	10900000	0.4252362001397454	813
HCU	HEL	chr1	10900001	10950000	0.3814096702058602	285
HCU	HEL	chr1	10950001	11000000	0.4956295718385947	540
HCU	HEL	chr1	11000001	11050000	0.4283529498952361	559
HCU	HEL	chr1	11050001	11100000	0.3665659730083808	598
HCU	HEL	chr1	11100001	11150000	0.3676504524604058	673
HCU	HEL	chr1	11150001	11200000	0.4495865909380965	606
HCU	HEL	chr1	11200001	11250000	0.4246969353231868	630
HCU	HEL	chr1	11250001	11300000	0.2971168011074955	440
HCU	HEL	chr1	11300001	11350000	0.3577702052885069	674
HCU	HEL	chr1	11350001	11400000	0.4132637889403004	691
HCU	HEL	chr1	11400001	11450000	0.5237247928146027	543
HCU	HEL	chr1	11450001	11500000	0.350501077177705	680
HCU	HEL	chr1	11500001	11550000	0.3641419252196842	643
HCU	HEL	chr1	11550001	11600000	0.4593385703982112	622
HCU	HEL	chr1	11600001	11650000	0.4337673885194525	545
HCU	HEL	chr1	11650001	11700000	0.3794840150987882	775
HCU	HEL	chr1	11700001	11750000	0.467661817397543	414
HCU	HEL	chr1	11750001	11800000	0.3210232183104023	555
HCU	HEL	chr1	11800001	11850000	0.3699267157081083	531
HCU	HEL	chr1	11850001	11900000	0.4949913500085056	647
HCU	HEL	chr1	11900001	11950000	0.4676268878165767	497
HCU	HEL	chr1	11950001	12000000	0.4483034067896946	529
HCU	HEL	chr1	12000001	12050000	0.3615071184641779	643
HCU	HEL	chr1	12050001	12100000	0.2449794294973642	751
HCU	HEL	chr1	12100001	12150000	0.3823958864416414	703
HCU	HEL	chr1	12150001	12200000	0.3886656248044025	479
HCU	HEL	chr1	12200001	12250000	0.3283631732597151	653
HCU	HEL	chr1	12250001	12300000	0.3508592475102006	628
HCU	HEL	chr1	12300001	12350000	0.3282550548418175	568
HCU	HEL	chr1	12350001	12400000	0.3921711777417513	593
HCU	HEL	chr1	12400001	12450000	0.477207113647377	554
HCU	HEL	chr1	12450001	12500000	0.5727192224353731	496
HCU	HEL	chr1	12500001	12550000	0.4822460457175803	729
HCU	HEL	chr1	12550001	12600000	0.5780664074892126	501
HCU	HEL	chr1	12600001	12650000	0.5501332949417425	631
HCU	HEL	chr1	12650001	12700000	0.3640330086991485	445
HCU	HEL	chr1	12700001	12750000	0.4314860287795742	728
HCU	HEL	chr1	12750001	12800000	0.4402553467029128	587
HCU	HEL	chr1	12800001	12850000	0.4746921484530765	673
HCU	HEL	chr1	12850001	12900000	0.4760342812784031	603
HCU	HEL	chr1	12900001	12950000	0.4295239829978461	803
HCU	HEL	chr1	12950001	13000000	0.3451059276066356	902
HCU	HEL	chr1	13000001	13050000	0.3384397687673528	521
HCU	HEL	chr1	13050001	13100000	0.4612225113305536	602
HCU	HEL	chr1	13100001	13150000	0.5546958506899389	406
HCU	HEL	chr1	13150001	13200000	0.5567631876967661	599
HCU	HEL	chr1	13200001	13250000	0.452369969585212	723
HCU	HEL	chr1	13250001	13300000	0.4038443521140495	520
HCU	HEL	chr1	13300001	13350000	0.3617309650164478	774
HCU	HEL	chr1	13350001	13400000	0.3582848220498634	558
HCU	HEL	chr1	13400001	13450000	0.3663806367647081	415
HCU	HEL	chr1	13450001	13500000	0.4014174196114886	708
HCU	HEL	chr1	13500001	13550000	0.4535896833477926	559
HCU	HEL	chr1	13550001	13600000	0.5253020658138196	729
HCU	HEL	chr1	13600001	13650000	0.6261494553917462	533
HCU	HEL	chr1	13650001	13700000	0.449965110119666	633
HCU	HEL	chr1	13700001	13750000	0.4268288610140547	438
HCU	HEL	chr1	13750001	13800000	0.4939615951229029	596
HCU	HEL	chr1	13800001	13850000	0.4615764563895889	380
HCU	HEL	chr1	13850001	13900000	0.639988124439483	655
HCU	HEL	chr1	13900001	13950000	0.5458264343675673	700
HCU	HEL	chr1	13950001	14000000	0.5648116601609935	506
HCU	HEL	chr1	14000001	14050000	0.4686783202072977	765
HCU	HEL	chr1	14050001	14100000	0.3741285550756618	622
HCU	HEL	chr1	14100001	14150000	0.4392963436476414	575
HCU	HEL	chr1	14150001	14200000	0.4753425020336354	568
HCU	HEL	chr1	14200001	14250000	0.3450160359095418	569
HCU	HEL	chr1	14250001	14300000	0.4825220393355931	475
HCU	HEL	chr1	14300001	14350000	0.5140012663109842	551
HCU	HEL	chr1	14350001	14400000	0.4226878937403295	460
HCU	HEL	chr1	14400001	14450000	0.3323667184178788	733
HCU	HEL	chr1	14450001	14500000	0.3370443794557147	745
HCU	HEL	chr1	14500001	14550000	0.5030156224163386	914
HCU	HEL	chr1	14550001	14600000	0.6769087425337997	403
HCU	HEL	chr1	14600001	14650000	0.4520966282728169	423
HCU	HEL	chr1	14650001	14700000	0.3998329405922707	574
HCU	HEL	chr1	14700001	14750000	0.3964963510810234	700
HCU	HEL	chr1	14750001	14800000	0.4735344013501034	475
HCU	HEL	chr1	14800001	14850000	0.5610244046321351	435
HCU	HEL	chr1	14850001	14900000	0.4673935798804329	338
HCU	HEL	chr1	14900001	14950000	0.4951132079103165	549
HCU	HEL	chr1	14950001	15000000	0.5266091135880127	407
HCU	HEL	chr1	15000001	15050000	0.4840559167450151	540
HCU	HEL	chr1	15050001	15100000	0.516482165072087	472
HCU	HEL	chr1	15100001	15150000	0.4887263036601698	426
HCU	HEL	chr1	15150001	15200000	0.5409604993408209	646
HCU	HEL	chr1	15200001	15250000	0.3403350103989575	605
HCU	HEL	chr1	15250001	15300000	0.4360416196647189	529
HCU	HEL	chr1	15300001	15350000	0.3778953509036963	598
HCU	HEL	chr1	15350001	15400000	0.6065570320856831	692
HCU	HEL	chr1	15400001	15450000	0.6076482089008185	473
HCU	HEL	chr1	15450001	15500000	0.5738543663427137	335
HCU	HEL	chr1	15500001	15550000	0.4870368668314615	497
HCU	HEL	chr1	15550001	15600000	0.4172679991217013	803
HCU	HEL	chr1	15600001	15650000	0.3744751266514556	590
HCU	HEL	chr1	15650001	15700000	0.3903222082266235	693
HCU	HEL	chr1	15700001	15750000	0.3553243493629966	677
HCU	HEL	chr1	15750001	15800000	0.5237551050091146	555
HCU	HEL	chr1	15800001	15850000	0.4033491939857319	796
HCU	HEL	chr1	15850001	15900000	0.5007964001285669	429
HCU	HEL	chr1	15900001	15950000	0.6723837617604317	332
HCU	HEL	chr1	15950001	16000000	0.5349446503094641	557
HCU	HEL	chr1	16000001	16050000	0.4802816472712884	513
HCU	HEL	chr1	16050001	16100000	0.3368264345377352	767
HCU	HEL	chr1	16100001	16150000	0.3946065965974817	622
HCU	HEL	chr1	16150001	16200000	0.3334312698571373	562
HCU	HEL	chr1	16200001	16250000	0.296104146968606	636
HCU	HEL	chr1	16250001	16300000	0.3653428265007609	754
HCU	HEL	chr1	16300001	16350000	0.3560157696539754	709
HCU	HEL	chr1	16350001	16400000	0.4414544559904996	427
HCU	HEL	chr1	16400001	16450000	0.3658503263827852	394
HCU	HEL	chr1	16450001	16500000	0.46245370423739	511
HCU	HEL	chr1	16500001	16550000	0.4016615825398966	492
HCU	HEL	chr1	16550001	16600000	0.2932419469074152	540
HCU	HEL	chr1	16600001	16650000	0.3823363115796941	833
HCU	HEL	chr1	16650001	16700000	0.5865499355575655	589
HCU	HEL	chr1	16700001	16750000	0.4307360246584813	757
HCU	HEL	chr1	16750001	16800000	0.4490863571238421	600
HCU	HEL	chr1	16800001	16850000	0.4225954632039543	565
HCU	HEL	chr1	16850001	16900000	0.4454393018141289	510
HCU	HEL	chr1	16900001	16950000	0.4880691662154846	613
HCU	HEL	chr1	16950001	17000000	0.4979397803200078	530
HCU	HEL	chr1	17000001	17050000	0.4607983309354583	469
HCU	HEL	chr1	17050001	17100000	0.5220634616299606	468
HCU	HEL	chr1	17100001	17150000	0.4704718773161517	595
HCU	HEL	chr1	17150001	17200000	0.4769442849900067	567
HCU	HEL	chr1	17200001	17250000	0.4702108445460629	604
HCU	HEL	chr1	17250001	17300000	0.3823375288980221	594
HCU	HEL	chr1	17300001	17350000	0.5414802759142943	553
HCU	HEL	chr1	17350001	17400000	0.5159530790154803	540
HCU	HEL	chr1	17400001	17450000	0.5450576157137036	441
HCU	HEL	chr1	17450001	17500000	0.3154423789024992	706
HCU	HEL	chr1	17500001	17550000	0.3452692561660944	951
HCU	HEL	chr1	17550001	17600000	0.4296953181885212	649
HCU	HEL	chr1	17600001	17650000	0.4820830357123472	558
HCU	HEL	chr1	17650001	17700000	0.5071520712052089	538
HCU	HEL	chr1	17700001	17750000	0.445549482744092	370
HCU	HEL	chr1	17750001	17800000	0.6067764234015038	445
HCU	HEL	chr1	17800001	17850000	0.4544812831481674	520
HCU	HEL	chr1	17850001	17900000	0.4868644633051298	471
HCU	HEL	chr1	17900001	17950000	0.4584286724632858	689
HCU	HEL	chr1	17950001	18000000	0.5857674018003217	575
HCU	HEL	chr1	18000001	18050000	0.3829345291769246	544
HCU	HEL	chr1	18050001	18100000	0.5209926241950475	566
HCU	HEL	chr1	18100001	18150000	0.6638055499291068	364
HCU	HEL	chr1	18150001	18200000	0.6067097943464143	373
HCU	HEL	chr1	18200001	18250000	0.6057352870696385	517
HCU	HEL	chr1	18250001	18300000	0.5020060180541626	392
HCU	HEL	chr1	18300001	18350000	0.5807677805451108	497
HCU	HEL	chr1	18350001	18400000	0.5013023509783103	667
HCU	HEL	chr1	18400001	18450000	0.657061121381191	429
HCU	HEL	chr1	18450001	18500000	0.5048935956951434	865
HCU	HEL	chr1	18500001	18550000	0.4280591072020327	794
HCU	HEL	chr1	18550001	18600000	0.5088073386143451	769
HCU	HEL	chr1	18600001	18650000	0.4156805870669754	783
HCU	HEL	chr1	18650001	18700000	0.5900049943898947	426
HCU	HEL	chr1	18700001	18750000	0.4598392169119317	538
HCU	HEL	chr1	18750001	18800000	0.4208826894724171	535
HCU	HEL	chr1	18800001	18850000	0.3099515786303122	689
HCU	HEL	chr1	18850001	18900000	0.3298689822986944	595
HCU	HEL	chr1	18900001	18950000	0.4508167165541942	560
HCU	HEL	chr1	18950001	19000000	0.3634604381615365	380
HCU	HEL	chr1	19000001	19050000	0.4062078263091578	345
HCU	HEL	chr1	19050001	19100000	0.4903156363903704	390
HCU	HEL	chr1	19100001	19150000	0.2941618633640007	617
HCU	HEL	chr1	19150001	19200000	0.3336063913199043	716
HCU	HEL	chr1	19200001	19250000	0.3934528796089119	524
HCU	HEL	chr1	19250001	19300000	0.3827686061929316	445
HCU	HEL	chr1	19300001	19350000	0.5162569509860525	506
HCU	HEL	chr1	19350001	19400000	0.4838731486355318	402
HCU	HEL	chr1	19400001	19450000	0.6860902038545462	404
HCU	HEL	chr1	19450001	19500000	0.515088909305545	534
HCU	HEL	chr1	19500001	19550000	0.5072228351494792	595
HCU	HEL	chr1	19550001	19600000	0.5221185372005045	480
HCU	HEL	chr1	19600001	19650000	0.4712669251011256	600
HCU	HEL	chr1	19650001	19700000	0.7163014275362956	583
HCU	HEL	chr1	19700001	19750000	0.5261427491246501	497
HCU	HEL	chr1	19750001	19800000	0.5074349748422495	362
HCU	HEL	chr1	19800001	19850000	0.5571144795738728	505
HCU	HEL	chr1	19850001	19900000	0.3990228621644178	567
HCU	HEL	chr1	19900001	19950000	0.3106121181904556	336
HCU	HEL	chr1	19950001	20000000	0.4430575326143486	441
HCU	HEL	chr1	20000001	20050000	0.3766757232854626	561
HCU	HEL	chr1	20050001	20100000	0.5822128679319744	477
HCU	HEL	chr1	20100001	20150000	0.5699382511041616	537
HCU	HEL	chr1	20150001	20200000	0.5054309681408781	503
HCU	HEL	chr1	20200001	20250000	0.4960943685016098	519
HCU	HEL	chr1	20250001	20300000	0.4383638168836002	573
HCU	HEL	chr1	20300001	20350000	0.4663263668372103	503
HCU	HEL	chr1	20350001	20400000	0.5244658206769978	412
HCU	HEL	chr1	20400001	20450000	0.6031247899659293	682
HCU	HEL	chr1	20450001	20500000	0.6301043619005	523
HCU	HEL	chr1	20500001	20550000	0.5037590853239478	746
HCU	HEL	chr1	20550001	20600000	0.3461615444576086	728
HCU	HEL	chr1	20600001	20650000	0.58382198785974	509
HCU	HEL	chr1	20650001	20700000	0.6694869894124228	564
HCU	HEL	chr1	20700001	20750000	0.4975404375691187	363
HCU	HEL	chr1	20750001	20800000	0.4283769465403757	385
HCU	HEL	chr1	20800001	20850000	0.507453012606119	431
HCU	HEL	chr1	20850001	20900000	0.3262061947851336	770
HCU	HEL	chr1	20900001	20950000	0.363774329934761	501
HCU	HEL	chr1	20950001	21000000	0.3272431107155452	646
HCU	HEL	chr1	21000001	21050000	0.328408128510962	816
HCU	HEL	chr1	21050001	21100000	0.3953036538277294	531
HCU	HEL	chr1	21100001	21150000	0.6257942165505226	417
HCU	HEL	chr1	21150001	21200000	0.3463830121768988	631
HCU	HEL	chr1	21200001	21250000	0.5224396451447332	439
HCU	HEL	chr1	21250001	21300000	0.4657729654579817	338
HCU	HEL	chr1	21300001	21350000	0.6817700781470671	420
HCU	HEL	chr1	21350001	21400000	0.6405976552442495	367
HCU	HEL	chr1	21400001	21450000	0.6153618429543111	446
HCU	HEL	chr1	21450001	21500000	0.649735502795397	526
HCU	HEL	chr1	21500001	21550000	0.6835759252232887	514
HCU	HEL	chr1	21550001	21600000	0.5092993177651864	619
HCU	HEL	chr1	21600001	21650000	0.5132921486826252	541
HCU	HEL	chr1	21650001	21700000	0.5567100893260435	651
HCU	HEL	chr1	21700001	21750000	0.5563122258859686	545
HCU	HEL	chr1	21750001	21800000	0.6983343472535597	406
HCU	HEL	chr1	21800001	21850000	0.6886751892660942	241
HCU	HEL	chr1	21850001	21900000	0.5015859855282002	862
HCU	HEL	chr1	21900001	21950000	0.4484135053120601	321
HCU	HEL	chr1	21950001	22000000	0.4361604502399501	609
HCU	HEL	chr1	22000001	22050000	0.5708582216582588	479
HCU	HEL	chr1	22050001	22100000	0.6519153942174871	313
HCU	HEL	chr1	22100001	22150000	0.7323865136887819	614
HCU	HEL	chr1	22150001	22200000	0.4920481294262102	535
HCU	HEL	chr1	22200001	22250000	0.6588040338761167	257
HCU	HEL	chr1	22250001	22300000	0.6803599726752271	373
HCU	HEL	chr1	22300001	22350000	0.5302923182694177	406
HCU	HEL	chr1	22350001	22400000	0.5969384372544677	453
HCU	HEL	chr1	22400001	22450000	0.656730288904401	460
HCU	HEL	chr1	22450001	22500000	0.6910277897574819	372
HCU	HEL	chr1	22500001	22550000	0.6452339829535141	663
HCU	HEL	chr1	22550001	22600000	0.7449035794542724	660
HCU	HEL	chr1	22600001	22650000	0.7051009755707983	470
HCU	HEL	chr1	22650001	22700000	0.6801296272247348	329
