pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
HEL	HMA	chr1	2400001	2450000	0.0058146525809499	11643	6770	1164300	0
HEL	HMA	chr1	2450001	2500000	0.0069310427871879	12457	8634	1245700	0
HEL	HMA	chr1	2500001	2550000	0.0092931609674728	9592	8914	959200	0
HEL	HMA	chr1	2550001	2600000	0.0073589262519844	13858	10198	1385800	0
HEL	HMA	chr1	2600001	2650000	0.0077163216830675	8841	6822	884100	0
HEL	HMA	chr1	2650001	2700000	0.0064888888888888	12375	8030	1237500	0
HEL	HMA	chr1	2700001	2750000	0.0067773818328514	14873	10080	1487300	0
HEL	HMA	chr1	2750001	2800000	0.007243418542541	10484	7594	1048400	0
HEL	HMA	chr1	2800001	2850000	0.0068697030248742	14513	9970	1451300	0
HEL	HMA	chr1	2850001	2900000	0.006362501300593	19222	12230	1922200	0
HEL	HMA	chr1	2900001	2950000	0.0083517681881913	12838	10722	1283800	0
HEL	HMA	chr1	2950001	3000000	0.006283645705611	17127	10762	1712700	0
HEL	HMA	chr1	3000001	3050000	0.0098178874949413	12355	12130	1235500	0
HEL	HMA	chr1	3050001	3100000	0.0068904274533413	6644	4578	664400	0
HEL	HMA	chr1	3100001	3150000	0.0067600039718002	10071	6808	1007100	0
HEL	HMA	chr1	3150001	3200000	0.005781954887218	18620	10766	1862000	0
HEL	HMA	chr1	3200001	3250000	0.0115135608048993	12573	14476	1257300	0
HEL	HMA	chr1	3250001	3300000	0.0104472739144629	3063	3200	306300	0
HEL	HMA	chr1	3300001	3350000	0.0087276664861938	1847	1612	184700	0
HEL	HMA	chr1	3350001	3400000	NA	0	NA	NA	NA
HEL	HMA	chr1	3400001	3450000	0.0094710640945861	8035	7610	803500	0
HEL	HMA	chr1	3450001	3500000	0.0089758403361344	3808	3418	380800	0
HEL	HMA	chr1	3500001	3550000	0.0051910563139096	20439	10610	2043900	0
HEL	HMA	chr1	3550001	3600000	0.0043172757475083	12040	5198	1204000	0
HEL	HMA	chr1	3600001	3650000	0.0073314127814686	17009	12470	1700900	0
HEL	HMA	chr1	3650001	3700000	0.0043956043956043	273	120	27300	0
HEL	HMA	chr1	3700001	3750000	NA	0	NA	NA	NA
HEL	HMA	chr1	3750001	3800000	0.0065533088235294	2176	1426	217600	0
HEL	HMA	chr1	3800001	3850000	0.0085201793721973	223	190	22300	0
HEL	HMA	chr1	3850001	3900000	NA	0	NA	NA	NA
HEL	HMA	chr1	3900001	3950000	0.0069428238039673	1714	1190	171400	0
HEL	HMA	chr1	3950001	4000000	NA	0	NA	NA	NA
HEL	HMA	chr1	4000001	4050000	0.0064222222222222	2700	1734	270000	0
HEL	HMA	chr1	4050001	4100000	0.0052560281766458	3691	1940	369100	0
HEL	HMA	chr1	4100001	4150000	0.0034675858732462	16536	5734	1653600	0
HEL	HMA	chr1	4150001	4200000	0.0049555895865237	3265	1618	326500	0
HEL	HMA	chr1	4200001	4250000	0.0029674008810572	17025	5052	1702500	0
HEL	HMA	chr1	4250001	4300000	0.0042105263157894	26125	11000	2612500	0
HEL	HMA	chr1	4300001	4350000	0.0047835738068812	19822	9482	1982200	0
HEL	HMA	chr1	4350001	4400000	0.0136664146051636	18514	25302	1851400	0
HEL	HMA	chr1	4400001	4450000	0.0074593462322914	18141	13532	1814100	0
HEL	HMA	chr1	4450001	4500000	0.0085852608929532	9295	7980	929500	0
HEL	HMA	chr1	4500001	4550000	0.0080287794729542	11536	9262	1153600	0
HEL	HMA	chr1	4550001	4600000	0.0100918477950824	17529	17690	1752900	0
HEL	HMA	chr1	4600001	4650000	0.013749178172255	12168	16730	1216800	0
HEL	HMA	chr1	4650001	4700000	0.0051282051282051	6240	3200	624000	0
HEL	HMA	chr1	4700001	4750000	0.0056954594465077	16694	9508	1669400	0
HEL	HMA	chr1	4750001	4800000	0.008680729352878	16782	14568	1678200	0
HEL	HMA	chr1	4800001	4850000	0.0073734561290783	14007	10328	1400700	0
HEL	HMA	chr1	4850001	4900000	0.0073342387949129	16198	11880	1619800	0
HEL	HMA	chr1	4900001	4950000	0.0074713265526942	18484	13810	1848400	0
HEL	HMA	chr1	4950001	5000000	0.0074134296898524	13284	9848	1328400	0
HEL	HMA	chr1	5000001	5050000	0.0049342328787069	20603	10166	2060300	0
HEL	HMA	chr1	5050001	5100000	0.0063690865489426	18348	11686	1834800	0
HEL	HMA	chr1	5100001	5150000	0.007321956022317	12188	8924	1218800	0
HEL	HMA	chr1	5150001	5200000	0.0082346377620148	12547	10332	1254700	0
HEL	HMA	chr1	5200001	5250000	0.0088185564831448	18926	16690	1892600	0
HEL	HMA	chr1	5250001	5300000	0.0064867517173699	16304	10576	1630400	0
HEL	HMA	chr1	5300001	5350000	0.0088948121822399	20259	18020	2025900	0
HEL	HMA	chr1	5350001	5400000	0.0073562778840025	15690	11542	1569000	0
HEL	HMA	chr1	5400001	5450000	0.010255179383527	15832	16236	1583200	0
HEL	HMA	chr1	5450001	5500000	0.0075645756457564	16260	12300	1626000	0
HEL	HMA	chr1	5500001	5550000	0.0082876016260162	15744	13048	1574400	0
HEL	HMA	chr1	5550001	5600000	0.0083550528645193	4067	3398	406700	0
HEL	HMA	chr1	5600001	5650000	0.0061235540241201	16252	9952	1625200	0
HEL	HMA	chr1	5650001	5700000	0.0068710292249047	18888	12978	1888800	0
HEL	HMA	chr1	5700001	5750000	0.0063731146877214	19758	12592	1975800	0
HEL	HMA	chr1	5750001	5800000	0.0068354011579818	12090	8264	1209000	0
HEL	HMA	chr1	5800001	5850000	0.007069201883531	16777	11860	1677700	0
HEL	HMA	chr1	5850001	5900000	0.0067564003955609	18202	12298	1820200	0
HEL	HMA	chr1	5900001	5950000	0.0074468085106382	12220	9100	1222000	0
HEL	HMA	chr1	5950001	6000000	0.0079903968366049	14162	11316	1416200	0
HEL	HMA	chr1	6000001	6050000	0.0081284403669724	14170	11518	1417000	0
HEL	HMA	chr1	6050001	6100000	0.0082703735144312	9424	7794	942400	0
HEL	HMA	chr1	6100001	6150000	0.0068447725708565	15983	10940	1598300	0
HEL	HMA	chr1	6150001	6200000	0.0088588119613627	17289	15316	1728900	0
HEL	HMA	chr1	6200001	6250000	0.0078130417388985	14998	11718	1499800	0
HEL	HMA	chr1	6250001	6300000	0.0067285004081026	13477	9068	1347700	0
HEL	HMA	chr1	6300001	6350000	0.0079398439466398	15892	12618	1589200	0
HEL	HMA	chr1	6350001	6400000	0.0070325955734406	12425	8738	1242500	0
HEL	HMA	chr1	6400001	6450000	0.007117633570282	13083	9312	1308300	0
HEL	HMA	chr1	6450001	6500000	0.0057576021608434	11477	6608	1147700	0
HEL	HMA	chr1	6500001	6550000	0.0062158413094742	14418	8962	1441800	0
HEL	HMA	chr1	6550001	6600000	0.0074199915409558	14186	10526	1418600	0
HEL	HMA	chr1	6600001	6650000	0.0060175675047636	21517	12948	2151700	0
HEL	HMA	chr1	6650001	6700000	0.0059374339463115	18924	11236	1892400	0
HEL	HMA	chr1	6700001	6750000	0.0052009196321471	20008	10406	2000800	0
HEL	HMA	chr1	6750001	6800000	0.0064207243943391	20845	13384	2084500	0
HEL	HMA	chr1	6800001	6850000	0.005712901663168	18579	10614	1857900	0
HEL	HMA	chr1	6850001	6900000	0.0068087141801104	22997	15658	2299700	0
HEL	HMA	chr1	6900001	6950000	0.0075874439461883	14495	10998	1449500	0
HEL	HMA	chr1	6950001	7000000	0.005917574963746	21377	12650	2137700	0
HEL	HMA	chr1	7000001	7050000	0.0061542180323906	20685	12730	2068500	0
HEL	HMA	chr1	7050001	7100000	0.005219180430931	17497	9132	1749700	0
HEL	HMA	chr1	7100001	7150000	0.0059935725763256	14936	8952	1493600	0
HEL	HMA	chr1	7150001	7200000	0.0052848941821609	11671	6168	1167100	0
HEL	HMA	chr1	7200001	7250000	0.0071886397144409	12887	9264	1288700	0
HEL	HMA	chr1	7250001	7300000	0.0079996670273869	12013	9610	1201300	0
HEL	HMA	chr1	7300001	7350000	0.0066634913074541	4199	2798	419900	0
HEL	HMA	chr1	7350001	7400000	0.0092829191938955	20444	18978	2044400	0
HEL	HMA	chr1	7400001	7450000	0.010671604318353	15932	17002	1593200	0
HEL	HMA	chr1	7450001	7500000	0.0079632045929018	15328	12206	1532800	0
HEL	HMA	chr1	7500001	7550000	0.0080996068152031	13734	11124	1373400	0
HEL	HMA	chr1	7550001	7600000	0.0090707038170397	18627	16896	1862700	0
HEL	HMA	chr1	7600001	7650000	0.0086913938514555	11027	9584	1102700	0
HEL	HMA	chr1	7650001	7700000	0.0088402162403165	17943	15862	1794300	0
HEL	HMA	chr1	7700001	7750000	0.0083015683240734	14219	11804	1421900	0
HEL	HMA	chr1	7750001	7800000	0.007136403810272	20366	14534	2036600	0
HEL	HMA	chr1	7800001	7850000	0.0097294365772823	16595	16146	1659500	0
HEL	HMA	chr1	7850001	7900000	0.005586047078912	16398	9160	1639800	0
HEL	HMA	chr1	7900001	7950000	0.004805479144445	17813	8560	1781300	0
HEL	HMA	chr1	7950001	8000000	0.0051810858143607	14275	7396	1427500	0
HEL	HMA	chr1	8000001	8050000	0.0063205295138888	18432	11650	1843200	0
HEL	HMA	chr1	8050001	8100000	0.0059082892416225	19278	11390	1927800	0
HEL	HMA	chr1	8100001	8150000	0.0071273979340875	16264	11592	1626400	0
HEL	HMA	chr1	8150001	8200000	0.0066087045466168	19553	12922	1955300	0
HEL	HMA	chr1	8200001	8250000	0.0070886440555915	13887	9844	1388700	0
HEL	HMA	chr1	8250001	8300000	0.0072936368943374	17130	12494	1713000	0
HEL	HMA	chr1	8300001	8350000	0.0065219237711009	18838	12286	1883800	0
HEL	HMA	chr1	8350001	8400000	0.0078200992555831	16120	12606	1612000	0
HEL	HMA	chr1	8400001	8450000	0.0091890571568148	16376	15048	1637600	0
HEL	HMA	chr1	8450001	8500000	0.0068390536487837	15005	10262	1500500	0
HEL	HMA	chr1	8500001	8550000	0.0073795579066691	15879	11718	1587900	0
HEL	HMA	chr1	8550001	8600000	0.0060578428036747	14695	8902	1469500	0
HEL	HMA	chr1	8600001	8650000	0.0055395092168603	17034	9436	1703400	0
HEL	HMA	chr1	8650001	8700000	0.0058377515535032	17541	10240	1754100	0
HEL	HMA	chr1	8700001	8750000	0.007608306972906	14542	11064	1454200	0
HEL	HMA	chr1	8750001	8800000	0.0061348699876178	20998	12882	2099800	0
HEL	HMA	chr1	8800001	8850000	0.0046096243555119	16292	7510	1629200	0
HEL	HMA	chr1	8850001	8900000	0.0044909324575182	14006	6290	1400600	0
HEL	HMA	chr1	8900001	8950000	0.0087708959029863	17647	15478	1764700	0
HEL	HMA	chr1	8950001	9000000	0.0092134081196581	14976	13798	1497600	0
HEL	HMA	chr1	9000001	9050000	0.0098035251753111	15829	15518	1582900	0
HEL	HMA	chr1	9050001	9100000	0.0060675682731972	19151	11620	1915100	0
HEL	HMA	chr1	9100001	9150000	0.0081057325664059	15473	12542	1547300	0
HEL	HMA	chr1	9150001	9200000	0.0070292653422044	21493	15108	2149300	0
HEL	HMA	chr1	9200001	9250000	0.006808034152145	14289	9728	1428900	0
HEL	HMA	chr1	9250001	9300000	0.0077562749237626	17052	13226	1705200	0
HEL	HMA	chr1	9300001	9350000	0.0064637998839533	15511	10026	1551100	0
HEL	HMA	chr1	9350001	9400000	0.0067302718547042	17399	11710	1739900	0
HEL	HMA	chr1	9400001	9450000	0.0043445277872485	23464	10194	2346400	0
HEL	HMA	chr1	9450001	9500000	0.0059291343319497	16623	9856	1662300	0
HEL	HMA	chr1	9500001	9550000	0.0054031538232668	13444	7264	1344400	0
HEL	HMA	chr1	9550001	9600000	0.0056119797817563	21169	11880	2116900	0
HEL	HMA	chr1	9600001	9650000	0.0061133290405666	15530	9494	1553000	0
HEL	HMA	chr1	9650001	9700000	0.0047336403433964	17589	8326	1758900	0
HEL	HMA	chr1	9700001	9750000	0.0063510442592792	18482	11738	1848200	0
HEL	HMA	chr1	9750001	9800000	0.0054394882131276	22822	12414	2282200	0
HEL	HMA	chr1	9800001	9850000	0.0056158873805932	19890	11170	1989000	0
HEL	HMA	chr1	9850001	9900000	0.0056570526869466	22814	12906	2281400	0
HEL	HMA	chr1	9900001	9950000	0.0044666463068801	22921	10238	2292100	0
HEL	HMA	chr1	9950001	10000000	0.005062835007432	22201	11240	2220100	0
HEL	HMA	chr1	10000001	10050000	0.0044050890585241	19650	8656	1965000	0
HEL	HMA	chr1	10050001	10100000	0.0054462875197472	15192	8274	1519200	0
HEL	HMA	chr1	10100001	10150000	0.0067621556360443	18222	12322	1822200	0
HEL	HMA	chr1	10150001	10200000	0.0044511143751197	15659	6970	1565900	0
HEL	HMA	chr1	10200001	10250000	0.0065099571464582	15868	10330	1586800	0
HEL	HMA	chr1	10250001	10300000	0.0048199375358531	15689	7562	1568900	0
HEL	HMA	chr1	10300001	10350000	0.0065369061902857	22503	14710	2250300	0
HEL	HMA	chr1	10350001	10400000	0.0051478396414827	20529	10568	2052900	0
HEL	HMA	chr1	10400001	10450000	0.0059123343527013	19620	11600	1962000	0
HEL	HMA	chr1	10450001	10500000	0.0049186339674535	21815	10730	2181500	0
HEL	HMA	chr1	10500001	10550000	0.0066530654948734	19116	12718	1911600	0
HEL	HMA	chr1	10550001	10600000	0.00530505163271	17915	9504	1791500	0
HEL	HMA	chr1	10600001	10650000	0.0063188856207336	18019	11386	1801900	0
HEL	HMA	chr1	10650001	10700000	0.0053697803119235	17889	9606	1788900	0
HEL	HMA	chr1	10700001	10750000	0.0046768637177897	14514	6788	1451400	0
HEL	HMA	chr1	10750001	10800000	0.0079799493566223	19351	15442	1935100	0
HEL	HMA	chr1	10800001	10850000	0.005063601532567	19575	9912	1957500	0
HEL	HMA	chr1	10850001	10900000	0.0055922898621446	24591	13752	2459100	0
HEL	HMA	chr1	10900001	10950000	0.005213634181469	10415	5430	1041500	0
HEL	HMA	chr1	10950001	11000000	0.00477291005291	23625	11276	2362500	0
HEL	HMA	chr1	11000001	11050000	0.0053924556057581	19034	10264	1903400	0
HEL	HMA	chr1	11050001	11100000	0.0043965014577259	25725	11310	2572500	0
HEL	HMA	chr1	11100001	11150000	0.0065247732030704	20062	13090	2006200	0
HEL	HMA	chr1	11150001	11200000	0.0047779716889664	20628	9856	2062800	0
HEL	HMA	chr1	11200001	11250000	0.0058053854379313	20574	11944	2057400	0
HEL	HMA	chr1	11250001	11300000	0.0043096435600262	22865	9854	2286500	0
HEL	HMA	chr1	11300001	11350000	0.0044620788343957	23061	10290	2306100	0
HEL	HMA	chr1	11350001	11400000	0.0057654559181276	23842	13746	2384200	0
HEL	HMA	chr1	11400001	11450000	0.005319326949893	21514	11444	2151400	0
HEL	HMA	chr1	11450001	11500000	0.0061210101888067	20709	12676	2070900	0
HEL	HMA	chr1	11500001	11550000	0.0061902188597676	22206	13746	2220600	0
HEL	HMA	chr1	11550001	11600000	0.0064769510715729	19784	12814	1978400	0
HEL	HMA	chr1	11600001	11650000	0.0065094339622641	19716	12834	1971600	0
HEL	HMA	chr1	11650001	11700000	0.0061149794679521	22404	13700	2240400	0
HEL	HMA	chr1	11700001	11750000	0.0053359012121898	17654	9420	1765400	0
HEL	HMA	chr1	11750001	11800000	0.0047375606082003	21243	10064	2124300	0
HEL	HMA	chr1	11800001	11850000	0.0048300168085452	18443	8908	1844300	0
HEL	HMA	chr1	11850001	11900000	0.0052818853974121	21640	11430	2164000	0
HEL	HMA	chr1	11900001	11950000	0.0045724160998996	17938	8202	1793800	0
HEL	HMA	chr1	11950001	12000000	0.0045652874798495	18610	8496	1861000	0
HEL	HMA	chr1	12000001	12050000	0.0058364292815655	19111	11154	1911100	0
HEL	HMA	chr1	12050001	12100000	0.0048685745043509	22294	10854	2229400	0
HEL	HMA	chr1	12100001	12150000	0.0061351993002624	24009	14730	2400900	0
HEL	HMA	chr1	12150001	12200000	0.0045391643750554	22546	10234	2254600	0
HEL	HMA	chr1	12200001	12250000	0.0050580187484165	19735	9982	1973500	0
HEL	HMA	chr1	12250001	12300000	0.0046331867623235	21605	10010	2160500	0
HEL	HMA	chr1	12300001	12350000	0.0059388435341287	20701	12294	2070100	0
HEL	HMA	chr1	12350001	12400000	0.0056641828117237	20130	11402	2013000	0
HEL	HMA	chr1	12400001	12450000	0.0060399079048349	20848	12592	2084800	0
HEL	HMA	chr1	12450001	12500000	0.0053472184751524	18533	9910	1853300	0
HEL	HMA	chr1	12500001	12550000	0.006212003473968	21877	13590	2187700	0
HEL	HMA	chr1	12550001	12600000	0.004438037828157	22893	10160	2289300	0
HEL	HMA	chr1	12600001	12650000	0.005241558652635	24611	12900	2461100	0
HEL	HMA	chr1	12650001	12700000	0.0071561684681326	16098	11520	1609800	0
HEL	HMA	chr1	12700001	12750000	0.0064715577531293	22449	14528	2244900	0
HEL	HMA	chr1	12750001	12800000	0.0064174421696357	18805	12068	1880500	0
HEL	HMA	chr1	12800001	12850000	0.006154225421556	20282	12482	2028200	0
HEL	HMA	chr1	12850001	12900000	0.006287086606294	19987	12566	1998700	0
HEL	HMA	chr1	12900001	12950000	0.0067297167126406	22839	15370	2283900	0
HEL	HMA	chr1	12950001	13000000	0.0085779407392726	20182	17312	2018200	0
HEL	HMA	chr1	13000001	13050000	0.0048735485923333	18861	9192	1886100	0
HEL	HMA	chr1	13050001	13100000	0.005559092717867	20104	11176	2010400	0
HEL	HMA	chr1	13100001	13150000	0.0034841603588449	17835	6214	1783500	0
HEL	HMA	chr1	13150001	13200000	0.0057022421524663	22300	12716	2230000	0
HEL	HMA	chr1	13200001	13250000	0.0060326777344605	22829	13772	2282900	0
HEL	HMA	chr1	13250001	13300000	0.0050293800215853	16678	8388	1667800	0
HEL	HMA	chr1	13300001	13350000	0.0063761769213925	22835	14560	2283500	0
HEL	HMA	chr1	13350001	13400000	0.0076252493253549	17046	12998	1704600	0
HEL	HMA	chr1	13400001	13450000	0.0085357585779247	12095	10324	1209500	0
HEL	HMA	chr1	13450001	13500000	0.0064297285356634	20371	13098	2037100	0
HEL	HMA	chr1	13500001	13550000	0.0046212935934859	19527	9024	1952700	0
HEL	HMA	chr1	13550001	13600000	0.0071966822553604	22666	16312	2266600	0
HEL	HMA	chr1	13600001	13650000	0.007475485717766	16419	12274	1641900	0
HEL	HMA	chr1	13650001	13700000	0.0092804204285136	14842	13774	1484200	0
HEL	HMA	chr1	13700001	13750000	0.0053472180177998	16517	8832	1651700	0
HEL	HMA	chr1	13750001	13800000	0.0056715237772506	17706	10042	1770600	0
HEL	HMA	chr1	13800001	13850000	0.0037212536100117	18698	6958	1869800	0
HEL	HMA	chr1	13850001	13900000	0.0056852046169989	28590	16254	2859000	0
HEL	HMA	chr1	13900001	13950000	0.0081357461526893	19949	16230	1994900	0
HEL	HMA	chr1	13950001	14000000	0.0047420935412026	22450	10646	2245000	0
HEL	HMA	chr1	14000001	14050000	0.0053191265640881	28531	15176	2853100	0
HEL	HMA	chr1	14050001	14100000	0.0052297355873428	18456	9652	1845600	0
HEL	HMA	chr1	14100001	14150000	0.0054794520547945	21024	11520	2102400	0
HEL	HMA	chr1	14150001	14200000	0.0056679031550396	25071	14210	2507100	0
HEL	HMA	chr1	14200001	14250000	0.0049123680541724	20084	9866	2008400	0
HEL	HMA	chr1	14250001	14300000	0.0036681369460197	23805	8732	2380500	0
HEL	HMA	chr1	14300001	14350000	0.0047479183822856	21858	10378	2185800	0
HEL	HMA	chr1	14350001	14400000	0.0033011279378061	22253	7346	2225300	0
HEL	HMA	chr1	14400001	14450000	0.0060134196212331	25187	15146	2518700	0
HEL	HMA	chr1	14450001	14500000	0.0065323364170151	23673	15464	2367300	0
HEL	HMA	chr1	14500001	14550000	0.0086931794066465	23561	20482	2356100	0
HEL	HMA	chr1	14550001	14600000	0.0042662996731463	17439	7440	1743900	0
HEL	HMA	chr1	14600001	14650000	0.0048235120366267	20313	9798	2031300	0
HEL	HMA	chr1	14650001	14700000	0.0049045605681211	24361	11948	2436100	0
HEL	HMA	chr1	14700001	14750000	0.0065633276887673	23031	15116	2303100	0
HEL	HMA	chr1	14750001	14800000	0.0039856565823097	24262	9670	2426200	0
HEL	HMA	chr1	14800001	14850000	0.0038354874604125	23366	8962	2336600	0
HEL	HMA	chr1	14850001	14900000	0.0034235987243932	18501	6334	1850100	0
HEL	HMA	chr1	14900001	14950000	0.0043654443753884	24135	10536	2413500	0
HEL	HMA	chr1	14950001	15000000	0.0039650013600507	22058	8746	2205800	0
HEL	HMA	chr1	15000001	15050000	0.0040539405534039	21431	8688	2143100	0
HEL	HMA	chr1	15050001	15100000	0.0045248390506389	20814	9418	2081400	0
HEL	HMA	chr1	15100001	15150000	0.0038715382825226	21485	8318	2148500	0
HEL	HMA	chr1	15150001	15200000	0.005101922918214	24234	12364	2423400	0
HEL	HMA	chr1	15200001	15250000	0.0049883094439361	19674	9814	1967400	0
HEL	HMA	chr1	15250001	15300000	0.0040170617544919	26492	10642	2649200	0
HEL	HMA	chr1	15300001	15350000	0.0047515174506828	21088	10020	2108800	0
HEL	HMA	chr1	15350001	15400000	0.0068987143305111	25512	17600	2551200	0
HEL	HMA	chr1	15400001	15450000	0.006315624346371	19124	12078	1912400	0
HEL	HMA	chr1	15450001	15500000	0.0047023543673833	15673	7370	1567300	0
HEL	HMA	chr1	15500001	15550000	0.0051402541356988	25026	12864	2502600	0
HEL	HMA	chr1	15550001	15600000	0.0061109929832022	23515	14370	2351500	0
HEL	HMA	chr1	15600001	15650000	0.0050119108786024	21409	10730	2140900	0
HEL	HMA	chr1	15650001	15700000	0.0067906932483227	21017	14272	2101700	0
HEL	HMA	chr1	15700001	15750000	0.0061237104426935	22973	14068	2297300	0
HEL	HMA	chr1	15750001	15800000	0.004586915211293	22102	10138	2210200	0
HEL	HMA	chr1	15800001	15850000	0.0065847418529547	23843	15700	2384300	0
HEL	HMA	chr1	15850001	15900000	0.0046268795247818	21548	9970	2154800	0
HEL	HMA	chr1	15900001	15950000	0.0032056966277038	22329	7158	2232900	0
HEL	HMA	chr1	15950001	16000000	0.0057743537383394	21547	12442	2154700	0
HEL	HMA	chr1	16000001	16050000	0.0049954543279582	20899	10440	2089900	0
HEL	HMA	chr1	16050001	16100000	0.0050529656473817	23317	11782	2331700	0
HEL	HMA	chr1	16100001	16150000	0.0036273369711065	22358	8110	2235800	0
HEL	HMA	chr1	16150001	16200000	0.0065193425536179	19956	13010	1995600	0
HEL	HMA	chr1	16200001	16250000	0.005590338332752	22936	12822	2293600	0
HEL	HMA	chr1	16250001	16300000	0.0055796356156332	27224	15190	2722400	0
HEL	HMA	chr1	16300001	16350000	0.0053407678107222	26543	14176	2654300	0
HEL	HMA	chr1	16350001	16400000	0.0043994875627201	18734	8242	1873400	0
HEL	HMA	chr1	16400001	16450000	0.0061131420781956	16139	9866	1613900	0
HEL	HMA	chr1	16450001	16500000	0.0063745345100239	19603	12496	1960300	0
HEL	HMA	chr1	16500001	16550000	0.0050486331524521	19534	9862	1953400	0
HEL	HMA	chr1	16550001	16600000	0.0048001552192471	20616	9896	2061600	0
HEL	HMA	chr1	16600001	16650000	0.0079703047263681	25728	20506	2572800	0
HEL	HMA	chr1	16650001	16700000	0.0065997414907367	23210	15318	2321000	0
HEL	HMA	chr1	16700001	16750000	0.0076202390881289	21582	16446	2158200	0
HEL	HMA	chr1	16750001	16800000	0.0062564870793429	18691	11694	1869100	0
HEL	HMA	chr1	16800001	16850000	0.0056985111662531	16120	9186	1612000	0
HEL	HMA	chr1	16850001	16900000	0.0043501422057694	22151	9636	2215100	0
HEL	HMA	chr1	16900001	16950000	0.0049513149513149	21978	10882	2197800	0
HEL	HMA	chr1	16950001	17000000	0.0044012211936182	20308	8938	2030800	0
HEL	HMA	chr1	17000001	17050000	0.0045995777621393	21315	9804	2131500	0
HEL	HMA	chr1	17050001	17100000	0.0045704680173405	22606	10332	2260600	0
